Epoch,Phase,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Runtime(ms),Throughput(ops/sec),AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),WatcherSamples,WatcherCPU_min,WatcherCPU_q1,WatcherCPU_median,WatcherCPU_q3,WatcherCPU_max,WatcherMemoryKB_min,WatcherMemoryKB_q1,WatcherMemoryKB_median,WatcherMemoryKB_q3,WatcherMemoryKB_max
16,run,READ,2,187655415,59009925,57829142,19141480,1600734,19015158,0,0,613,23647,43375532,314696534,3902037857,7398654687,638855923,91718687,12536371731950,14717017841,1916549658,78605245,13812,7240.081088908196,134.17129,62,34783,190,398,13,42.2,76.2,79.6,80.8,82.7,1151908.0,2149568.0,2194524.0,2199240.0,2217952.0
16,reference,READ,1,4883157,1998258,1621748,10181,12,62,0,0,613,23647,43375572,314696534,3902037857,7398654687,638855923,91718687,12536371731950,14717017841,1916549658,78605245,3654,27367.26874657909,32.69662,23,14775,45,75,3,37.0,44.4,51.8,53.9,56.0,44492.0,44492.0,44492.0,44492.0,44492.0
16,clean-run,READ,53,3547100,1301632,1290663,125650,1,0,4,393216,613,23648,43755571,314696534,3902037858,7398679562,638908263,91718718,12536573451409,14717278376,1916550757,78627047,12027,8314.625426124554,116.13738,53,34335,166,386,11,57.0,69.30000000000001,77.4,79.7,80.0,243272.0,244962.0,247288.0,250206.0,443172.0
16,avg-run,READ,55,8145179,2756674,2705652,225650,5,0,4,393216,613,23648,43755571,314696534,3902037858,7398704893,638908263,91718718,12536760094992,14717488732,1916550759,78627047,11216,8915.83452211127,108.29241,78,22591,132,189,10,41.3,70.42500000000001,76.45,77.475,78.2,223592.0,257400.0,257448.0,257448.0,257448.0
17,extend,EXTEND,3814,200855721,64131443,62898371,21553525,1700767,21422161,0,0,613,23660,45015666,314697513,3902194524,7398816283,639117875,91720832,12543369005275,14725620925,1917105720,78627047,240373,416.02010209133306,2395.21672,397,162815,8967,15519,231,28.8,39.3,41.1,42.35,52.6,157956.0,3087076.0,3987372.0,5608992.0,7774472.0
17,run,READ,54510,206922282,65579284,64325073,21554350,1700789,21422985,0,0,613,23661,45100943,314697766,3902219342,7398822362,639117875,91720832,12543750065833,14727140251,1917916447,78638268,13677,7311.544929443591,132.64688,63,34911,192,402,13,43.1,74.5,79.1,81.7,82.9,1194796.0,2216524.0,2261368.0,2268492.0,2270972.0
17,reference,READ,104,5185786,2124842,1723053,10181,12,62,0,0,613,23661,45100986,314697766,3902219342,7398822433,639117875,91720832,12543750065883,14727140252,1917916447,78638268,3867,25859.839668994053,34.70941,22,11575,48,73,3,36.7,43.85,51.0,52.35,53.7,47464.0,47464.0,47464.0,47464.0,47464.0
17,clean-run,READ,138,3511293,1296141,1285175,130302,1,0,4,385024,613,23662,45539258,314697851,3902219343,7398849605,639166699,91722224,12543960616400,14727386736,1917917545,78646407,11855,8435.259384226065,114.68307,55,35103,164,363,11,45.5,70.7,75.7,79.0,80.0,226484.0,269142.0,271300.0,275950.0,277260.0
17,avg-run,READ,140,8116349,2758745,2707726,230302,5,0,4,385024,613,23662,45539258,314697851,3902219343,7398874936,639166699,91722224,12544157259983,14727597092,1917917547,78646407,12502,7998.720204767237,121.25566,95,27903,159,227,12,45.5,75.15,80.1,81.925,83.1,229904.0,269763.0,269968.0,269971.0,269992.0
18,extend,EXTEND,428319,221118041,71048435,69743614,24141993,1800822,24005367,0,0,613,23675,46913293,314697954,3902268605,7399241186,639364805,91722290,12551282790991,14736508766,1918600345,78646407,239779,417.0507008537028,2389.66382,385,70847,9343,16343,230,24.7,40.225,43.7,44.975,57.0,160504.0,2159453.0,4176684.0,6478395.0,7599288.0
18,run,READ,437351,227208064,72565252,71239108,24142831,1800844,24006202,0,0,613,23676,47047761,314697954,3902268713,7399246408,639379909,91722296,12551615598022,14737945432,1919414325,78659706,14442,6924.248719013987,140.45001,67,41599,200,410,13,44.4,76.9,80.2,81.0,82.2,1249452.0,2400792.0,2456972.0,2459192.0,2462776.0
18,reference,READ,1770,5486779,2250536,1824344,10181,12,62,0,0,613,23676,47047803,314699554,3902268713,7399247996,639379909,91722296,12551615639345,14737945867,1919414329,78659706,3768,26539.27813163482,33.91094,21,11271,47,77,3,39.3,45.25,51.2,53.35,55.5,65152.0,65152.0,65152.0,65152.0,65152.0
18,clean-run,READ,53,3647423,1378394,1367425,136006,1,0,4,385024,613,23677,47400503,314708307,3902268714,7399276878,639422542,91722320,12551839692948,14738229620,1919415318,78671834,12673,7890.791446382072,122.8409,59,67519,173,351,12,37.0,74.725,78.35,79.3,97.0,230564.0,325928.0,332000.0,333440.0,573344.0
18,avg-run,READ,55,8666659,2974192,2923170,246006,5,0,4,385024,613,23677,47400503,314708927,3902268714,7399302533,639422542,91722320,12552047787117,14738460006,1919415320,78671834,11526,8676.036786395975,111.6548,81,22719,135,195,11,44.5,72.5,76.7,78.85,79.6,251788.0,313964.0,315340.0,315468.0,315468.0
19,extend,EXTEND,712243,241517920,78330667,76953098,26880220,1900877,26737960,0,0,613,23691,48852959,314708938,3902417645,7399667779,639635696,91723548,12559492747779,14747534850,1919966199,78671834,253688,394.1849831288827,2528.80479,382,166783,9719,17071,244,28.0,42.2,44.2,44.7,54.1,157104.0,3547161.0,4520296.0,6363824.0,7866764.0
19,run,READ,955164,247858217,79912944,78514052,26881063,1900899,26738803,0,0,613,23692,48901351,314711103,3902535562,7399695402,639654982,91732471,12559872591679,14749349380,1920841525,78673809,15016,6659.563132658498,146.16923,64,38047,210,431,14,40.0,75.4,79.4,80.975,81.8,1216468.0,2283909.0,2334894.0,2338569.0,2344648.0
19,reference,READ,3469,5787812,2377120,1925649,10181,12,62,0,0,613,23692,48901351,314713007,3902535562,7399696990,639654982,91732471,12559872591729,14749349381,1920841525,78673809,3776,26483.050847457627,33.96441,22,13623,47,80,3,38.4,44.7,51.0,53.0,55.0,59152.0,59152.0,59152.0,59152.0,59152.0
19,clean-run,READ,396,3633046,1437619,1426653,141206,1,0,4,385024,613,23693,49398089,314714817,3902535564,7399727466,639686514,91732480,12560105430789,14749617858,1920842625,78684838,12781,7824.113919098662,123.93591,61,39103,176,394,12,42.6,73.575,79.65,81.9,82.5,244764.0,318649.0,322822.0,325957.0,333696.0
19,avg-run,READ,400,10150702,4242031,4191012,351206,5,0,4,385024,613,23693,49398089,314714900,3902535564,7399761734,639686514,91732480,12560336834518,14750048517,1920842627,78684838,14794,6759.49709341625,144.18914,113,25791,189,265,14,45.0,78.575,83.05000000000001,84.875,85.9,253204.0,371680.0,372592.0,372632.0,372668.0
20,extend,EXTEND,1410601,263188345,85904645,84454491,29731398,2000932,29583268,0,0,613,23708,50977921,314714958,3902597860,7400174895,639913095,91732589,12568252323383,14759915487,1921704856,78684838,262589,380.8232637315349,2618.15716,395,23503,10095,17711,252,31.1,42.8,44.9,45.3,56.2,173360.0,4000004.0,5263734.0,6234746.0,7626712.0
20,run,READ,1432182,269276318,87569068,86096715,29732246,2000954,29584116,0,0,613,23708,51041535,314715113,3902597967,7400184213,639913095,91732589,12568574485729,14761403763,1922346541,78697170,15285,6542.361792607131,148.84847,69,41183,208,444,14,46.0,78.925,82.6,83.65,84.3,1525200.0,2639776.0,2683788.0,2693926.0,2715344.0
20,reference,READ,5135,6088878,2503704,2026954,10181,12,62,0,0,613,23708,51041575,314715120,3902597967,7400185802,639913095,91732589,12568574485779,14761403764,1922346541,78697170,3574,27979.85450475657,31.79992,22,13879,44,75,3,38.2,44.2,50.2,52.85,55.5,59700.0,59700.0,59700.0,59700.0,59700.0
20,clean-run,READ,197,3762859,1503279,1492310,147617,1,0,4,385024,613,23709,51527241,314715280,3902597968,7400217553,639973518,91732602,12568821103777,14761713588,1922347531,78708109,13660,7320.644216691069,132.831,63,41663,186,425,13,43.3,73.4,76.9,80.1,94.8,274388.0,379192.0,385840.0,389728.0,759908.0
20,avg-run,READ,281,10288680,4322315,4271293,357617,5,0,4,385024,613,23709,51527241,314715280,3902597968,7400251900,639973518,91732602,12569062507490,14762144247,1922347533,78708109,13410,7457.121551081283,130.35231,97,22143,163,230,12,44.4,73.05000000000001,78.3,80.35,81.5,285676.0,427618.0,430872.0,431220.0,431228.0
21,extend,EXTEND,1815492,284698173,93842078,92319633,32723302,2100987,32569036,0,0,613,23724,53178392,314715657,3902722570,7400675475,640214513,91732825,12577182991039,14772004932,1922927836,78708109,270056,370.2935687412981,2692.49244,389,103295,10503,18527,260,31.1,43.6,45.650000000000006,46.1,51.6,186004.0,4081790.0,6173398.0,7808602.0,8613668.0
21,run,READ,2153426,291442332,95575101,94030457,32724162,2101009,32569893,0,0,613,23725,53295463,314728406,3902878736,7400701769,640214513,91732825,12577657035665,14774006240,1924001647,78709796,15974,6260.172780768749,155.61149,69,44671,230,468,15,42.2,75.85,80.0,82.30000000000001,83.4,1396752.0,2722388.0,2794980.0,2803690.0,2813460.0
21,reference,READ,6815,6390003,2631178,2128273,10181,12,62,0,0,613,23725,53295508,314730606,3902878736,7400703357,640214513,91732825,12577657035665,14774006240,1924001647,78709796,4055,24660.91245376079,36.6544,23,11479,48,76,3,38.2,44.45,50.7,52.75,54.8,76140.0,76140.0,76140.0,76140.0,76140.0
21,clean-run,READ,53,3745232,1532509,1521543,153393,1,0,4,385024,613,23726,53755505,314737166,3902878737,7400736308,640278154,91735130,12577912256994,14774298710,1924002634,78727839,13865,7212.405337179949,134.79003,64,44127,205,434,13,37.0,73.5,78.6,79.5,79.8,253888.0,364628.0,367820.0,379040.0,379040.0
21,avg-run,READ,55,10276850,4361295,4310276,363393,5,0,4,385024,613,23726,53755505,314737166,3902878737,7400770574,640278154,91735130,12578163660703,14774729369,1924002636,78727839,13749,7273.256236817223,133.70778,103,25727,166,240,13,42.8,74.7,80.1,82.1,83.5,259376.0,390196.0,390704.0,390704.0,390720.0
22,extend,EXTEND,2691551,307944765,102125032,100530213,35851754,2201042,35691335,0,0,613,23742,55465351,314738957,3902946444,7401253055,640502158,91735250,12586823090801,14785447174,1924892499,78727839,265780,376.2510346903454,2649.85953,405,70079,11015,19279,255,4.4,45.4,46.3,47.4,56.0,100188.0,4158454.0,5898752.0,7036258.0,7810008.0
22,run,READ,2847663,314220545,103923925,102306907,35852620,2201064,35692198,0,0,613,23743,55660167,314750757,3903013372,7401272715,640515887,91735275,12587263409563,14787135206,1925934367,78732265,16407,6094.959468519534,160.03719,81,61983,231,488,15,40.9,76.0,80.0,81.95,82.6,1392872.0,2802844.0,2895348.0,2905700.0,2915432.0
22,reference,READ,8495,6691055,2757762,2229578,10181,12,62,0,0,613,23743,55660210,314752957,3903013372,7401274317,640515887,91735275,12587263409563,14787135206,1925934367,78732265,3927,25464.73134708429,35.38346,23,12615,48,81,3,38.2,45.1,52.0,53.5,55.0,73700.0,73700.0,73700.0,73700.0,73700.0
22,clean-run,READ,53,4766827,1602423,1591454,160058,1,0,4,385024,613,23744,56041325,314758485,3903013373,7401308719,640573380,91735297,12587532674900,14787472786,1925935356,78744288,14367,6960.395350455906,139.81685,69,57055,203,439,13,43.8,75.3,78.6,80.2,96.7,416588.0,842408.0,854160.0,870684.0,1537128.0
22,avg-run,READ,55,11484644,4446381,4395359,370058,5,0,4,385024,613,23744,56041325,314758485,3903013373,7401343000,640573380,91735297,12587794148323,14787903892,1925935475,78744288,13314,7510.890791647889,129.3651,96,26159,155,226,12,42.2,71.75,75.80000000000001,78.825,79.7,409540.0,865172.0,896836.0,899732.0,899908.0
23,extend,EXTEND,3355908,331032938,110837100,109170162,39160137,2301097,38993300,0,0,613,23761,57783642,314773388,3903242391,7401862716,640801710,91739010,12596748042035,14798717654,1926541149,78744288,267183,374.27530943211207,2663.78751,394,219775,11471,20159,257,0.0,47.5,49.7,50.4,58.1,57596.0,4991296.0,7012092.0,8301156.0,8522956.0
23,run,READ,3925724,337774244,112737265,111048128,39161007,2301119,38994168,0,0,613,23762,57903978,314787216,3903475225,7401899087,640820607,91748032,12597229379467,14800950370,1927818363,78747642,17288,5784.359093012495,168.62697,75,74943,236,519,16,34.4,76.125,81.95,84.125,84.8,964296.0,2823711.0,2884868.0,2900152.0,2908424.0
23,reference,READ,10175,6992107,2884346,2330883,10181,12,62,0,0,613,23762,57904021,314789316,3903475225,7401900703,640820607,91748032,12597229379467,14800950370,1927818363,78747642,3929,25451.768897938407,35.35778,22,13359,48,77,3,37.5,44.0,50.5,52.5,54.5,76100.0,76108.0,76116.0,76116.0,76116.0
23,clean-run,READ,53,4752425,1668583,1657617,166120,1,0,4,385024,613,23763,58337666,314798837,3903475226,7401936377,640875040,91748063,12597507126078,14801268485,1927819350,78762483,14483,6904.646827314783,140.88475,70,48895,204,452,13,37.5,73.3,78.6,80.6,82.4,337568.0,658040.0,674200.0,680248.0,680620.0
23,avg-run,READ,55,11476169,4522823,4471804,376120,5,0,4,385024,613,23764,58339726,314798837,3903541571,7401970675,640875040,91748063,12597778962030,14801699599,1927819542,78762483,14629,6835.737234260715,142.47555,112,25775,170,242,14,46.5,77.25,82.1,84.225,85.6,344284.0,660360.0,673232.0,674508.0,674764.0
24,extend,EXTEND,4600710,354777763,119845555,118106502,42563572,2401152,42390192,0,0,613,23780,60036666,314806148,3903724679,7402654356,641130815,91751944,12606958402174,14812731030,1928378342,78762483,271998,367.6497621306039,2711.93713,399,119103,11911,21039,261,40.6,50.5,51.6,53.0,57.8,242764.0,4404684.0,7287368.0,8097420.0,8507284.0
24,run,READ,5343364,361601100,121800537,120039285,42564450,2401174,42391068,0,0,613,23781,60133643,314821902,3904016537,7402695183,641130815,91751944,12607473150618,14815114658,1929581753,78762483,17457,5728.361115884745,170.6123,78,51103,245,524,16,39.7,78.80000000000001,81.65,83.275,84.0,1334248.0,3022055.0,3087494.0,3096699.0,3103512.0
24,reference,READ,11857,7293157,3010930,2432188,10181,12,62,0,0,613,23781,60133687,314824102,3904016537,7402696817,641130815,91751944,12607473150618,14815114658,1929581753,78762483,3990,25062.65664160401,35.97656,22,14335,49,77,3,37.3,44.5,51.7,54.1,56.5,61452.0,61452.0,61452.0,61452.0,61452.0
24,clean-run,READ,53,4882698,1748740,1737771,173167,1,0,4,385024,613,23782,60609834,314834225,3904016539,7402734100,641209413,91759146,12607765214864,14815481803,1929582861,78776653,15355,6512.536633018561,149.68976,71,53215,213,466,14,43.1,77.625,80.1,81.475,90.4,323608.0,562219.0,572668.0,579279.0,784524.0
24,avg-run,READ,55,11613637,4618940,4567918,383167,5,0,4,385024,613,23783,60612074,314834225,3904084444,7402768366,641209413,91759146,12608046953656,14815912463,1929582936,78776653,13896,7196.315486470927,135.14264,105,24367,163,230,13,43.9,76.5,80.3,82.0,83.1,315940.0,544356.0,549732.0,550052.0,550308.0
25,extend,EXTEND,6038342,379058893,129151747,127339199,46084445,2501218,45904386,0,0,613,23800,62375054,314834308,3904241020,7403435840,641470628,91764766,12617566264563,14827337482,1930175702,78776653,286720,348.77232142857144,2858.88327,387,115711,12295,21695,276,14.4,49.0,50.1,50.7,59.8,150856.0,4136922.0,6924748.0,7918640.0,8676328.0
25,run,READ,6827654,385934610,131143626,129310002,46085327,2501240,45905268,0,0,613,23801,62593246,314849840,3904567098,7403477940,641486122,91767332,12618128121781,14829772668,1931703549,78778213,17490,5717.552887364208,170.7863,79,51231,252,537,16,42.2,77.5,82.1,84.125,84.7,1347528.0,2689851.0,2758602.0,2786635.0,2792976.0
25,reference,READ,13537,7594282,3138404,2533507,10181,12,62,0,0,613,23801,62593288,314851940,3904567098,7403479570,641486122,91767332,12618128121781,14829772668,1931703549,78778213,3817,26198.585276395075,34.39039,22,12343,49,81,3,37.5,42.45,47.4,50.85,54.3,71412.0,71412.0,71412.0,71412.0,71412.0
25,clean-run,READ,53,4856004,1798963,1787997,179413,1,0,4,385024,613,23802,62921474,314863745,3904567099,7403518058,641552190,91767353,12618428488892,14830117975,1931704540,78789115,15583,6417.249566835654,151.78903,73,54367,220,450,15,40.9,75.75,80.6,82.25,82.5,467692.0,1117186.0,1139776.0,1151602.0,1160256.0
25,avg-run,READ,55,11591790,4679789,4628770,389413,5,0,4,385024,613,23803,62924365,314863745,3904636319,7403552324,641552190,91767353,12618720221973,14830548633,1931704610,78789115,15290,6540.222367560497,149.07505,115,24895,181,261,14,44.5,77.475,82.25,84.775,86.1,439600.0,1028768.0,1070256.0,1073793.0,1074224.0
26,extend,EXTEND,7658700,404802135,138844775,136960382,49777365,2601284,49590616,0,0,613,23821,64900773,314865257,3904714597,7404301997,641818151,91767904,12628893748406,14843031366,1932671530,78789115,286496,349.0450128448565,2856.74809,399,46559,12535,22367,275,35.5,51.05,51.9,52.7,62.9,200300.0,4762870.0,6562424.0,7796648.0,8507444.0
26,run,READ,8175002,411442308,140917637,139011045,49778249,2601306,49591502,0,0,613,23822,65163785,314883561,3904981368,7404337301,641833977,91774471,12629411532503,14845090164,1933973755,78792201,17886,5590.965000559097,174.89575,83,56703,251,545,17,45.4,78.1,82.9,83.9,85.1,1438864.0,2868104.0,2927696.0,2940824.0,2990876.0
26,reference,READ,15217,7895407,3265878,2634826,10181,12,62,0,0,613,23822,65163828,314885567,3904981368,7404338931,641833977,91774471,12629411532503,14845090164,1933973755,78792201,3924,25484.1997961264,35.19935,22,13295,47,84,3,37.7,43.85,50.0,51.75,53.5,90992.0,90992.0,90992.0,90992.0,90992.0
26,clean-run,READ,53,4917569,1917626,1906660,186095,8,0,4,385024,613,23823,65486636,314891488,3904981369,7404378889,641902431,91774490,12629723158831,14845448473,1933974742,78807542,16430,6086.427267194157,160.30524,74,55263,224,497,15,43.3,75.9,79.7,82.5,83.2,504876.0,1212834.0,1241144.0,1258244.0,1270076.0
26,avg-run,READ,55,12028314,4811816,4760797,396095,12,0,4,385024,613,23824,65491062,314891488,3905055080,7404416186,641902431,91774490,12630024859726,14845879133,1933974792,78807542,15602,6409.434687860531,152.11286,117,24655,186,266,15,44.4,78.0,82.9,85.05000000000001,85.8,473736.0,1194680.0,1228924.0,1232152.0,1232776.0
27,extend,EXTEND,8800097,430140731,148936710,146980286,53626852,2701350,53433377,0,0,613,23843,67362243,314891676,3905290523,7405113891,642190460,91778526,12640397482397,14858224438,1934543948,78807542,303635,329.34279644968467,3028.17104,385,221055,12855,23087,292,46.4,48.4,50.9,51.3,59.4,260620.0,4080510.0,7241514.0,8060248.0,8649532.0
27,run,READ,9816141,437372287,151086317,149107694,53627741,2701372,53434265,0,0,613,23843,67454379,314915537,3905755137,7405177577,642234366,91785836,12640938697447,14860985270,1935839915,78808628,18468,5414.771496642842,180.71029,84,59487,265,524,17,40.4,78.4,82.6,84.6,85.1,1247744.0,3036604.0,3088752.0,3096392.0,3111220.0
27,reference,READ,16897,8196605,3394242,2736159,10181,12,62,0,0,613,23843,67454379,314917537,3905755137,7405179217,642234366,91785836,12640938697447,14860985270,1935839915,78808628,3559,28097.780275358247,31.64164,22,12191,45,82,3,38.2,46.0,53.8,56.05,58.3,60312.0,60312.0,60312.0,60312.0,60312.0
27,clean-run,READ,53,5028932,1923604,1912635,193285,1,0,4,385024,613,23844,67942785,314927849,3905756819,7405220752,642269270,91785841,12641264933829,14861397086,1935841025,78842151,16119,6203.858800173708,157.21148,76,57503,230,501,15,40.9,79.3,82.2,83.5,94.9,311964.0,564102.0,573732.0,581026.0,789688.0
27,avg-run,READ,55,12109292,4834064,4783042,403285,5,0,4,385024,613,23845,67948229,314927849,3905833252,7405259186,642269270,91785841,12641576610722,14861827745,1935841071,78842151,15207,6575.918984678109,148.15703,112,15623,181,252,14,40.0,74.975,79.15,81.025,82.3,307100.0,551452.0,556284.0,556668.0,556700.0
28,extend,EXTEND,11081274,456936852,159437083,157407690,57638379,2801416,57438330,0,0,613,23865,69660772,314933761,3906251161,7406284745,642553223,91797553,12652513476538,14874818189,1936540944,78842151,306319,326.4570594706825,3055.18851,397,203391,13239,23887,294,33.7,51.7,53.9,54.3,59.8,242120.0,4571244.0,5707232.0,8426942.0,8876928.0
28,run,READ,12227612,463575146,161655930,159604338,57639232,2801438,57439191,0,0,613,23865,69709553,314958801,3906832533,7406339317,642553223,91797553,12652992110235,14877536842,1937685916,78842151,18546,5391.998274560552,181.42544,85,59007,266,577,17,44.8,79.1,82.6,84.1,84.9,1227544.0,2500832.0,2565988.0,2569696.0,2576776.0
28,reference,READ,18579,8497801,3522606,2837492,10181,12,62,0,0,613,23865,69709598,314961001,3906832533,7406340905,642553223,91797553,12652992110235,14877536842,1937685916,78842151,4014,24912.80518186348,36.13564,22,14303,47,78,3,37.9,44.3,50.7,51.400000000000006,52.1,93040.0,93040.0,93040.0,93040.0,93040.0
28,clean-run,READ,53,4997011,2011860,2000894,199426,1,0,4,385024,613,23866,70197172,314970735,3906832535,7406383731,642658248,91803509,12653326383172,14877922359,1937687016,78859291,16906,5915.059742103395,165.04524,77,59807,244,539,16,37.9,75.275,80.4,81.95,83.2,270020.0,480727.0,484912.0,493841.0,530292.0
28,avg-run,READ,55,12081070,4932712,4881693,409426,5,0,4,385024,613,23867,70203318,314970735,3906910325,7406422165,642658248,91803509,12653648036440,14878353018,1937687059,78859291,16084,6217.358865953743,157.13399,122,24447,189,269,15,45.0,77.6,82.7,84.65,85.5,269968.0,452236.0,453968.0,454092.0,454108.0
29,extend,EXTEND,12994472,482663817,170276639,168174278,61782011,2901482,61575273,0,0,613,23887,72296170,314970927,3907185549,7407344945,642925874,91813734,12664644631621,14891227244,1938028849,78859291,292318,342.093199871373,2915.01321,378,330495,13079,24383,281,41.7,53.1,55.1,56.6,57.9,212104.0,5590312.0,8269716.0,8607620.0,8724660.0
29,run,READ,14251128,492085504,172543941,170419455,61782734,2901504,61576011,0,0,613,23888,72612468,314996941,3908140464,7407404113,642964499,91821460,12665389070105,14894538167,1940164837,78860535,19149,5222.204814872839,187.4543,91,64479,270,567,18,43.3,78.475,81.85,83.44999999999999,85.0,1075672.0,2495477.0,2534584.0,2546290.0,2558000.0
29,reference,READ,20261,8798997,3650970,2938825,10181,12,62,0,0,613,23888,72612510,314999041,3908140464,7407405722,642964499,91821460,12665389070105,14894538167,1940164837,78860535,3738,26752.273943285178,33.37711,22,16183,46,77,3,36.3,44.8,53.3,55.8,58.3,77292.0,77292.0,77292.0,77292.0,77292.0
29,clean-run,READ,53,5046344,2088021,2077055,206179,1,0,4,385024,613,23889,72975667,315012384,3908140466,7407449976,643067789,91821486,12665734625011,14894937153,1940165826,78882306,17364,5759.041695461875,170.13806,78,61919,246,530,16,44.9,78.425,81.94999999999999,83.3,84.2,321984.0,529460.0,534436.0,543747.0,556176.0
29,avg-run,READ,55,11835724,5022395,4971376,416179,5,0,4,385024,613,23890,72984372,315012384,3908232213,7407500914,643067789,91821486,12666066260075,14895367815,1940165869,78882306,16510,6056.935190793459,161.31104,122,22239,194,269,15,44.5,77.7,82.3,84.25,85.6,321300.0,615798.0,623124.0,623444.0,697604.0
30,extend,EXTEND,15628775,513554323,181576156,179401452,66128340,3001548,65915019,0,0,613,23911,74900469,315017052,3908415244,7408613402,643365704,91827099,12677898498722,14909394366,1940896059,78882306,321961,310.5966250570721,3211.17009,400,181887,14007,25567,309,45.0,51.7,53.9,54.8,58.7,218148.0,4299624.0,6558048.0,8507932.0,8822996.0
30,run,READ,16684044,521416845,183977163,181779384,66128794,3001570,65915495,0,0,613,23912,75024323,315045756,3909386205,7408667026,643378777,91827149,12678456643508,14912354073,1942214992,78882306,20038,4990.518015770037,196.24163,88,62239,282,590,19,38.2,78.8,83.1,84.65,85.7,1106884.0,3120258.0,3182016.0,3189328.0,3202272.0
30,reference,READ,21983,9100153,3779334,3040158,10181,12,62,0,0,613,23912,75024369,315048056,3909386205,7408668642,643378777,91827149,12678456643558,14912354074,1942214992,78882306,4190,23866.34844868735,37.81248,22,15071,50,76,4,38.2,49.15,53.5,54.475,55.3,82800.0,82800.0,82800.0,82800.0,82800.0
30,clean-run,READ,53,5175576,2144891,2133922,213071,1,0,4,385024,613,23913,75497164,315058464,3909386206,7408714381,643499970,91833688,12678816477813,14912809432,1942215982,78898305,17843,5604.438715462647,174.57007,82,62623,253,554,17,46.5,79.3,81.8,82.9,94.8,438600.0,950764.0,956184.0,964980.0,1326852.0
30,avg-run,READ,55,11970299,5094027,5043005,423071,5,0,4,385024,613,23914,75506437,315058464,3909479480,7408765317,643499970,91833688,12679158089469,14913240091,1942216025,78898305,16696,5989.458552946814,163.082,126,27295,198,275,16,44.4,78.5,83.05,85.4,86.4,401628.0,1093600.0,1141020.0,1144992.0,1145388.0
31,extend,EXTEND,17683990,542561134,193282847,191034904,70607967,3101625,70388047,0,0,613,23936,77781977,315058978,3909702373,7409748597,643815930,91841585,12691155272572,14927302742,1942686009,78898305,336194,297.4473072095278,3354.02707,395,379647,14423,26527,323,34.0,53.3,53.8,54.3,59.8,213648.0,5936982.0,8554396.0,8606648.0,8821912.0
31,run,READ,18949871,552143692,195673846,193402828,70608324,3101647,70388424,0,0,613,23937,78111897,315083598,3910602317,7409805284,643854081,91851092,12691973653455,14930745577,1944931478,78898370,19705,5074.854097944684,193.21457,98,63967,287,592,18,46.5,78.625,82.4,84.125,84.7,1270664.0,2812183.0,2887048.0,2895541.0,2902688.0
31,reference,READ,23663,9401424,3908588,3141505,10181,12,62,0,0,613,23937,78111936,315085598,3910602317,7409806872,643854081,91851092,12691973653455,14930745577,1944931478,78898370,3517,28433.32385555872,31.10838,22,18111,43,79,3,37.9,44.45,51.0,54.2,57.4,94952.0,94952.0,94952.0,94952.0,94952.0
31,clean-run,READ,53,5130603,2207503,2196537,219491,1,0,4,385024,613,23938,78424478,315095798,3910602318,7409854053,643947664,91851109,12692341762090,14931170988,1944932465,78911194,17824,5610.412926391383,174.39481,85,71679,253,510,17,43.1,79.0,82.9,84.8,85.1,424072.0,1048112.0,1079112.0,1092012.0,1092288.0
31,avg-run,READ,55,12030995,5169603,5117707,429504,5,0,4,385024,613,23939,78434043,315095798,3910697035,7409904992,643947664,91851109,12692696371415,14931651975,1944932516,78911194,18217,5489.378053466542,178.26572,139,26975,213,295,17,44.4,81.1,84.9,86.8,90.1,389468.0,1117020.0,1168284.0,1173148.0,1564724.0
32,extend,EXTEND,20369316,575143970,205081267,202759347,75134625,3201713,74908212,0,0,613,23961,80599839,315101423,3910923092,7411000707,644279206,91862321,12705155977938,14946481680,1945864646,78911194,345721,289.25058067054067,3448.81831,407,232063,14783,27375,332,35.9,52.9,53.3,53.5,59.8,187276.0,4300728.0,8169356.0,8604548.0,8855376.0
32,run,READ,21379090,582857865,207574849,205231607,75134739,3201724,74908328,0,0,613,23962,80659310,315128042,3911827905,7411062251,644279206,91862321,12705613046107,14949303018,1946819620,78911194,20438,4892.846658185733,200.57922,95,65599,288,595,19,44.9,80.5,84.1,85.35,86.3,1342392.0,3100326.0,3156040.0,3168162.0,3177188.0
32,reference,READ,25371,9702667,4037842,3242852,10181,12,62,0,0,613,23962,80659342,315130042,3911827905,7411063885,644279206,91862321,12705613046157,14949303019,1946819620,78911194,3661,27314.94127287626,32.49418,22,14095,45,78,3,35.9,42.3,48.7,52.45,56.2,60688.0,60688.0,60688.0,60688.0,60688.0
32,clean-run,READ,53,5175680,2270268,2259222,226041,1,0,4,393216,613,23963,81121090,315141303,3911827906,7411112477,644398989,91868484,12705992465413,14949741755,1946820610,78938917,18697,5348.451623255068,182.95985,87,70335,267,563,17,39.3,78.7,82.5,83.6,84.1,370612.0,885720.0,912800.0,921656.0,926824.0
