Epoch,AverageLatency(us),delta_cache_hit_ratio,hit_ln_epoch_term,miss_epoch_term,temp_bytes_term,predicted_average_latency_us,residual_us,intercept,alpha_hit_ln_epoch,beta_miss_epoch,gamma_temp_bytes,r_squared,adjusted_r_squared
31,210.15475,0.8657395249300758,2.9729384510269297,4.162074727167651,0,206.27098869585302,3.8837613041469865,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
32,214.56833,0.8522710169789349,2.9537462624595303,4.727327456674082,0,212.8274284304324,1.7409015695675976,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
33,218.99144,0.866685574831767,3.0303726658131964,4.399376030551689,0,212.07085515746638,6.9205848425336285,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
34,223.05635,0.8702492359393103,3.06881255219376,4.411525978063452,0,214.01962503700588,9.036724962994128,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
35,227.98965,0.8639817405104229,3.0717558062859815,4.760639082135199,0,218.75754244842,9.232107551580015,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
36,237.13654,0.8581309833798866,3.075128630617789,5.1072845983240835,0,223.48292782017054,13.653612179829452,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
37,245.03215,0.8489666101646656,3.065548739880437,5.588235423907374,0,229.37562160620328,15.65652839379672,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
38,248.70288,0.8418589453773094,3.062334448146352,6.009360075662242,0,234.77606324294254,13.926816757057452,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
39,247.92219,0.8208621091467778,3.0072789398312225,6.986377743275665,0,245.0904015714037,2.8317884285962975,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
40,248.21435,0.8253019530326761,3.0444394179823435,6.9879218786929576,0,246.83986523322213,1.3744847667778686,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
41,259.20301,0.7988761893923871,2.9666843016827493,8.246076234912127,0,259.8030716315906,-0.60006163159062,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
42,260.96253,0.799957587537142,2.9899771708528338,8.401781323440037,0,262.9389505138746,-1.9764205138745865,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
43,266.55638,0.8205773621523511,3.0863556694629413,7.715173427448902,0,258.37472458044033,8.181655419559661,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
44,283.9645,0.8145917891834772,3.0825698045030436,8.157961275927004,0,264.0340698297699,19.930430170230068,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
45,274.15849,0.7904114186023846,3.0088294986798436,9.431486162892693,0,277.3866576669833,-3.2281676669833246,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
46,284.99903,0.7372642559452085,2.8227204504635566,12.08584422652041,0,303.7086312787802,-18.709601278780212,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
47,303.4826,0.7311717194140123,2.815119041940079,12.634929187541424,0,310.59132619993375,-7.108726199933756,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
48,318.5169,0.7280576035934081,2.818457331029978,13.053235027516411,0,316.2595167004157,2.257383299584319,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
49,305.03741,0.7251418087261038,2.822121610208904,13.468051372420915,0,321.8968877507358,-16.859477750735778,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
50,300.13812,0.76859897725337,3.0067768809637276,11.5700511373315,0,305.47531545005177,-5.337195450051752,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
51,313.6732,0.7531141545647052,2.9611135372850175,12.591178117200034,0,316.8079974535489,-3.134797453548913,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
52,314.1191,0.7088607343900277,2.8008815241076146,15.13924181171856,0,342.93320038025047,-28.814100380250466,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
53,306.69586,0.7108348938207779,2.822222030807316,15.32575062749877,0,346.38419653623407,-39.68833653623409,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
54,341.12441,0.7205037668700773,2.8740780315342036,15.092796589015824,0,345.727003613595,-4.6025936135949905,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
55,338.30997,0.7112730155516515,2.8503079589805043,15.87998414465917,0,354.9953110977357,-16.68534109773566,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
56,330.04516,0.7034415306044911,2.8315995545521098,16.6072742861485,0,363.70975437331987,-33.66459437331986,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
57,357.08847,0.7583535245239846,3.0660621787934956,13.773849102132877,0,337.27779278825517,19.810677211744803,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
58,372.0004,0.7355334107069009,2.9865914965282045,15.339062178999747,0,354.20790201414445,17.79249798585556,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
59,403.75146,0.7296313942298269,2.975099330221255,15.951747740440211,0,361.74774907715323,42.00371092284678,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
60,389.26254,0.7367295393818027,3.016424583396277,15.796227637091835,0,361.62105271105065,27.64148728894935,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
61,380.01455,0.7137486216808506,2.9341305544575333,17.461334077468113,0,379.73628443367215,0.27826556632783195,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
62,367.14898,0.7097476693145821,2.929224010733825,17.99564450249591,0,386.54966030633943,-19.40068030633944,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
63,351.74794,0.7076207407587466,2.9317680641524633,18.419893332198964,0,392.2592169602799,-40.51127696027987,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
64,358.38194,0.6899580578403932,2.8694548949801053,19.842684298214834,0,408.1106997435512,-49.72875974355122,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
65,376.94148,0.6729095152431265,2.808984914222551,21.26088150919678,0,423.9874067499248,-47.045926749924774,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
66,421.06841,0.6709417382600988,2.8110142353248757,21.717845274833476,0,430.10416285567146,-9.03575285567149,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
67,398.56517,0.675563903995835,2.8405385610582345,21.737218432279057,0,431.7332777083262,-33.168107708326204,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
68,398.79354,0.6798317383393635,2.8685552581462113,21.771441792923284,0,433.48795209070727,-34.69441209070726,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
69,425.92576,0.689453640516327,2.919220143928441,21.42769880437344,0,431.31524679715403,-5.389486797154007,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
70,454.72286,0.7077888216446351,3.0070374411329546,20.454782484875544,0,422.57939833640233,32.14346166359769,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
71,501.78209,0.6576848408656022,2.8034999365929223,24.304376298542245,0,463.8424320811355,37.9396579188645,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
72,534.92186,0.661210457561077,2.827776361390561,24.392847055602456,0,466.13799487858205,68.78386512141799,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
73,547.39065,0.6537059015286294,2.804698656947928,25.279469188410054,0,476.74896816615455,70.6416818338455,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
74,531.24091,0.6524567235001482,2.8082162084433526,25.718202460989037,0,482.69471325033555,48.54619674966443,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
75,455.4293,0.6718575442656561,2.9007369613566656,24.61068418007579,0,472.40380066856017,-16.974500668560154,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
76,454.88498,0.6867989452510571,2.9743430902722396,23.80328016091966,16236303,482.1002921077814,-27.215312107781415,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
77,432.1639,0.6353102027327026,2.7596639031892765,28.081114389581902,29467059,542.2703034796459,-110.1064034796459,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
78,492.63552,0.7145216484133342,3.1129627725031703,22.26731142375993,33124065,485.89874948857135,6.736770511428631,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
79,520.86017,0.7029297173777852,3.071414744031614,23.46855232715497,33554079,500.2445621454049,20.615607854595112,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
80,524.1864,0.6325500738456266,2.771851271356466,29.395994092349873,33983094,564.870268609899,-40.68386860989892,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
81,569.96617,0.6358785996111236,2.7943361745353963,29.493833431498988,34412442,567.6531629462665,2.313007053733486,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
82,539.6474,0.6395558993533457,2.818343291381788,29.556416253025656,34827027,570.0268637303371,-30.379463730337193,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
83,598.2797,0.62410326247802,2.7578128396962134,31.199429214324343,35256819,589.3112925230524,8.968407476947618,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
84,608.34401,0.6309948527032139,2.7958225933410623,30.996432372930034,35683059,588.8486130921804,19.495396907819668,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
85,589.5482,0.6438138371249698,2.860240352449099,30.27582384437757,36118512,582.8027113006135,6.745488699386442,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
86,568.43275,0.6490955658148655,2.8912970785975864,30.177781339921566,36548637,583.4037416395688,-14.970991639568751,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
87,678.59197,0.6189213815066851,2.764046022479616,33.1538398089184,36964554,617.1373619900456,61.45460800995431,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
88,568.05341,0.6213596038650616,2.7820362294146355,33.32035485987458,37384578,620.6064793502652,-52.55306935026522,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
89,484.51202,0.6122310273290732,2.7480824559477495,34.51143856771249,37812372,635.1694859313895,-150.65746593138954,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
90,488.47014,0.6125996440073476,2.7565818021451403,34.86603203933872,38246826,640.6907023282299,-152.2205623282299,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
91,538.2308,0.6096483300718479,2.7500379653367175,35.52200196346184,38669181,649.4711850480722,-111.2403850480722,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
92,591.04825,0.6181278280436779,2.7950433520040363,35.13223981998163,39085764,646.8625785173032,-55.814328517303124,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
93,595.00856,0.6240178969908591,2.828423203619329,34.9663355798501,39506232,646.6672966285121,-51.65873662851209,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
94,777.3592,0.6008173289214351,2.729690235586157,37.5231710813851,39944127,676.2258411810732,101.13335881892681,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
95,857.84701,0.6121590019788279,2.787696733096634,36.84489481201135,40353273,670.4121120383929,187.43489796160702,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
96,721.90078,0.6794199560080436,3.1011092474524706,30.775684223227813,40776072,605.4497221836136,116.45105781638642,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
97,831.95234,0.603204546890285,2.7594864629421454,38.48915895164235,41198760,691.6499225741104,140.30241742588964,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
98,716.97194,0.5985558171925609,2.74435895599698,39.34152991512903,41617008,702.615091870319,14.356848129680998,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
99,753.78855,0.592067283505404,2.720620127050946,40.385338932965,42039696,715.7071567074548,38.08139329254516,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
100,715.50714,0.594121966972475,2.7360327691422435,40.5878033027525,42454836,719.5250265138563,-4.017886513856297,13.08522508416094,46.530980561246935,13.179009492340851,1.041635606213731e-06,0.9463916366877643,0.9447163753342569
