Epoch,AverageLatency(us),delta_cache_hit_ratio,cache_log_epoch_term,cache_miss_epoch_term,predicted_average_latency_us,intercept,alpha_cache_log_epoch,beta_cache_miss_epoch,r_squared
28,199.42926,0.8819807570910041,2.9389402566663847,3.3045388014518853,189.10410617093217,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
29,197.63752,0.8676746566483573,2.921717253116959,3.8374349571976385,196.00612005679795,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
30,213.3883,0.8506336446119301,2.8931729248078333,4.480990661642096,204.01846075677014,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
31,210.15475,0.8657395249300758,2.9729384510269297,4.162074727167651,202.78397940354364,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
32,214.56833,0.8522710169789349,2.9537462624595303,4.727327456674082,210.06656936449008,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
33,218.99144,0.866685574831767,3.0303726658131964,4.399376030551689,208.5719986218204,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
34,223.05635,0.8702492359393103,3.06881255219376,4.411525978063452,210.34849884698224,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
35,227.98965,0.8639817405104229,3.0717558062859815,4.760639082135199,215.46335073902037,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
36,237.13654,0.8581309833798866,3.075128630617789,5.1072845983240835,220.56082849251527,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
37,245.03215,0.8489666101646656,3.065548739880437,5.588235423907374,227.03873358320624,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
38,248.70288,0.8418589453773094,3.062334448146352,6.009360075662242,232.92657168235712,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
39,247.92219,0.8208621091467778,3.0072789398312225,6.986377743275665,244.60184993169622,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
40,248.21435,0.8253019530326761,3.0444394179823435,6.9879218786929576,246.17334737023418,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
41,259.20301,0.7988761893923871,2.9666843016827493,8.246076234912127,260.92226414461055,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
42,260.96253,0.799957587537142,2.9899771708528338,8.401781323440037,264.1199673119241,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
43,266.55638,0.8205773621523511,3.0863556694629413,7.715173427448902,258.32036891320473,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
44,283.9645,0.8145917891834772,3.0825698045030436,8.157961275927004,264.49414730979555,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
45,274.15849,0.7904114186023846,3.0088294986798436,9.431486162892693,279.6302532232344,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
46,284.99903,0.7372642559452085,2.8227204504635566,12.08584422652041,309.82629254025244,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
47,303.4826,0.7311717194140123,2.815119041940079,12.634929187541424,317.3609729957826,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
48,318.5169,0.7280576035934081,2.818457331029978,13.053235027516411,323.48171537752467,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
49,305.03741,0.7251418087261038,2.822121610208904,13.468051372420915,329.5661520854776,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
50,300.13812,0.76859897725337,3.0067768809637276,11.5700511373315,310.12501248192007,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
51,313.6732,0.7531141545647052,2.9611135372850175,12.591178117200034,322.82263955970296,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
52,314.1191,0.7088607343900277,2.8008815241076146,15.13924181171856,352.5776764562888,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
53,306.69586,0.7108348938207779,2.822222030807316,15.32575062749877,356.13445223912095,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
54,341.12441,0.7205037668700773,2.8740780315342036,15.092796589015824,354.96548444504646,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
55,338.30997,0.7112730155516515,2.8503079589805043,15.87998414465917,365.2307483674803,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
56,330.04516,0.7034415306044911,2.8315995545521098,16.6072742861485,374.8505588161164,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
57,357.08847,0.7583535245239846,3.0660621787934956,13.773849102132877,344.110071391662,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
58,372.0004,0.7355334107069009,2.9865914965282045,15.339062178999747,363.17823382241414,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
59,403.75146,0.7296313942298269,2.975099330221255,15.951747740440211,371.4601428021465,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
60,389.26254,0.7367295393818027,3.016424583396277,15.796227637091835,370.9593565382225,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
61,380.01455,0.7137486216808506,2.9341305544575333,17.461334077468113,391.33822075915884,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
62,367.14898,0.7097476693145821,2.929224010733825,17.99564450249591,398.7739963783305,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
63,351.74794,0.7076207407587466,2.9317680641524633,18.419893332198964,404.94660446692075,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
64,358.38194,0.6899580578403932,2.8694548949801053,19.842684298214834,422.69359390551216,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
65,376.94148,0.6729095152431265,2.808984914222551,21.26088150919678,440.4517473717997,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
66,421.06841,0.6709417382600988,2.8110142353248757,21.717845274833476,447.07069975964765,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
67,398.56517,0.675563903995835,2.8405385610582345,21.737218432279057,448.57875111523464,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
68,398.79354,0.6798317383393635,2.8685552581462113,21.771441792923284,450.23629147047257,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
69,425.92576,0.689453640516327,2.919220143928441,21.42769880437344,447.4334366190365,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
70,454.72286,0.7077888216446351,3.0070374411329546,20.454782484875544,437.1828179430802,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
71,501.78209,0.6576848408656022,2.8034999365929223,24.304376298542245,483.74340929126305,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
72,534.92186,0.661210457561077,2.827776361390561,24.392847055602456,486.0207068562323,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
73,547.39065,0.6537059015286294,2.804698656947928,25.279469188410054,497.7367009349394,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
74,531.24091,0.6524567235001482,2.8082162084433526,25.718202460989037,504.15701915689874,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
75,455.4293,0.6718575442656561,2.9007369613566656,24.61068418007579,492.1777758696718,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
76,454.88498,0.6867989452510571,2.9743430902722396,23.80328016091966,483.70135635451174,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
77,432.1639,0.6353102027327026,2.7596639031892765,28.081114389581902,535.9210025351348,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
78,492.63552,0.7145216484133342,3.1129627725031703,22.26731142375993,467.5176074947689,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
79,520.86017,0.7029297173777852,3.071414744031614,23.46855232715497,482.962357339854,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
80,524.1864,0.6325500738456266,2.771851271356466,29.395994092349873,555.2312401279896,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
81,569.96617,0.6358785996111236,2.7943361745353963,29.493833431498988,557.5678054195097,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
82,539.6474,0.6395558993533457,2.818343291381788,29.556416253025656,559.4636903757255,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
83,598.2797,0.62410326247802,2.7578128396962134,31.199429214324343,580.4340683626757,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
84,608.34401,0.6309948527032139,2.7958225933410623,30.996432372930034,579.1161492172632,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
85,589.5482,0.6438138371249698,2.860240352449099,30.27582384437757,571.497747342254,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
86,568.43275,0.6490955658148655,2.8912970785975864,30.177781339921566,571.3907109574428,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
87,678.59197,0.6189213815066851,2.764046022479616,33.1538398089184,608.6409966592004,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
88,568.05341,0.6213596038650616,2.7820362294146355,33.32035485987458,611.7721804807234,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
89,484.51202,0.6122310273290732,2.7480824559477495,34.51143856771249,627.3883325292669,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
90,488.47014,0.6125996440073476,2.7565818021451403,34.86603203933872,632.8132136705956,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
91,538.2308,0.6096483300718479,2.7500379653367175,35.52200196346184,641.9203881180979,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
92,591.04825,0.6181278280436779,2.7950433520040363,35.13223981998163,638.2235092942722,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
93,595.00856,0.6240178969908591,2.828423203619329,34.9663355798501,637.2429495204864,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
94,777.3592,0.6008173289214351,2.729690235586157,37.5231710813851,669.687639468,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
95,857.84701,0.6121590019788279,2.787696733096634,36.84489481201135,662.4072469772666,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
96,721.90078,0.6794199560080436,3.1011092474524706,30.775684223227813,588.6885851644083,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
97,831.95234,0.603204546890285,2.7594864629421454,38.48915895164235,684.7431156735151,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
98,716.97194,0.5985558171925609,2.74435895599698,39.34152991512903,696.3008220499132,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
99,753.78855,0.592067283505404,2.720620127050946,40.385338932965,710.2369393517238,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
100,715.50714,0.594121966972475,2.7360327691422435,40.5878033027525,713.7747070187505,19.310972895368245,41.69529561911868,14.299469095708396,0.9440753354621131
