Epoch,AverageLatency(us),delta_cache_hit_ratio,delta_temp_bytes,cache_composite_plus_temp_bytes,predicted_average_latency_us,regression_slope,regression_intercept,r_squared
31,210.15475,0.8657395249300758,0,7.135013178194581,255.55420884644124,9.743739043123365e-06,255.55413932473476,0.6463823492091595
32,214.56833,0.8522710169789349,0,7.681073719133613,255.55421416711266,9.743739043123365e-06,255.55413932473476,0.6463823492091595
33,218.99144,0.866685574831767,0,7.429748696364886,255.55421171826723,9.743739043123365e-06,255.55413932473476,0.6463823492091595
34,223.05635,0.8702492359393103,0,7.480338530257212,255.55421221120136,9.743739043123365e-06,255.55413932473476,0.6463823492091595
35,227.98965,0.8639817405104229,0,7.832394888421181,255.55421564154665,9.743739043123365e-06,255.55413932473476,0.6463823492091595
36,237.13654,0.8581309833798866,0,8.182413228941872,255.554219052034,9.743739043123365e-06,255.55413932473476,0.6463823492091595
37,245.03215,0.8489666101646656,0,8.653784163787812,255.5542236449494,9.743739043123365e-06,255.55413932473476,0.6463823492091595
38,248.70288,0.8418589453773094,0,9.071694523808594,255.55422771695888,9.743739043123365e-06,255.55413932473476,0.6463823492091595
39,247.92219,0.8208621091467778,0,9.993656683106888,255.55423670031757,9.743739043123365e-06,255.55413932473476,0.6463823492091595
40,248.21435,0.8253019530326761,0,10.032361296675301,255.55423707744524,9.743739043123365e-06,255.55413932473476,0.6463823492091595
41,259.20301,0.7988761893923871,0,11.212760536594876,255.55424857894738,9.743739043123365e-06,255.55413932473476,0.6463823492091595
42,260.96253,0.799957587537142,0,11.391758494292871,255.55425032305678,9.743739043123365e-06,255.55413932473476,0.6463823492091595
43,266.55638,0.8205773621523511,0,10.801529096911842,255.55424457201556,9.743739043123365e-06,255.55413932473476,0.6463823492091595
44,283.9645,0.8145917891834772,0,11.240531080430047,255.55424884953632,9.743739043123365e-06,255.55413932473476,0.6463823492091595
45,274.15849,0.7904114186023846,0,12.440315661572537,255.55426053992417,9.743739043123365e-06,255.55413932473476,0.6463823492091595
46,284.99903,0.7372642559452085,0,14.908564676983966,255.5542845898985,9.743739043123365e-06,255.55413932473476,0.6463823492091595
47,303.4826,0.7311717194140123,0,15.450048229481503,255.55428986597292,9.743739043123365e-06,255.55413932473476,0.6463823492091595
48,318.5169,0.7280576035934081,0,15.87169235854639,255.55429397436328,9.743739043123365e-06,255.55413932473476,0.6463823492091595
49,305.03741,0.7251418087261038,0,16.29017298262982,255.55429805192927,9.743739043123365e-06,255.55413932473476,0.6463823492091595
50,300.13812,0.76859897725337,0,14.576828018295227,255.55428135754306,9.743739043123365e-06,255.55413932473476,0.6463823492091595
51,313.6732,0.7531141545647052,0,15.552291654485051,255.55429086220616,9.743739043123365e-06,255.55413932473476,0.6463823492091595
52,314.1191,0.7088607343900277,0,17.940123335826172,255.55431412861495,9.743739043123365e-06,255.55413932473476,0.6463823492091595
53,306.69586,0.7108348938207779,0,18.147972658306088,255.5543161538445,9.743739043123365e-06,255.55413932473476,0.6463823492091595
54,341.12441,0.7205037668700773,0,17.96687462055003,255.5543143892725,9.743739043123365e-06,255.55413932473476,0.6463823492091595
55,338.30997,0.7112730155516515,0,18.730292103639673,255.55432182781323,9.743739043123365e-06,255.55413932473476,0.6463823492091595
56,330.04516,0.7034415306044911,0,19.43887384070061,255.55432873204876,9.743739043123365e-06,255.55413932473476,0.6463823492091595
57,357.08847,0.7583535245239846,0,16.839911280926373,255.5543034084358,9.743739043123365e-06,255.55413932473476,0.6463823492091595
58,372.0004,0.7355334107069009,0,18.325653675527953,255.55431788512197,9.743739043123365e-06,255.55413932473476,0.6463823492091595
59,403.75146,0.7296313942298269,0,18.926847070661466,255.55432374299352,9.743739043123365e-06,255.55413932473476,0.6463823492091595
60,389.26254,0.7367295393818027,0,18.81265222048811,255.55432263030872,9.743739043123365e-06,255.55413932473476,0.6463823492091595
61,380.01455,0.7137486216808506,0,20.395464631925645,255.5543380528198,9.743739043123365e-06,255.55413932473476,0.6463823492091595
62,367.14898,0.7097476693145821,0,20.924868513229736,255.55434321119307,9.743739043123365e-06,255.55413932473476,0.6463823492091595
63,351.74794,0.7076207407587466,0,21.351661396351428,255.55434736975155,9.743739043123365e-06,255.55413932473476,0.6463823492091595
64,358.38194,0.6899580578403932,0,22.71213919319494,255.55436062589217,9.743739043123365e-06,255.55413932473476,0.6463823492091595
65,376.94148,0.6729095152431265,0,24.06986642341933,255.554373855232,9.743739043123365e-06,255.55413932473476,0.6463823492091595
66,421.06841,0.6709417382600988,0,24.52885951015835,255.55437832754086,9.743739043123365e-06,255.55413932473476,0.6463823492091595
67,398.56517,0.675563903995835,0,24.577756993337292,255.55437880398517,9.743739043123365e-06,255.55413932473476,0.6463823492091595
68,398.79354,0.6798317383393635,0,24.639997051069496,255.55437941043604,9.743739043123365e-06,255.55413932473476,0.6463823492091595
69,425.92576,0.689453640516327,0,24.34691894830188,255.5543765547595,9.743739043123365e-06,255.55413932473476,0.6463823492091595
70,454.72286,0.7077888216446351,0,23.4618199260085,255.55436793058558,9.743739043123365e-06,255.55413932473476,0.6463823492091595
71,501.78209,0.6576848408656022,0,27.107876235135166,255.55440345680682,9.743739043123365e-06,255.55413932473476,0.6463823492091595
72,534.92186,0.661210457561077,0,27.220623416993018,255.55440455538593,9.743739043123365e-06,255.55413932473476,0.6463823492091595
73,547.39065,0.6537059015286294,0,28.08416784535798,255.55441296953748,9.743739043123365e-06,255.55413932473476,0.6463823492091595
74,531.24091,0.6524567235001482,0,28.52641866943239,255.5544172787141,9.743739043123365e-06,255.55413932473476,0.6463823492091595
75,455.4293,0.6718575442656561,0,27.511421141432457,255.55440738884306,9.743739043123365e-06,255.55413932473476,0.6463823492091595
76,454.88498,0.6867989452510571,16236303,16236329.777623251,413.7566996959889,9.743739043123365e-06,255.55413932473476,0.6463823492091595
77,432.1639,0.6353102027327026,29467059,29467089.84077829,542.67377309355,9.743739043123365e-06,255.55413932473476,0.6463823492091595
78,492.63552,0.7145216484133342,33124065,33124090.380274195,578.3066320309595,9.743739043123365e-06,255.55413932473476,0.6463823492091595
79,520.86017,0.7029297173777852,33554079,33554105.53996707,582.496587531594,9.743739043123365e-06,255.55413932473476,0.6463823492091595
80,524.1864,0.6325500738456266,33983094,33983126.16784536,586.6768525737568,9.743739043123365e-06,255.55413932473476,0.6463823492091595
81,569.96617,0.6358785996111236,34412442,34412474.28816961,590.8603086168519,9.743739043123365e-06,255.55413932473476,0.6463823492091595
82,539.6474,0.6395558993533457,34827027,34827059.37475955,594.8999175117549,9.743739043123365e-06,255.55413932473476,0.6463823492091595
83,598.2797,0.62410326247802,35256819,35256852.95724206,599.0877140218737,9.743739043123365e-06,255.55413932473476,0.6463823492091595
84,608.34401,0.6309948527032139,35683059,35683092.79225497,603.2408837440234,9.743739043123365e-06,255.55413932473476,0.6463823492091595
85,589.5482,0.6438138371249698,36118512,36118545.136064194,607.4838177478169,9.743739043123365e-06,255.55413932473476,0.6463823492091595
86,568.43275,0.6490955658148655,36548637,36548670.069078416,611.6748428510484,9.743739043123365e-06,255.55413932473476,0.6463823492091595
87,678.59197,0.6189213815066851,36964554,36964589.91788583,615.7274573206832,9.743739043123365e-06,255.55413932473476,0.6463823492091595
88,568.05341,0.6213596038650616,37384578,37384614.10239109,619.8200633663032,9.743739043123365e-06,255.55413932473476,0.6463823492091595
89,484.51202,0.6122310273290732,37812372,37812409.25952102,623.9883877412892,9.743739043123365e-06,255.55413932473476,0.6463823492091595
90,488.47014,0.6125996440073476,38246826,38246863.62261384,628.221597681412,9.743739043123365e-06,255.55413932473476,0.6463823492091595
91,538.2308,0.6096483300718479,38669181,38669219.27203993,632.3369209128086,9.743739043123365e-06,255.55413932473476,0.6463823492091595
92,591.04825,0.6181278280436779,39085764,39085801.927283175,636.3959935953903,9.743739043123365e-06,255.55413932473476,0.6463823492091595
93,595.00856,0.6240178969908591,39506232,39506269.79475878,640.4929227720912,9.743739043123365e-06,255.55413932473476,0.6463823492091595
94,777.3592,0.6008173289214351,39944127,39944167.25286131,644.7596813314893,9.743739043123365e-06,255.55413932473476,0.6463823492091595
95,857.84701,0.6121590019788279,40353273,40353312.632591546,648.7462871422804,9.743739043123365e-06,255.55413932473476,0.6463823492091595
96,721.90078,0.6794199560080436,40776072,40776105.876793474,652.8658741829795,9.743739043123365e-06,255.55413932473476,0.6463823492091595
97,831.95234,0.603204546890285,41198760,41198801.24864542,656.9845075810408,9.743739043123365e-06,255.55413932473476,0.6463823492091595
98,716.97194,0.5985558171925609,41617008,41617050.08588887,661.0598151062308,9.743739043123365e-06,255.55413932473476,0.6463823492091595
99,753.78855,0.592067283505404,42039696,42039739.10595906,665.1783866141882,9.743739043123365e-06,255.55413932473476,0.6463823492091595
100,715.50714,0.594121966972475,42454836,42454879.32383607,669.2234045634872,9.743739043123365e-06,255.55413932473476,0.6463823492091595
