model,n_predicted_epochs,predicted_epoch_range,mae_us,rmse_us,r2,peak_epoch_97_abs_error_us
gradient_boosting_arx,30,71-100,331.7091334766561,468.85605066946056,0.07627891107410578,1304.6516357613184
ridge_arx,30,71-100,343.38391828267976,506.3837648632634,-0.07751011438496946,1340.9996690763146
