model,n_predicted_epochs,mae_us,rmse_us,r2,late_mae_us_epoch_80_100,epoch97_pred_us,epoch97_abs_error_us
ridge_delayed,75,164.70980301933773,312.0429695793758,0.5597985405269664,410.016168780309,1599.267365273673,1381.732634726327
gradient_boosting_delayed,75,173.86802055818444,321.69935184902033,0.532132320027769,414.2807408302783,1245.14579292023,1735.85420707977
