feature,peak_mean,local_nonpeak_mean,late_nonpeak_mean,peak_minus_local,peak_vs_local_z,peak_minus_late_nonpeak,peak_vs_late_nonpeak_z,abs_local_z
run_temp_bytes,212718668.4,212930406.45,176756604.1607143,-211738.04999998212,-0.0006876775298587158,35962064.23928571,0.13119422626754254,0.0006876775298587158
value_max_mib,26.231918334960938,26.22781276702881,25.510617664882115,0.004105567932128906,0.000643192629769133,0.721300670078822,0.11208740828178416,0.000643192629769133
extend_tup_fetched,1017266460.4,1017556293.6,967883811.2321428,-289833.2000000477,-0.0006262368694881467,49382649.16785717,0.10973654120067344,0.0006262368694881467
run_blks_read,251772209.0,251679336.95,235809398.0,92872.05000001192,0.0006257431831159582,15962811.0,0.1122923337196062,0.0006257431831159582
extend_tup_returned,1022956115.0,1023246636.9,973401057.7678572,-290521.89999997616,-0.0006256259720505871,49555057.232142806,0.10974341764753362,0.0006256259720505871
db_buffers_alloc,12133643584.6,12133677437.1,12127729551.428572,-33852.5,-0.0006038928049534856,5914033.17142868,0.10874756982201653,0.0006038928049534856
extend_buffers_alloc,12133490264.8,12133523830.8,12127581181.517857,-33566.0,-0.0005991399127966492,5909083.282142639,0.10872563201151035,0.0005991399127966492
run_tup_fetched,1022100492.2,1022373905.55,972586737.7321428,-273413.34999990463,-0.0005894679722082132,49513754.46785724,0.1097794358393514,0.0005894679722082132
run_tup_returned,1027819995.4,1028093341.7,978132806.125,-273346.3000000715,-0.000587353295338514,49687189.274999976,0.10978770058925764,0.000587353295338514
run_wal_records,31341184611.6,31341603617.5,31262537497.25,-419005.9000015259,-0.0005684471781991902,78647114.34999847,0.1097706466821677,0.0005684471781991902
db_wal_records,31341184608.2,31341603612.5,31262537493.25,-419004.29999923706,-0.0005684450117114222,78647114.95000076,0.1097706480250699,0.0005684450117114222
db_blks_read,251731714.4,251650865.9,235793345.23214287,80848.5,0.0005447687938185484,15938369.16785714,0.11212605326089853,0.0005447687938185484
extend_blks_read,246447309.4,246523081.55,230903597.875,-75772.15000000596,-0.000517429393813468,15543711.525000006,0.11089808098102402,0.000517429393813468
run_blks_hit,2481415086.8,2481947504.55,2370591730.857143,-532417.75,-0.0005166747979423199,110823355.94285727,0.10999610581035606,0.0005166747979423199
extend_tup_deleted,395559744.0,395654573.55,375946822.1964286,-94829.55000001192,-0.0005155187648092597,19612921.803571403,0.10976767384298075,0.0005155187648092597
run_tup_deleted,395559749.6,395654578.55,375946827.51785713,-94828.94999998808,-0.000515515502120767,19612922.08214289,0.10976767532404505,0.000515515502120767
extend_tup_inserted,395998904.6,396093712.5,376375784.23214287,-94807.89999997616,-0.0005151451747206937,19623120.36785716,0.10976836314556691,0.0005151451747206937
run_tup_inserted,395998910.2,396093717.5,376375789.5535714,-94807.30000001192,-0.0005151419136530676,19623120.646428585,0.10976836462588203,0.0005151419136530676
db_blks_hit,2475397023.0,2475920282.55,2364585128.803571,-523259.55000019073,-0.0005079044753430959,110811894.19642878,0.1100122349046279,0.0005079044753430959
value_p90_kib,78.966796875,78.974609375,76.84971400669643,-0.0078125,-0.00041415464750510776,2.1170828683035694,0.1113318478228462,0.00041415464750510776
run_buffers_alloc,12133684076.6,12133705908.85,12127745604.25,-21832.25,-0.00038939369770860343,5938472.3500003815,0.10918229008676696,0.00038939369770860343
pct_gt_128k,3.7079999999999997,3.7074999999999996,3.514821428571428,0.000500000000000167,0.0003005723613307201,0.19317857142857164,0.11956177413563247,0.0003005723613307201
db_autovacuum_count,512.0,511.95,487.07142857142856,0.05000000000001137,0.00021938742258614178,24.928571428571445,0.11343820256451047,0.00021938742258614178
delta_db_temp_bytes,15391859.4,15389844.75,14866783.017857144,2014.6500000003725,0.00010640502353150817,525076.3821428567,0.028603308737725826,0.00010640502353150817
delta_db_temp_bytes_gib,0.014334786124527455,0.014332909835502505,0.013845770636440389,1.8762890249494207e-06,0.00010640502353150817,0.0004890154880870662,0.028603308737725826,0.00010640502353150817
delta_run_temp_bytes,15391859.4,15389844.75,14866783.017857144,2014.6500000003725,0.00010640502353150817,525076.3821428567,0.028603308737725826,0.00010640502353150817
delta_extend_temp_bytes,15218854.8,15220691.85,14123041.392857144,-1837.0499999988824,-9.809429140965717e-05,1095813.407142857,0.06055671027367489,9.809429140965717e-05
delta_db_temp_bytes_gib_lag1,0.014173663035035134,0.01417537392117083,0.013153107271396689,-1.710886135696324e-06,-9.809429140965717e-05,0.0010205557636384453,0.06055671027367489,9.809429140965717e-05
delta_db_temp_bytes_gib_lead1,0.014491195231676102,0.014492068765684962,0.01383180553758783,-8.735340088598942e-07,-4.899925169477195e-05,0.0006593896940882728,0.03860988849814616,4.899925169477195e-05
db_n_tup_hot_upd,6749069.0,6749120.05,6553861.410714285,-51.049999999813735,-2.9219711290740238e-05,195207.58928571455,0.11093645518651607,2.9219711290740238e-05
db_wal_fpi,4196043200.4,4196040481.7,4184390932.196429,2718.7000002861023,2.4314837191219752e-05,11652268.20357132,0.10774709082533167,2.4314837191219752e-05
run_wal_fpi,4196043200.6,4196040482.4,4184390932.678571,2718.199999809265,2.4310365181089713e-05,11652267.92142868,0.10774708760346116,2.4310365181089713e-05
extend_tup_updated,7186476.0,7186480.4,6990108.946428572,-4.400000000372529,-2.513615264927873e-06,196367.05357142817,0.11130620111667998,2.513615264927873e-06
run_tup_updated,7186506.8,7186507.9,6990136.446428572,-1.1000000005587935,-6.284031048799052e-07,196370.353571428,0.11130786095452957,6.284031048799052e-07
extend_Recordcount,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0
delta_run_deadlocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extend_deadlocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delta_run_temp_files,4.0,4.0,3.9642857142857144,0.0,0.0,0.03571428571428559,0.007345201340696193,0.0
run_checkpoints_timed,690.2,690.2,689.8571428571429,0.0,0.0,0.34285714285715585,0.20485900789264133,0.0
run_Memory,53.879999999999995,53.879999999999995,53.87857142857142,0.0,0.0,0.0014285714285762197,0.029172998299676893,0.0
run_deadlocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extend_temp_files,54.8,54.8,45.25,0.0,0.0,9.549999999999997,0.13436705825633802,0.0
run_temp_files,58.8,58.8,49.214285714285715,0.0,0.0,9.585714285714282,0.12785063976487232,0.0
run_Extendprop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
value_mean_kib,71.09375,71.09375,69.17898995535714,0.0,0.0,1.9147600446428612,0.1113048294698179,0.0
db_n_tup_ins,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0
delta_db_heap_bytes_gib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_Scanprop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db_heap_bytes_gib,0.04174041748046875,0.04174041748046875,0.04174041748046875,0.0,0.0,0.0,0.0,0.0
run_Updateprop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delta_db_heap_bytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_Readprop,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
db_heap_bytes,44818432.0,44818432.0,44818432.0,0.0,0.0,0.0,0.0,0.0
run_Operations,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0
delta_run_Recordcount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_Recordcount,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0
delta_extend_temp_files,4.0,4.0,3.7857142857142856,0.0,0.0,0.2142857142857144,0.04445054233079333,0.0
delta_db_n_live_tup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delta_extend_deadlocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delta_db_n_tup_ins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_Insertprop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db_n_tup_upd,7180000.0,7180000.0,6983928.571428572,0.0,0.0,196071.42857142817,0.11130482946981743,0.0
delta_db_n_tup_upd,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0
delta_extend_Recordcount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db_vacuum_count,71.8,71.8,69.83928571428571,0.0,0.0,1.960714285714289,0.11130482946981785,0.0
delta_db_vacuum_count,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
extend_Operations,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0
extend_Extendprop,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
extend_Insertprop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extend_Scanprop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extend_Updateprop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extend_Readprop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db_temp_files,58.8,58.8,49.214285714285715,0.0,0.0,9.585714285714282,0.12785063976487232,0.0
delta_db_temp_files,4.0,4.0,3.9642857142857144,0.0,0.0,0.03571428571428559,0.007345201340696193,0.0
db_n_live_tup,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0
