model,n_predicted_epochs,mae_us,rmse_us,r2,late_mae_us_epoch_80_100,epoch97_pred_us,epoch97_abs_error_us
ridge_delayed,30,328.796194312813,482.3203904675897,0.02246333950448487,410.016168780309,1599.267365273673,1381.732634726327
gradient_boosting_delayed,30,334.9176227316544,494.69579667614863,-0.028343599558470434,414.2807408302783,1245.14579292023,1735.85420707977
