model,n_predicted_epochs,mae_us,rmse_us,r2,late_mae_us_epoch_80_100,epoch97_pred_us,epoch97_abs_error_us
wide_ridge,75,79.70556506058247,143.55896618793557,0.906828450530387,206.93202858200692,2267.8675642496687,713.1324357503313
