model,n_predicted_epochs,mae_us,rmse_us,r2,late_mae_us_epoch_80_100,epoch97_pred_us,epoch97_abs_error_us
wide_ridge,30,155.6557040119756,220.34898618517045,0.7959747483644481,206.93202858200692,2267.8675642496687,713.1324357503313
