Epoch,Phase,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),WatcherSamples,WatcherCPU_min,WatcherCPU_q1,WatcherCPU_median,WatcherCPU_q3,WatcherCPU_max,WatcherMemoryKB_min,WatcherMemoryKB_q1,WatcherMemoryKB_median,WatcherMemoryKB_q3,WatcherMemoryKB_max
65,reference,READ,82265,19656512,8480754,6589634,10119,1,0,0,0,681,44350,560159166,563788279,6548595345,11897587763,1152760490,170377761,23798751905255,28065837010,3719218473,80294078,4841,20656.88907250568,100000,43.20964,24,28895,47,355,4,5.8,22.75,34.75,42.9,48.3,53988.0,59448.0,61268.0,61268.0,61268.0
66,reference,READ,84020,19958586,8620688,6691149,10119,1,0,0,0,681,44404,564754999,563892710,6552823885,11900482041,1153652306,170447857,23828387834886,28103631460,3724915816,80309608,4600,21739.130434782608,100000,40.64487,26,14999,55,88,4,25.8,41.775,48.75,51.55,55.0,61776.0,61896.0,61936.0,61936.0,61936.0
67,reference,READ,85763,20260672,8760622,6792664,10119,1,0,0,0,681,44459,569557096,563958665,6556935990,11903392242,1154829132,170518535,23858365556840,28141707510,3730762162,80323222,5266,18989.7455374098,100000,47.95052,23,24447,54,134,5,6.9,34.0,42.1,46.6,48.9,56120.0,61780.0,61780.0,61780.0,61780.0
68,reference,READ,87520,20562817,8901446,6894193,10119,1,0,0,0,681,44516,574714614,564018273,6561122763,11906396495,1156041449,170580687,23889325198400,28181029044,3736798344,80338280,4683,21353.83301302584,100000,41.61862,26,12927,54,89,4,29.2,42.625,48.75,51.175,53.5,62040.0,62064.0,62072.0,62072.0,62072.0
69,reference,READ,89275,20864964,9042270,6995722,10119,1,0,0,0,681,44573,579972500,564087047,6565268123,11909380415,1157225504,170635405,23920172286718,28219997407,3742702671,80352816,4072,24557.95677799607,100000,35.30422,24,17519,48,87,3,26.9,37.15,47.4,51.1,54.8,61316.0,61336.0,61356.0,61356.0,61356.0
70,reference,READ,91046,21167095,9183094,7097251,10119,1,0,0,0,681,44632,585673383,564152218,6569318669,11912455846,1158346762,170681682,23952346622377,28260632791,3748945170,80369500,4208,23764.25855513308,100000,37.32416,26,13359,54,89,4,31.5,44.775000000000006,52.75,57.05,59.3,61284.0,61290.0,61292.0,61292.0,61292.0
71,reference,READ,92810,21469524,9324904,7198890,10119,1,0,0,0,681,44691,590780820,564220245,6573857670,11915586089,1159572996,170758547,23984506630382,28301202650,3755189367,80391698,4394,22758.30678197542,100000,39.23723,26,12983,50,86,4,31.4,44.9,51.25,53.625,55.2,61608.0,61608.0,61608.0,61608.0,61608.0
72,reference,READ,94578,21771731,9466618,7300433,10119,1,0,0,0,681,44751,595887712,564377936,6578371751,11918777419,1160652396,170821640,24017316284647,28342503832,3761555553,80408464,4696,21294.71890971039,100000,41.77973,25,27983,46,317,4,5.7,23.025,35.7,44.4,49.8,54240.0,59664.0,61472.0,61472.0,61472.0
73,reference,READ,96363,22073994,9609222,7401990,10119,1,0,0,0,681,44812,601018931,564488843,6582964688,11921999888,1161989776,170898479,24050436757781,28384167877,3767981564,80423738,4748,21061.49957877001,100000,42.38052,27,22639,54,106,4,12.6,33.675000000000004,44.75,49.85,53.0,59184.0,60474.0,60904.0,60904.0,60904.0
74,reference,READ,98132,22376273,9751826,7503547,10119,1,0,0,0,681,44873,606252144,564645571,6587629507,11925239420,1163011104,170964026,24083939231024,28426137451,3774472157,80442486,4579,21838.829438742083,100000,40.31262,26,14039,55,89,4,26.7,41.775,50.05,53.75,55.1,60848.0,60890.0,60904.0,60904.0,60904.0
75,reference,READ,99903,22678550,9894430,7605104,10119,1,0,0,0,681,44936,611939682,564718649,6592243004,11928529517,1164467830,171025425,24118279898294,28469130172,3781126567,80457489,4769,20968.756552736424,100000,42.93834,27,13007,55,93,4,30.3,43.5,49.75,52.25,54.2,61060.0,61078.0,61084.0,61084.0,61084.0
76,reference,READ,101688,22980886,10037924,7706675,10119,1,0,0,0,681,45000,618012394,564864529,6596833720,11931835505,1165651514,171074566,24153409210834,28513000367,3787933397,80471616,5034,19864.91855383393,100000,45.34467,26,28271,49,192,4,5.8,24.25,35.349999999999994,41.525,45.2,53976.0,59247.0,61004.0,61004.0,61004.0
77,reference,READ,103471,23283443,10184088,7808288,10119,1,0,0,0,681,45065,622884580,564962311,6603647132,11935205686,1167218246,171221938,24188739302985,28557296090,3794780518,80490920,4467,22386.38907544213,100000,39.92583,26,13479,54,94,4,31.8,45.0,51.7,54.375,55.5,60820.0,60844.0,60852.0,60852.0,60852.0
78,reference,READ,105272,23585909,10329362,7909887,10119,1,0,0,0,681,45131,629386640,565061524,6609168651,11938582353,1168644133,171279034,24224697763426,28602387498,3801754658,80509187,4764,20990.764063811923,100000,42.74222,26,30031,47,476,4,5.7,23.025,35.4,43.7,48.8,53420.0,59099.0,60992.0,60992.0,60992.0
79,reference,READ,107057,23888391,10474636,8011486,10119,1,0,0,0,681,45197,635488570,565152550,6614919808,11941986260,1170015035,171348067,24260858359848,28647608176,3808754172,80524505,4283,23348.120476301658,100000,37.67529,24,23247,49,91,4,25.8,41.4,50.0,54.1,56.2,62392.0,62437.0,62452.0,62452.0,62452.0
80,reference,READ,108828,24190887,10619910,8113085,10119,1,0,0,0,681,45265,641001862,565238949,6620388882,11945518284,1171565580,171438957,24297886720238,28693871567,3815895059,80539602,4284,23342.67040149393,100000,37.37463,26,15471,53,90,4,26.1,42.375,51.0,55.05,57.6,61952.0,62024.0,62048.0,62048.0,62048.0
81,reference,READ,110615,24493367,10765184,8214684,10119,1,0,0,0,681,45334,646743888,565328816,6625586824,11949103746,1172992839,171520885,24335478555056,28740700450,3823133705,80555779,4594,21767.522855899,100000,41.11071,26,16303,53,91,4,30.3,44.1,50.85,53.375,54.5,61348.0,61354.0,61356.0,61356.0,61356.0
82,reference,READ,112402,24795847,10910458,8316283,10119,1,0,0,0,681,45403,652514615,565441077,6630770874,11952658748,1174455408,171594378,24372937412569,28787145369,3830263007,80572564,5045,19821.60555004956,100000,45.34304,24,29999,49,553,4,5.8,22.75,34.25,41.425,45.4,53816.0,59531.0,61436.0,61436.0,61436.0
83,reference,READ,114189,25098400,11056622,8417896,10119,1,0,0,0,681,45474,658097650,565567720,6636637152,11956343013,1175901057,171696806,24411538816692,28835082062,3837661471,80589776,4390,22779.04328018223,100000,38.72684,26,14991,52,89,4,29.2,43.45,51.400000000000006,55.0,56.2,60768.0,60834.0,60856.0,60856.0,60856.0
84,reference,READ,115978,25400951,11202786,8519509,10119,1,0,0,0,681,45546,664072142,565706296,6642043279,11960067886,1177388909,171776831,24450659607321,28883523770,3845031834,80607058,4960,20161.290322580644,100000,44.53153,26,27679,50,270,4,5.8,23.65,36.400000000000006,44.375,47.9,54728.0,60173.0,61988.0,61988.0,61988.0
85,reference,READ,117781,25703561,11349840,8621136,10119,1,0,0,0,681,45619,670403067,565801938,6647542155,11963854043,1178840021,171845355,24490556854301,28932885633,3852670011,80625136,4252,23518.34430856068,100000,37.7854,26,13607,54,89,4,31.8,46.2,53.4,56.725,59.5,60404.0,60446.0,60460.0,60460.0,60460.0
86,reference,READ,119596,26006159,11496894,8722763,10119,1,0,0,0,681,45692,676940095,565954373,6652862542,11967590913,1180443934,171913738,24530725792240,28982344178,3860387469,80640802,5237,19094.901661256445,100000,47.38355,26,28991,51,292,5,6.8,29.3,40.1,46.0,48.7,53780.0,60872.0,60872.0,60872.0,60872.0
87,reference,READ,121409,26308832,11644838,8824404,10119,1,0,0,0,681,45765,682555871,566069282,6659097708,11971387676,1181840621,172030588,24570666866903,29031591388,3867926807,80657752,4420,22624.43438914027,100000,39.34976,26,25791,52,101,4,15.2,35.375,46.05,51.325,55.3,58968.0,60201.0,60612.0,60612.0,60612.0
88,reference,READ,123208,26611446,11791892,8926031,10119,1,0,0,0,681,45840,688432672,566214056,6664996004,11975239357,1183465132,172129110,24611574275907,29081975929,3875525397,80674235,5074,19708.31690973591,100000,45.64492,26,28863,53,531,4,5.7,21.75,33.6,41.925,47.4,54056.0,59594.0,61440.0,61440.0,61440.0
89,reference,READ,125021,26914265,11941616,9027700,10119,1,0,0,0,681,45916,693904202,566313881,6672092194,11979109247,1185118942,172267877,24652965070553,29132904105,3883340808,80695259,4436,22542.83137962128,100000,39.37927,26,14247,55,93,4,28.3,42.925,49.9,53.325,57.3,70716.0,70830.0,70868.0,70868.0,70868.0
90,reference,READ,126820,27216952,12089560,9129341,10119,1,0,0,0,681,45993,699776729,566387160,6678330456,11983068310,1186565929,172371751,24695248166667,29184827651,3891170634,80710343,5147,19428.7934719254,100000,46.80285,26,26383,50,567,4,5.8,22.9,34.35,41.6,46.1,57004.0,63859.0,66144.0,66144.0,66144.0
91,reference,READ,128619,27519712,12238394,9230996,10119,1,0,0,0,681,46071,705706766,566514903,6684643833,11987043906,1188308832,172480798,24737724358203,29236832247,3899275861,80728743,4801,20828.99395959176,100000,42.96442,26,29295,50,217,4,5.8,23.425,35.2,42.975,48.6,53464.0,58960.0,60792.0,60792.0,60792.0
92,reference,READ,130418,27822472,12387228,9332651,10119,1,0,0,0,681,46149,711734533,566628193,6690529503,11991031747,1189838533,172574033,24780406507813,29288935353,3907190177,80744287,4324,23126.734505087883,100000,38.12339,26,13703,49,92,4,29.7,43.725,50.55,53.675,56.6,62576.0,62594.0,62600.0,62600.0,62600.0
93,reference,READ,132219,28125230,12536062,9434306,10119,1,0,0,0,682,46227,718150420,566731679,6696523355,11995085900,1191357388,172653191,24823785708167,29341885568,3915215393,80759562,4703,21263.0236019562,100000,41.92869,27,17631,54,84,4,28.4,43.025,50.1,52.85,54.5,61880.0,61952.0,61976.0,61976.0,61976.0
94,reference,READ,134032,28428122,12686676,9535989,10119,1,0,0,0,682,46309,724482780,566812890,6702967205,11999282504,1193127698,172772751,24868457781208,29396379563,3923679468,80775742,4625,21621.62162162162,100000,41.166,26,20927,52,91,4,14.6,34.025,44.8,49.9,52.3,59884.0,60715.0,60992.0,60992.0,60992.0
95,reference,READ,135843,28731089,12838180,9637686,10119,1,0,0,0,682,46389,729840285,567012432,6711323229,12003423855,1194746221,172974327,24912180575912,29449633883,3931586150,80792691,4284,23342.67040149393,100000,37.73163,26,14423,53,94,4,30.0,44.025000000000006,52.0,56.225,59.0,61780.0,61804.0,61812.0,61812.0,61812.0
96,reference,READ,137689,29034094,12990574,9739397,10119,1,0,0,0,682,46471,737030932,567131432,6718666195,12007542670,1196562444,173077380,24956890109352,29504152195,3940129349,80820670,5059,19766.7523225934,100000,45.83451,26,29007,52,554,4,6.0,22.8,34.3,41.925,47.1,55208.0,60599.0,62396.0,62396.0,62396.0
97,reference,READ,139490,29336998,13141188,9841080,10119,1,0,0,0,682,46554,743251929,567223367,6725138711,12011825489,1198351082,173187177,25002515121910,29559576466,3948376764,80838164,4361,22930.520522815867,100000,38.49981,26,24223,53,87,4,22.9,39.1,47.5,51.725,55.4,60944.0,61091.0,61140.0,61140.0,61140.0
98,reference,READ,141289,29639977,13292692,9942777,10119,1,0,0,0,684,46637,749473154,567314136,6732200261,12016147128,1199958237,173324665,25048572423531,29615410429,3956654961,80851241,4599,21743.857360295715,100000,40.94029,26,23791,53,89,4,25.0,40.45,48.85,52.7,54.5,60936.0,61026.0,61056.0,61056.0,61056.0
99,reference,READ,143088,29943102,13445976,10044502,10119,1,0,0,0,685,46722,755492778,567411373,6740040118,12020508909,1201478023,173500815,25095162673631,29672009173,3964813226,80869102,5252,19040.36557501904,100000,47.87841,26,25519,53,568,5,6.9,28.4,40.3,45.4,48.5,53692.0,60556.0,60556.0,60556.0,60556.0
100,reference,READ,144931,30246110,13598370,10146213,10119,1,0,0,0,686,46806,761715557,567496369,6747308816,12024861945,1203340232,173647692,25141637904177,29728440195,3972957739,80887514,4693,21308.33155763904,100000,41.97847,26,26815,47,585,4,5.8,21.7,34.45,43.725,49.2,54744.0,60432.0,62328.0,62328.0,62328.0
