Epoch,Phase,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),WatcherSamples,WatcherCPU_min,WatcherCPU_q1,WatcherCPU_median,WatcherCPU_q3,WatcherCPU_max,WatcherMemoryKB_min,WatcherMemoryKB_q1,WatcherMemoryKB_median,WatcherMemoryKB_q3,WatcherMemoryKB_max
74,avg-run,READ,55,14279123,10309523,10256755,862119,16,2,0,0,681,44877,606694653,564656249,6587836782,11925448900,1163362148,170964743,24085600945861,28427961929,3774473363,80457489,39196,2551.2807429329523,100000,386.60264,327,21551,418,595,37,35.1,89.0,92.3,94.0,97.6,233776.0,1204912.0,1249060.0,1252392.0,1918496.0
75,avg-run,READ,55,14327362,10435594,10382826,867273,23,2,0,0,681,44940,612372882,564728645,6592451569,11928740288,1164685420,171026045,24119962615313,28470965052,3781127767,80471616,39861,2508.7177943353154,100000,392.99409,333,26799,425,622,37,32.2,88.6,92.1,94.1,97.3,208444.0,1356336.0,1417832.0,1423124.0,2332268.0
76,avg-run,READ,55,14358787,10519301,10466533,872443,16,2,10,32472606,681,45004,618466984,564874072,6597043586,11932047555,1165993128,171075074,24155112638204,28514845637,3787934544,80489217,39834,2510.418235678064,100000,393.06234,334,24479,427,629,37,35.4,89.0,92.1,93.8,96.7,223588.0,1431016.0,1505444.0,1511388.0,2333560.0
77,avg-run,READ,55,14364913,10484754,10431986,877650,16,2,18,58934118,681,45069,623292781,564972084,6603858288,11935419053,1167378040,171225064,24190464249975,28559151846,3794781731,80509187,40158,2490.163852781513,100000,396.56517,342,20575,427,630,38,37.8,89.375,92.4,94.0,96.6,247336.0,1558520.0,1639384.0,1646641.0,2636248.0
78,avg-run,READ,55,14403867,10595573,10542805,882790,16,2,20,66248130,681,45135,629802682,565070429,6609381119,11938797026,1168855650,171282133,24226443303084,28604253566,3801755799,80524505,40383,2476.289527771587,100000,398.83657,343,19871,430,633,38,38.2,89.15,92.7,93.9,96.3,250280.0,1565213.0,1642440.0,1646636.0,2651564.0
79,avg-run,READ,55,16031856,11841127,11788359,987866,5,0,20,67108158,681,45201,635927109,565159902,6615134674,11942203331,1170323365,171351027,24262638503164,28649685606,3808755335,80539602,46751,2138.9916793223674,100000,461.89128,394,27727,497,706,44,34.4,91.075,94.65,95.2,97.5,261428.0,1651913.0,1741278.0,1741881.0,2949900.0
80,avg-run,READ,55,16034081,11815609,11762841,992814,16,2,20,67966188,681,45269,641425642,565245821,6620606261,11945737868,1171755023,171441834,24299688211068,28695960218,3815896255,80555779,47172,2119.901636564063,100000,466.31079,395,20735,502,717,44,35.4,90.65,93.35,94.8,99.8,301492.0,2008983.0,2118504.0,2128731.0,3789588.0
81,avg-run,READ,55,16073804,11955506,11902738,997928,16,1,20,68824884,681,45338,647169379,565335644,6625807030,11949326158,1173190832,171523803,24337301367087,28742800905,3823134905,80572564,46266,2161.414429602732,100000,457.28747,398,26351,491,713,43,34.4,90.2,93.3,94.6,97.5,256848.0,1772302.0,1846736.0,1854814.0,2816624.0
82,avg-run,READ,55,16136041,12084779,12032011,1002980,16,2,20,69654054,681,45407,652891095,565443366,6630993769,11952883826,1174620830,171597276,24374781794849,28789268934,3830264165,80589776,46806,2136.4782292868435,100000,462.52488,404,25807,497,687,44,35.1,90.5,94.55,95.1,97.6,294128.0,1988604.0,2072844.0,2108058.0,4030172.0
83,avg-run,READ,55,16123353,12102753,12049985,1008025,5,0,20,70513638,681,45478,658495355,565571520,6636862605,11956570649,1176068997,171699727,24413403735870,28837205468,3837662640,80607058,47244,2116.6709000084666,100000,466.99929,406,19983,501,699,44,37.2,90.55,94.35,94.9,97.1,261252.0,1462474.0,1508760.0,1537798.0,2667116.0
84,avg-run,READ,55,16202487,12128783,12076015,1013086,16,2,20,71366118,681,45550,664446507,565710638,6642272075,11960298884,1177560623,171779702,24452547679159,28885695117,3845032984,80625136,47558,2102.695655830775,100000,470.09375,410,26415,504,728,45,36.5,93.6,94.3,94.8,96.4,232756.0,1483508.0,1485396.0,1504080.0,2700088.0
85,avg-run,READ,55,16162331,12209437,12156589,1018245,33,2,20,72237024,681,45623,670845880,565811139,6647772288,11964086392,1179101681,171848211,24492464054521,28935031740,3852671181,80640802,47669,2097.799408420567,100000,471.24744,407,28079,502,723,45,34.0,90.4,93.1,94.6,100.9,232772.0,1536460.0,1580364.0,1584724.0,2746288.0
86,avg-run,READ,55,16165932,12223128,12170360,1023437,16,2,20,73097274,681,45696,677371123,565963587,6653100661,11967828715,1180549781,171916690,24532654318289,28984509461,3860388595,80657752,48009,2082.9427815617905,100000,474.96793,411,21183,509,702,45,38.2,90.7,94.4,95.1,97.0,261076.0,1581128.0,1642640.0,1784124.0,3017204.0
87,avg-run,READ,55,16159039,12185055,12132287,1028550,16,2,20,73929108,681,45769,683005917,566078132,6659334618,11971626791,1182116553,172033492,24572616091653,29033762366,3867927917,80674235,48911,2044.5298603586104,100000,483.80767,418,22143,520,724,46,38.7,91.225,94.85,95.675,97.1,244040.0,1476197.0,1526862.0,1590000.0,2502116.0
88,avg-run,READ,55,16379341,12555789,12503021,1033705,23,2,20,74769156,681,45844,688883678,566222852,6665234259,11975479833,1183686146,172131927,24613547984547,29084213808,3875526514,80695259,49283,2029.0972546314144,100000,487.30183,414,23839,524,752,46,36.1,92.825,94.2,95.0,95.6,226640.0,1648446.0,1655020.0,1655502.0,3199684.0
89,avg-run,READ,55,16204100,12475133,12422365,1038946,16,0,20,75624744,681,45920,694331480,566317683,6672344273,11979363531,1185280457,172271078,24654957472590,29135108510,3883341952,80710343,49617,2015.438257048996,100000,490.62527,423,25823,528,766,47,33.6,90.9,94.7,95.5,97.7,244160.0,1982244.0,2105412.0,2426220.0,4021256.0
90,avg-run,READ,55,16360491,12684478,12631710,1044171,16,2,20,76493652,681,45997,700244585,566392993,6678583866,11983323901,1186903071,172374894,24697264855614,29187089568,3891171842,80728743,49942,2002.3226943254167,100000,494.03301,431,24623,530,743,47,36.5,93.15,94.2,94.8,96.2,298700.0,2584394.0,2594780.0,2595664.0,4944020.0
91,avg-run,READ,55,16300556,12561106,12508338,1049457,16,2,20,77338362,681,46075,706110638,566517127,6684898628,11987300904,1188482477,172483903,24739760837247,29239086429,3899277035,80744287,50604,1976.1283692988693,100000,500.58664,437,25423,537,760,48,35.4,93.45,94.5,95.0,97.0,263500.0,2404001.0,2413006.0,2547941.0,4767996.0
92,avg-run,READ,55,16342606,12603733,12550965,1054702,16,2,20,78171528,681,46153,712199017,566634681,6690785587,11991290065,1190060957,172580713,24782464919415,29291210760,3907191380,80759562,50774,1969.5119549375663,100000,502.22826,435,28191,537,770,48,33.6,93.425,94.3,94.825,96.3,248144.0,2382460.0,2392760.0,2475064.0,4393108.0
93,avg-run,READ,55,16415495,12833576,12780808,1059946,16,2,20,79012464,682,46231,718613004,566737723,6696780798,11995345554,1191677642,172660068,24825865052552,29344174027,3915216555,80775742,51218,1952.4385958061616,100000,506.57723,430,23839,539,753,48,35.1,93.325,94.3,94.9,96.4,293904.0,2612458.0,2623062.0,2649581.0,4987116.0
94,avg-run,READ,55,16440341,12738067,12685299,1065193,16,2,20,79888254,682,46313,724852395,566818789,6703225954,11999543503,1193263801,172778240,24870559470624,29398699869,3923680626,80792691,51261,1950.8008037299312,100000,507.27162,439,21615,541,762,49,12.5,92.6,93.8,94.7,95.1,88180.0,2042924.0,2058924.0,2060592.0,3632224.0
95,avg-run,READ,55,16478752,12893671,12840903,1070417,16,2,20,80706546,682,46393,730294658,567017223,6711583370,12003686172,1194952792,172982066,24914303297306,29451960440,3931587338,80820670,52060,1920.8605455243949,100000,514.92619,448,21471,552,776,50,2.8,92.675,94.1,94.975,95.4,147316.0,1915022.0,1932560.0,1934797.0,3260516.0
96,avg-run,READ,55,16427787,12780059,12727291,1075716,16,2,20,81552144,682,46475,737390366,567137128,6718927634,12007806579,1196703326,173085105,24959032868851,29506473618,3940130518,80838164,52279,1912.813940587999,100000,517.30738,450,26991,558,770,49,36.5,93.5,94.4,94.9,96.1,234088.0,1966448.0,1973336.0,1974076.0,3706608.0
97,avg-run,READ,55,16546696,13070491,13017723,1081001,16,2,20,82397520,682,46558,743709625,567231127,6725401174,12012090463,1198436501,173195480,25004679985500,29561928183,3948377908,80851241,52305,1911.863110601281,100000,517.53693,455,26255,552,755,50,2.5,91.9,93.95,94.9,95.4,351020.0,1829570.0,1851410.0,1853469.0,3239692.0
98,avg-run,READ,55,16699716,13237044,13183399,1086369,27,3,20,83234016,684,46642,749901319,567318503,6732463082,12016413507,1200054082,173334231,25050761530099,29617821811,3956656140,80869102,52477,1905.5967376183853,100000,519.37363,456,21183,557,764,50,2.3,91.025,93.85,94.7,95.2,681860.0,1669707.0,1717834.0,1722127.0,2514052.0
99,avg-run,READ,55,16980289,14433425,14379780,1191759,27,4,20,84079392,685,46727,755998614,567418064,6740330930,12020801897,1201826391,173509338,25097386210872,29674639678,3964814341,80887514,53916,1854.736998293642,100000,533.67248,454,23119,573,804,52,2.4,91.4,94.05,94.9,95.4,963316.0,2008404.0,2151212.0,2160810.0,2161656.0
100,avg-run,READ,55,16972583,14296271,14242626,1197086,27,3,20,84909672,686,46811,762213928,567503140,6747600972,12025156304,1203619572,173655814,25143884279469,29731093709,3972959025,80906610,53980,1852.537977028529,100000,534.28552,466,26447,570,811,52,2.4,91.375,93.95,94.9,95.3,837600.0,2145262.0,2235942.0,2243308.0,3061372.0
