Epoch,Phase,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),WatcherSamples,WatcherCPU_min,WatcherCPU_q1,WatcherCPU_median,WatcherCPU_q3,WatcherCPU_max,WatcherMemoryKB_min,WatcherMemoryKB_q1,WatcherMemoryKB_median,WatcherMemoryKB_q3,WatcherMemoryKB_max
73,extend,EXTEND,248691072,2414522074,998198028,992717311,386354124,7306469,385907244,0,0,681,44810,600553947,564390325,6579898267,11921793047,1161600754,170879807,24049039530486,28376558827,3762993853,80423738,777097,128.6840638942114,100000,7761.32827,414,884735,39071,77887,739,50.0,61.95,63.6,67.5,83.0,224440.0,7213892.0,7287956.0,8592106.0,8762948.0
74,extend,EXTEND,257500139,2472920178,1024709058,1019145537,396838237,7406623,396386120,0,0,681,44871,605864789,564502666,6584369115,11925038989,1162801310,170951872,24082548168210,28418497382,3769460987,80442486,762201,131.19898819340304,100000,7611.83602,417,734719,39423,79871,725,45.6,64.0,66.1,70.9,79.1,217620.0,5070620.0,6100648.0,8596232.0,8853776.0
75,extend,EXTEND,266355424,2532212845,1051732404,1046084406,407588965,7506788,407131694,0,0,681,44934,611434113,564660486,6588804427,11928355944,1164084175,171006165,24116882753290,28461438265,3776077070,80457489,790689,126.4719757072629,100000,7896.80293,401,728063,40511,81087,752,45.0,62.2,63.650000000000006,68.2,77.1,192760.0,7643888.0,7938880.0,8598118.0,8851560.0
76,extend,EXTEND,274981776,2593809196,1079418186,1073686507,418566592,7606953,418104151,0,0,681,44998,617615631,564735193,6593139197,11931661827,1165411024,171056136,24152022517839,28505377648,3782925580,80471616,790836,126.4484671916807,100000,7898.10195,417,838143,41343,82367,752,42.3,63.1,65.3,70.1,77.7,198256.0,7592993.0,8592834.0,8599859.0,8846672.0
77,extend,EXTEND,282903480,2653194139,1107335919,1101518009,429658280,7707140,429190632,5,16236303,681,45062,622389906,564884781,6599468277,11935035056,1166733525,171197661,24187230452571,28548901144,3789262558,80489217,881401,113.45573694606657,100000,8804.02519,424,880639,42847,84031,838,49.4,60.2,64.1,68.2,74.9,240128.0,6689060.0,6803070.0,6950971.0,8783796.0
78,extend,EXTEND,293064618,2714747369,1135765265,1129862001,440956453,7807316,440483665,14,45703362,681,45128,628679824,564987381,6604820619,11938396632,1168145878,171259784,24223144239598,28593778429,3796091073,80509187,837296,119.43207658940209,100000,8362.56222,414,678911,43007,86015,796,39.1,61.0,63.4,66.7,79.1,184772.0,6131219.0,7947520.0,8599227.0,8833780.0
79,extend,EXTEND,302116588,2778881339,1164282011,1158292517,452288940,7907492,451811074,24,78827427,681,45195,634907048,565094008,6610555899,11941792448,1169632525,171327995,24259311722143,28638961589,3803066034,80524505,848979,117.78854365066744,100000,8479.38705,423,628223,43967,87935,807,42.3,60.9,64.1,67.1,74.7,185772.0,5837804.0,7098352.0,8541108.0,8833304.0
80,extend,EXTEND,311857790,2845072580,1193294659,1187218059,463838049,8007668,463355237,34,112381506,681,45262,640508822,565164899,6616680381,11945323077,1171102422,171414249,24296377420641,28685341086,3810308116,80539602,874463,114.35589613282666,100000,8734.41265,407,834559,43615,86079,832,36.2,62.0,63.7,66.7,74.9,172884.0,7203424.0,7277374.0,8460742.0,8849868.0
81,extend,EXTEND,321976092,2908728481,1222598534,1216435704,475533988,8107844,475046061,44,146364600,681,45331,646253757,565253367,6621975853,11948897783,1172542793,171498317,24333971158120,28732172919,3817548499,80555779,875978,114.15811812625432,100000,8749.47553,426,834047,43935,87743,833,40.8,62.0,63.3,67.0,72.9,174068.0,7725080.0,7774184.0,8595368.0,8850460.0
82,extend,EXTEND,331844526,2971804800,1251806147,1245557087,487124590,8208020,486631612,54,180777042,681,45400,652012644,565340894,6627140168,11952460899,1173969585,171574063,24371447609861,28778684384,3824791695,80572564,855301,116.91790375552,100000,8542.82878,417,562687,43999,88639,813,49.4,62.9,64.0,68.1,76.2,188244.0,7770308.0,7824884.0,8596012.0,8759852.0
83,extend,EXTEND,341587945,3036119143,1281893465,1275557218,499104235,8308207,498606210,64,215604069,681,45471,657640136,565451934,6632697249,11956117176,1175418797,171677489,24409977517859,28826198159,3831864199,80589776,898720,111.26936086879115,100000,8976.91941,432,827391,45375,90047,855,50.5,62.9,64.6,68.0,73.8,186516.0,7227174.0,7299532.0,8544878.0,8854388.0
84,extend,EXTEND,352336148,3102531165,1312137684,1305714330,511214802,8408394,510711718,74,250860888,681,45543,663584334,565577571,6638277732,11959842037,1176888890,171758905,24449163564697,28874937270,3839546174,80607058,907748,110.16273238828396,100000,9067.11758,413,1824767,46143,91135,863,48.3,62.6,63.9,67.8,77.3,183864.0,5484098.0,5771224.0,8599644.0,8772228.0
85,extend,EXTEND,362511887,3169257981,1343034644,1336524104,523561089,8508570,523052846,84,286543947,681,45616,669952623,565718486,6643374305,11963636005,1178397771,171826452,24489015871284,28924012700,3846878750,80625136,902496,110.80381519696486,100000,9014.48319,392,706047,47007,92607,858,46.1,62.9,64.1,68.5,77.1,190496.0,7897844.0,8118070.0,8599114.0,8846800.0
86,extend,EXTEND,372581173,3237150110,1374010256,1367412150,535933160,8608757,535419725,94,322662459,681,45690,676519759,565818405,6648787881,11967380454,1179938400,171888069,24529204164211,28973636506,3854666368,80640802,902169,110.84397712623688,100000,9011.58639,414,763903,47231,93119,858,49.4,63.1,64.5,69.57499999999999,75.3,215384.0,7837182.0,8067036.0,8598116.0,8809960.0
87,extend,EXTEND,382255184,3302981490,1405014764,1398327718,548248421,8708955,547729873,104,359211096,681,45763,682214129,565970933,6654942963,11971156158,1181392139,172009855,24569077735493,29022432365,3862037734,80657752,944477,105.8787032399942,100000,9434.13072,444,839167,48223,94847,898,45.6,63.0,64.8,68.0,74.2,209724.0,6746869.0,6832392.0,8199671.0,8788128.0
88,extend,EXTEND,393370991,3370994054,1436608816,1429833328,560862350,8809142,560338647,114,396175650,681,45837,688170251,566085264,6660942159,11975033074,1182974066,172106358,24610005645297,29072744338,3869718033,80674235,954811,104.73276910299523,100000,9537.437,419,984575,49119,96319,908,44.5,63.0,64.3,68.2,75.3,205852.0,7726824.0,7774836.0,8592331.0,8817356.0
89,extend,EXTEND,404119867,3438529679,1468651244,1461787234,573605345,8909329,573076399,124,433560228,681,45913,693646211,566229061,6667455537,11978918293,1184554113,172245634,24651324932379,29123332084,3877170011,80695259,992286,100.77739683921772,100000,9912.63844,443,790527,50303,98815,943,43.9,62.4,64.8,68.2,73.7,201888.0,6927210.0,7000388.0,7066794.0,8851368.0
90,extend,EXTEND,415991633,3508761147,1501189667,1494236338,586619681,9009527,586085512,134,471372600,681,45991,699564604,566325660,6674025452,11982879195,1186170312,172351680,24693630260806,29175214630,3885133104,80710343,986640,101.35409065109867,100000,9856.24308,413,867327,50815,99327,938,45.6,62.7,64.0,67.1,72.1,196244.0,7573543.0,7624668.0,8590896.0,8812756.0
91,extend,EXTEND,427426171,3578446767,1533776666,1526733601,599638716,9109725,599099261,144,509619426,681,46068,705451876,566397533,6680366897,11986841480,1187799190,172457399,24736101482409,29227296327,3893038083,80728743,995088,100.49362468445,100000,9940.20048,434,717311,51103,100991,946,43.4,62.9,64.0,66.9,73.0,205864.0,6483255.0,6561632.0,8594291.0,8840952.0
92,extend,EXTEND,438939609,3648270851,1566501504,1559368703,612686390,9209923,612141690,154,548288607,681,46147,711526484,566523448,6686361527,11990827125,1189379778,172553791,24778802098940,29279415205,3901182709,80744287,978645,102.18209871812556,100000,9776.3444,445,700927,50847,101247,931,45.6,62.35,63.1,66.3,72.0,203144.0,7869970.0,7911200.0,8595034.0,8834760.0
93,extend,EXTEND,450184636,3719286867,1599837705,1592615168,625953965,9310121,625404021,164,587374371,681,46226,717945986,566643011,6692111723,11994876862,1190979995,172634047,24822187844634,29332303151,3909189622,80759562,989395,101.07186715113782,100000,9883.75502,446,795135,52095,103359,941,42.3,62.3,62.9,66.6,72.8,197756.0,8152496.0,8190536.0,8598104.0,8843392.0
94,extend,EXTEND,461299082,3791861139,1633974869,1626661719,639625734,9410330,639070543,174,626880603,682,46306,724201542,566745007,6698623798,11999036369,1192612167,172750941,24866797968446,29386442374,3917229367,80775742,1042876,95.88867708145553,100000,10418.22407,422,1902591,53695,104383,992,36.6,62.5,63.3,66.2,72.5,175716.0,6388613.0,6472210.0,8596290.0,8797556.0
95,extend,EXTEND,472885655,3861337812,1667553009,1660148289,652962061,9510550,652401646,184,666824730,682,46386,729572419,566842818,6706081170,12003143081,1194189315,172954902,24910515505265,29439536496,3925388052,80792691,1098437,91.03844826785696,100000,10974.40915,433,955391,54303,108031,1045,38.4,58.3,62.7,66.9,73.1,182828.0,5085280.0,5317980.0,5947452.0,8853696.0
96,extend,EXTEND,485502218,3934207401,1701785241,1694287279,666631448,9610770,666065734,194,707178003,682,46468,736563303,567053537,6713100284,12007300396,1195924660,173051126,24955140665216,29493777343,3933298938,80820670,1052956,94.97073002100753,100000,10519.05977,464,883199,54815,107135,1002,46.1,59.3,62.0,66.1,73.0,160024.0,6046478.0,7113780.0,8585092.0,8837196.0
97,extend,EXTEND,497524620,4012199207,1736611325,1729021416,680541401,9710968,679970402,204,747954075,682,46552,743076383,567142151,6720614628,12011564569,1197673248,173167618,25000855426552,29549409540,3942156962,80838164,1065578,93.84578135059094,100000,10645.23108,454,887807,54591,107199,1013,43.0,61.7,62.4,65.1,70.6,190396.0,7776824.0,7822668.0,8593196.0,8830316.0
98,extend,EXTEND,509681199,4086077155,1771896092,1764214154,694552006,9811188,693975640,214,789152835,682,46636,749258308,567235969,6727396293,12015876256,1199335576,173297694,25046895135847,29605115060,3950390701,80851241,1081394,92.47323362252796,100000,10803.81231,450,929279,54911,108159,1029,49.4,62.1,63.8,65.8,73.3,198316.0,7436160.0,7487244.0,8591176.0,8842108.0
99,extend,EXTEND,522224918,4160844985,1807380883,1799606997,708748760,9911397,708167005,224,830769843,684,46720,755295685,567330659,6734878255,12020247450,1200957997,173474192,25093481990048,29661471689,3958621742,80869102,1126825,88.7449248996073,100000,11257.86082,445,904191,56351,111679,1072,43.4,60.6,63.4,65.3,71.3,211820.0,5332386.0,5454830.0,7879699.0,8797384.0
100,extend,EXTEND,535433854,4235957355,1842654982,1834786898,722842128,10011617,722255045,234,872809539,685,46804,761522358,567423346,6742467330,12024613969,1202790096,173624736,25139992723548,29718141199,3966898499,80887514,1112356,89.89927685021702,100000,11113.44858,455,1013759,56831,112319,1058,41.3,61.325,62.9,65.3,71.8,195500.0,5268897.0,5389730.0,8592543.0,8836492.0
