Epoch,Phase,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),WatcherSamples,WatcherCPU_min,WatcherCPU_q1,WatcherCPU_median,WatcherCPU_q3,WatcherCPU_max,WatcherMemoryKB_min,WatcherMemoryKB_q1,WatcherMemoryKB_median,WatcherMemoryKB_q3,WatcherMemoryKB_max
68,clean-run,READ,53,6432371,4251692,4240731,420135,1,0,0,0,681,44518,575117465,564025861,6561220686,11906496605,1156139738,170580720,23890105121680,28181857646,3736799364,80352816,36496,2740.0263042525207,100000,360.02047,170,178687,503,1078,34,32.9,86.77499999999999,89.80000000000001,90.975,91.6,297044.0,1946511.0,2028548.0,2036509.0,2126592.0
69,clean-run,READ,53,6437749,4213554,4202593,425585,1,0,0,0,681,44575,580317735,564089314,6565367369,11909481884,1157295122,170635426,23920963414763,28220836963,3742703702,80369500,35909,2784.8171767523463,100000,354.58762,177,161535,509,1084,34,39.3,87.825,90.4,91.35,91.7,420884.0,2151329.0,2259192.0,2273869.0,2288240.0
70,clean-run,READ,53,6484006,4341906,4330945,431047,1,0,0,0,681,44634,586037992,564160634,6569419252,11912558683,1158500777,170681718,23953149056957,28261483295,3748946228,80391323,37055,2698.691134799622,100000,365.79772,176,156671,519,1089,35,39.5,85.94999999999999,89.1,90.6,91.2,350956.0,1575946.0,1611244.0,1623840.0,1731668.0
71,clean-run,READ,53,6502683,4357202,4346241,436304,1,0,0,0,681,44693,591176145,564227347,6573959525,11915690119,1159708796,170758600,23985320141652,28302063757,3755190422,80408464,36997,2702.92185852907,100000,365.29613,177,158847,518,1097,35,42.2,87.75,90.0,91.1,91.4,364896.0,1562792.0,1607752.0,1617902.0,1650332.0
72,clean-run,READ,53,6533962,4416085,4405124,441622,1,0,0,0,681,44753,596286613,564385661,6578474904,11918882795,1160864078,170821677,24018140850025,28343375634,3761556599,80423738,37443,2670.726170445744,100000,369.55968,176,168575,526,1110,35,34.4,87.25,90.1,91.4,91.9,292284.0,1440698.0,1488284.0,1506348.0,1515512.0
73,clean-run,READ,53,6554268,4434498,4423537,446867,1,0,0,0,681,44814,601401640,564498510,6583069146,11922106569,1162082450,170898529,24051272470416,28385050224,3767982615,80442486,37587,2660.494319844627,100000,371.35197,180,167039,531,1123,35,32.2,88.0,90.1,91.15,91.7,267732.0,1272658.0,1296188.0,1306132.0,1380484.0
74,clean-run,READ,53,6578423,4480989,4470028,452104,1,0,0,0,681,44875,606652499,564656249,6587735257,11925347393,1163281566,170964062,24084786473347,28427030358,3774473271,80457489,37998,2631.7174588136218,100000,374.87082,182,170111,536,1142,36,34.0,87.22500000000001,90.7,91.425,91.6,274796.0,1251168.0,1316964.0,1327481.0,1423116.0
75,clean-run,READ,53,6623681,4596739,4585778,457258,8,0,0,0,681,44938,612331875,564728645,6592350044,11928638781,1164603393,171025470,24119138038926,28470033479,3781127653,80471616,39059,2560.229396553931,100000,386.09653,187,168831,552,1159,37,38.6,86.7,90.0,90.7,91.1,308936.0,1461068.0,1504976.0,1518408.0,1534772.0
76,clean-run,READ,53,6653256,4670162,4659201,462428,1,0,0,0,681,45002,618427775,564874072,6596942061,11931946048,1165906482,171074600,24154278093121,28513914067,3787934431,80489217,40016,2499.000399840064,100000,394.77443,189,191615,558,1195,37,33.3,87.2,90.2,91.2,91.7,334884.0,1551776.0,1606392.0,1615180.0,1623632.0
77,clean-run,READ,53,6656774,4625201,4614240,467635,1,0,0,0,681,45067,623255282,564972084,6603756763,11935317546,1167299799,171221990,24189619719071,28558220276,3794781618,80509187,39188,2551.8015719097684,100000,387.33193,184,173951,557,1140,37,42.0,87.9,90.9,91.6,92.2,327992.0,1737780.0,1782356.0,1795672.0,1912156.0
78,clean-run,READ,53,6693668,4725740,4714779,472775,1,0,0,0,681,45133,629764847,565070429,6609279594,11938695519,1168776488,171279082,24225588789826,28603321995,3801755687,80524505,40391,2475.7990641479537,100000,399.37694,189,179199,578,1284,38,31.8,85.95,89.0,90.175,91.0,261352.0,1747221.0,1791694.0,1805266.0,1920168.0
79,clean-run,READ,53,6713839,4761249,4750288,477853,1,0,0,0,681,45199,635886610,565159902,6615032034,11942100709,1170243717,171348101,24261760625043,28648552941,3808755224,80539602,40317,2480.3432795098843,100000,398.13384,190,176639,574,1201,38,34.0,87.3,90.35,91.4,92.0,306512.0,1843956.0,1923222.0,1936793.0,2035924.0
80,clean-run,READ,53,6717931,4725671,4714710,482799,1,0,0,0,681,45267,641383840,565245821,6620502370,11945633995,1171678164,171438983,24298800172902,28694826269,3815896130,80555779,40171,2489.3579945731994,100000,397.31622,193,173055,589,1270,38,33.3,86.15,89.45,90.775,91.2,285536.0,2156361.0,2304454.0,2314155.0,2332036.0
81,clean-run,READ,53,6761906,4855341,4844380,487914,1,0,0,0,681,45336,647125820,565335644,6625701644,11949220790,1173113630,171520912,24336403331831,28741665462,3823134812,80572564,41081,2434.215330688153,100000,406.22869,197,185471,583,1259,39,38.8,88.6,90.7,91.6,91.9,348352.0,1949272.0,2019532.0,2031104.0,2156600.0
82,clean-run,READ,53,6804364,4974515,4963554,492965,1,0,0,0,681,45405,652845904,565443366,6630886959,11952777037,1174535134,171594405,24373873042213,28788120557,3830264080,80589776,42860,2333.177788147457,100000,422.85844,202,195711,597,1246,40,30.3,87.25,90.25,91.125,91.5,293012.0,2162421.0,2274302.0,2282708.0,2382292.0
83,clean-run,READ,53,6818395,4982558,4971597,498012,1,0,0,0,681,45476,658448655,565571520,6636754538,11956462600,1175989944,171696843,24412485609819,28836067377,3837662558,80607058,42466,2354.825036499788,100000,420.14058,201,196607,599,1249,40,41.5,88.275,90.3,91.225,91.9,344072.0,1608630.0,1643636.0,1652677.0,1779048.0
84,clean-run,READ,53,6831912,4998283,4987322,503071,1,0,0,0,681,45548,664397791,565710638,6642161941,11960188768,1177475848,171776863,24451617351233,28884519269,3845032904,80625136,42631,2345.71086767845,100000,421.3808,202,193023,608,1259,40,36.6,88.2,91.15,91.8,93.6,269340.0,1591696.0,1637302.0,1659822.0,1957816.0
85,clean-run,READ,53,6861434,5068636,5057595,508230,18,0,0,0,681,45621,670796340,565811139,6647662155,11963976277,1179023318,171845372,24491525843635,28933891562,3852671103,80640802,43228,2313.315443693902,100000,427.71996,201,188287,612,1297,41,34.1,87.1,89.7,90.7,91.4,274636.0,1668488.0,1720328.0,1729344.0,1841340.0
86,clean-run,READ,53,6870643,5071959,5060998,513422,1,0,0,0,681,45694,677318767,565963587,6652986351,11967714426,1180469899,171913770,24531705584178,28983360552,3860388516,80657752,43396,2304.359848833994,100000,428.44365,207,192639,609,1280,41,16.1,86.4,89.7,90.6,91.3,137648.0,1704008.0,1736944.0,1746788.0,1817956.0
87,clean-run,READ,53,6871057,5023703,5012742,518535,1,0,0,0,681,45767,682952564,566078132,6659220313,11971512504,1182038893,172030611,24571657646375,29032618019,3867927841,80674235,42631,2345.71086767845,100000,421.72333,206,193535,626,1342,40,38.2,87.825,90.25,91.2,91.9,297408.0,1533869.0,1640216.0,1649161.0,1700792.0
88,clean-run,READ,53,6975476,5384051,5373090,523690,8,0,0,0,681,45842,688829158,566222852,6665119954,11975365546,1183597662,172129123,24612576193130,29083012921,3875526438,80695259,46381,2156.0552812574115,100000,459.25079,211,196351,634,1457,44,30.3,87.075,90.45,91.6,93.7,270864.0,1751251.0,1793434.0,1822352.0,2394640.0
89,clean-run,READ,53,6962081,5293013,5282052,528933,1,0,0,0,681,45918,694270331,566317683,6672217470,11979236746,1185199579,172267912,24653978339559,29133951674,3883341886,80710343,45495,2198.043741070447,100000,450.26908,213,214655,639,1357,43,33.7,87.8,90.5,91.5,91.8,401536.0,2027244.0,2085060.0,2100230.0,2230416.0
90,clean-run,READ,53,7022303,5491807,5480846,534156,1,0,0,0,681,45995,700182143,566392993,6678457062,11983197115,1186819255,172371766,24696272946852,29185885726,3891171771,80728743,47481,2106.1056001347906,100000,470.18036,215,209279,645,1440,45,30.7,87.9,91.0,91.9,94.6,346520.0,2554876.0,2590668.0,2611316.0,3104732.0
91,clean-run,READ,53,6997299,5357863,5346902,539442,1,0,0,0,681,46073,706047226,566517127,6684771825,11987174119,1188395414,172480834,24738760030066,29237900956,3899276966,80744287,45743,2186.126839079204,100000,452.02279,220,203775,653,1428,43,34.3,87.35,90.1,91.0,95.8,356132.0,2277430.0,2441320.0,2459012.0,2630604.0
92,clean-run,READ,53,7016074,5390000,5379039,544687,1,0,0,0,681,46151,712134842,566634681,6690658778,11991163279,1190041390,172577730,24781453483571,29290014637,3907191311,80759562,45895,2178.886588953045,100000,453.34453,214,197375,657,1413,43,32.2,88.5,90.9,91.75,95.9,320672.0,2386804.0,2455824.0,2463338.0,2856976.0
93,clean-run,READ,53,7082010,5609356,5598395,549931,1,0,0,0,682,46229,718547811,566737723,6696653989,11995218768,1191657979,172657110,24824843490714,29342975416,3915216486,80775742,48845,2047.2924557273009,100000,482.38698,221,212735,664,1398,46,0.0,87.175,90.35,91.275,94.7,36320.0,2574860.0,2709826.0,2725298.0,3181332.0
94,clean-run,READ,53,7063246,5503357,5492396,555178,1,0,0,0,682,46311,724786313,566818789,6703099145,11999416718,1193244345,172775329,24869526660989,29397479998,3923680560,80792691,46966,2129.199846697611,100000,464.30377,224,209663,665,1424,44,34.7,87.4,90.25,90.925,94.3,364760.0,2075093.0,2160876.0,2172626.0,2967116.0
95,clean-run,READ,53,7108323,5648527,5637566,560402,1,0,0,0,682,46391,730227708,567017223,6711456560,12003559387,1194932834,172979188,24913260747401,29450744857,3931587272,80820670,48169,2076.0239988374265,100000,475.78107,219,213247,674,1445,46,10.7,88.05000000000001,90.55,91.7,94.6,117580.0,1943770.0,2052478.0,2070961.0,2672136.0
96,clean-run,READ,53,7087272,5524299,5513338,565701,1,0,0,0,682,46473,737322621,567137128,6718800824,12007679793,1196683783,173082270,24957981265675,29505273916,3940130452,80838164,46511,2150.029025391843,100000,460.29135,228,219775,678,1430,44,7.3,87.275,89.7,90.9,97.6,78804.0,2000625.0,2096804.0,2113107.0,2568848.0
97,clean-run,READ,53,7165315,5804173,5793212,570986,1,0,0,0,682,46557,743642082,567231127,6725274676,12011963677,1198382553,173191710,25003617211391,29560708853,3948377841,80851241,49311,2027.9450832471457,100000,487.44435,227,219903,681,1533,47,8.9,88.9,91.7,92.2,94.7,100664.0,1958296.0,1990676.0,2042906.0,2774312.0
98,clean-run,READ,53,7490170,5959978,5948140,576366,1,0,0,0,684,46640,749834831,567318503,6732337626,12016286722,1200015105,173330311,25049693933295,29616689527,3956656079,80869102,51324,1948.4062037253527,100000,508.66413,234,232959,705,1598,48,29.7,87.67500000000001,90.2,93.625,94.7,244192.0,1777577.0,1871404.0,2209209.0,3565248.0
99,clean-run,READ,53,7223947,5944452,5933491,581742,1,0,0,0,685,46725,755893734,567418064,6740178849,12020649835,1201731643,173504219,25096286763865,29673163406,3964814266,80887514,51014,1960.2462069235896,100000,505.52094,229,219647,694,1533,48,36.9,89.02499999999999,91.35,94.2,94.8,310432.0,1942944.0,1988906.0,2482631.0,3507056.0
100,clean-run,READ,53,7190622,5796671,5785710,587070,1,0,0,0,686,46809,762116557,567503140,6747448890,12025004239,1203526547,173651153,25142773785744,29729605237,3972958882,80906610,49102,2036.5769215103253,100000,486.33645,233,223359,702,1517,46,40.4,89.225,91.35,94.375,94.8,348340.0,1999043.0,2059042.0,2446724.0,3166692.0
