term,standardized_beta,r2
intercept,-4.2044284338551743e-16,0.8469736394984362
control_mean_clean_avg,0.7407714561938332,0.8469736394984362
blks_read_per_op,-0.3610683290684209,0.8469736394984362
tup_fetched_per_op,2.0515104508499924,0.8469736394984362
cache_hit_ratio,0.2086564123253467,0.8469736394984362
wal_bytes_per_op,-6.110453686735562,0.8469736394984362
buffers_alloc_per_op,4.852537597925928,0.8469736394984362
