Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,CPU,Memory,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,run,source_file,blks_read_delta,blks_read_per_op,blks_hit_delta,blks_hit_per_op,tup_returned_delta,tup_returned_per_op,tup_fetched_delta,tup_fetched_per_op,tup_inserted_delta,tup_inserted_per_op,tup_updated_delta,tup_updated_per_op,tup_deleted_delta,tup_deleted_per_op,deadlocks_delta,deadlocks_per_op,temp_files_delta,temp_files_per_op,temp_bytes_delta,temp_bytes_per_op,checkpoints_timed_delta,checkpoints_timed_per_op,checkpoints_req_delta,checkpoints_req_per_op,buffers_checkpoint_delta,buffers_checkpoint_per_op,buffers_clean_delta,buffers_clean_per_op,buffers_backend_delta,buffers_backend_per_op,buffers_alloc_delta,buffers_alloc_per_op,checkpoint_write_time_delta,checkpoint_write_time_per_op,checkpoint_sync_time_delta,checkpoint_sync_time_per_op,wal_bytes_delta,wal_bytes_per_op,wal_records_delta,wal_records_per_op,wal_fpi_delta,wal_fpi_per_op,wal_buffers_full_delta,wal_buffers_full_per_op,cache_hit_ratio,interval_cache_hit_ratio,internal_inserts_per_logical_update,latency_change_pct
40,clean-run,10000,True,uniform,READ,1.8,53.6,53,5554434,2786709,2775748,273677,1,0,0,0,0,735,23213,1957784202,33052318,1082276211,929483054,627926659,14765084,12314900304293,14684722385,1874860218,37597818,1,0,0,0,0,31008,3224.9742002063986,100000,304.32003,106,90751,585,868,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,62509.0,0.62509,121891.0,1.21891,121896.0,1.21896,5562.0,0.05562,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4e-05,-385024.0,-3.85024,0.0,0.0,31.0,0.00031,3000469.0,30.00469,70258.0,0.70258,1875566.0,18.75566,1579494.0,15.79494,570806.0,5.70806,19966.0,0.19966,17075157982.0,170751.57982,22951521.0,229.51521,2646580.0,26.4658,15761.0,0.15761,0.9999904581647234,1.0,,0.7212297308970772
41,clean-run,10000,True,uniform,READ,1.8,53.7,53,5590296,2807038,2796077,279020,1,0,0,0,0,735,23245,1960717776,33123682,1084211963,931225316,628509939,14798609,12332498454797,14708215142,1877817598,37612986,1,0,0,0,0,31355,3189.284005740711,100000,307.85912,112,88255,591,902,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,35862.0,0.35862,20329.0,0.20329,20329.0,0.20329,5343.0,0.05343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.00032,2933574.0,29.33574,71364.0,0.71364,1935752.0,19.35752,1742262.0,17.42262,583280.0,5.8328,33525.0,0.33525,17598150504.0,175981.50504,23492757.0,234.92757,2957380.0,29.5738,15168.0,0.15168,0.999990519375445,1.0,,1.1629500693727035
42,clean-run,10000,True,uniform,READ,1.8,53.7,53,5629566,2842404,2831443,284396,1,0,0,0,0,735,23279,1963743049,33189843,1086324744,933032471,629137393,14826639,12350689150153,14732559106,1880814952,37629561,1,0,0,0,0,30210,3310.1621979476995,100000,296.22971,115,109119,546,863,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,39270.0,0.3927,35366.0,0.35366,35366.0,0.35366,5376.0,0.05376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.00034,3025273.0,30.25273,66161.0,0.66161,2112781.0,21.12781,1807155.0,18.07155,627454.0,6.27454,28030.0,0.2803,18190695356.0,181906.95356,24343964.0,243.43964,2997354.0,29.97354,16575.0,0.16575,0.9999905855085397,1.0,,-3.7775103105602392
43,clean-run,10000,True,uniform,READ,1.9,53.7,53,5660517,2865715,2854754,289607,1,0,0,0,0,735,23313,1967049246,33247435,1088471428,934882057,629766533,14864944,12369389974504,14757358623,1884457482,37646545,1,0,0,0,0,32299,3096.07108579213,100000,317.07079,112,100159,594,861,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,30951.0,0.30951,23311.0,0.23311,23311.0,0.23311,5211.0,0.05211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.00034,3306197.0,33.06197,57592.0,0.57592,2146684.0,21.46684,1849586.0,18.49586,629140.0,6.2914,38305.0,0.38305,18700824351.0,187008.24351,24799517.0,247.99517,3642530.0,36.4253,16984.0,0.16984,0.9999906369853213,1.0,,7.035445566887932
44,clean-run,10000,True,uniform,READ,1.9,53.8,53,5847791,2991239,2980275,294651,1,0,0,0,0,735,23349,1970185921,33324493,1090806753,936804085,630427230,14904241,12388744386943,14783244800,1887862220,37664702,1,0,0,0,0,35533,2814.2853122449555,100000,348.94658,114,107263,609,913,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,187274.0,1.87274,125524.0,1.25524,125521.0,1.25521,5044.0,0.05044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.00036,3136675.0,31.36675,77058.0,0.77058,2335325.0,23.35325,1922028.0,19.22028,660697.0,6.60697,39297.0,0.39297,19354412439.0,193544.12439,25886177.0,258.86177,3404738.0,34.04738,18157.0,0.18157,0.9999909368307363,1.0,,10.053209253365791
45,clean-run,10000,True,uniform,READ,1.9,53.8,53,5869845,2979407,2968443,299669,1,0,0,0,0,735,23385,1973964968,33370182,1093153417,938741914,631182305,14923205,12408479757959,14809260537,1891785149,37682144,1,0,0,0,0,29925,3341.687552213868,100000,293.69456,116,105791,549,849,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,22054.0,0.22054,-11832.0,-0.11832,-11832.0,-0.11832,5018.0,0.05018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.00036,3779047.0,37.79047,45689.0,0.45689,2346664.0,23.46664,1937829.0,19.37829,755075.0,7.55075,18964.0,0.18964,19735371016.0,197353.71016,26015737.0,260.15737,3922929.0,39.22929,17442.0,0.17442,0.9999909708822879,1.0,,-15.833947992841757
46,clean-run,10000,True,uniform,READ,1.9,53.8,53,5909940,3039898,3028934,304483,1,0,0,0,0,735,23423,1977526202,33451283,1095605342,940710463,631899754,14946295,12428671334892,14835871375,1895626313,37699157,1,0,0,0,0,33025,3028.009084027252,100000,324.60909,119,108991,606,889,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,40095.0,0.40095,60491.0,0.60491,60491.0,0.60491,4814.0,0.04814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.00038,3561234.0,35.61234,81101.0,0.81101,2451925.0,24.51925,1968549.0,19.68549,717449.0,7.17449,23090.0,0.2309,20191576933.0,201915.76933,26610838.0,266.10838,3841164.0,38.41164,17013.0,0.17013,0.9999910321382783,1.0,,10.526081926747288
47,clean-run,10000,True,uniform,READ,1.9,53.8,53,5826718,3159773,3148812,309450,1,0,0,0,0,735,23461,1981383190,33547047,1098059066,942529011,632645963,14973529,12449152273363,14862763035,1899026395,37716131,1,0,0,0,0,34960,2860.411899313501,100000,343.36239,119,107135,609,974,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,-83222.0,-0.83222,119875.0,1.19875,119878.0,1.19878,4967.0,0.04967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.00038,3856988.0,38.56988,95764.0,0.95764,2453724.0,24.53724,1818548.0,18.18548,746209.0,7.46209,27234.0,0.27234,20480938471.0,204809.38471,26891660.0,268.9166,3400082.0,34.00082,16974.0,0.16974,0.9999909040530338,1.0,,5.777194963948795
48,clean-run,10000,True,uniform,READ,1.9,53.8,53,5857267,3204725,3193764,314292,1,0,0,0,0,735,23500,1985085933,33643924,1100696799,944581500,633414304,15005166,12470319793636,14890579242,1902830955,37733439,1,0,0,0,0,35458,2820.238028089571,100000,348.78685,120,124671,621,931,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,30549.0,0.30549,44952.0,0.44952,44952.0,0.44952,4842.0,0.04842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.00039,3702743.0,37.02743,96877.0,0.96877,2637733.0,26.37733,2052489.0,20.52489,768341.0,7.68341,31637.0,0.31637,21167520273.0,211675.20273,27816207.0,278.16207,3804560.0,38.0456,17308.0,0.17308,0.9999909514931744,1.0,,1.5798061051473855
49,clean-run,10000,True,uniform,READ,1.9,53.8,53,5878194,3224981,3214020,319220,1,0,0,0,0,735,23540,1989172430,33749613,1103381417,946668665,634216382,15034350,12491974574763,14918880876,1906538923,37749865,1,0,0,0,0,32644,3063.350079647102,100000,320.42103,125,113727,613,946,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,20927.0,0.20927,20256.0,0.20256,20256.0,0.20256,4928.0,0.04928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0004,4086497.0,40.86497,105689.0,1.05689,2684618.0,26.84618,2087165.0,20.87165,802078.0,8.02078,29184.0,0.29184,21654781127.0,216547.81127,28301634.0,283.01634,3707968.0,37.07968,16426.0,0.16426,0.999990983706537,1.0,,-8.13270913166596
50,clean-run,10000,True,uniform,READ,1.9,53.8,53,5914199,3297872,3286911,324059,1,0,0,0,0,735,23581,1993096806,33850046,1106088925,948697611,635030788,15064152,12514159189357,14947826091,1910619322,37763771,1,0,0,0,0,37687,2653.4348714410803,100000,370.12904,135,117567,643,1034,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,36005.0,0.36005,72891.0,0.72891,72891.0,0.72891,4839.0,0.04839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.00041,3924376.0,39.24376,100433.0,1.00433,2707508.0,27.07508,2028946.0,20.28946,814406.0,8.14406,29802.0,0.29802,22184614594.0,221846.14594,28945215.0,289.45215,4080399.0,40.80399,13906.0,0.13906,0.9999910385962587,1.0,,15.513341930147352
51,clean-run,10000,True,uniform,READ,1.9,53.8,53,5921393,3252628,3241667,329058,1,0,0,0,0,735,23622,1997300425,33921407,1108803794,950874048,635901306,15091125,12536691495301,14977077575,1915046558,37780048,1,0,0,0,0,33647,2972.033167890153,100000,331.0079,128,116223,632,973,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,7194.0,0.07194,-45244.0,-0.45244,-45244.0,-0.45244,4999.0,0.04999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.00041,4203619.0,42.03619,71361.0,0.71361,2714869.0,27.14869,2176437.0,21.76437,870518.0,8.70518,26973.0,0.26973,22532305944.0,225323.05944,29251484.0,292.51484,4427236.0,44.27236,16277.0,0.16277,0.9999910494835215,1.0,,-10.569594863456267
52,clean-run,10000,True,uniform,READ,1.9,53.8,53,5951248,3304849,3293888,334074,1,0,0,0,0,735,23664,2001508634,34011512,1111462007,953032813,636770409,15119590,12559651889483,15006854511,1919460763,37796609,1,0,0,0,0,38306,2610.5570928836214,100000,377.31299,131,126335,665,1040,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,29855.0,0.29855,52221.0,0.52221,52221.0,0.52221,5016.0,0.05016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.00042,4208209.0,42.08209,90105.0,0.90105,2658213.0,26.58213,2158765.0,21.58765,869103.0,8.69103,28465.0,0.28465,22960394182.0,229603.94182,29776936.0,297.76936,4414205.0,44.14205,16561.0,0.16561,0.9999910943842363,1.0,,13.989119292923213
53,clean-run,10000,True,uniform,READ,2.0,53.8,53,5986595,3393828,3382867,338949,1,0,0,0,0,735,23708,2006039569,34078244,1114426356,955318462,637684752,15156180,12583382357797,15037552132,1924117974,37814151,1,0,0,0,0,37200,2688.1720430107525,100000,365.36914,138,128575,643,1014,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,35347.0,0.35347,88979.0,0.88979,88979.0,0.88979,4875.0,0.04875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.00044,4530935.0,45.30935,66732.0,0.66732,2964349.0,29.64349,2285649.0,22.85649,914343.0,9.14343,36590.0,0.3659,23730468314.0,237304.68314,30697621.0,306.97621,4657211.0,46.57211,17542.0,0.17542,0.9999911469657143,1.0,,-3.165501935144077
54,clean-run,10000,True,uniform,READ,2.0,53.8,53,6036427,3529757,3518796,343985,1,0,0,0,0,735,23752,2010422155,34156176,1117276709,957588914,638584262,15190448,12607440127942,15068640375,1928692043,37832168,1,0,0,0,0,39572,2527.0393207318307,100000,389.89037,144,128191,658,1048,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,49832.0,0.49832,135929.0,1.35929,135929.0,1.35929,5036.0,0.05036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.00044,4382586.0,43.82586,77932.0,0.77932,2850353.0,28.50353,2270452.0,22.70452,899510.0,8.9951,34268.0,0.34268,24057770145.0,240577.70145,31088243.0,310.88243,4574069.0,45.74069,18017.0,0.18017,0.9999912200487702,1.0,,6.711357724409894
55,clean-run,10000,True,uniform,READ,2.0,53.8,53,6029816,3439017,3427976,349160,1,0,0,0,0,735,23797,2013953504,34280506,1121543691,959990823,639539431,15285025,12631990000498,15100603870,1933493032,37857631,1,0,0,0,0,39198,2551.150568906577,100000,385.39601,144,130623,671,1104,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,-6611.0,-0.06611,-90740.0,-0.9074,-90820.0,-0.9082,5175.0,0.05175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.00045,3531349.0,35.31349,124330.0,1.2433,4266982.0,42.66982,2401909.0,24.01909,955169.0,9.55169,94577.0,0.94577,24549872556.0,245498.72556,31963495.0,319.63495,4800989.0,48.00989,25463.0,0.25463,0.9999912104226476,1.0,,-1.1527240336815736
56,clean-run,10000,True,uniform,READ,2.0,53.8,53,6052585,3467493,3456532,354359,1,0,0,0,0,735,23843,2017967401,34351327,1124826829,962435796,640461120,15341718,12656935590055,15132899920,1938416524,37874449,1,0,0,0,0,38750,2580.6451612903224,100000,380.70855,148,130815,675,1096,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,22769.0,0.22769,28476.0,0.28476,28556.0,0.28556,5199.0,0.05199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.00046,4013897.0,40.13897,70821.0,0.70821,3283138.0,32.83138,2444973.0,24.44973,921689.0,9.21689,56693.0,0.56693,24945589557.0,249455.89557,32296050.0,322.9605,4923492.0,49.23492,16818.0,0.16818,0.9999912434875504,1.0,,-1.2162710247052066
57,clean-run,10000,True,uniform,READ,2.0,53.8,53,6089039,3549377,3538416,359678,1,0,0,0,0,735,23890,2022007994,34402074,1128544394,964921459,641469723,15402252,12682309022026,15165724041,1943414335,37911618,1,0,0,0,0,42269,2365.7999952684,100000,416.25658,151,137087,690,1057,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,36454.0,0.36454,81884.0,0.81884,81884.0,0.81884,5319.0,0.05319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.00047,4040593.0,40.40593,50747.0,0.50747,3717565.0,37.17565,2485663.0,24.85663,1008603.0,10.08603,60534.0,0.60534,25373431971.0,253734.31971,32824121.0,328.24121,4997811.0,49.97811,37169.0,0.37169,0.9999912959107861,1.0,,9.337334294173317
58,clean-run,10000,True,uniform,READ,2.0,53.8,53,6126600,3641973,3631012,365174,1,0,0,0,0,735,23937,2026010464,34500315,1132365958,967449744,642488829,15472231,12708040748518,15198961192,1948458542,37927736,1,0,0,0,0,39269,2546.537981613996,100000,386.50794,146,147967,667,1076,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,37561.0,0.37561,92596.0,0.92596,92596.0,0.92596,5496.0,0.05496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.00047,4002470.0,40.0247,98241.0,0.98241,3821564.0,38.21564,2528285.0,25.28285,1019106.0,10.19106,69979.0,0.69979,25731726492.0,257317.26492,33237151.0,332.37151,5044207.0,50.44207,16118.0,0.16118,0.9999913492734124,1.0,,-7.146707446642642
59,clean-run,10000,True,uniform,READ,2.0,53.8,53,6173064,3773062,3762101,370507,1,0,0,0,0,735,23985,2029987681,34576086,1136733998,970003982,643525494,15563609,12734036438254,15232426498,1953563839,37950185,1,0,0,0,0,38816,2576.2572135201976,100000,382.46701,141,238079,659,1008,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,46464.0,0.46464,131089.0,1.31089,131089.0,1.31089,5333.0,0.05333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.00048,3977217.0,39.77217,75771.0,0.75771,4368040.0,43.6804,2554238.0,25.54238,1036665.0,10.36665,91378.0,0.91378,25995689736.0,259956.89736,33465306.0,334.65306,5105297.0,51.05297,22449.0,0.22449,0.9999914143859577,1.0,,-1.045497280081753
60,clean-run,10000,True,uniform,READ,2.0,53.8,53,6180198,3736607,3725646,376066,1,0,0,0,0,735,24034,2034112629,34715646,1140398411,972664743,644546946,15632710,12760777533848,15266985927,1958724080,37967777,1,0,0,0,0,41738,2395.8982222435197,100000,411.10244,150,137855,702,1135,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,7134.0,0.07134,-36455.0,-0.36455,-36455.0,-0.36455,5559.0,0.05559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.00049,4124948.0,41.24948,139560.0,1.3956,3664413.0,36.64413,2660761.0,26.60761,1021452.0,10.21452,69101.0,0.69101,26741095594.0,267410.95594,34559429.0,345.59429,5160241.0,51.60241,17592.0,0.17592,0.9999914242965213,1.0,,7.487032672438865
61,clean-run,10000,True,uniform,READ,2.0,53.8,53,6234626,3896592,3885631,381613,1,0,0,0,0,735,24084,2038140912,34827402,1145089475,975330580,645661698,15719492,12787833289979,15301926085,1964033393,37984545,1,0,0,0,0,43037,2323.5820340637124,100000,423.95751,157,156927,691,1126,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,54428.0,0.54428,159985.0,1.59985,159985.0,1.59985,5547.0,0.05547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0005,4028283.0,40.28283,111756.0,1.11756,4691064.0,46.91064,2665837.0,26.65837,1114752.0,11.14752,86782.0,0.86782,27055756131.0,270557.56131,34940158.0,349.40158,5309313.0,53.09313,16768.0,0.16768,0.9999914991613843,1.0,,3.126974872734878
62,clean-run,10000,True,uniform,READ,2.0,53.8,53,6244522,3868143,3857182,387077,1,0,0,0,0,735,24134,2042138928,35033538,1149706724,978027513,646769794,15807390,12815197361943,15337163166,1969402382,38000402,1,0,0,0,0,42875,2332.361516034985,100000,422.2555,160,143743,699,1240,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,9896.0,0.09896,-28449.0,-0.28449,-28449.0,-0.28449,5464.0,0.05464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0005,3998016.0,39.98016,206136.0,2.06136,4617249.0,46.17249,2696933.0,26.96933,1108096.0,11.08096,87898.0,0.87898,27364071964.0,273640.71964,35237081.0,352.37081,5368989.0,53.68989,15857.0,0.15857,0.9999915126329654,1.0,,-0.4014576838136552
63,clean-run,10000,True,uniform,READ,2.0,53.8,53,6300499,4027433,4016472,392581,18,0,0,0,0,735,24185,2046231608,35229861,1154543095,980773291,647900756,15898739,12843174193573,15373151657,1974888470,38018295,1,0,0,0,0,45189,2212.927924937485,100000,444.51436,156,145407,710,1209,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,55977.0,0.55977,159290.0,1.5929,159290.0,1.5929,5504.0,0.05504,17.0,0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.00051,4092680.0,40.9268,196323.0,1.96323,4836371.0,48.36371,2745778.0,27.45778,1130962.0,11.30962,91349.0,0.91349,27976831630.0,279768.3163,35988491.0,359.88491,5486088.0,54.86088,17893.0,0.17893,0.9999915880386353,1.0,323.7647058823529,5.271419792045351
64,clean-run,10000,True,uniform,READ,2.0,53.8,53,6319695,4045612,4034651,398067,1,0,0,0,0,735,24238,2050362717,35356936,1159753963,983587763,649079270,15995173,12872211030222,15410505730,1980582463,38034775,1,0,0,0,0,43630,2292.0009168003667,100000,430.38218,165,153983,696,1175,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,19196.0,0.19196,18179.0,0.18179,18179.0,0.18179,5486.0,0.05486,-17.0,-0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.00053,4131109.0,41.31109,127075.0,1.27075,5210868.0,52.10868,2814472.0,28.14472,1178514.0,11.78514,96434.0,0.96434,29036836649.0,290368.36649,37354073.0,373.54073,5693993.0,56.93993,16480.0,0.1648,0.9999916135896558,1.0,-322.70588235294116,-3.1792403736968122
65,clean-run,10000,True,uniform,READ,2.0,53.8,53,6340926,4074585,4063624,403658,1,0,0,0,0,735,24291,2054624424,35503226,1164845208,986425574,650272520,16077823,12901311683216,15447775748,1986246047,38052081,1,0,0,0,0,44769,2233.688489803212,100000,439.68104,166,195711,710,1229,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,21231.0,0.21231,28973.0,0.28973,28973.0,0.28973,5591.0,0.05591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.00053,4261707.0,42.61707,146290.0,1.4629,5091245.0,50.91245,2837811.0,28.37811,1193250.0,11.9325,82650.0,0.8265,29100652994.0,291006.52994,37270018.0,372.70018,5663584.0,56.63584,17306.0,0.17306,0.9999916416692123,1.0,,2.160605255542869
66,clean-run,10000,True,uniform,READ,2.0,53.8,53,6369393,4130268,4119307,409159,1,0,0,0,0,735,24346,2059125720,35694474,1169849270,989338465,651463652,16175201,12931057528168,15485832016,1991951952,38067663,1,0,0,0,0,44707,2236.786185608518,100000,439.81527,168,158335,724,1231,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,28467.0,0.28467,55683.0,0.55683,55683.0,0.55683,5501.0,0.05501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.00055,4501296.0,45.01296,191248.0,1.91248,5004062.0,50.04062,2912891.0,29.12891,1191132.0,11.91132,97378.0,0.97378,29745844952.0,297458.44952,38056268.0,380.56268,5705905.0,57.05905,15582.0,0.15582,0.999991679025146,1.0,,0.03052894889441493
67,clean-run,10000,True,uniform,READ,2.0,53.8,53,6389129,4146063,4135102,414714,1,0,0,0,0,735,24401,2063613412,35907857,1174963978,992284014,652687280,16265710,12961200129749,15524305812,1997837707,38084219,1,0,0,0,0,43950,2275.3128555176336,100000,432.18317,172,160767,703,1188,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,19736.0,0.19736,15795.0,0.15795,15795.0,0.15795,5555.0,0.05555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.00055,4487692.0,44.87692,213383.0,2.13383,5114708.0,51.14708,2945549.0,29.45549,1223628.0,12.23628,90509.0,0.90509,30142601581.0,301426.01581,38473796.0,384.73796,5885755.0,58.85755,16556.0,0.16556,0.9999917047283987,1.0,,-1.7352967303750022
68,clean-run,10000,True,uniform,READ,2.0,53.8,53,6390999,4097274,4086313,420029,1,0,0,0,0,735,24457,2068715523,36008285,1179038404,995275643,653903028,16321537,12991975343070,15563429730,2003773696,38099907,1,0,0,0,0,46153,2166.706389617143,100000,442.28649,169,166271,720,1232,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,1870.0,0.0187,-48789.0,-0.48789,-48789.0,-0.48789,5315.0,0.05315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.00056,5102111.0,51.02111,100428.0,1.00428,4074426.0,40.74426,2991629.0,29.91629,1215748.0,12.15748,55827.0,0.55827,30775213321.0,307752.13321,39123918.0,391.23918,5935989.0,59.35989,15688.0,0.15688,0.9999917071555668,1.0,,2.3377402687846383
69,clean-run,10000,True,uniform,READ,2.0,53.8,53,6458586,4291606,4280645,425446,1,0,0,0,0,735,24515,2073684414,36086797,1183334830,998331827,655138557,16392635,13023461122717,15603330198,2009906601,38120623,1,0,0,0,0,44884,2227.9654219766508,100000,442.99277,164,152575,719,1201,100000,6,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure.csv,0.0,0.0,67587.0,0.67587,194332.0,1.94332,194332.0,1.94332,5417.0,0.05417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.00058,4968891.0,49.68891,78512.0,0.78512,4296426.0,42.96426,3056184.0,30.56184,1235529.0,12.35529,71098.0,0.71098,31485779647.0,314857.79647,39900468.0,399.00468,6132905.0,61.32905,20716.0,0.20716,0.9999917939367722,1.0,,0.15968835041739737
