Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,CPU,Memory,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,run,source_file,blks_read_delta,blks_read_per_op,blks_hit_delta,blks_hit_per_op,tup_returned_delta,tup_returned_per_op,tup_fetched_delta,tup_fetched_per_op,tup_inserted_delta,tup_inserted_per_op,tup_updated_delta,tup_updated_per_op,tup_deleted_delta,tup_deleted_per_op,deadlocks_delta,deadlocks_per_op,temp_files_delta,temp_files_per_op,temp_bytes_delta,temp_bytes_per_op,checkpoints_timed_delta,checkpoints_timed_per_op,checkpoints_req_delta,checkpoints_req_per_op,buffers_checkpoint_delta,buffers_checkpoint_per_op,buffers_clean_delta,buffers_clean_per_op,buffers_backend_delta,buffers_backend_per_op,buffers_alloc_delta,buffers_alloc_per_op,checkpoint_write_time_delta,checkpoint_write_time_per_op,checkpoint_sync_time_delta,checkpoint_sync_time_per_op,wal_bytes_delta,wal_bytes_per_op,wal_records_delta,wal_records_per_op,wal_fpi_delta,wal_fpi_per_op,wal_buffers_full_delta,wal_buffers_full_per_op,cache_hit_ratio,interval_cache_hit_ratio,internal_inserts_per_logical_update,latency_change_pct
58,reference,10000,True,uniform,READ,2.0,53.9,69996,17542781,7511006,5879183,10119,1,0,0,0,0,681,43989,526188025,563244912,6522589496,11878399263,1145332350,169987070,23602766280743,27814694469,3680945700,80134697,1,0,0,0,0,4504,22202.486678507998,100000,39.6979,23,14991,55,89,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1741.0,0.01741,301869.0,3.01869,137264.0,1.37264,101473.0,1.01473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.00047,4424278.0,44.24278,83125.0,0.83125,3196034.0,31.96034,2352664.0,23.52664,919989.0,9.19989,32736.0,0.32736,25731441540.0,257314.4154,33059000.0,330.59,5056981.0,50.56981,32593.0,0.32593,0.9960258396503856,0.9942656697737229,,2.7163840264209815
59,reference,10000,True,uniform,READ,2.0,53.9,71737,17844650,7648270,5980656,10119,1,0,0,0,0,681,44038,530841565,563345002,6526000090,11881009367,1146374767,170034854,23629367727304,27848754531,3686179209,80150617,1,0,0,0,0,4623,21630.975556997622,100000,41.38799,26,12647,53,90,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1741.0,0.01741,301869.0,3.01869,137264.0,1.37264,101473.0,1.01473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.00049,4653540.0,46.5354,100090.0,1.0009,3410594.0,34.10594,2610104.0,26.10104,1042417.0,10.42417,47784.0,0.47784,26601446561.0,266014.46561,34060062.0,340.60062,5233509.0,52.33509,15920.0,0.1592,0.9959960119191442,0.9942656697737229,,4.257378853793292
60,reference,10000,True,uniform,READ,2.0,53.9,73494,18146576,7786424,6082143,10119,1,0,0,0,0,681,44088,535796250,563407871,6529507028,11883678132,1147422771,170072753,23656425817995,27883547688,3691491402,80188698,1,0,0,0,0,4335,23068.05074971165,100000,38.17276,27,14423,50,89,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1757.0,0.01757,301926.0,3.01926,138154.0,1.38154,101487.0,1.01487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0005,4954685.0,49.54685,62869.0,0.62869,3506938.0,35.06938,2668765.0,26.68765,1048004.0,10.48004,37899.0,0.37899,27058090691.0,270580.90691,34793157.0,347.93157,5312193.0,53.12193,38081.0,0.38081,0.9959663162655248,0.9942143616863638,,-7.768509657028533
61,reference,10000,True,uniform,READ,2.0,53.9,75237,18448589,7925468,6183644,10119,1,0,0,0,0,681,44139,540669782,563489707,6533137256,11886388186,1148469651,170130007,23684012169468,27918998502,3696902398,80206041,1,0,0,0,0,4227,23657.44026496333,100000,37.05318,27,15871,49,89,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1743.0,0.01743,302013.0,3.02013,139044.0,1.39044,101501.0,1.01501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.00051,4873532.0,48.73532,81836.0,0.81836,3630228.0,36.30228,2710054.0,27.10054,1046880.0,10.4688,57254.0,0.57254,27586351473.0,275863.51473,35450814.0,354.50814,5410996.0,54.10996,17343.0,0.17343,0.9959383660805279,0.9942618417413978,,-2.932929135854989
62,reference,10000,True,uniform,READ,2.0,53.9,76994,18750442,8062732,6285117,10119,1,0,0,0,0,681,44190,545485526,563568847,6536746389,11889104467,1149475015,170177835,23711693728791,27954474360,3702315519,80223999,1,0,0,0,0,4471,22366.360993066428,100000,39.37364,26,16527,51,87,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1757.0,0.01757,301853.0,3.01853,137264.0,1.37264,101473.0,1.01473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.00051,4815744.0,48.15744,79140.0,0.7914,3609133.0,36.09133,2716281.0,27.16281,1005364.0,10.05364,47828.0,0.47828,27681559323.0,276815.59323,35475858.0,354.75858,5413121.0,54.13121,17958.0,0.17958,0.995910542465793,0.9942129705872665,,6.262512421336042
63,reference,10000,True,uniform,READ,2.0,53.9,78751,19052441,8201776,6386618,10119,1,0,0,0,0,681,44243,550610596,563646248,6540568480,11891901846,1150585625,170234961,23740339703761,27991160552,3707924404,80238378,1,0,0,0,0,4511,22168.033695411217,100000,40.06236,26,13159,55,93,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1757.0,0.01757,301999.0,3.01999,139044.0,1.39044,101501.0,1.01501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.00053,5125070.0,51.2507,77401.0,0.77401,3822091.0,38.22091,2797379.0,27.97379,1110610.0,11.1061,57126.0,0.57126,28645974970.0,286459.7497,36686192.0,366.86192,5608885.0,56.08885,14379.0,0.14379,0.9958836333878203,0.9942157521168307,,1.7491905752173187
64,reference,10000,True,uniform,READ,2.0,53.9,80508,19354440,8340820,6488119,10119,1,0,0,0,0,681,44296,555355833,563709003,6544408536,11894696088,1151644159,170301992,23769057447268,28027814799,3713533718,80276102,1,0,0,0,0,4228,23651.844843897823,100000,37.1961,24,31983,51,103,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1757.0,0.01757,301999.0,3.01999,139044.0,1.39044,101501.0,1.01501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.00053,4745237.0,47.45237,62755.0,0.62755,3840056.0,38.40056,2794242.0,27.94242,1058534.0,10.58534,67031.0,0.67031,28717743507.0,287177.43507,36654247.0,366.54247,5609314.0,56.09314,37724.0,0.37724,0.9958575654537383,0.9942157521168307,,-7.1544961405169305
65,reference,10000,True,uniform,READ,2.0,53.9,82265,19656512,8480754,6589634,10119,1,0,0,0,0,681,44350,560159166,563788279,6548595345,11897587763,1152760490,170377761,23798751905255,28065837010,3719218473,80294078,1,0,0,0,0,4841,20656.88907250568,100000,43.20964,24,28895,47,355,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1757.0,0.01757,302072.0,3.02072,139934.0,1.39934,101515.0,1.01515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.00054,4803333.0,48.03333,79276.0,0.79276,4186809.0,41.86809,2891675.0,28.91675,1116331.0,11.16331,75769.0,0.75769,29694457987.0,296944.57987,38022211.0,380.22211,5684755.0,56.84755,17976.0,0.17976,0.9958323152442524,0.9942171418791491,,16.167125048056107
66,reference,10000,True,uniform,READ,2.0,53.9,84020,19958586,8620688,6691149,10119,1,0,0,0,0,681,44404,564754999,563892710,6552823885,11900482041,1153652306,170447857,23828387834886,28103631460,3724915816,80309608,1,0,0,0,0,4600,21739.130434782608,100000,40.64487,26,14999,55,88,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1755.0,0.01755,302074.0,3.02074,139934.0,1.39934,101515.0,1.01515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.00054,4595833.0,45.95833,104431.0,1.04431,4228540.0,42.2854,2894278.0,28.94278,891816.0,8.91816,70096.0,0.70096,29635929631.0,296359.29631,37794450.0,377.9445,5697343.0,56.97343,15530.0,0.1553,0.9958079303659414,0.9942237245292582,,-5.935643064834617
67,reference,10000,True,uniform,READ,2.0,53.9,85763,20260672,8760622,6792664,10119,1,0,0,0,0,681,44459,569557096,563958665,6556935990,11903392242,1154829132,170518535,23858365556840,28141707510,3730762162,80323222,1,0,0,0,0,5266,18989.7455374098,100000,47.95052,23,24447,54,134,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1743.0,0.01743,302086.0,3.02086,139934.0,1.39934,101515.0,1.01515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.00055,4802097.0,48.02097,65955.0,0.65955,4112105.0,41.12105,2910201.0,29.10201,1176826.0,11.76826,70678.0,0.70678,29977721954.0,299777.21954,38076050.0,380.7605,5846346.0,58.46346,13614.0,0.13614,0.9957848635399764,0.9942632204299129,,17.974347070122263
68,reference,10000,True,uniform,READ,2.0,53.9,87520,20562817,8901446,6894193,10119,1,0,0,0,0,681,44516,574714614,564018273,6561122763,11906396495,1156041449,170580687,23889325198400,28181029044,3736798344,80338280,1,0,0,0,0,4683,21353.83301302584,100000,41.61862,26,12927,54,89,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1757.0,0.01757,302145.0,3.02145,140824.0,1.40824,101529.0,1.01529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.00057,5157518.0,51.57518,59608.0,0.59608,4186773.0,41.86773,3004253.0,30.04253,1212317.0,12.12317,62152.0,0.62152,30959641560.0,309596.4156,39321534.0,393.21534,6036182.0,60.36182,15058.0,0.15058,0.9957618125069824,0.9942185309738008,,-13.205070560235843
69,reference,10000,True,uniform,READ,2.0,53.9,89275,20864964,9042270,6995722,10119,1,0,0,0,0,681,44573,579972500,564087047,6565268123,11909380415,1157225504,170635405,23920172286718,28219997407,3742702671,80352816,1,0,0,0,0,4072,24557.95677799607,100000,35.30422,24,17519,48,87,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1755.0,0.01755,302147.0,3.02147,140824.0,1.40824,101529.0,1.01529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.00057,5257886.0,52.57886,68774.0,0.68774,4145360.0,41.4536,2983920.0,29.8392,1184055.0,11.84055,54718.0,0.54718,30847088318.0,308470.88318,38968363.0,389.68363,5904327.0,59.04327,14536.0,0.14536,0.9957395255442109,0.9942251120426979,,-15.172055200292556
70,reference,10000,True,uniform,READ,2.0,53.9,91046,21167095,9183094,7097251,10119,1,0,0,0,0,681,44632,585673383,564152218,6569318669,11912455846,1158346762,170681682,23952346622377,28260632791,3748945170,80369500,1,0,0,0,0,4208,23764.25855513308,100000,37.32416,26,13359,54,89,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1771.0,0.01771,302131.0,3.02131,140824.0,1.40824,101529.0,1.01529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.00059,5700883.0,57.00883,65171.0,0.65171,4050546.0,40.50546,3075431.0,30.75431,1121258.0,11.21258,46277.0,0.46277,32174335659.0,321743.35659,40635384.0,406.35384,6242499.0,62.42499,16684.0,0.16684,0.9957171231482564,0.9941724634915203,,5.721525641977077
71,reference,10000,True,uniform,READ,2.0,53.9,92810,21469524,9324904,7198890,10119,1,0,0,0,0,681,44691,590780820,564220245,6573857670,11915586089,1159572996,170758547,23984506630382,28301202650,3755189367,80391698,1,0,0,0,0,4394,22758.30678197542,100000,39.23723,26,12983,50,86,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1764.0,0.01764,302429.0,3.02429,141810.0,1.4181,101639.0,1.01639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.00059,5107437.0,51.07437,68027.0,0.68027,4539001.0,45.39001,3130243.0,31.30243,1226234.0,12.26234,76865.0,0.76865,32160008005.0,321600.08005,40569859.0,405.69859,6244197.0,62.44197,22198.0,0.22198,0.9956957349793394,0.9942010499912884,,5.125554064713045
72,reference,10000,True,uniform,READ,2.0,53.9,94578,21771731,9466618,7300433,10119,1,0,0,0,0,681,44751,595887712,564377936,6578371751,11918777419,1160652396,170821640,24017316284647,28342503832,3761555553,80408464,1,0,0,0,0,4696,21294.71890971039,100000,41.77973,25,27983,46,317,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1768.0,0.01768,302207.0,3.02207,141714.0,1.41714,101543.0,1.01543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0006,5106892.0,51.06892,157691.0,1.57691,4514081.0,45.14081,3191330.0,31.9133,1079400.0,10.794,63093.0,0.63093,32809654265.0,328096.54265,41301182.0,413.01182,6366186.0,63.66186,16766.0,0.16766,0.9956747158379587,0.9941837322148203,,6.479815216313711
73,reference,10000,True,uniform,READ,2.0,53.9,96363,22073994,9609222,7401990,10119,1,0,0,0,0,681,44812,601018931,564488843,6582964688,11921999888,1161989776,170898479,24050436757781,28384167877,3767981564,80423738,1,0,0,0,0,4748,21061.49957877001,100000,42.38052,27,22639,54,106,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1785.0,0.01785,302263.0,3.02263,142604.0,1.42604,101557.0,1.01557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.00061,5131219.0,51.31219,110907.0,1.10907,4592937.0,45.92937,3222469.0,32.22469,1337380.0,13.3738,76839.0,0.76839,33120473134.0,331204.73134,41664045.0,416.64045,6426011.0,64.26011,15274.0,0.15274,0.9956535205996007,0.9941292164395096,,1.4379939745900572
74,reference,10000,True,uniform,READ,2.0,53.9,98132,22376273,9751826,7503547,10119,1,0,0,0,0,681,44873,606252144,564645571,6587629507,11925239420,1163011104,170964026,24083939231024,28426137451,3774472157,80442486,1,0,0,0,0,4579,21838.829438742083,100000,40.31262,26,14039,55,89,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1769.0,0.01769,302279.0,3.02279,142604.0,1.42604,101557.0,1.01557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.00061,5233213.0,52.33213,156728.0,1.56728,4664819.0,46.64819,3239532.0,32.39532,1021328.0,10.21328,65547.0,0.65547,33502473243.0,335024.73243,41969574.0,419.69574,6490593.0,64.90593,18748.0,0.18748,0.9956336107674486,0.9941818397095196,,-4.879364387223173
75,reference,10000,True,uniform,READ,2.0,53.9,99903,22678550,9894430,7605104,10119,1,0,0,0,0,681,44936,611939682,564718649,6592243004,11928529517,1164467830,171025425,24118279898294,28469130172,3781126567,80457489,1,0,0,0,0,4769,20968.756552736424,100000,42.93834,27,13007,55,93,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1771.0,0.01771,302277.0,3.02277,142604.0,1.42604,101557.0,1.01557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.00063,5687538.0,56.87538,73078.0,0.73078,4613497.0,46.13497,3290097.0,32.90097,1456726.0,14.56726,61399.0,0.61399,34340667270.0,343406.6727,42992721.0,429.92721,6654410.0,66.5441,15003.0,0.15003,0.9956141446480145,0.9941752618007683,,6.5133945647789515
76,reference,10000,True,uniform,READ,2.0,53.9,101688,22980886,10037924,7706675,10119,1,0,0,0,0,681,45000,618012394,564864529,6596833720,11931835505,1165651514,171074566,24153409210834,28513000367,3787933397,80471616,1,0,0,0,0,5034,19864.91855383393,100000,45.34467,26,28271,49,192,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1785.0,0.01785,302336.0,3.02336,143494.0,1.43494,101571.0,1.01571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.00064,6072712.0,60.72712,145880.0,1.4588,4590716.0,45.90716,3305988.0,33.05988,1183684.0,11.83684,49141.0,0.49141,35129312540.0,351293.1254,43870195.0,438.70195,6806830.0,68.0683,14127.0,0.14127,0.995594598765285,0.994130625639137,,5.604152372914295
77,reference,10000,True,uniform,READ,2.0,53.9,103471,23283443,10184088,7808288,10119,1,0,0,0,0,681,45065,622884580,564962311,6603647132,11935205686,1167218246,171221938,24188739302985,28557296090,3794780518,80490920,1,0,0,0,0,4467,22386.38907544213,100000,39.92583,26,13479,54,94,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1783.0,0.01783,302557.0,3.02557,146164.0,1.46164,101613.0,1.01613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.00065,4872186.0,48.72186,97782.0,0.97782,6813412.0,68.13412,3370181.0,33.70181,1566732.0,15.66732,147372.0,1.47372,35330092151.0,353300.92151,44295723.0,442.95723,6847121.0,68.47121,19304.0,0.19304,0.995575688181861,0.9941414207793915,,-11.950335066943929
78,reference,10000,True,uniform,READ,2.0,53.9,105272,23585909,10329362,7909887,10119,1,0,0,0,0,681,45131,629386640,565061524,6609168651,11938582353,1168644133,171279034,24224697763426,28602387498,3801754658,80509187,1,0,0,0,0,4764,20990.764063811923,100000,42.74222,26,30031,47,476,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1801.0,0.01801,302466.0,3.02466,145274.0,1.45274,101599.0,1.01599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.00066,6502060.0,65.0206,99213.0,0.99213,5521519.0,55.21519,3376667.0,33.76667,1425887.0,14.25887,57096.0,0.57096,35958460441.0,359584.60441,45091408.0,450.91408,6974140.0,69.7414,18267.0,0.18267,0.995556489986717,0.9940808566160642,,7.054054981449376
79,reference,10000,True,uniform,READ,2.0,53.9,107057,23888391,10474636,8011486,10119,1,0,0,0,0,681,45197,635488570,565152550,6614919808,11941986260,1170015035,171348067,24260858359848,28647608176,3808754172,80524505,1,0,0,0,0,4283,23348.120476301658,100000,37.67529,24,23247,49,91,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1785.0,0.01785,302482.0,3.02482,145274.0,1.45274,101599.0,1.01599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.00066,6101930.0,61.0193,91026.0,0.91026,5751157.0,57.51157,3403907.0,34.03907,1370902.0,13.70902,69033.0,0.69033,36160596422.0,361605.96422,45220678.0,452.20678,6999514.0,69.99514,15318.0,0.15318,0.9955384454584886,0.9941334420098138,,-11.854625239400306
80,reference,10000,True,uniform,READ,2.0,53.9,108828,24190887,10619910,8113085,10119,1,0,0,0,0,681,45265,641001862,565238949,6620388882,11945518284,1171565580,171438957,24297886720238,28693871567,3815895059,80539602,1,0,0,0,0,4284,23342.67040149393,100000,37.37463,26,15471,53,90,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1771.0,0.01771,302496.0,3.02496,145274.0,1.45274,101599.0,1.01599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.00068,5513292.0,55.13292,86399.0,0.86399,5469074.0,54.69074,3532024.0,35.32024,1550545.0,15.50545,90890.0,0.9089,37028360390.0,370283.6039,46263391.0,462.63391,7140887.0,71.40887,15097.0,0.15097,0.9955214289550309,0.9941794542293446,,-0.7980296900169659
81,reference,10000,True,uniform,READ,2.0,53.9,110615,24493367,10765184,8214684,10119,1,0,0,0,0,681,45334,646743888,565328816,6625586824,11949103746,1172992839,171520885,24335478555056,28740700450,3823133705,80555779,1,0,0,0,0,4594,21767.522855899,100000,41.11071,26,16303,53,91,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1787.0,0.01787,302480.0,3.0248,145274.0,1.45274,101599.0,1.01599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.00069,5742026.0,57.42026,89867.0,0.89867,5197942.0,51.97942,3585462.0,35.85462,1427259.0,14.27259,81928.0,0.81928,37591834818.0,375918.34818,46828883.0,468.28883,7238646.0,72.38646,16177.0,0.16177,0.9955041830220815,0.9941268688355951,,9.996299628919392
82,reference,10000,True,uniform,READ,2.0,53.9,112402,24795847,10910458,8316283,10119,1,0,0,0,0,681,45403,652514615,565441077,6630770874,11952658748,1174455408,171594378,24372937412569,28787145369,3830263007,80572564,1,0,0,0,0,5045,19821.605550049557,100000,45.34304,24,29999,49,553,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1787.0,0.01787,302480.0,3.0248,145274.0,1.45274,101599.0,1.01599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.00069,5770727.0,57.70727,112261.0,1.12261,5184050.0,51.8405,3555002.0,35.55002,1462569.0,14.62569,73493.0,0.73493,37458857513.0,374588.57513,46444919.0,464.44919,7129302.0,71.29302,16785.0,0.16785,0.9954873584249138,0.9941268688355951,,10.294957202150012
83,reference,10000,True,uniform,READ,2.0,53.9,114189,25098400,11056622,8417896,10119,1,0,0,0,0,681,45474,658097650,565567720,6636637152,11956343013,1175901057,171696806,24411538816692,28835082062,3837661471,80589776,1,0,0,0,0,4390,22779.04328018223,100000,38.72684,26,14991,52,89,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1787.0,0.01787,302553.0,3.02553,146164.0,1.46164,101613.0,1.01613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.00071,5583035.0,55.83035,126643.0,1.26643,5866278.0,58.66278,3684265.0,36.84265,1445649.0,14.45649,102428.0,1.02428,38601404123.0,386014.04123,47936693.0,479.36693,7398464.0,73.98464,17212.0,0.17212,0.9954709530227142,0.9941282775842807,,-14.591434539898518
84,reference,10000,True,uniform,READ,2.0,53.9,115978,25400951,11202786,8519509,10119,1,0,0,0,0,681,45546,664072142,565706296,6642043279,11960067886,1177388909,171776831,24450659607321,28883523770,3845031834,80607058,1,0,0,0,0,4960,20161.290322580644,100000,44.53153,26,27679,50,270,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1789.0,0.01789,302551.0,3.02551,146164.0,1.46164,101613.0,1.01613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.00072,5974492.0,59.74492,138576.0,1.38576,5406127.0,54.06127,3724873.0,37.24873,1487852.0,14.87852,80025.0,0.80025,39120790629.0,391207.90629,48441708.0,484.41708,7370363.0,73.70363,17282.0,0.17282,0.9954548605751108,0.9941217059867253,,14.98880363076356
85,reference,10000,True,uniform,READ,2.0,53.9,117781,25703561,11349840,8621136,10119,1,0,0,0,0,681,45619,670403067,565801938,6647542155,11963854043,1178840021,171845355,24490556854301,28932885633,3852670011,80625136,1,0,0,0,0,4252,23518.34430856068,100000,37.7854,26,13607,54,89,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1803.0,0.01803,302610.0,3.0261,147054.0,1.47054,101627.0,1.01627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.00073,6330925.0,63.30925,95642.0,0.95642,5498876.0,54.98876,3786157.0,37.86157,1451112.0,14.51112,68524.0,0.68524,39897246980.0,398972.4698,49361863.0,493.61863,7638177.0,76.38177,18078.0,0.18078,0.9954386181787144,0.9940771254841285,,-15.149108957181557
86,reference,10000,True,uniform,READ,2.0,53.9,119596,26006159,11496894,8722763,10119,1,0,0,0,0,681,45692,676940095,565954373,6652862542,11967590913,1180443934,171913738,24530725792240,28982344178,3860387469,80640802,1,0,0,0,0,5237,19094.901661256445,100000,47.38355,26,28991,51,292,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1815.0,0.01815,302598.0,3.02598,147054.0,1.47054,101627.0,1.01627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.00073,6537028.0,65.37028,152435.0,1.52435,5320387.0,53.20387,3736870.0,37.3687,1603913.0,16.03913,68383.0,0.68383,40168937939.0,401689.37939,49458545.0,494.58545,7717458.0,77.17458,15666.0,0.15666,0.9954222949729108,0.9940377053542392,,25.401742471960056
87,reference,10000,True,uniform,READ,2.0,53.9,121409,26308832,11644838,8824404,10119,1,0,0,0,0,681,45765,682555871,566069282,6659097708,11971387676,1181840621,172030588,24570666866903,29031591388,3867926807,80657752,1,0,0,0,0,4420,22624.43438914027,100000,39.34976,26,25791,52,101,100000,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,1813.0,0.01813,302673.0,3.02673,147944.0,1.47944,101641.0,1.01641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.00073,5615776.0,56.15776,114909.0,1.14909,6235166.0,62.35166,3796763.0,37.96763,1396687.0,13.96687,116850.0,1.1685,39941074663.0,399410.74663,49247210.0,492.4721,7539338.0,75.39338,16950.0,0.1695,0.9954064361350319,0.9940457032507242,,-16.95480815599506
