Key,Run1
user4408923905891647574,2600
user2982192491317769473,2400
user643709410794525705,2300
user8276179853037296569,2100
user7586477543532073547,2400
user5470043819452972424,1800
user4389837532520278285,2200
user3690421213682221336,1600
user1593852138704471833,2300
user1829523410770733755,2100
user6641239312859236983,1500
user2644821412497278990,1900
user1111580679073447965,2100
user8164424391655935516,2000
user5706493367249216677,1900
user3931898588792031835,2300
user8633197265741296789,2800
user427124512099633072,1700
user6868534811834787757,2200
user1241302592801897411,2400
user1579233632134528342,2400
user2272843847929036714,1900
user6530603772502156826,2400
user3121846729596894729,2500
user161096305869203272,2200
user9206239616628049194,1900
user6405349725575133178,1900
user2186540823474733975,2500
user4640905586886466029,2200
user4519559446248727731,2200
user2759801489579328263,2100
user5822033404843406398,1600
user7832859415878993610,1800
user8285552217075831931,2300
user6872661033341914990,1600
user7345901774228702061,2300
user1361870457709653378,1600
user5233812586874570054,2100
user8396529402727210653,1700
user3001278864689138762,2500
user3927430721990606037,2200
user7219746121495239400,2300
user2634547442652304615,2400
user8878800862358234521,2300
user5802168755742054778,1800
user8743832806098376946,1900
user7939027089434647969,1500
user5364654421627300396,2500
user2880710999781382795,2000
user195921106834796948,2100
user1236616410782629730,2100
user2750429125540792901,1700
user1940718911639954360,2200
user8145119703066724344,1700
user5455083667588730368,2700
user2166894489591224238,2400
user1462791988733899608,1700
user2528939729608790704,2300
user5581239320322193029,2500
user2171580671610491919,1700
user759249448388715426,2100
user658887877876609644,2100
user7104206083901049679,1700
user4992116896546917672,2100
user8159738209636667835,2300
user4891195365522671442,1800
user4293602183515299736,2400
user6168558532484590360,2200
user4273955849631789999,2100
user2760361450091468711,1800
user5127644913318915695,1700
user8280866035056564250,2100
user6636771446057811185,1700
user3362982459412406663,2000
user75353241927040981,1800
user8984750220696046997,2100
user4765941318595647794,2500
user3097514213694117311,2100
user4876795174170569834,2500
user894777465160713449,1900
user749317123838039616,2500
user7455977354073641770,1800
user5811541119780590140,2200
