scenario,tup_returned_per_op_first10_mean,tup_returned_per_op_last10_mean,tup_returned_per_op_change_pct_mean,tup_fetched_per_op_first10_mean,tup_fetched_per_op_last10_mean,tup_fetched_per_op_change_pct_mean,blks_read_per_op_first10_mean,blks_read_per_op_last10_mean,blks_read_per_op_change_pct_mean,blks_hit_per_op_first10_mean,blks_hit_per_op_last10_mean,blks_hit_per_op_change_pct_mean,cache_hit_ratio_first10_mean,cache_hit_ratio_last10_mean,cache_hit_ratio_change_pct_mean
vacuum_notfull_uniform_heavy_pure,13.06865,80.28699066666667,514.3701294379331,12.277762592592593,79.601114,548.3617838248313,1.217228888888889,30.617801333333333,2422.1853112457557,54.116602222222234,96.89872333333334,78.27197276546052,0.9935578824875849,0.8215570277849716,-17.367894701998807
vacuum_notfull_zipfian_heavy_pure,28.423383703703706,342.142407,1103.7349522922048,27.646016296296295,341.19739666666663,1134.1646050248635,10.628031851851853,170.00957133333335,1117.4968357033913,84.58054148148149,681.7196513333332,708.6482686712208,0.9335769822695844,0.8154297471848446,-12.715261688717641
