run,tup_returned_per_op_first10,tup_returned_per_op_last10,tup_returned_per_op_change_pct,tup_fetched_per_op_first10,tup_fetched_per_op_last10,tup_fetched_per_op_change_pct,blks_read_per_op_first10,blks_read_per_op_last10,blks_read_per_op_change_pct,blks_hit_per_op_first10,blks_hit_per_op_last10,blks_hit_per_op_change_pct,cache_hit_ratio_first10,cache_hit_ratio_last10,cache_hit_ratio_change_pct
4,28.41113,341.97399699999994,1103.6620753908767,27.64252,341.05749,1133.8147535029366,0.0,120.429442,,94.8215388888889,727.767962,667.5133419346764,0.9999998113757241,0.8892644866496422,-11.073534561345632
5,28.322726666666668,339.86191299999996,1099.9618433630094,27.55750111111111,338.96431700000005,1130.0255949670652,0.0,117.73666699999998,,94.56862111111111,727.589248,669.3770295594526,0.999999811083678,0.8927108495580836,-10.72889817942343
6,28.25338777777778,342.105472,1110.8476147737483,27.488574444444446,341.17678,1141.1585063806508,0.0,118.01853100000001,,94.39446111111111,735.974189,679.679422221278,0.9999998107454264,0.8885308766593815,-11.146895518205458
