scenario,tup_updated_per_op_first10_mean,tup_updated_per_op_last10_mean,tup_updated_per_op_change_pct_mean,tup_inserted_per_op_first10_mean,tup_inserted_per_op_last10_mean,tup_inserted_per_op_change_pct_mean,internal_inserts_per_logical_update_first10_mean,internal_inserts_per_logical_update_last10_mean,internal_inserts_per_logical_update_change_pct_mean,wal_bytes_per_op_first10_mean,wal_bytes_per_op_last10_mean,wal_bytes_per_op_change_pct_mean,blks_read_per_op_first10_mean,blks_read_per_op_last10_mean,blks_read_per_op_change_pct_mean,blks_hit_per_op_first10_mean,blks_hit_per_op_last10_mean,blks_hit_per_op_change_pct_mean
vacuum_notfull_uniform_heavy_pure,1.0003585185185184,1.0004583333333332,0.009977920473961769,0.6965814814814815,5.570413666666667,699.679919512675,0.696332368242698,5.567862039414703,699.5995382128667,3820.449208518518,59780.15487033333,1464.7966611356512,0.9606314814814816,30.443317000000004,3081.2368522301203,50.625815555555555,96.813551,90.47280199316178
vacuum_notfull_zipfian_heavy_pure,1.0004277777777777,1.0022953333333333,0.18667567153712503,8.326510740740742,136.47485400000002,1539.0665208335422,8.322738558817017,136.16195813817475,1536.0498323998484,24192.758530370367,446236.8956066666,1744.520613090065,9.426114814814815,168.66166866666666,1264.0920559110655,81.23161962962963,680.4435513333333,740.0237506031008
