run,phase,driver,driver_label,latency_spearman_rho,throughput_spearman_rho
5,run,tup_fetched_per_op,Tuples fetched/op,0.9922077922077922,-0.9922077922077922
5,run,tup_inserted_per_op,Internal tuple inserts/op,0.9920470006184292,-0.9920470006184292
5,run,tup_returned_per_op,Tuples returned/op,0.9922325293753865,-0.9922325293753865
5,run,tup_updated_per_op,Logical tuple updates/op,0.9873086568992182,-0.9873086568992182
5,run,wal_buffers_full_per_op,WAL buffers full/op,0.7127891156462585,-0.7127891156462585
5,run,wal_bytes_per_op,WAL bytes/op,0.9921583178726036,-0.9921583178726036
5,run,wal_fpi_per_op,WAL FPIs/op,0.9885714285714285,-0.9885714285714285
5,run,wal_records_per_op,WAL records/op,0.9921335807050092,-0.9921335807050092
6,run,blks_hit_per_op,Block hits/op,0.9909709338280767,-0.9910575139146568
6,run,blks_read_per_op,Block reads/op,0.9860379101369884,-0.9861494206504301
6,run,buffers_alloc_per_op,Buffer allocs/op,0.9900680272108844,-0.9900927643784787
6,run,buffers_backend_per_op,Backend buffers/op,0.9784662956091528,-0.9786023500309214
6,run,buffers_checkpoint_per_op,Checkpoint buffers/op,0.9749165120593692,-0.9750154607297464
6,run,buffers_clean_per_op,Cleaner buffers/op,0.893372673466914,-0.8938558856918281
6,run,cache_hit_ratio,Cache-hit ratio,-0.983006300630063,0.9830903090309031
6,run,checkpoint_sync_time_per_op,Checkpoint sync time/op,0.9290166975881261,-0.929004329004329
6,run,checkpoint_write_time_per_op,Checkpoint write time/op,0.9807297464440322,-0.9807668521954236
6,run,internal_inserts_per_logical_update,Internal inserts/logical update,0.9908225108225108,-0.9908967223252938
6,run,tup_fetched_per_op,Tuples fetched/op,0.9907730364873222,-0.9908596165739023
6,run,tup_inserted_per_op,Internal tuple inserts/op,0.9908225108225108,-0.9908967223252938
6,run,tup_returned_per_op,Tuples returned/op,0.9907730364873222,-0.9908596165739023
6,run,tup_updated_per_op,Logical tuple updates/op,0.9887351343833553,-0.9887971314321814
6,run,wal_buffers_full_per_op,WAL buffers full/op,0.43033528242408087,-0.43019922758161006
6,run,wal_bytes_per_op,WAL bytes/op,0.9908472479901052,-0.9909338280766852
6,run,wal_fpi_per_op,WAL FPIs/op,0.9893506493506493,-0.9893506493506493
6,run,wal_records_per_op,WAL records/op,0.9908225108225108,-0.9908967223252938
