Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,cache_profile,run,source_file,blks_read_delta,blks_read_per_op,blks_hit_delta,blks_hit_per_op,tup_returned_delta,tup_returned_per_op,tup_fetched_delta,tup_fetched_per_op,tup_inserted_delta,tup_inserted_per_op,tup_updated_delta,tup_updated_per_op,buffers_alloc_delta,buffers_alloc_per_op,buffers_clean_delta,buffers_clean_per_op,buffers_backend_delta,buffers_backend_per_op,checkpoint_write_time_delta,checkpoint_write_time_per_op,checkpoint_sync_time_delta,checkpoint_sync_time_per_op,wal_bytes_delta,wal_bytes_per_op,wal_records_delta,wal_records_per_op,wal_fpi_delta,wal_fpi_per_op,wal_buffers_full_delta,wal_buffers_full_per_op,delta_cache_hit_ratio,cumulative_cache_hit_ratio,CPU,Memory
13,clean-run,10000,True,uniform,READ,47882,3202561,1144984,1134892,110992,1,0,0,4,385024,386,15530,18098947,201244840,2593751909,5674181325,411507788,60737703,8256170059286,9491212371,1244566197,58407220,1,0,0,0,0,11146,8971.828458639871,100000,107.46347,51,27823,146,356,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,25370.0,0.2537,65338.0,0.65338,83308.0,0.83308,83308.0,0.83308,4489.0,0.04489,0.0,0.0,2311943.0,23.11943,141506.0,1.41506,1895099.0,18.95099,257625.0,2.57625,57974.0,0.57974,5560341760.0,55603.4176,7923252.0,79.23252,1099831.0,10.99831,17836.0,0.17836,0.7203113286589937,0.9852690848601252,,
14,clean-run,10000,True,uniform,READ,67329,3357864,1187884,1176915,116131,1,0,0,4,385024,386,15541,18108705,201388058,2595695602,5676653056,411783339,60786777,8262161721598,9499687370,1245498781,58424522,1,0,0,0,0,11461,8725.242125468982,100000,110.50917,53,39935,152,347,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,19447.0,0.19447,155303.0,1.55303,42900.0,0.429,42023.0,0.42023,5139.0,0.05139,0.0,0.0,2471731.0,24.71731,143218.0,1.43218,1943693.0,19.43693,275551.0,2.75551,49074.0,0.49074,5991662312.0,59916.62312,8474999.0,84.74999,932584.0,9.32584,17302.0,0.17302,0.8887153075822604,0.9803430054890337,,
15,clean-run,10000,True,uniform,READ,90671,3391698,1223775,1212806,120814,1,0,0,4,385024,386,15553,18122095,201531768,2597947997,5679280529,412072473,60845449,8268601152274,9508790501,1246597764,58442211,1,0,0,0,0,11921,8388.558006878618,100000,115.19784,54,33983,165,368,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,23342.0,0.23342,33834.0,0.33834,35891.0,0.35891,35891.0,0.35891,4683.0,0.04683,0.0,0.0,2627473.0,26.27473,143710.0,1.4371,2252395.0,22.52395,289134.0,2.89134,58672.0,0.58672,6439430676.0,64394.30676,9103131.0,91.03131,1098983.0,10.98983,17689.0,0.17689,0.5917517839653001,0.9739628396646076,,
16,clean-run,10000,True,uniform,READ,112622,3426222,1269906,1258937,125665,1,0,0,4,385024,386,15566,18133453,201683595,2600320876,5682087719,412374404,60900636,8275424842570,9518388487,1247888001,58460748,1,0,0,0,0,12269,8150.623522699487,100000,118.61054,56,40511,170,390,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,21951.0,0.21951,34524.0,0.34524,46131.0,0.46131,46131.0,0.46131,4851.0,0.04851,0.0,0.0,2807190.0,28.0719,151827.0,1.51827,2372879.0,23.72879,301931.0,3.01931,55187.0,0.55187,6823690296.0,68236.90296,9597986.0,95.97986,1290237.0,12.90237,18537.0,0.18537,0.6113147410358566,0.9681754832934144,,
17,clean-run,10000,True,uniform,READ,123796,3457579,1288005,1277036,130642,1,0,0,4,385024,386,15580,18149761,201841824,2602743266,5684990115,412676940,60956922,8282809487965,9528629057,1249222889,58477888,1,0,0,0,0,12543,7972.57434425576,100000,121.30051,60,43935,173,380,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,11174.0,0.11174,31357.0,0.31357,18099.0,0.18099,18099.0,0.18099,4977.0,0.04977,0.0,0.0,2902396.0,29.02396,158229.0,1.58229,2422390.0,24.2239,302536.0,3.02536,56286.0,0.56286,7384645395.0,73846.45395,10240570.0,102.4057,1334888.0,13.34888,17140.0,0.1714,0.7372739883849427,0.96543338801438,,
18,clean-run,10000,True,uniform,READ,145656,3428165,1373874,1363782,135581,1,0,0,4,385024,386,15594,18164673,201998281,2605255231,5687971777,412995673,61014391,8290423619564,9539148831,1250414197,58499760,1,0,0,0,0,13449,7435.49706297866,100000,130.4575,65,37055,182,423,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,21860.0,0.2186,-29414.0,-0.29414,85869.0,0.85869,86746.0,0.86746,4939.0,0.04939,0.0,0.0,2981662.0,29.81662,156457.0,1.56457,2511965.0,25.11965,318733.0,3.18733,57469.0,0.57469,7614131599.0,76141.31599,10519774.0,105.19774,1191308.0,11.91308,21872.0,0.21872,3.8938310828700025,0.9592436218825733,,
19,clean-run,10000,True,uniform,READ,165616,3465953,1428076,1417110,141210,1,0,0,4,385024,386,15609,18181485,202163026,2608120369,5691029038,413348431,61074801,8298530827030,9550448636,1251731214,58519403,1,0,0,0,0,13686,7306.736811340055,100000,132.81225,63,41727,189,425,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,19960.0,0.1996,37788.0,0.37788,54202.0,0.54202,53328.0,0.53328,5629.0,0.05629,0.0,0.0,3057261.0,30.57261,164745.0,1.64745,2865138.0,28.65138,352758.0,3.52758,60410.0,0.6041,8107207466.0,81072.07466,11299805.0,112.99805,1317017.0,13.17017,19643.0,0.19643,0.6543603241670707,0.9543954692861405,,
20,clean-run,10000,True,uniform,READ,179343,3507347,1475180,1464214,147157,1,0,0,4,385024,386,15625,18200214,202331706,2611124258,5694310456,413694976,61150305,8307056603000,9562478164,1253266930,58541600,1,0,0,0,0,14042,7121.492664862555,100000,136.20525,66,41087,197,444,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,13727.0,0.13727,41394.0,0.41394,47104.0,0.47104,47104.0,0.47104,5947.0,0.05947,0.0,0.0,3281418.0,32.81418,168680.0,1.6868,3003889.0,30.03889,346545.0,3.46545,75504.0,0.75504,8525775970.0,85257.7597,12029528.0,120.29528,1535716.0,15.35716,22197.0,0.22197,0.7509660564938953,0.9513539245230817,,
21,clean-run,10000,True,uniform,READ,221508,3599801,1572315,1561346,153717,8,0,0,4,385024,386,15642,18225550,202505193,2613969318,5697701413,414039895,61231834,8316066001153,9575060908,1255077125,58566052,1,0,0,0,0,14657,6822.678583611926,100000,142.55063,70,47455,204,464,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,42165.0,0.42165,92454.0,0.92454,97135.0,0.97135,97132.0,0.97132,6560.0,0.0656,7.0,7e-05,3390957.0,33.90957,173487.0,1.73487,2845060.0,28.4506,344919.0,3.44919,81529.0,0.81529,9009398153.0,90093.98153,12582744.0,125.82744,1810195.0,18.10195,24452.0,0.24452,0.6867826978361152,0.9420334759633413,,
22,clean-run,10000,True,uniform,READ,240579,4526239,1610535,1599566,160013,1,0,0,4,385024,386,15659,18244422,202680374,2617282113,5701183798,414393795,61305935,8325384769832,9588225706,1256543923,58595494,1,0,0,0,0,15164,6594.566077552097,100000,147.42284,71,50783,212,465,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,19071.0,0.19071,926438.0,9.26438,38220.0,0.3822,38220.0,0.3822,6296.0,0.06296,-7.0,-7e-05,3482385.0,34.82385,175181.0,1.75181,3312795.0,33.12795,353900.0,3.539,74101.0,0.74101,9318768679.0,93187.68679,13164798.0,131.64798,1466798.0,14.66798,29442.0,0.29442,0.9798299117195077,0.9495304834377986,,
23,clean-run,10000,True,uniform,READ,255307,4566842,1665841,1654872,166511,1,0,0,4,385024,386,15677,18264261,202866318,2620792973,5704785530,414790372,61386971,8335180496086,9602040799,1258073424,58621251,1,0,0,0,0,15509,6447.86897930234,100000,151.01945,73,49503,219,485,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,14728.0,0.14728,40603.0,0.40603,55306.0,0.55306,55306.0,0.55306,6498.0,0.06498,0.0,0.0,3601732.0,36.01732,185944.0,1.85944,3510860.0,35.1086,396577.0,3.96577,81036.0,0.81036,9795726254.0,97957.26254,13815093.0,138.15093,1529501.0,15.29501,25757.0,0.25757,0.7338201008476261,0.947055348144572,,
24,clean-run,10000,True,uniform,READ,257273,4552821,1739921,1728955,172672,1,0,0,4,385024,386,15696,18283747,203049345,2624403962,5708473492,415204784,61473811,8345435783628,9616408076,1259781812,58649666,1,0,0,0,0,15850,6309.148264984227,100000,154.51228,72,50687,219,488,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,1966.0,0.01966,-14021.0,-0.14021,74080.0,0.7408,74083.0,0.74083,6161.0,0.06161,0.0,0.0,3687962.0,36.87962,183027.0,1.83027,3610989.0,36.10989,414412.0,4.14412,86840.0,0.8684,10255287542.0,102552.87542,14367277.0,143.67277,1708388.0,17.08388,28415.0,0.28415,1.1630858564910826,0.9465139350707076,,
25,clean-run,10000,True,uniform,READ,277414,4579099,1797581,1786615,179407,1,0,0,4,385024,386,15716,18303675,203236504,2627898692,5712275060,415618447,61565869,8356237258514,9631407327,1261674426,58677077,1,0,0,0,0,15971,6261.348694508797,100000,155.66591,75,65535,225,510,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,20141.0,0.20141,26278.0,0.26278,57660.0,0.5766,57660.0,0.5766,6735.0,0.06735,0.0,0.0,3801568.0,38.01568,187159.0,1.87159,3494730.0,34.9473,413663.0,4.13663,92058.0,0.92058,10801474886.0,108014.74886,14999251.0,149.99251,1892614.0,18.92614,27411.0,0.27411,0.5661043969064392,0.9428779455547632,,
26,clean-run,10000,True,uniform,READ,311254,4607393,1917881,1906915,186056,1,0,0,4,385024,386,15737,18329358,203421686,2631458653,5716187001,416034764,61653504,8367421531016,9646717257,1263811551,58705346,1,0,0,0,0,17278,5787.706910522051,100000,168.71113,76,61663,233,524,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,33840.0,0.3384,28294.0,0.28294,120300.0,1.203,120300.0,1.203,6649.0,0.06649,0.0,0.0,3911941.0,39.11941,185182.0,1.85182,3559961.0,35.59961,416317.0,4.16317,87635.0,0.87635,11184272502.0,111842.72502,15309930.0,153.0993,2137125.0,21.37125,28269.0,0.28269,0.45537065052950076,0.9367195897571019,,
27,clean-run,10000,True,uniform,READ,329159,4695318,1903346,1892297,193314,1,0,0,4,385024,386,15759,18356539,203625723,2635336883,5720238706,416483880,61762486,8379129507917,9662810613,1266143271,58739180,1,0,0,0,0,16969,5893.099180859213,100000,165.56198,80,57759,243,496,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,17905.0,0.17905,87925.0,0.87925,-14535.0,-0.14535,-14618.0,-0.14618,7258.0,0.07258,0.0,0.0,4051705.0,40.51705,204037.0,2.04037,3878230.0,38.7823,449116.0,4.49116,108982.0,1.08982,11707976901.0,117079.76901,16093356.0,160.93356,2331720.0,23.3172,33834.0,0.33834,0.8308135689313049,0.9344889030241357,,
28,clean-run,10000,True,uniform,READ,350197,4725347,1982277,1971308,200049,1,0,0,4,385024,386,15781,18381439,203831912,2639398337,5724397257,416948731,61853016,8391117959340,9679259291,1267968102,58772194,1,0,0,0,0,17475,5722.460658082976,100000,170.71993,82,59679,252,543,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,21038.0,0.21038,30029.0,0.30029,78931.0,0.78931,79011.0,0.79011,6735.0,0.06735,0.0,0.0,4158551.0,41.58551,206189.0,2.06189,4061454.0,40.61454,464851.0,4.64851,90530.0,0.9053,11988451423.0,119884.51423,16448678.0,164.48678,1824831.0,18.24831,33014.0,0.33014,0.5880314097166468,0.9310030609526782,,
29,clean-run,10000,True,uniform,READ,377633,4747494,2059067,2048098,206637,1,0,0,4,385024,386,15804,18407367,204043404,2643528678,5728681777,417418305,61952751,8403690169867,9696505808,1269987091,58804000,1,0,0,0,0,17738,5637.614161686774,100000,173.09755,82,63935,252,579,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,27436.0,0.27436,22147.0,0.22147,76790.0,0.7679,76790.0,0.7679,6588.0,0.06588,0.0,0.0,4284520.0,42.8452,211492.0,2.11492,4130341.0,41.30341,469574.0,4.69574,99735.0,0.99735,12572210527.0,125722.10527,17246517.0,172.46517,2018989.0,20.18989,31806.0,0.31806,0.44666518766512714,0.9263173380874269,,
30,clean-run,10000,True,uniform,READ,379396,4716220,2173781,2162815,212858,18,0,0,4,385024,386,15828,18439367,204252130,2647749478,5733154120,417885056,62058636,8416486507277,9713966010,1272425469,58835630,1,0,0,0,0,18941,5279.552293965472,100000,185.33241,86,71423,259,613,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,1763.0,0.01763,-31274.0,-0.31274,114714.0,1.14714,114717.0,1.14717,6221.0,0.06221,17.0,0.00017,4472343.0,44.72343,208726.0,2.08726,4220800.0,42.208,466751.0,4.66751,105885.0,1.05885,12796337410.0,127963.3741,17460202.0,174.60202,2438378.0,24.38378,31630.0,0.3163,1.0597404357697129,0.9255446250266897,,
31,clean-run,10000,True,uniform,READ,415564,4803309,2193245,2182276,219603,1,0,0,4,385024,386,15853,18472000,204475577,2652128596,5737750671,418361823,62170338,8429736408824,9732125046,1274649898,58873334,1,0,0,0,0,19033,5254.032469920664,100000,186.10393,84,70015,271,625,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,36168.0,0.36168,87089.0,0.87089,19464.0,0.19464,19461.0,0.19461,6745.0,0.06745,-17.0,-0.00017,4596551.0,45.96551,223447.0,2.23447,4379118.0,43.79118,476767.0,4.76767,111702.0,1.11702,13249901547.0,132499.01547,18159036.0,181.59036,2224429.0,22.24429,37704.0,0.37704,0.7065643330601913,0.9203728467812878,,
32,clean-run,10000,True,uniform,READ,441910,4830370,2281043,2270074,225971,1,0,0,4,385024,386,15878,18498962,204706268,2657026361,5742437471,418871511,62290477,8443365200954,9750676998,1277175936,58909220,1,0,0,0,0,19793,5052.291214065579,100000,193.6138,89,73791,279,586,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,26346.0,0.26346,27061.0,0.27061,87798.0,0.87798,87798.0,0.87798,6368.0,0.06368,0.0,0.0,4686800.0,46.868,230691.0,2.30691,4897765.0,48.97765,509688.0,5.09688,120139.0,1.20139,13628792130.0,136287.9213,18551952.0,185.51952,2526038.0,25.26038,35886.0,0.35886,0.5066938790795215,0.9161823727116162,,
33,clean-run,10000,True,uniform,READ,451651,4858580,2312494,2301525,232324,1,0,0,4,385024,386,15904,18529313,204941814,2661767605,5747224592,419358702,62405709,8457592095207,9770098693,1279434838,58949137,1,0,0,0,0,19801,5050.249987374375,100000,193.63955,91,85823,280,582,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,9741.0,0.09741,28210.0,0.2821,31451.0,0.31451,31451.0,0.31451,6353.0,0.06353,0.0,0.0,4787121.0,47.87121,235546.0,2.35546,4741244.0,47.41244,487191.0,4.87191,115232.0,1.15232,14226894253.0,142268.94253,19421695.0,194.21695,2258902.0,22.58902,39917.0,0.39917,0.7433269215567442,0.9149470145460715,,
34,clean-run,10000,True,uniform,READ,448209,4823521,2420154,2409188,238554,8,0,0,4,385024,386,15931,18560002,205175303,2666601024,5752164965,419867117,62511575,8472388989611,9790180521,1281654827,58988089,1,0,0,0,0,20578,4859.558752065313,100000,201.49573,96,76991,295,633,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,-3442.0,-0.03442,-35059.0,-0.35059,107660.0,1.0766,107663.0,1.07663,6230.0,0.0623,7.0,7e-05,4940373.0,49.40373,233489.0,2.33489,4833419.0,48.33419,508415.0,5.08415,105866.0,1.05866,14796894404.0,147968.94404,20081828.0,200.81828,2219989.0,22.19989,38952.0,0.38952,0.9105997246824757,0.9149787640869316,,
35,clean-run,10000,True,uniform,READ,445300,4858423,2425155,2414189,244689,1,0,0,4,385024,386,15959,18594238,205415681,2671625111,5757132102,420390998,62629793,8487345014682,9810359628,1284013521,59028536,1,0,0,0,0,20431,4894.5230287308505,100000,200.12716,97,75711,296,641,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,-2909.0,-0.02909,34902.0,0.34902,5001.0,0.05001,5001.0,0.05001,6135.0,0.06135,-7.0,-7e-05,4967137.0,49.67137,240378.0,2.40378,5024087.0,50.24087,523881.0,5.23881,118218.0,1.18218,14956025071.0,149560.25071,20179107.0,201.79107,2358694.0,23.58694,40447.0,0.40447,1.0909261400931454,0.9160401099378682,,
36,clean-run,10000,True,uniform,READ,468274,4886065,2498715,2487749,250712,1,0,0,4,385024,386,15987,18629216,205659676,2676972646,5762230477,420852462,62751835,8502720872783,9831107444,1286054663,59073102,1,0,0,0,0,20740,4821.600771456124,100000,203.09262,98,79423,294,667,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,22974.0,0.22974,27642.0,0.27642,73560.0,0.7356,73560.0,0.7356,6023.0,0.06023,0.0,0.0,5098375.0,50.98375,243995.0,2.43995,5347535.0,53.47535,461464.0,4.61464,122042.0,1.22042,15375858101.0,153758.58101,20747816.0,207.47816,2041142.0,20.41142,44566.0,0.44566,0.5461119013750593,0.9125430795472607,,
37,clean-run,10000,True,uniform,READ,516412,4989805,2547912,2536943,256715,1,0,0,4,385024,386,16017,18662505,205912417,2682360975,5767426153,421389332,62883027,8518724482651,9852790525,1288708448,59118736,1,0,0,0,0,21263,4703.005220335795,100000,208.2192,98,77375,306,657,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,48138.0,0.48138,103740.0,1.0374,49197.0,0.49197,49194.0,0.49194,6003.0,0.06003,0.0,0.0,5195676.0,51.95676,252741.0,2.52741,5388329.0,53.88329,536870.0,5.3687,131192.0,1.31192,16003609868.0,160036.09868,21683081.0,216.83081,2653785.0,26.53785,45634.0,0.45634,0.6830482360842255,0.9062129225927711,,
38,clean-run,10000,True,uniform,READ,550729,5018681,2651369,2640400,262475,1,0,0,4,385024,386,16047,18696945,206171650,2688144934,5772752254,421955201,62996644,8535210108280,9874984503,1291096921,59163156,1,0,0,0,0,22061,4532.886088572594,100000,216.26443,98,78335,318,677,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,34317.0,0.34317,28876.0,0.28876,103457.0,1.03457,103457.0,1.03457,5760.0,0.0576,0.0,0.0,5326101.0,53.26101,259233.0,2.59233,5783959.0,57.83959,565869.0,5.65869,113617.0,1.13617,16485625629.0,164856.25629,22193978.0,221.93978,2388473.0,23.88473,44420.0,0.4442,0.4569493456553732,0.9011153784691736,,
39,clean-run,10000,True,uniform,READ,557336,5057420,2684560,2673591,268017,1,0,0,4,385024,386,16078,18740579,206427212,2694064098,5778178883,422552751,63130304,8552102263543,9897676206,1294454669,59212173,1,0,0,0,0,22208,4502.881844380404,100000,218.23301,97,79679,320,687,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,6607.0,0.06607,38739.0,0.38739,33191.0,0.33191,33191.0,0.33191,5542.0,0.05542,0.0,0.0,5426629.0,54.26629,255562.0,2.55562,5919164.0,59.19164,597550.0,5.9755,133660.0,1.3366,16892155263.0,168921.55263,22691703.0,226.91703,3357748.0,33.57748,49017.0,0.49017,0.8542980637762978,0.9007372715751139,,
40,clean-run,10000,True,uniform,READ,528277,5007290,2701741,2690780,273528,1,0,0,0,0,386,16110,18779762,206684026,2699653444,5783982420,423163279,63251771,8569632103378,9921199059,1297946467,59262468,1,0,0,0,0,22381,4468.07559983915,100000,219.73948,106,127231,319,660,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,-29059.0,-0.29059,-50130.0,-0.5013,17181.0,0.17181,17189.0,0.17189,5511.0,0.05511,0.0,0.0,5803537.0,58.03537,256814.0,2.56814,5589346.0,55.89346,610528.0,6.10528,121467.0,1.21467,17529839835.0,175298.39835,23522853.0,235.22853,3491798.0,34.91798,50295.0,0.50295,0.6330424680195482,0.904566776989602,,
41,clean-run,10000,True,uniform,READ,591568,5113274,2779441,2768477,278933,1,0,0,0,0,386,16143,18818601,206956073,2705984791,5789874148,423751547,63407157,8587297779681,9945105202,1300823488,59308080,1,0,0,0,0,22703,4404.704224111351,100000,223.13147,105,82239,329,694,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,63291.0,0.63291,105984.0,1.05984,77700.0,0.777,77697.0,0.77697,5405.0,0.05405,0.0,0.0,5891728.0,58.91728,272047.0,2.72047,6331347.0,63.31347,588268.0,5.88268,155386.0,1.55386,17665676303.0,176656.76303,23906143.0,239.06143,2877021.0,28.77021,45612.0,0.45612,0.6261054497120071,0.8963042271810507,,
42,clean-run,10000,True,uniform,READ,576878,5071495,2909259,2898298,284226,1,0,0,0,0,386,16176,18859600,207226911,2712369657,5795867630,424368182,63550727,8605407163597,9969354974,1304427307,59355664,1,0,0,0,0,24422,4094.668741298829,100000,240.66388,108,97727,349,751,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,-14690.0,-0.1469,-41779.0,-0.41779,129818.0,1.29818,129821.0,1.29821,5293.0,0.05293,0.0,0.0,5993482.0,59.93482,270838.0,2.70838,6384866.0,63.84866,616635.0,6.16635,143570.0,1.4357,18109383916.0,181093.83916,24249772.0,242.49772,3603819.0,36.03819,47584.0,0.47584,0.7398572668189626,0.8978682887974997,,
43,clean-run,10000,True,uniform,READ,572253,5095539,2878458,2867497,289412,1,0,0,0,0,386,16210,18904590,207501139,2718735807,5801963717,424965809,63703582,8624113349448,9994344844,1307648618,59407830,1,0,0,0,0,23636,4230.834320528008,100000,232.28505,103,223231,338,704,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,-4625.0,-0.04625,24044.0,0.24044,-30801.0,-0.30801,-30801.0,-0.30801,5186.0,0.05186,0.0,0.0,6096087.0,60.96087,274228.0,2.74228,6366150.0,63.6615,597627.0,5.97627,152855.0,1.52855,18706185851.0,187061.85851,24989870.0,249.8987,3221311.0,32.21311,52166.0,0.52166,1.2381688037489058,0.8990342270852565,,
44,clean-run,10000,True,uniform,READ,652261,5194401,2985839,2974875,294435,1,0,0,0,0,386,16245,18961431,207786198,2724896191,5808165896,425609726,63848880,8643244366014,10019889566,1311450823,59457220,1,0,0,0,0,25343,3945.8627628931063,100000,249.3371,111,101439,355,838,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,80008.0,0.80008,98862.0,0.98862,107381.0,1.07381,107378.0,1.07378,5023.0,0.05023,0.0,0.0,6202179.0,62.02179,285059.0,2.85059,6160384.0,61.60384,643917.0,6.43917,145298.0,1.45298,19131016566.0,191310.16566,25544722.0,255.44722,3802205.0,38.02205,49390.0,0.4939,0.5527030804494885,0.8884387364961409,,
45,clean-run,10000,True,uniform,READ,629401,5133907,3068427,3057466,299558,1,0,0,0,0,386,16281,19014964,208076874,2732058854,5814487059,426311769,64013032,8662951325661,10046259103,1315380497,59508188,1,0,0,0,0,25593,3907.318407377017,100000,251.56265,111,106175,363,787,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,-22860.0,-0.2286,-60494.0,-0.60494,82588.0,0.82588,82591.0,0.82591,5123.0,0.05123,0.0,0.0,6321163.0,63.21163,290676.0,2.90676,7162663.0,71.62663,702043.0,7.02043,164152.0,1.64152,19706959647.0,197069.59647,26369537.0,263.69537,3929674.0,39.29674,50968.0,0.50968,0.7257480144924059,0.890791711982077,,
46,clean-run,10000,True,uniform,READ,675541,5240111,3054235,3043271,304547,1,0,0,0,0,386,16318,19059862,208373092,2739019218,5820907445,426953636,64190411,8682828109969,10072755185,1318624057,59566715,1,0,0,0,0,25941,3854.901507266489,100000,255.29662,114,114303,367,875,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,46140.0,0.4614,106204.0,1.06204,-14192.0,-0.14192,-14195.0,-0.14195,4989.0,0.04989,0.0,0.0,6420386.0,64.20386,296218.0,2.96218,6960364.0,69.60364,641867.0,6.41867,177379.0,1.77379,19876784308.0,198767.84308,26496082.0,264.96082,3243560.0,32.4356,58527.0,0.58527,0.697132804705141,0.8858044726092745,,
47,clean-run,10000,True,uniform,READ,698621,5259837,3143715,3132751,309423,1,0,0,0,0,386,16357,19115296,208681467,2745842583,5827457715,427617539,64371977,8703655609671,10100496879,1322742689,59618015,1,0,0,0,0,26599,3759.539832324524,100000,262.35747,119,106559,379,948,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,23080.0,0.2308,19726.0,0.19726,89480.0,0.8948,89480.0,0.8948,4876.0,0.04876,0.0,0.0,6550270.0,65.5027,308375.0,3.08375,6823365.0,68.23365,663903.0,6.63903,181566.0,1.81566,20827499702.0,208274.99702,27741694.0,277.41694,4118632.0,41.18632,51300.0,0.513,0.46082324907723216,0.8827513762788963,,
48,clean-run,10000,True,uniform,READ,713141,5275806,3157850,3146886,314350,1,0,0,0,0,386,16396,19159532,208990077,2752603855,5834091704,428308799,64542842,8724646974176,10128329786,1326924476,59672298,1,0,0,0,0,27192,3677.5522212415417,100000,268.28588,118,102591,398,1148,100000,small_128MB,2,postgresql_arrayjson_vacuum_notfull_run2_zipfian_heavy_pure.csv,14520.0,0.1452,15969.0,0.15969,14135.0,0.14135,14135.0,0.14135,4927.0,0.04927,0.0,0.0,6633989.0,66.33989,308610.0,3.0861,6761272.0,67.61272,691260.0,6.9126,170865.0,1.70865,20991364505.0,209913.64505,27832907.0,278.32907,4181787.0,41.81787,54283.0,0.54283,0.5237626685033947,0.8809238084758473,,
