cache_profile,run,phase,window,n,p95_us_mean,p99_us_mean,avg_us_mean,throughput_mean,blks_read_per_op_mean,blks_hit_per_op_mean,delta_cache_hit_ratio_mean,cum_cache_hit_ratio_mean,wal_bytes_per_op_mean,buffers_alloc_per_op_mean,checkpoint_write_time_per_op_mean,tup_inserted_per_op_mean,tup_updated_per_op_mean,tup_fetched_per_op_mean,tup_returned_per_op_mean,first_epoch_p95_gt_1000us,first_epoch_p95_gt_2000us
big_4GB,6,clean-run,all_1_100,100,610.07,1005.03,347.5396965,4003.3903237043905,-3.878787878787882e-05,0.7099193939393941,1.0002109080506196,0.9999575275475402,229993.38190212118,21.007146868686867,8.84092484848485,0.05763747474747476,0.0,0.6054038383838384,0.6054916161616161,,
big_4GB,6,extend,early_1_10,10,4162.0,6822.2,1687.9990860000003,604.4185107511059,0.0,89.7653111111111,1.0,0.9999997508463728,24188.749833333335,0.3912888888888889,1.2875966666666665,8.318783333333336,1.000391111111111,26.401493333333335,27.165332222222222,1.0,2.0
big_4GB,6,extend,mid_45_55,11,25251.363636363636,51283.36363636364,5315.18396090909,188.76824899057382,47.46903545454545,431.2214518181818,0.9008242484002472,0.9346677779115006,220738.9667372727,21.028031818181816,8.146074545454546,71.35798090909091,1.00112,181.97880545454544,182.73859454545453,1.0,2.0
big_4GB,6,extend,late_91_100,10,54053.4,106187.8,10652.810824999999,93.92711181686748,117.20844000000002,735.423642,0.862691716456578,0.889752035162639,445916.57641000004,41.334842,17.426207999999995,136.1693,1.002156,340.42057400000004,341.347932,1.0,2.0
big_4GB,6,extend,all_1_100,100,27080.58,52768.04,5719.6171453000015,245.32017006622672,54.1646798989899,426.38586555555554,0.9109269593678749,0.9411521140990246,229713.1200039394,20.971376868686864,8.767715454545455,72.62389343434343,1.0011966666666667,184.60851747474743,185.40551707070708,1.0,2.0
big_4GB,6,reference,early_1_10,10,52.6,97.0,38.979141999999996,22934.54093526218,0.0,3.0257177777777775,1.0,0.9999990939440717,24336.042087777776,0.3913555555555555,1.2875966666666665,0.0,0.0,1.0127388888888889,1.2460622222222222,,
big_4GB,6,reference,mid_45_55,11,55.36363636363637,105.36363636363636,41.168446363636356,21651.90776564446,0.017278181818181818,3.017575454545455,0.9943067474121403,0.996308131427978,221025.0297609091,21.064531818181816,8.194578181818184,0.0,6.363636363636363e-06,1.0146454545454546,1.3542390909090907,,
big_4GB,6,reference,late_91_100,10,55.5,558.4,50.123566,18106.844160287386,0.018225,3.03052,0.9940221360144316,0.9952871834050454,446006.023282,41.350181,17.573741,0.0,6.999999999999999e-06,1.017325,1.523279,,
big_4GB,6,reference,all_1_100,100,54.33,289.92,43.93714419999999,20708.655263432185,0.014649999999999998,3.021115656565657,0.9951773617277072,0.9969884166376598,229880.70428626263,20.99317787878788,8.834527373737375,0.0,2.121212121212121e-06,1.014717373737374,1.3674952525252524,,
big_4GB,6,run,early_1_10,10,306.2,499.1,105.28098299999999,10355.7387736552,0.0,94.39446111111111,1.0,0.9999998107454264,24336.042087777776,0.3913555555555555,1.2875966666666665,8.31944111111111,1.0004033333333333,27.488574444444446,28.25338777777778,70.0,84.0
big_4GB,6,run,mid_45_55,11,680.5454545454545,1207.909090909091,394.4857436363636,2506.6388395791896,49.065341818181814,432.5571227272727,0.8984180838941335,0.9332481252367074,221025.0297609091,21.064517272727272,8.194578181818184,71.35798090909091,1.00112,182.50987363636364,183.27164454545454,70.0,84.0
big_4GB,6,run,late_91_100,10,1386.6,4999.8,756.81953,1323.983419618249,118.01853100000001,735.974189,0.8618551797757943,0.8885308766593815,446006.023282,41.350153,17.573741,136.169298,1.002145,341.17678,342.105472,70.0,84.0
big_4GB,6,run,all_1_100,100,810.64,2100.9,419.63620910000003,3415.532557829572,54.966023434343434,427.5615595959595,0.9094800487349926,0.9399627774844781,229880.70428626263,20.9930098989899,8.834527373737375,72.62388252525254,1.0011977777777776,185.26519262626266,186.0633704040404,70.0,84.0
small_128MB,1,avg-run,early_1_10,10,86.9,135.3,70.65221199999999,13798.461675411876,0.002286666666666667,7.001255555555556,0.9983827419286031,0.9998235843034677,24560.850866666668,10.966306666666666,1.505608888888889,0.17916,0.0,2.1810244444444447,2.1810244444444447,,
small_128MB,1,avg-run,mid_45_55,11,324.45454545454544,477.09090909090907,300.4988527272728,3274.782081466565,0.2532627272727273,0.2578872727272727,0.5019683538387839,0.8807265068413487,220544.57764818185,68.9868509090909,7.832430909090909,0.04968545454545455,0.0,0.6149954545454546,0.6149954545454546,,
small_128MB,1,avg-run,late_91_100,10,539.0,681.5,499.05927099999997,1984.3080585350938,0.563087,0.16683600000000004,0.7483085745811271,0.7984111918961558,446168.37203599996,123.661815,15.825521999999998,0.15310600000000002,2.8000000000000003e-05,1.8821999999999999,1.883953,,
small_128MB,1,avg-run,all_1_100,100,317.83,458.76,290.5856439,4846.507383699981,0.3716379797979797,1.212459191919192,0.5556887906135489,0.8864919461826589,230314.55856353533,69.67886646464646,8.64604383838384,0.11724242424242426,3.939393939393939e-06,1.4055959595959595,1.4059493939393939,,
small_128MB,1,clean-run,early_1_10,10,100.4,234.3,73.02797799999999,13429.051964878576,0.0021866666666666666,2.876623333333333,0.9980816319096011,0.9995759288353326,24447.803723333334,10.952908888888889,1.505608888888889,0.09027111111111112,0.0,0.932748888888889,0.932748888888889,53.0,53.0
small_128MB,1,clean-run,mid_45_55,11,677.9090909090909,1657.090909090909,321.90402727272726,3244.6673513129235,0.15004272727272724,0.16058636363636367,0.6242331334500268,0.8845873245918522,220445.19764636364,68.86771272727272,7.827139090909091,0.04968545454545455,0.0,0.5156245454545455,0.5156245454545455,53.0,53.0
small_128MB,1,clean-run,late_91_100,10,3629.4,7291.2,885.7529980000002,1160.9079444032025,0.28728600000000004,0.22825300000000004,-2.4603723701266293,0.7948970635765462,446056.96810999996,123.342144,15.874602000000001,0.053117000000000004,1.7e-05,0.5760029999999999,0.5777559999999999,53.0,53.0
small_128MB,1,clean-run,all_1_100,100,1071.15,2357.12,377.1720182000001,4541.710068622278,0.16151858585858583,0.5409281818181819,0.32912866445145655,0.8887122481659279,230205.72240616163,69.46579242424242,8.643037575757575,0.0576460606060606,1.7171717171717173e-06,0.5751510101010101,0.5753272727272727,53.0,53.0
small_128MB,1,extend,early_1_10,10,4545.5,7615.8,1844.688768,564.6278704355433,14.20827,76.37383555555556,0.8628318404149355,0.9085839398321024,24199.627768888888,9.725293333333333,1.4471333333333334,8.345063333333334,1.0004155555555556,26.566148888888886,27.34658,1.0,2.0
small_128MB,1,extend,mid_45_55,11,43425.90909090909,64333.545454545456,6545.747766363637,153.07316829053292,104.72216363636363,376.7130345454545,0.7827060586933345,0.788402074161977,220184.48089818182,68.44756363636363,7.735198181818182,71.7214890909091,1.0012999999999999,182.51178363636362,183.28721363636365,1.0,2.0
small_128MB,1,extend,late_91_100,10,62133.4,116133.4,12326.9303,81.23040864651759,192.10378599999999,658.2100109999999,0.7744841798050699,0.7797578195078465,445802.015769,122.99313500000001,15.632051999999998,136.608227,1.002398,341.08450000000005,342.034556,1.0,2.0
