Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK
19,clean-run,10000,true,uniform,READ,170949,3541285,1542767,1532678,153091,1,0,0,4,385024,169,807,2373391,11482072,85735262,455989749,22674975,1398974,315826542261,324681607,38171475,3952072,1,0,0,0,0,9667,10344.470880314471,99982,92.30956572182993,51,13911,130,222,99982,18
19,avg-run,10000,true,uniform,READ,390928,8547675,3677495,3636473,363522,5,0,0,4,385024,169,807,2373391,11488590,85802646,456235349,22674975,1398974,316072063558,325146224,38174800,3952072,1,0,0,0,0,8563,11678.150181011328,100000,81.02312,52,17455,112,189,100000
20,extend,10000,true,uniform,EXTEND,14126333,152334183,44120955,42868742,1821419,2000276,1658622,0,0,0,169,808,2374021,11563718,86097164,457006306,22806481,1399935,316665770512,326223964,38231528,3952072,0,0,0,0,1,156744,637.9829530954933,99969,1559.565815402775,418,79039,2085,2423,99969,31
20,run,10000,true,uniform,READ,14827421,155658088,45768043,44504529,1821419,2000276,1658622,0,0,0,169,808,2374021,11564854,86103482,457701844,22806481,1399935,316665966475,326227162,38231528,3952072,1,0,0,0,0,10697,9348.415443582313,99975,102.28566141535384,52,17343,129,211,99975,25
20,reference,10000,true,uniform,READ,32443,6058255,2470297,2026007,10181,12,62,0,0,0,169,808,2374021,11564856,86103482,457709403,22806481,1399935,316665966475,326227162,38231528,3952072,1,0,0,0,0,3976,25150.905432595573,100000,35.08463,21,12519,47,79,100000
20,clean-run,10000,true,uniform,READ,194968,4465145,1633040,1622951,162197,1,0,0,4,385024,169,809,2377151,11568675,86203878,458010908,22806545,1399973,316903168537,326537670,38232514,3953271,1,0,0,0,0,10523,9502.993442934525,99959,100.34659210276213,56,15927,149,251,99959,41
20,avg-run,10000,true,uniform,READ,409946,9448187,3766849,3725827,372448,5,0,0,4,385024,169,810,2377929,11574576,86283006,458257734,22806545,1399973,317252260530,327071377,38259524,3953415,1,0,0,0,0,8696,11499.540018399264,100000,82.29405,52,16031,105,183,100000
21,extend,10000,true,uniform,EXTEND,15909443,161358760,47907679,46600212,1987693,2100292,1816494,0,0,0,169,811,2378884,11649624,86586668,459051971,22936845,1401252,317941957109,328184184,38342720,3953415,0,0,0,0,1,157176,636.2294497887718,99972,1563.975483135278,452,69119,2079,2527,99972,28
21,run,10000,true,uniform,READ,16642307,164678453,49640329,48321588,1987693,2100292,1816494,0,0,0,169,811,2378884,11650917,86594944,459782331,22936845,1401252,317942999663,328186679,38342895,3953415,1,0,0,0,0,11834,8450.228156160216,99982,113.87501750315057,66,14063,154,273,99982,18
21,reference,10000,true,uniform,READ,34274,6359070,2595127,2127293,10181,12,62,0,0,0,169,811,2378884,11650919,86594944,459786964,22936845,1401252,317942999713,328186680,38342895,3953415,1,0,0,0,0,4084,24485.798237022525,100000,36.10334,21,12463,48,78,100000
21,clean-run,10000,true,uniform,READ,218252,4497288,1716758,1706669,170600,1,0,0,4,385024,169,812,2380038,11654814,86657505,460115767,22966416,1401273,318191339143,328514289,38343881,3978108,1,0,0,0,0,10385,9629.272989889263,99971,99.06547898890679,55,14039,146,247,99971,29
21,avg-run,10000,true,uniform,READ,440493,9494879,3850049,3809027,380748,5,0,0,4,385024,169,812,2380038,11661313,86732290,460364421,22966416,1401273,318453732641,328973891,38346902,3978108,1,0,0,0,0,9947,10053.282396702523,100000,94.99142,68,14303,137,234,100000
22,extend,10000,true,uniform,EXTEND,17701760,170352174,51874862,50513148,2160771,2200294,1981809,0,0,0,169,814,2380933,11734048,87048794,461194987,23082506,1402496,319103954952,330104162,38411957,3978108,0,0,0,0,1,151471,660.1923800595494,99969,1506.9024797687282,418,95487,2027,2413,99969,31
22,run,10000,true,uniform,READ,18466205,173695503,53685483,52312711,2160771,2200294,1981809,0,0,0,169,814,2380937,11735353,87057888,461951326,23082506,1402496,319108311020,330107500,38412862,3978108,1,0,0,0,0,11641,8590.327291469805,99978,111.68271019624318,65,14375,153,240,99978,22
22,reference,10000,true,uniform,READ,36072,6659845,2719067,2228565,10181,12,62,0,0,0,169,814,2380937,11735355,87057888,461961402,23082506,1402496,319108311020,330107500,38412862,3978108,1,0,0,0,0,3574,27979.854504756575,100000,31.30741,17,12263,43,71,100000
22,clean-run,10000,true,uniform,READ,254350,4595051,1795270,1784304,178405,1,0,0,4,385024,169,815,2382101,11740133,87144033,462314511,23106647,1402550,319369723814,330482302,38413850,4005532,1,0,0,0,0,10035,9965.122072745391,99958,95.47872106284639,58,15015,136,249,99958,42
22,avg-run,10000,true,uniform,READ,466464,9563061,3927237,3886215,388405,5,0,0,4,385024,169,815,2382101,11746144,87211772,462561169,23106647,1402550,319641325376,330924219,38417204,4005532,1,0,0,0,0,9767,10238.558410975735,100000,93.00688,68,15887,124,215,100000
23,extend,10000,true,uniform,EXTEND,19572091,179426850,56006773,54592399,2340545,2300292,2154764,0,0,0,169,817,2382665,11820332,87545823,463430835,23188973,1403536,320369644184,332082918,38493759,4005532,0,0,0,0,1,154588,646.880741066577,99965,1538.8631320962336,421,75455,2067,2811,99965,35
23,run,10000,true,uniform,READ,20377608,182794870,57885681,56453925,2340545,2300292,2154764,0,0,0,169,817,2382665,11825872,87592783,464224591,23188973,1403536,320370171047,332084820,38493840,4005532,1,0,0,0,0,12287,8138.6831610645395,99962,118.40036213761229,67,14767,168,268,99962,38
23,reference,10000,true,uniform,READ,37903,6960660,2843897,2329851,10181,12,62,0,0,0,169,817,2382665,11826131,87603665,464236083,23188973,1403536,320429388875,332193516,38508972,4005532,1,0,0,0,0,3629,27555.80049600441,100000,31.40021,18,14447,45,90,100000
23,clean-run,10000,true,uniform,READ,270754,4663599,1864310,1853344,185232,1,0,0,4,385024,169,818,2386170,11831720,87696598,464611270,23228697,1403734,320701722688,332583041,38509960,4033865,1,0,0,0,0,9330,10718.113612004287,99967,88.64034131263317,53,13719,132,236,99967,33
23,avg-run,10000,true,uniform,READ,482611,9631319,3996102,3955080,395232,5,0,0,4,385024,169,818,2386170,11837777,87756650,464855088,23228697,1403734,320972226421,333013700,38509962,4033865,1,0,0,0,0,10012,9988.014382740712,100000,95.45345,69,15783,128,219,100000
24,extend,10000,true,uniform,EXTEND,21595878,188669759,60286346,58805230,2525331,2400295,2333462,0,0,0,169,820,2386983,11905601,88108515,465774786,23324841,1405388,321765179349,334199606,38607310,4033865,0,0,0,0,1,141703,705.7013612979259,99970,1410.0537561268382,424,66559,1868,2589,99970,30
24,run,10000,true,uniform,READ,22458081,192067469,62225198,60733143,2525331,2400295,2333462,0,0,0,169,820,2386983,11906926,88116684,466634510,23324841,1405388,321765485962,334201941,38607341,4033865,1,0,0,0,0,12707,7869.678130164476,99967,122.55150199565857,69,18271,165,253,99967,33
24,reference,10000,true,uniform,READ,39701,7261435,2967837,2431123,10181,12,62,0,0,0,169,820,2386983,11906927,88116684,466638971,23324841,1405388,321765485962,334201941,38607341,4033865,1,0,0,0,0,3708,26968.71628910464,100000,32.35674,19,12055,42,73,100000
24,clean-run,10000,true,uniform,READ,291133,4736493,1924989,1914023,191410,1,0,0,4,385024,169,821,2388147,11913354,88209435,467041110,23361844,1406607,322048686244,334604934,38608329,4061515,1,0,0,0,0,11211,8919.810900008919,99967,107.15030960216872,70,16831,143,231,99967,33
24,avg-run,10000,true,uniform,READ,501398,9705238,4056691,4015669,401410,5,0,0,4,385024,169,822,2388435,11919464,88279606,467284742,23361844,1406607,322338147955,335045501,38611504,4061515,1,0,0,0,0,10110,9891.196834817012,100000,96.37873,70,16311,127,233,100000
25,extend,10000,true,uniform,EXTEND,23691414,197940761,64690760,63157537,2714895,2500290,2517871,0,0,0,169,823,2388912,11987136,88645886,468261473,23456084,1407944,323205128395,336251269,38718784,4061515,0,0,0,0,1,142180,703.3338022225348,99962,1414.7904803825454,450,70655,1716,2379,99962,38
25,run,10000,true,uniform,READ,24605753,201377944,66682509,65138379,2714895,2500290,2517871,0,0,0,169,823,2388912,11988515,88654648,469172468,23456084,1407944,323205300789,336254100,38718784,4061515,1,0,0,0,0,13421,7451.009611802399,99968,129.374169734315,71,19151,170,280,99968,32
25,reference,10000,true,uniform,READ,41499,7562210,3091777,2532395,10181,12,62,0,0,0,169,823,2388912,11988517,88654648,469177371,23456084,1407944,323205300839,336254101,38718784,4061515,1,0,0,0,0,3915,25542.784163473818,100000,34.68882,19,12559,47,79,100000
25,clean-run,10000,true,uniform,READ,312417,4809067,1978513,1967547,196658,1,0,0,4,385024,169,824,2390073,11994228,88748379,469604940,23515466,1408714,323499272822,336668799,38719773,4091473,1,0,0,0,0,9959,10041.168792047394,99971,95.15265426973822,55,14911,134,257,99971,29
25,avg-run,10000,true,uniform,READ,522819,9777148,4110165,4069143,406658,5,0,0,4,385024,169,825,2391069,12000291,88821292,469849836,23515466,1408714,323798598959,337110825,38723347,4091473,1,0,0,0,0,10453,9566.631589017506,100000,99.58182,71,16527,137,247,100000
26,extend,10000,true,uniform,EXTEND,25909557,207310833,69206805,67622389,2908452,2600303,2707183,0,0,0,169,826,2391617,12068743,89203327,470880914,23594994,1410935,324711506374,338335080,38837198,4091473,0,0,0,0,1,143557,696.5874182380518,99980,1427.973674734947,456,79487,1739,2699,99980,20
26,run,10000,true,uniform,READ,26869153,210778324,71240983,69645679,2908452,2600303,2707183,0,0,0,169,826,2391730,12072401,89228682,471833195,23594994,1410935,324711691841,338338126,38837198,4091473,1,0,0,0,0,13914,7187.005893344833,99969,134.15589832848184,72,18959,187,298,99969,31
26,reference,10000,true,uniform,READ,43297,7862985,3215717,2633667,10181,12,62,0,0,0,169,826,2391759,12072703,89239981,471839706,23594994,1410935,324711691841,338338126,38837198,4091473,1,0,0,0,0,3656,27352.297592997813,100000,32.13644,18,12511,44,83,100000
26,clean-run,10000,true,uniform,READ,311137,4817955,2021162,2011073,201007,1,0,0,4,385024,169,827,2395863,12077325,89362029,472291214,23673461,1412611,325145802196,338834656,38872220,4091473,1,0,0,0,0,11716,8535.336292249915,99971,112.18517370037311,74,14591,158,254,99971,29
26,avg-run,10000,true,uniform,READ,594222,10068342,4154037,4113015,411029,12,0,0,4,385024,169,828,2398626,12083647,89430746,472599138,23673461,1412611,325447652780,339284722,38872250,4091473,1,0,0,0,0,10578,9453.582907922102,100000,101.28837,71,15127,139,243,100000
27,extend,10000,true,uniform,EXTEND,28289078,216854620,73811701,72165971,3105059,2700301,2900145,0,0,0,169,829,2399261,12152307,89822191,473666048,23819113,1416035,326333295841,340513515,38979527,4091473,0,0,0,0,1,145149,688.9472197534947,99965,1444.2134547091482,595,80831,1732,3143,99965,35
27,run,10000,true,uniform,READ,29292999,220338259,75881875,74225399,3105059,2700301,2900145,0,0,0,169,829,2399261,12153659,89829383,474665635,23819113,1416035,326333414443,340515478,38979527,4091473,1,0,0,0,0,13626,7338.910905621606,99979,131.727482771382,77,15255,181,284,99979,21
27,reference,10000,true,uniform,READ,45100,8163828,3340547,2734953,10181,12,62,0,0,0,169,829,2399261,12153660,89829383,474670930,23819113,1416035,326333414443,340515478,38979527,4091473,1,0,0,0,0,3907,25595.08574353724,100000,34.72039,21,13279,47,78,100000
27,clean-run,10000,true,uniform,READ,350178,4916295,2059681,2048720,204760,1,0,0,0,0,169,830,2400303,12159650,89940281,475142169,23819256,1416512,326648634117,340949109,38980516,4124516,1,0,0,0,0,11315,8837.825894829872,99968,108.32764484635084,73,16639,154,248,99968,32
27,avg-run,10000,true,uniform,READ,628617,10098561,4191241,4150224,414760,5,0,0,0,0,169,831,2401283,12166031,90014556,475460905,23819256,1416512,326966066251,341390557,38984093,4124516,1,0,0,0,0,10813,9248.127254231018,100000,103.57075,74,15183,137,230,100000
28,extend,10000,true,uniform,EXTEND,30708696,226375666,78492579,76797638,3304901,2800303,3096629,0,0,0,169,832,2402680,12237026,90419478,476584554,23966023,1420359,327934381951,342619722,39105564,4124516,0,0,0,0,1,150159,665.9607482734967,99969,1494.4699256769597,465,71295,1869,3773,99969,31
28,run,10000,true,uniform,READ,31751656,229885593,80596666,78891222,3304901,2800303,3096629,0,0,0,169,832,2402680,12239243,90440345,477621244,23966023,1420359,327934548406,342622506,39105564,4124516,1,0,0,0,0,14197,7043.7416355568075,99967,137.18533115928255,78,15207,187,292,99967,33
28,reference,10000,true,uniform,READ,46898,8464603,3464487,2836225,10181,12,62,0,0,0,169,832,2402680,12239496,90448287,477625986,23966023,1420359,327934548406,342622506,39105564,4124516,1,0,0,0,0,3847,25994.281258123214,100000,33.97856,21,12663,45,81,100000
28,clean-run,10000,true,uniform,READ,346120,4891485,2092247,2082163,208171,1,0,0,0,0,169,833,2406230,12246399,90579349,478125064,23966152,1421488,328257937818,343024598,39106550,4124516,1,0,0,0,0,11576,8638.562543192813,99966,111.04485525078526,74,15711,158,258,99966,34
28,avg-run,10000,true,uniform,READ,642235,10111890,4224845,4183828,418184,5,0,0,0,0,169,834,2408381,12253220,90671442,478442897,23966152,1421488,328713475827,343601411,39141108,4124516,1,0,0,0,0,11076,9028.530155290719,100000,106.27799,74,15311,142,257,100000
29,extend,10000,true,uniform,EXTEND,33291926,236023308,83245460,81491754,3507872,2900320,3296519,0,0,0,169,836,2409434,12323751,91089002,479593050,24095477,1426713,329842272612,344851742,39301010,4124516,0,0,0,0,1,149297,669.8058232918277,99973,1485.383633581067,585,90431,1801,2585,99973,27
29,run,10000,true,uniform,READ,34363991,239530389,85379615,83615326,3507872,2900320,3296519,0,0,0,169,836,2409434,12325157,91097182,480661356,24095477,1426713,329842964042,344853662,39301125,4124516,1,0,0,0,0,14973,6678.688305616777,99964,145.117222199992,77,15399,200,325,99964,36
29,reference,10000,true,uniform,READ,48729,8765418,3589317,2937511,10181,12,62,0,0,0,169,836,2409434,12325157,91097182,480665736,24095477,1426713,329842964042,344853662,39301125,4124516,1,0,0,0,0,3871,25833.118057349522,100000,34.24206,21,12871,44,73,100000
29,clean-run,10000,true,uniform,READ,358972,4911960,2124193,2113235,211283,1,0,0,0,0,169,837,2410573,12327427,91177322,481181232,24131889,1426727,330176772874,345261976,39302111,4158049,1,0,0,0,0,11636,8594.018563080097,99962,111.61982553370281,74,15639,156,254,99962,38
29,avg-run,10000,true,uniform,READ,704166,9776760,4255637,4214623,421283,5,0,0,0,0,169,838,2410872,12334673,91278030,481576999,24131889,1426727,330513259454,345703379,39305967,4158049,1,0,0,0,0,11591,8627.383314640669,100000,111.44236,77,14855,142,249,100000
30,extend,10000,true,uniform,EXTEND,35867479,245623724,88064194,86263014,3713975,3000323,3499432,0,0,0,169,840,2412914,12404865,91719324,482766339,24265045,1433585,331586009046,346963565,39448740,4158049,0,0,0,0,1,151669,659.3305157942625,99970,1509.3482344703411,524,191487,1777,2609,99970,30
30,run,10000,true,uniform,READ,36974167,249144322,90230297,88418825,3713975,3000323,3499432,0,0,0,169,840,2412914,12408562,91748305,483864312,24265045,1433585,331590094219,346966349,39449536,4158049,1,0,0,0,0,14860,6729.475100942126,99961,143.81225678014425,80,14399,196,289,99961,39
30,reference,10000,true,uniform,READ,50527,9066193,3713257,3038783,10181,12,62,0,0,0,169,840,2412914,12408803,91760311,483872193,24265045,1433585,331590094269,346966350,39449536,4158049,1,0,0,0,0,3839,26048.450117218024,100000,33.59086,18,11687,46,87,100000
30,clean-run,10000,true,uniform,READ,374032,4920361,2155651,2145567,214494,1,0,0,0,0,169,841,2416409,12414107,91898040,484408702,24293978,1434535,332129867410,347518467,39504846,4158552,1,0,0,0,0,12117,8252.867871585377,99976,116.3347203328799,75,15687,164,277,99976,24
30,avg-run,10000,true,uniform,READ,731238,9810933,4288249,4247232,424507,5,0,0,0,0,169,842,2418019,12421527,91997046,484802884,24293978,1434535,332471552271,347967676,39504863,4158552,1,0,0,0,0,11159,8961.376467425396,100000,107.13721,75,15799,137,234,100000
31,extend,10000,true,uniform,EXTEND,38597236,255356634,92955271,91096807,3923590,3100329,3705619,0,0,0,169,844,2419106,12493160,92442426,486022511,24415499,1436623,333650648733,349262572,39668883,4158552,0,0,0,0,1,152106,657.4362615544424,99973,1513.8267432206696,520,105663,1821,5007,99973,27
31,run,10000,true,uniform,READ,39735027,258878038,95155652,93286879,3923590,3100329,3705619,0,0,0,169,844,2419106,12494668,92451117,487155032,24415499,1436623,333650784540,349264878,39668883,4158552,1,0,0,0,0,15379,6502.373366278692,99967,149.08567827383035,81,16047,198,280,99967,33
31,reference,10000,true,uniform,READ,52330,9367036,3838087,3140069,10181,12,62,0,0,0,169,844,2419106,12494668,92451117,487161781,24415499,1436623,333650784540,349264878,39668883,4158552,1,0,0,0,0,4031,24807.740014884643,100000,35.61955,21,13935,48,78,100000
31,clean-run,10000,true,uniform,READ,414161,4987297,2190751,2179790,217958,1,0,0,0,0,169,845,2420235,12501422,92576342,487713952,24471606,1436644,334008180278,349731781,39669872,4195756,1,0,0,0,0,12170,8216.926869350862,99973,116.72210496834145,75,18191,162,255,99973,27
31,avg-run,10000,true,uniform,READ,760743,9850490,4322311,4281294,427958,5,0,0,0,0,169,846,2421125,12508354,92678777,488111690,24471606,1436644,334363009827,350173484,39673584,4195756,1,0,0,0,0,11461,8725.242125468982,100000,109.79927,77,16495,149,262,100000
32,extend,10000,true,uniform,EXTEND,41326953,265017463,97921555,96016930,4137145,3200329,3915334,0,0,0,169,848,2423083,12580710,93140117,489372999,24593048,1442184,335586896860,351462063,39843100,4195756,0,0,0,0,1,153950,649.5615459564793,99967,1532.3497354126862,532,148351,1846,5583,99967,33
32,run,10000,true,uniform,READ,42506755,268541816,100160912,98246134,4137145,3200329,3915334,0,0,0,169,848,2423083,12584962,93178059,490542221,24593048,1442184,335587495201,351465255,39843194,4195756,1,0,0,0,0,15900,6289.308176100629,99968,154.2677656850192,80,15191,208,284,99968,32
32,reference,10000,true,uniform,READ,54137,9667875,3962917,3241355,10181,12,62,0,0,0,169,848,2423083,12585234,93190867,490551455,24593048,1442184,335587495201,351465255,39843194,4195756,1,0,0,0,0,4025,24844.72049689441,100000,35.74685,17,13919,48,96,100000
32,clean-run,10000,true,uniform,READ,396384,4929874,2229350,2219266,221792,1,0,0,0,0,169,849,2428135,12592329,93335460,491121114,24643130,1443550,335952739218,351895262,39844180,4195814,1,0,0,0,0,12676,7888.9239507731145,99971,122.00715207410148,77,16111,166,243,99971,29
32,avg-run,10000,true,uniform,READ,758224,9823041,4361948,4320931,431805,5,0,0,0,0,169,850,2428412,12599640,93439868,491516610,24643130,1443550,336523792420,352496969,39900151,4195820,1,0,0,0,0,11497,8697.921196833957,100000,110.49108,78,16111,148,249,100000
33,extend,10000,true,uniform,EXTEND,44227053,274810196,102977146,101016046,4355400,3300337,4129230,0,0,0,169,852,2429667,12673344,93902223,492811583,24756729,1447195,337727854010,353804393,40061856,4195820,0,0,0,0,1,157317,635.6592103841289,99975,1565.4901225306326,627,82751,1810,7215,99975,25
33,run,10000,true,uniform,READ,45434764,278333890,105260429,103288283,4355402,3300348,4129232,0,0,0,169,852,2429778,12675478,93914703,494008736,24756729,1447195,337728539448,353814802,40061856,4195820,1,0,0,0,0,16642,6008.893161879581,99967,161.90510868586634,82,15055,215,296,99967,33
33,reference,10000,true,uniform,READ,55931,9968654,4086857,3342627,10181,12,62,0,0,0,169,852,2429816,12675478,93914703,494010444,24756729,1447195,337728539498,353814803,40061856,4195820,1,0,0,0,0,4105,24360.5359317905,100000,36.59464,21,13071,49,82,100000
33,clean-run,10000,true,uniform,READ,437696,5001183,2272925,2261964,226168,1,0,0,0,0,169,853,2430383,12683016,94047467,494592010,24829824,1447246,338107259774,354302216,40062845,4235014,1,0,0,0,0,13189,7582.075972401243,99973,127.06207676072539,80,17423,181,272,99973,27
33,avg-run,10000,true,uniform,READ,783577,9864969,4404485,4363468,436168,5,0,0,0,0,169,854,2432275,12690019,94146247,494987216,24829824,1447246,338477935834,354732876,40062886,4235014,1,0,0,0,0,11651,8582.954252853833,100000,111.75878,80,16207,148,225,100000
34,extend,10000,true,uniform,EXTEND,47087574,284461884,108132419,106114986,4579279,3400354,4348055,0,0,0,169,856,2433048,12763007,94645758,496269184,24937516,1456366,339763482469,356138166,40253677,4235014,0,0,0,0,1,156605,638.5492161808371,99973,1558.5823372310524,783,137855,1806,4069,99973,27
34,run,10000,true,uniform,READ,48259930,287949590,110465910,108438211,4579279,3400354,4348055,0,0,0,169,856,2433048,12764653,94654742,497431062,24937516,1456366,339763632096,356140710,40253677,4235014,1,0,0,0,0,16275,6144.393241167435,99975,158.00594148537135,85,15487,208,288,99975,25
34,reference,10000,true,uniform,READ,57762,10269469,4211687,3443913,10181,12,62,0,0,0,169,856,2433048,12764653,94654742,497442599,24937516,1456366,339763632146,356140711,40253677,4235014,1,0,0,0,0,3319,30129.557095510696,100000,28.45542,19,11687,38,67,100000
34,clean-run,10000,true,uniform,READ,419307,4945266,2324078,2313914,231210,1,0,0,0,0,169,857,2434166,12772390,94794614,498038083,25001320,1456382,340150158063,356590197,40254663,4274318,1,0,0,0,0,13278,7531.254707034192,99970,128.00657197159148,77,19615,177,246,99970,30
34,avg-run,10000,true,uniform,READ,798072,9876991,4457221,4416124,441223,22,0,0,0,0,169,858,2435028,12780013,94893603,498431228,25001320,1456382,340537041508,357081422,40258301,4274318,1,0,0,0,0,11692,8552.856654122477,100000,112.45754,77,15655,156,281,100000
35,extend,10000,true,uniform,EXTEND,49936393,294154151,113401221,111338073,4808702,3500363,4571897,0,0,0,169,860,2435899,12853006,95386497,499723881,25118041,1462632,341769802514,358429367,40435722,4274318,0,0,0,0,1,155206,644.3049882092187,99976,1544.8178462831079,476,218623,1847,4343,99976,24
35,run,10000,true,uniform,READ,51154118,297654109,115790248,113714602,4808702,3500363,4571897,0,0,0,169,860,2435906,12857989,95446885,500934206,25118041,1462632,341770026613,358431372,40435749,4274318,1,0,0,0,0,17234,5802.4834629221305,99964,167.3423032291625,90,15223,215,322,99964,36
35,reference,10000,true,uniform,READ,59593,10570284,4336517,3545199,10181,12,62,0,0,0,169,860,2435949,12858195,95460205,500941974,25118041,1462632,341809767976,358573386,40448090,4274318,1,0,0,0,0,3908,25588.536335721597,100000,34.59481,18,13887,46,84,100000
35,clean-run,10000,true,uniform,READ,466910,5026592,2379351,2368390,236805,1,0,0,0,0,169,861,2438041,12865989,95601024,501552732,25179791,1463809,342210087788,359085317,40449079,4314125,1,0,0,0,0,13757,7269.026677327905,99971,132.72567044442889,83,15023,180,300,99971,29
35,avg-run,10000,true,uniform,READ,813507,9889642,4510911,4469894,446805,5,0,0,0,0,169,862,2439292,12873595,95702987,501952846,25179791,1463809,342603147958,359522923,40451441,4314125,1,0,0,0,0,11767,8498.342823149485,100000,112.96165,81,18623,147,258,100000
36,extend,10000,true,uniform,EXTEND,53006352,304030522,118795237,116681112,5044488,3600389,4801733,0,0,0,169,864,2440430,12946531,96173525,503301467,25290741,1470969,343893751895,360879449,40633575,4314125,0,0,0,0,1,156215,640.1433921198349,99982,1554.5401972355023,493,120191,1870,5031,99982,18
36,run,10000,true,uniform,READ,54265671,307527528,121242981,119118786,5044488,3600389,4801733,0,0,0,169,864,2440558,12951492,96228197,504557418,25290741,1470969,343894034848,360882999,40633593,4314125,1,0,0,0,0,17211,5810.237638719424,99969,167.52506276945854,81,16279,215,344,99969,31
36,reference,10000,true,uniform,READ,61424,10871099,4461347,3646485,10181,12,62,0,0,0,169,864,2440581,12951619,96241022,504559589,25290741,1470969,343894034848,360882999,40633593,4314125,1,0,0,0,0,4084,24485.798237022525,100000,35.92412,17,12919,48,90,100000
36,clean-run,10000,true,uniform,READ,444979,4976635,2438244,2427293,242742,1,0,0,0,0,169,865,2445117,12954482,96366973,505188419,25359251,1472582,344386401096,361495807,40661098,4314125,1,0,0,0,0,14058,7113.387395077536,99972,135.72148201496418,84,18975,179,263,99972,28
36,avg-run,10000,true,uniform,READ,791862,9839234,4569688,4528681,452742,5,0,0,0,0,169,866,2447554,12962046,96464958,505588317,25359251,1472582,344786870602,361926467,40661113,4314125,1,0,0,0,0,12706,7870.297497245396,100000,122.29945,88,18431,167,254,100000
37,extend,10000,true,uniform,EXTEND,56142222,313914555,124320892,122150982,5286870,3700394,5037783,0,0,0,169,868,2449163,13036734,96941125,506977674,25520144,1479580,346068004868,363312329,40833558,4314125,0,0,0,0,1,160131,624.4886998769757,99972,1593.7808686432202,497,192255,1848,7911,99972,28
37,run,10000,true,uniform,READ,57449662,317423354,126832763,124651889,5286872,3700405,5037785,0,0,0,169,868,2449163,13038836,96955244,508273191,25520144,1479580,346068749658,363323545,40833558,4314125,1,0,0,0,0,17532,5703.855806525211,99974,170.69190989657312,96,18559,217,336,99974,26
37,reference,10000,true,uniform,READ,63255,11171914,4586177,3747771,10181,12,62,0,0,0,169,868,2449163,13038836,96955244,508275048,25520144,1479580,346068749658,363323545,40833558,4314125,1,0,0,0,0,4182,23912.003825920612,100000,37.3265,21,14111,49,77,100000
37,clean-run,10000,true,uniform,READ,497374,5072460,2502889,2491928,249087,1,0,0,0,0,169,869,2449528,13047281,97114966,508926743,25520164,1479598,346490881618,363863158,40834547,4357163,1,0,0,0,0,14388,6950.236308034473,99969,139.13910312196782,88,19535,189,304,99969,31
37,avg-run,10000,true,uniform,READ,844359,9935080,4634449,4593432,459087,5,0,0,0,0,169,870,2451534,13055044,97206831,509324764,25520164,1479598,346901408204,364293817,40834572,4357163,1,0,0,0,0,12407,8059.966148142178,100000,119.26712,84,14807,159,293,100000
38,extend,10000,true,uniform,EXTEND,59142732,323514868,129986240,127760942,5535615,3800400,5279950,0,0,0,169,873,2453088,13130642,97642058,510731485,25679507,1485844,348270627797,365646903,41023530,4357163,0,0,0,0,1,161159,620.505215346335,99973,1603.636501855501,496,131583,1852,8327,99973,27
38,run,10000,true,uniform,READ,60463224,326977363,132563888,130328499,5535615,3800400,5279950,0,0,0,169,873,2453143,13134722,97681928,512048821,25679507,1485844,348286323710,365650526,41026997,4357163,1,0,0,0,0,17958,5568.548836173293,99967,174.80025408384768,97,16767,224,318,99967,33
38,reference,10000,true,uniform,READ,65062,11472753,4711007,3849057,10181,12,62,0,0,0,169,873,2453143,13134829,97694421,512050584,25679507,1485844,348286323760,365650527,41026997,4357163,1,0,0,0,0,3866,25866.52871184687,100000,34.15215,18,13015,47,85,100000
38,clean-run,10000,true,uniform,READ,474157,5031022,2567290,2557206,255652,1,0,0,0,0,169,874,2455769,13142134,97863240,512721353,25703109,1487145,348716106217,366149164,41027983,4357163,1,0,0,0,0,14644,6828.735318219065,99972,141.64442043772257,89,17679,190,266,99972,28
38,avg-run,10000,true,uniform,READ,839536,9929020,4699888,4658871,465665,5,0,0,0,0,169,876,2456083,13151718,98013379,513118167,25721050,1491713,349494967309,366857737,41152033,4357163,1,0,0,0,0,12621,7923.302432453846,100000,121.5174,86,19439,164,278,100000
39,extend,10000,true,uniform,EXTEND,62470792,333409119,135797022,133516469,5790904,3900404,5528656,0,0,0,169,878,2457626,13227147,98506912,514558260,25847869,1498902,350802607527,368271264,41329705,4357163,0,0,0,0,1,160771,622.0027243719328,99971,1600.0368706925008,609,74367,1846,7331,99971,29
39,run,10000,true,uniform,READ,63816834,336890997,138439942,136149304,5790904,3900404,5528656,0,0,0,169,878,2457626,13232205,98561448,515900999,25847869,1498902,350804809336,368274908,41330171,4357163,1,0,0,0,0,18350,5449.591280653951,99967,178.56705712885253,101,17503,225,343,99967,33
