Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK
39,reference,10000,true,uniform,READ,66889,11773572,4835837,3950343,10181,12,62,0,0,0,169,878,2457626,13232262,98571025,515903178,25847869,1498902,350804809386,368274909,41330171,4357163,1,0,0,0,0,3727,26831.23155352831,100000,32.67802,18,13719,45,97,100000
39,clean-run,10000,true,uniform,READ,488818,5061897,2632798,2622714,262235,1,0,0,0,0,169,879,2461644,13237470,98729253,516592002,25890174,1501537,351391837062,368939148,41381361,4357204,1,0,0,0,0,14913,6705.55890833501,99970,144.42517755326597,92,17503,194,285,99970,30
39,avg-run,10000,true,uniform,READ,1071173,10330059,5765633,5724616,572248,12,0,0,0,0,169,880,2462079,13246037,98864657,517224769,25890174,1501537,351836977831,369593443,41381370,4357204,1,0,0,0,0,13491,7412.348973389667,100000,130.15887,90,19727,173,279,100000
40,extend,10000,true,uniform,EXTEND,65838303,343364056,141752457,139415913,6052723,4000398,5784017,0,0,0,169,883,2464058,13322632,99401130,518709108,26031853,1509675,353331480553,371062311,41595628,4357204,0,0,0,0,1,164263,608.7798226015597,99961,1634.9304828883264,538,109439,1882,5903,99961,39
40,run,10000,true,uniform,READ,67235255,346850049,144461629,142114108,6052725,4000409,5784019,0,0,0,169,883,2464058,13324851,99414193,520094034,26031853,1509675,353333481180,371073615,41596207,4357204,1,0,0,0,0,18699,5347.87956575218,99974,182.2786124392342,106,16295,234,318,99974,26
40,reference,10000,true,uniform,READ,68696,12074411,4960667,4051629,10181,12,62,0,0,0,169,883,2464058,13324851,99414193,520095853,26031853,1509675,353333481180,371073615,41596207,4357204,1,0,0,0,0,3873,25819.777949909632,100000,34.27724,20,12943,47,83,100000
40,clean-run,10000,true,uniform,READ,503128,5092122,2698083,2687999,268693,1,0,0,0,0,169,884,2465079,13331179,99555852,520801449,26077764,1509737,353784971575,371598080,41597193,4407892,1,0,0,0,0,14549,6873.324627122139,99964,140.4427593933816,89,22591,181,259,99964,36
40,avg-run,10000,true,uniform,READ,1096712,10380844,5830681,5789664,578706,5,0,0,0,0,169,885,2466709,13339436,99689442,521437483,26077764,1509737,354241116448,372268374,41597211,4407892,1,0,0,0,0,15242,6560.818790185015,100000,147.48734,106,15103,186,331,100000
41,extend,10000,true,uniform,EXTEND,69059538,353020476,147849998,145457536,6320539,4100405,6045583,0,0,0,169,888,2468722,13416541,100170381,522957504,26217739,1517864,355839261772,373697820,41833740,4407892,0,0,0,0,1,165396,604.6095431570292,99974,1646.3567527557166,576,83903,1912,7679,99974,26
41,run,10000,true,uniform,READ,70477792,356471656,150620000,148217456,6320539,4100405,6045583,0,0,0,169,888,2468722,13420996,100220695,524372322,26217739,1517864,355840715238,373701723,41834040,4407892,1,0,0,0,0,18553,5389.9638872419555,99981,180.45634670587413,99,17487,235,343,99981,19
41,reference,10000,true,uniform,READ,70523,12375230,5085497,4152915,10181,12,62,0,0,0,169,888,2468722,13421106,100233771,524374047,26217739,1517864,355840715238,373701723,41834040,4407892,1,0,0,0,0,3916,25536.26149131767,100000,34.46423,17,12575,46,81,100000
41,clean-run,10000,true,uniform,READ,524456,5117380,2760405,2749447,274943,1,0,0,0,0,169,890,2471436,13423845,100420682,525108838,26270600,1520448,356303070923,374238997,41835031,4407892,1,0,0,0,0,15181,6587.181345102431,99970,146.83841152345704,97,18591,194,270,99970,30
41,avg-run,10000,true,uniform,READ,1088210,10356393,5891849,5850835,584943,5,0,0,0,0,169,891,2471511,13434579,100572884,525740495,26292737,1526928,357096085735,375123456,41944203,4407892,1,0,0,0,0,15755,6347.19136781974,100000,152.65391,111,18351,194,289,100000
42,extend,10000,true,uniform,EXTEND,72619907,362991899,154083422,151635098,6594397,4200410,6313470,0,0,0,169,893,2473839,13511765,101121376,527281615,26410751,1531251,358576545333,376608853,42165128,4407892,0,0,0,0,1,162350,615.9531875577457,99972,1615.7426079302204,533,140543,1983,5127,99972,28
42,run,10000,true,uniform,READ,74058714,366458815,156913032,154451378,6594397,4200410,6313470,0,0,0,169,893,2473899,13516969,101181770,528717929,26463867,1533283,358576766021,376611411,42165148,4407892,1,0,0,0,0,19457,5139.538469445444,99970,189.66387916374913,102,18895,244,344,99970,30
42,reference,10000,true,uniform,READ,72354,12676045,5210327,4254201,10181,12,62,0,0,0,169,893,2473899,13517126,101197556,528721247,26463867,1533283,358576766021,376611411,42165148,4407892,1,0,0,0,0,3865,25873.2212160414,100000,33.90506,17,13679,47,86,100000
42,clean-run,10000,true,uniform,READ,541242,5147936,2821294,2810336,280914,1,0,0,0,0,169,894,2476331,13520006,101329103,529474131,26463953,1535964,359103584227,377319402,42183866,4457159,1,0,0,0,0,15441,6476.264490641798,99976,149.53529847163318,102,19183,197,293,99976,24
42,avg-run,10000,true,uniform,READ,1105577,10386372,5952738,5911724,590914,5,0,0,0,0,169,895,2478218,13528399,101461916,530107870,26463953,1535964,359579481544,377956245,42185852,4457159,1,0,0,0,0,16053,6229.365227683299,100000,155.60877,112,16767,202,341,100000
43,extend,10000,true,uniform,EXTEND,76231407,373023620,160445584,157944724,6873270,4300421,6586855,0,0,0,169,898,2480392,13606232,102038434,531702373,26601718,1542953,361211649912,379482936,42417743,4457159,0,0,0,0,1,165718,603.4347506004176,99967,1649.693398821611,525,120383,1919,6755,99967,33
43,run,10000,true,uniform,READ,77715575,376485181,163329849,160815469,6873270,4300421,6586855,0,0,0,169,898,2480694,13611378,102106727,533183747,26601718,1542953,361212176998,379485735,42417835,4457159,1,0,0,0,0,19505,5126.890540886952,99955,190.2893402030914,116,17647,246,362,99955,45
43,reference,10000,true,uniform,READ,74185,12976860,5335157,4355487,10181,12,62,0,0,0,169,898,2480756,13611507,102122564,533187019,26601718,1542953,361212177048,379485736,42417835,4457159,1,0,0,0,0,4282,23353.57309668379,100000,38.20024,21,11463,51,101,100000
43,clean-run,10000,true,uniform,READ,561923,5170708,2876029,2865071,286402,1,0,0,0,0,169,899,2483339,13614421,102249948,533966398,26663250,1545745,361750613818,380208242,42435261,4507183,1,0,0,0,0,15507,6448.700586831754,99980,150.45451090218043,100,16031,201,314,99980,20
43,avg-run,10000,true,uniform,READ,1126395,10408988,6007473,5966459,596402,5,0,0,0,0,169,900,2484519,13622941,102382222,534599820,26663250,1545745,362236458216,380844890,42437182,4507183,1,0,0,0,0,15939,6273.919317397578,100000,154.78668,112,16095,196,281,100000
44,extend,10000,true,uniform,EXTEND,79928106,383070764,166926078,164371425,7157031,4400447,6865618,0,0,0,169,903,2487102,13701231,102952818,536229572,26798209,1552356,363921421165,382399339,42678252,4507183,0,0,0,0,1,166640,600.096015362458,99971,1658.8815056366345,658,74367,1945,7195,99971,29
44,run,10000,true,uniform,READ,81447395,386530860,169861269,167293802,7157031,4400447,6865618,0,0,0,169,903,2487229,13703206,102961354,537746076,26798209,1552356,363922043940,382403668,42678343,4507183,1,0,0,0,0,19356,5166.35668526555,99970,188.97853356006803,111,16383,235,357,99970,30
44,reference,10000,true,uniform,READ,76016,13277675,5459987,4456773,10181,12,62,0,0,0,169,903,2487266,13703206,102961354,537749476,26798209,1552356,363922043940,382403668,42678343,4507183,1,0,0,0,0,3287,30422.878004259204,100000,28.29701,21,11951,38,70,100000
44,clean-run,10000,true,uniform,READ,583491,5190373,2924975,2914891,291400,1,0,0,0,0,169,904,2487508,13712437,103140785,538556294,26862241,1552377,364420271997,383036286,42679332,4559417,1,0,0,0,0,15796,6330.7166371233225,99960,153.08487394957984,101,16463,197,312,99960,40
44,avg-run,10000,true,uniform,READ,1194364,10508319,6057574,6016557,601413,5,0,0,0,0,169,905,2489481,13721114,103305824,539188336,26888700,1556764,364914035376,383667223,42679344,4559417,1,0,0,0,0,16045,6232.4711748208165,100000,155.56457,111,16767,203,305,100000
45,extend,10000,true,uniform,EXTEND,83569069,392933061,173515642,170909485,7445503,4500464,7149323,0,0,0,169,909,2491571,13800821,103891762,540823012,27026300,1563417,366683692968,385374853,42972160,4559417,0,0,0,0,1,170288,587.2404397256413,99973,1695.0786412331329,616,73727,1991,7871,99973,27
45,run,10000,true,uniform,READ,85072243,396364152,176498609,173880105,7445503,4500464,7149323,0,0,0,169,909,2491601,13802816,103899988,542320195,27026300,1563417,366699242818,385378708,42975610,4559417,1,0,0,0,0,19453,5140.595280933532,99967,189.99422809527144,116,16719,238,327,99967,33
45,reference,10000,true,uniform,READ,77847,13578490,5584817,4558059,10181,12,62,0,0,0,169,909,2491601,13802817,103899988,542326001,27026300,1563417,366699242818,385378708,42975610,4559417,1,0,0,0,0,3811,26239.832065074785,100000,33.37707,21,11591,47,84,100000
45,clean-run,10000,true,uniform,READ,597216,5214162,2973402,2962444,296167,1,0,0,0,0,169,910,2492329,13805518,104020667,543145168,27051875,1563437,367204381064,385958197,42976597,4611576,1,0,0,0,0,15948,6270.378730875344,99964,154.58927213796966,99,21519,197,320,99964,36
45,avg-run,10000,true,uniform,READ,1162695,10451195,6104846,6063832,606167,5,0,0,0,0,169,911,2493561,13814457,104196900,543779045,27073520,1567187,367708128064,386589132,42976609,4611576,1,0,0,0,0,16521,6052.902366684825,100000,160.28211,118,18975,209,330,100000
46,extend,10000,true,uniform,EXTEND,87221532,402792204,180206540,177549813,7738082,4600476,7437588,0,0,0,169,915,2495496,13894133,104773206,545399325,27207948,1573803,369487903244,388300017,43295027,4611576,0,0,0,0,1,170069,587.9966366592383,99968,1693.4416613316262,588,123199,2008,7883,99968,32
46,run,10000,true,uniform,READ,88729834,406216771,183231905,180563412,7738082,4600476,7437588,0,0,0,169,915,2495496,13896249,104781818,546903689,27207948,1573803,369500709140,388304030,43297923,4611576,1,0,0,0,0,19777,5056.378621631187,99970,192.97174152245674,115,16719,238,373,99970,30
46,reference,10000,true,uniform,READ,79678,13879305,5709647,4659345,10181,12,62,0,0,0,169,915,2495496,13896250,104781818,546907476,27207948,1573803,369500709140,388304030,43297923,4611576,1,0,0,0,0,3465,28860.02886002886,100000,30.23176,21,12111,40,77,100000
46,clean-run,10000,true,uniform,READ,615583,5232075,3017031,3006073,300481,1,0,0,0,0,169,916,2496198,13898821,104910678,547745115,27235957,1573820,370016415371,388892159,43298909,4664874,1,0,0,0,0,16004,6248.437890527368,99977,155.2308731008132,102,17983,194,326,99977,23
46,avg-run,10000,true,uniform,READ,1183071,10467317,6148491,6107477,610481,5,0,0,0,0,169,918,2497008,13909002,105103283,548383298,27254593,1577452,370530150857,389523094,43298918,4664874,1,0,0,0,0,16579,6031.726883406719,100000,160.94203,115,15791,204,289,100000
47,extend,10000,true,uniform,EXTEND,90909361,412665710,186991446,184285311,8034881,4700479,7730172,0,0,0,169,921,2498485,13990206,105664474,550024428,27386930,1586410,372362101503,391254973,43620947,4664874,0,0,0,0,1,173428,576.6081601586826,99959,1727.0512710211187,615,129599,2025,8687,99959,41
47,run,10000,true,uniform,READ,92444627,416090501,190059303,187342363,8034881,4700479,7730172,0,0,0,169,921,2498485,13992424,105673727,551553041,27386930,1586410,372370209941,391259110,43622837,4664874,1,0,0,0,0,20174,4956.875185882819,99976,197.05106225494117,114,17279,246,360,99976,24
47,reference,10000,true,uniform,READ,81509,14180120,5834477,4760631,10181,12,62,0,0,0,169,921,2498485,13992425,105673727,551560445,27386930,1586410,372370209941,391259110,43622837,4664874,1,0,0,0,0,3792,26371.308016877636,100000,33.25659,18,11927,47,79,100000
47,clean-run,10000,true,uniform,READ,631949,5249947,3057310,3046352,304696,1,0,0,0,0,169,922,2499204,13995119,105802625,552420966,27421000,1586455,372896473910,391855680,43623823,4720887,1,0,0,0,0,16401,6097.189195780745,99955,159.48233705167326,103,16303,203,320,99955,45
47,avg-run,10000,true,uniform,READ,1196947,10487620,6188769,6147755,614696,5,0,0,0,0,169,924,2499878,14006267,106039987,553054764,27437733,1591488,373420565052,392486618,43623906,4720887,1,0,0,0,0,16757,5967.655308229397,100000,162.56988,121,17871,207,328,100000
48,extend,10000,true,uniform,EXTEND,94667696,422562736,193868557,191114936,8335561,4800496,8026851,0,0,0,169,927,2501121,14085895,106573708,554731307,27583723,1595322,375328219484,394242043,43960585,4720887,0,0,0,0,1,168487,593.5176007644507,99973,1677.081812089264,530,72959,2000,6875,99973,27
48,run,10000,true,uniform,READ,96235485,425985853,196976591,194212587,8335561,4800496,8026851,0,0,0,169,927,2501121,14088064,106584086,556288875,27583723,1595322,375333490536,394246931,43961816,4720887,1,0,0,0,0,19592,5104.124132298897,99972,191.41369583483376,116,16031,244,329,99972,28
48,reference,10000,true,uniform,READ,83340,14480935,5959307,4861917,10181,12,62,0,0,0,169,927,2501121,14088065,106584086,556299564,27583723,1595322,375333490586,394246932,43961816,4720887,1,0,0,0,0,3900,25641.02564102564,100000,34.63113,21,13039,46,74,100000
48,clean-run,10000,true,uniform,READ,653016,5264658,3098317,3088233,308697,1,0,0,0,0,169,928,2501813,14096688,106756586,557181754,27624700,1595373,375870284494,394851514,43962802,4776392,1,0,0,0,0,16287,6139.86615091791,99970,158.3034510353106,107,21119,202,300,99970,30
48,avg-run,10000,true,uniform,READ,1258055,10568743,6230915,6189898,618710,5,0,0,0,0,169,930,2502130,14108126,107030101,557819375,27641137,1601977,376407491057,395535389,43962878,4776392,1,0,0,0,0,16236,6159.152500615915,100000,157.81369,119,17199,199,303,100000
49,extend,10000,true,uniform,EXTEND,98509629,432487794,200832909,198032646,8640043,4900503,8327434,0,0,0,169,933,2503271,14187477,107549973,559539160,27771976,1611005,378446097761,397312436,44323508,4776392,0,0,0,0,1,169779,589.0009954116822,99963,1690.9844642517733,531,147711,1991,7939,99963,37
49,run,10000,true,uniform,READ,100127357,435911089,203979805,201169340,8640043,4900503,8327434,0,0,0,169,933,2503271,14189796,107561333,561149131,27771976,1611005,378448311537,397318106,44323986,4776392,1,0,0,0,0,19854,5036.768409388536,99979,194.01911401394293,114,16271,236,353,99979,21
49,reference,10000,true,uniform,READ,85171,14781750,6084137,4963203,10181,12,62,0,0,0,169,933,2503271,14189798,107563146,561158227,27771976,1611005,378448311537,397318106,44323986,4776392,1,0,0,0,0,3818,26191.723415400735,100000,33.5576,21,12295,44,73,100000
49,clean-run,10000,true,uniform,READ,671882,5278658,3135875,3125791,312596,1,0,0,0,0,169,935,2507897,14196780,107772600,562069602,27827230,1611058,378996099465,397930500,44325053,4776441,1,0,0,0,0,16849,5935.070330583418,99970,163.63818145443634,111,18911,212,332,99970,30
49,avg-run,10000,true,uniform,READ,1344853,10747517,6268490,6227473,622609,5,0,0,0,0,169,936,2508005,14209554,108008794,562790927,27858603,1618030,379877179903,398850486,44436920,4776442,1,0,0,0,0,16460,6075.334143377886,100000,159.65272,116,19743,200,335,100000
50,extend,10000,true,uniform,EXTEND,102582859,442601576,207883854,205037312,8948714,5000515,8631948,0,0,0,169,939,2510732,14291476,108619506,564571388,28023953,1632495,381743932154,400501485,44711463,4776442,0,0,0,0,1,175973,568.2689958118575,99979,1752.265375728903,692,152191,2028,9255,99979,21
50,run,10000,true,uniform,READ,104246397,446037070,211071537,208214936,8948714,5000515,8631948,0,0,0,169,940,2510752,14296522,108686506,566232756,28023953,1632495,381744719394,400506913,44711583,4776442,1,0,0,0,0,20212,4947.555907381753,99958,197.71959222873608,115,15543,251,365,99958,42
50,reference,10000,true,uniform,READ,87002,15082565,6208967,5064489,10181,12,62,0,0,0,169,940,2510798,14296677,108697813,566235065,28023953,1632495,381744719394,400506913,44711583,4776442,1,0,0,0,0,4171,23975.065931431312,100000,37.32517,21,11639,49,97,100000
50,clean-run,10000,true,uniform,READ,689487,5295436,3178028,3167944,316753,1,0,0,0,0,169,942,2515068,14305246,108917485,567166566,28033685,1636177,382532357516,401317127,44786235,4776522,1,0,0,0,0,16525,6051.437216338881,99969,160.55752283207795,109,16959,215,304,99969,31
50,avg-run,10000,true,uniform,READ,1370593,10780691,6310626,6269609,626766,5,0,0,0,0,169,943,2515136,14315519,109056895,567889638,28066303,1639615,383088939178,401991348,44786289,4776522,1,0,0,0,0,16449,6079.396923825157,100000,159.62589,117,18255,202,280,100000
51,extend,10000,true,uniform,EXTEND,106568436,452572079,215027613,212124353,9261779,5100530,8940738,0,0,0,169,946,2516574,14397398,109616480,569680112,28199230,1655736,385011935971,403624981,45069593,4776522,0,0,0,0,1,176343,567.0766630940836,99971,1756.3745086074962,630,137599,1992,8863,99971,29
51,run,10000,true,uniform,READ,108215123,455981672,218259322,215345172,9261779,5100530,8940738,0,0,0,169,946,2516638,14399649,109626521,571317170,28199230,1655736,385013445949,403630173,45069902,4776522,1,0,0,0,0,20560,4863.813229571984,99969,200.758595164501,113,18367,243,334,99969,31
51,reference,10000,true,uniform,READ,88838,15383448,6334687,5165789,10181,12,62,0,0,0,169,946,2516644,14399650,109626521,571327071,28199230,1655736,385013445949,403630173,45069902,4776522,1,0,0,0,0,4221,23691.06846718787,100000,37.47303,21,11239,48,78,100000
51,clean-run,10000,true,uniform,READ,710584,5309490,3222747,3211789,321028,1,0,0,0,0,169,948,2517172,14402403,109768525,572282021,28261256,1657141,385582143226,404259453,45070940,4835823,1,0,0,0,0,17014,5877.512636652169,99971,165.6132378389733,113,16831,213,292,99971,29
51,avg-run,10000,true,uniform,READ,1358400,10740651,6354208,6313194,631028,5,0,0,0,0,169,949,2517247,14415790,110033021,573003730,28295435,1662590,386146178376,404890389,45070997,4835823,1,0,0,0,0,17536,5702.554744525547,100000,170.58698,125,17967,216,340,100000
52,extend,10000,true,uniform,EXTEND,110588758,462541770,222266162,219315246,9579571,5200539,9254098,0,0,0,169,952,2518618,14496992,110574509,574794367,28422866,1676748,388209132968,406714131,45433481,4835823,0,0,0,0,1,173929,574.9472485899419,99965,1731.654499074676,584,93759,2005,8407,99965,35
52,run,10000,true,uniform,READ,112270787,465955095,225541258,222580132,9579571,5200539,9254098,0,0,0,169,952,2518784,14499602,110586490,576472829,28422866,1676748,388211029799,406720684,45433863,4835823,1,0,0,0,0,21603,4628.986714808128,99974,211.3263448496609,130,17775,262,381,99974,26
52,reference,10000,true,uniform,READ,90679,15684471,6459613,5267171,10181,12,62,0,0,0,169,952,2518816,14499603,110593476,576477980,28422866,1676748,388211029799,406720684,45433863,4835823,1,0,0,0,0,4096,24414.0625,100000,36.06063,17,12855,48,83,100000
52,clean-run,10000,true,uniform,READ,728284,5320862,3265028,3254944,325460,1,0,0,0,0,169,954,2523508,14507818,110815451,577453965,28486917,1676901,388790591080,407358839,45434943,4835823,1,0,0,0,0,17816,5612.932195779075,99970,173.12751825547664,118,16623,225,336,99970,30
52,avg-run,10000,true,uniform,READ,1407460,10798472,6397858,6356841,635473,12,0,0,0,0,169,955,2523612,14526488,111081281,578178822,28519084,1683656,389695522178,408287409,45550440,4835823,1,0,0,0,0,16986,5887.201224537855,100000,164.88046,112,20623,210,349,100000
53,extend,10000,true,uniform,EXTEND,114846352,472743066,229604530,226606810,9902026,5300559,9571902,0,0,0,169,959,2526519,14609391,111667758,580033936,28681843,1697049,391684824567,409978562,45841782,4835823,0,0,0,0,1,176629,566.1584451024464,99976,1758.5573137553013,870,127423,2093,8039,99976,24
53,run,10000,true,uniform,READ,116586729,476165202,232926381,229917883,9902026,5300559,9571902,0,0,0,169,959,2526519,14611934,111679378,581762617,28681843,1697049,391696715779,409985257,45844531,4835823,1,0,0,0,0,21915,4563.084645220169,99960,214.4309523809524,125,18159,270,368,99960,40
53,reference,10000,true,uniform,READ,92540,15985326,6585332,5368470,10181,12,62,0,0,0,169,959,2526519,14611934,111679378,581775025,28681843,1697049,391696715779,409985257,45844531,4835823,1,0,0,0,0,3550,28169.014084507042,100000,31.01594,21,12855,42,82,100000
53,clean-run,10000,true,uniform,READ,745562,5335797,3313103,3302145,330111,1,0,0,0,0,169,961,2526911,14615383,111826568,582776858,28718969,1697097,392286581382,410632725,45845563,4896167,1,0,0,0,0,17608,5679.236710586098,99971,171.117193986256,120,16863,219,316,99971,29
53,avg-run,10000,true,uniform,READ,1384494,10682963,6444563,6403549,640111,5,0,0,0,0,169,962,2526999,14630699,112097924,583491670,28754377,1702319,392870570780,411263662,45845610,4896167,1,0,0,0,0,17515,5709.391949757351,100000,170.38058,121,17439,217,307,100000
54,extend,10000,true,uniform,EXTEND,119066176,482779418,237045500,234000379,10229522,5400580,9894395,0,0,0,169,966,2528865,14714534,112665447,585395624,28909207,1717051,395204480958,413140285,46231833,4896167,0,0,0,0,1,179136,558.2350839585566,99977,1783.5069666023185,565,192639,2067,8759,99977,23
54,run,10000,true,uniform,READ,120848771,486187054,240418132,237362883,10229522,5400580,9894395,0,0,0,169,966,2528865,14718316,112703027,587172914,28909207,1717051,395214030558,413147025,46234102,4896167,1,0,0,0,0,22178,4508.972855983407,99979,216.80648936276617,118,17695,265,411,99979,21
54,reference,10000,true,uniform,READ,94380,16286205,6711052,5469770,10181,12,62,0,0,0,169,966,2528865,14718427,112715073,587176132,28909207,1717051,395214030558,413147025,46234102,4896167,1,0,0,0,0,3659,27329.87154960372,100000,32.09023,18,12207,45,90,100000
54,clean-run,10000,true,uniform,READ,765853,5342235,3361575,3351491,335114,1,0,0,0,0,169,968,2530726,14726866,112945293,588204621,28950259,1718501,395814504921,413804515,46235126,4896167,1,0,0,0,0,17972,5564.210994880926,99964,174.80920131247248,123,17215,219,308,99964,36
54,avg-run,10000,true,uniform,READ,1433465,10735515,6494189,6453172,645127,5,0,0,0,0,169,969,2530818,14742519,113183991,588917629,28981421,1723455,396800164968,414750347,46363256,4896167,1,0,0,0,0,16870,5927.682276229994,100000,164.16181,120,17503,208,316,100000
55,extend,10000,true,uniform,EXTEND,123375406,492811373,244598923,241497482,10562385,5500593,10222149,0,0,0,169,973,2532240,14827362,113751392,590845052,29132693,1733413,398931952330,416433223,46689920,4896167,0,0,0,0,1,180171,555.0282786907993,99969,1794.1415638848043,547,216319,2075,9519,99969,31
55,run,10000,true,uniform,READ,125149574,496207912,248022156,244910359,10562385,5500593,10222149,0,0,0,169,973,2532240,14830005,113762791,592614983,29132693,1733413,398935007408,416439566,46690599,4896167,1,0,0,0,0,22302,4483.902788987535,99975,217.9800350087522,126,18127,268,382,99975,25
55,reference,10000,true,uniform,READ,96207,16587024,6835882,5571056,10181,12,62,0,0,0,169,973,2532240,14830006,113762791,592619730,29132693,1733413,398935007408,416439566,46690599,4896167,1,0,0,0,0,3955,25284.450063211127,100000,34.83985,21,11407,47,78,100000
55,clean-run,10000,true,uniform,READ,783012,5355254,3412431,3402347,340223,1,0,0,0,0,169,975,2532886,14837274,113990326,593666659,29190340,1734618,399546498059,417107287,46691675,4897279,1,0,0,0,0,18233,5484.56096089508,99969,177.48680090828157,112,20159,224,313,99969,31
55,avg-run,10000,true,uniform,READ,1448191,10742399,6545046,6504029,650236,5,0,0,0,0,169,976,2533069,14852052,114256128,594379455,29224595,1741167,400460458035,418030274,46812503,4897289,1,0,0,0,0,17501,5713.959202331295,100000,170.10703,125,29199,221,357,100000
56,extend,10000,true,uniform,EXTEND,127856383,503053972,252264740,249116283,10900708,5600607,10555147,0,0,0,169,980,2535325,14935668,114897617,596315490,29380233,1751597,402542008948,419804274,47127797,4897289,0,0,0,0,1,177916,562.062996020594,99970,1771.895588676603,546,190847,2077,7731,99970,30
56,run,10000,true,uniform,READ,129658189,506459729,255740199,252580634,10900708,5600607,10555147,0,0,0,169,980,2535325,14938002,114909305,598109156,29380233,1751597,402547535593,419811009,47129067,4897289,1,0,0,0,0,22342,4475.875033569063,99955,218.56531439147616,124,18735,271,394,99955,45
56,reference,10000,true,uniform,READ,98071,16887879,6961602,5672356,10181,12,62,0,0,0,169,980,2535325,14938004,114909305,598117670,29380233,1751597,402547535593,419811009,47129067,4897289,1,0,0,0,0,3605,27739.251040221912,100000,31.36019,18,13639,42,76,100000
56,clean-run,10000,true,uniform,READ,796605,5364714,3465796,3454838,345548,1,0,0,0,0,169,982,2535937,14941210,115067004,599181858,29428202,1751632,403169421589,420489395,47130095,4961331,1,0,0,0,0,18118,5519.372999227287,99968,176.3669774327785,122,19215,224,335,99968,32
56,avg-run,10000,true,uniform,READ,1434515,10712902,6597256,6556242,655548,5,0,0,0,0,169,983,2536010,14954139,115330791,599896775,29461466,1755812,403783399651,421120331,47130140,4961331,1,0,0,0,0,18098,5525.472427892585,100000,176.31076,130,17135,223,343,100000
57,extend,10000,true,uniform,EXTEND,132230540,513137496,260046636,256850118,11244476,5700624,10893482,0,0,0,169,987,2538117,15039302,115927275,601854678,29610252,1767073,406217612002,423053409,47539449,4961331,0,0,0,0,1,181054,552.3214068730875,99973,1803.1041381172918,559,147839,2113,9135,99973,27
57,run,10000,true,uniform,READ,134049499,516534133,263576957,260370261,11244476,5700624,10893482,0,0,0,169,987,2538117,15042453,115951276,603664740,29610252,1767073,406221526255,423060242,47540338,4961331,1,0,0,0,0,22171,4510.3964638491725,99966,216.81937858872016,128,19727,264,358,99966,34
57,reference,10000,true,uniform,READ,99902,17188694,7086432,5773642,10181,12,62,0,0,0,169,987,2538117,15042572,115964739,603671534,29610252,1767073,406221526255,423060242,47540338,4961331,1,0,0,0,0,4064,24606.299212598424,100000,35.93482,21,12039,49,102,100000
57,clean-run,10000,true,uniform,READ,809746,5372264,3520572,3510488,350981,1,0,0,0,0,169,989,2540032,15049991,116206241,604751424,29666737,1767808,406854375633,423749667,47541402,4961410,1,0,0,0,0,18607,5374.321491911646,99975,181.16740185046262,125,21055,232,328,99975,25
57,avg-run,10000,true,uniform,READ,1474794,10758610,6653187,6612170,660994,5,0,0,0,0,169,990,2540132,15064281,116446119,605469146,29698212,1772504,407833175598,424687640,47667749,4961413,1,0,0,0,0,17442,5733.287467033597,100000,169.39619,118,23919,218,315,100000
58,extend,10000,true,uniform,EXTEND,136655212,523218283,267950743,264697860,11593914,5800639,11237259,0,0,0,169,994,2541793,15149188,117044323,607446932,29845692,1785835,410006567659,426434956,47995781,4961413,0,0,0,0,1,181147,552.0378477148394,99971,1803.5516299726921,597,225023,2115,9159,99971,29
58,run,10000,true,uniform,READ,138477248,526601324,271537303,268274074,11593914,5800639,11237259,0,0,0,169,994,2541879,15151719,117055874,609262334,29845692,1785835,410008292624,426441380,47996119,4961413,1,0,0,0,0,20867,4792.2557147649395,99967,204.14704852601358,115,17679,247,375,99967,33
58,reference,10000,true,uniform,READ,101812,17490895,7212918,5875628,10181,12,62,0,0,0,169,994,2541898,15151720,117055874,609269751,29845692,1785835,410008292624,426441380,47996119,4961413,1,0,0,0,0,3465,28860.02886002886,100000,29.99835,21,13127,41,75,100000
58,clean-run,10000,true,uniform,READ,824525,5381635,3578624,3567666,356642,1,0,0,0,0,169,996,2542262,15155255,117247872,610365397,29909462,1786407,410651572921,427142110,47997134,5026521,1,0,0,0,0,16726,5978.715771852206,99964,162.71701812652555,106,17327,202,298,99964,36
58,avg-run,10000,true,uniform,READ,1464195,10728063,6710084,6669070,666642,5,0,0,0,0,169,997,2542335,15170384,117524454,611081758,29941348,1791700,411285515473,427773047,47997179,5026521,1,0,0,0,0,17921,5580.0457563752025,100000,174.27885,127,19823,219,307,100000
59,extend,10000,true,uniform,EXTEND,141093908,533313498,275977532,272678530,11948959,5900630,11586633,0,0,0,169,1001,2544106,15254026,118085743,613070906,30090337,1804837,413642486172,429742975,48411349,5026521,0,0,0,0,1,179703,556.4737372219718,99958,1789.5089837731848,547,203263,2032,10167,99958,42
