Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,page_cache_hits,page_cache_faults,transaction_commits,transaction_rollbacks,nodes_created,nodes_deleted,relationships_created,relationships_deleted,properties_set,index_hits,index_misses,lock_acquisition_time,lock_wait_time,checkpoint_total_time,checkpoint_total_events,log_rotation_events,log_appended_bytes,log_rotation_total_time,transaction_started,transaction_peak_concurrent,transaction_active,transaction_terminated,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK
58,extend,29000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1939,257.86487880350694,500,2948.566,1465,22591,4523,5339,500
58,spread-run,29500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16058,3113.712791132146,50000,307.06616,156,21967,535,862,50000
59,extend,29500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1957,255.49310168625448,500,3004.464,1536,24399,4639,5183,500
59,spread-run,30000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16343,3059.4138163127946,50000,312.43966,149,21775,551,897,50000
60,extend,30000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1941,257.5991756826378,500,2966.368,1505,23663,4555,5343,500
60,spread-run,30500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16133,3099.2375875534617,50000,308.84342,160,22047,522,866,50000
61,extend,30500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1974,253.29280648429585,500,3039.3,1489,24079,4787,6159,500
61,spread-run,31000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16366,3055.1142612733715,50000,313.07666,159,22095,538,896,50000
62,extend,31000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1943,257.3340195573855,500,2941.902,1429,24175,4555,5195,500
62,spread-run,31500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16500,3030.3030303030305,50000,315.73846,153,21967,531,849,50000
63,extend,31500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1821,274.57440966501923,500,2715.368,1203,20799,4331,4827,500
63,spread-run,32000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16321,3063.5377734207464,50000,312.21344,155,22671,522,899,50000
64,extend,32000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1933,258.6652871184687,500,2952.314,1523,20287,4559,5131,500
64,spread-run,32500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16351,3057.9169469757203,50000,312.93152,151,22095,554,886,50000
65,extend,32500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1933,258.6652871184687,500,2952.11,1519,19775,4655,5039,500
65,spread-run,33000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16411,3046.7369447321917,50000,314.04958,158,23023,552,885,50000
66,extend,33000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1948,256.6735112936345,500,2979.414,1509,19903,4607,5415,500
66,spread-run,33500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16531,3024.6204101385274,50000,316.3717,156,21951,585,907,50000
67,extend,33500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1931,258.9331952356292,500,2958.878,1427,19055,4579,5291,500
67,spread-run,34000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16460,3037.667071688943,50000,314.86798,149,21599,531,898,50000
68,extend,34000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1957,255.49310168625448,500,2994.618,1512,20703,4615,5371,500
68,spread-run,34500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16041,3117.0126550713794,50000,306.89218,154,22303,527,861,50000
69,extend,34500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1955,255.7544757033248,500,2974.014,1386,21151,4639,5195,500
69,spread-run,35000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16428,3043.5841246652058,50000,314.5551,154,21871,545,859,50000
70,extend,35000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1967,254.19420437214032,500,2983.83,1473,19183,4607,5175,500
70,spread-run,35500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16117,3102.31432648756,50000,308.4435,153,21055,528,872,50000
71,extend,35500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1941,257.5991756826378,500,2970.004,1437,19775,4607,5263,500
71,spread-run,36000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16169,3092.3371884470284,50000,309.30372,152,22255,506,863,50000
72,extend,36000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1949,256.5418163160595,500,2987.12,1468,31599,4567,5235,500
72,spread-run,36500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16236,3079.5762503079577,50000,310.5626,151,21663,528,884,50000
73,extend,36500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1954,255.88536335721597,500,2971.742,1559,19983,4607,5023,500
73,spread-run,37000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16335,3060.912151821243,50000,312.69428,160,22271,534,891,50000
74,extend,37000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1955,255.7544757033248,500,2978.92,1464,19503,4675,5339,500
74,spread-run,37500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16288,3069.744597249509,50000,311.62572,158,22223,567,936,50000
75,extend,37500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1947,256.8053415511043,500,2988.718,1564,20479,4655,5355,500
75,spread-run,38000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16578,3016.0453613222344,50000,317.06062,149,20399,549,883,50000
76,extend,38000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1942,257.46652935118436,500,2961.818,1507,20239,4623,5243,500
76,spread-run,38500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16417,3045.6234391179873,50000,313.96494,149,20255,571,907,50000
77,extend,38500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1929,259.2016588906169,500,2954.938,1506,20575,4599,5131,500
77,spread-run,39000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16100,3105.590062111801,50000,307.67244,148,21679,567,890,50000
78,extend,39000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1945,257.0694087403599,500,2963.762,1387,21055,4647,4967,500
78,spread-run,39500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16656,3001.9212295869356,50000,318.64276,158,22191,565,884,50000
79,extend,39500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1937,258.1311306143521,500,2966.126,1523,21007,4599,5303,500
79,spread-run,40000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16530,3024.8033877797943,50000,316.12694,146,22543,559,884,50000
80,extend,40000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1957,255.49310168625448,500,2998.386,1476,20047,4731,5315,500
80,spread-run,40500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16102,3105.204322444417,50000,308.364,152,22303,534,873,50000
81,extend,40500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1918,260.6882168925965,500,2929.186,1448,19407,4531,5027,500
81,spread-run,41000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16204,3085.657862256233,50000,309.92518,153,21551,512,886,50000
82,extend,41000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1918,260.6882168925965,500,2973.818,1504,23567,4619,5263,500
82,spread-run,41500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16358,3056.608387333415,50000,313.051,138,21615,564,882,50000
83,extend,41500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1940,257.7319587628866,500,2968.514,1585,22303,4603,5191,500
83,spread-run,42000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16421,3044.881554107545,50000,314.03388,161,22063,531,871,50000
84,extend,42000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1946,256.9373072970195,500,2974.896,1521,23567,4603,5255,500
84,spread-run,42500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16234,3079.9556486386596,50000,310.47194,155,21759,526,901,50000
85,extend,42500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1925,259.7402597402597,500,2945.666,1507,22175,4551,5367,500
85,spread-run,43000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16407,3047.479734259767,50000,314.11868,155,21247,552,877,50000
86,extend,43000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1942,257.46652935118436,500,2961.01,1473,22255,4547,5263,500
86,spread-run,43500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16298,3067.8610872499694,50000,311.6338,157,21007,573,860,50000
87,extend,43500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1936,258.26446280991735,500,2961.032,1519,22463,4575,5467,500
87,spread-run,44000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16272,3072.763028515241,50000,311.41802,155,21423,541,905,50000
88,extend,44000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1940,257.7319587628866,500,2963.72,1425,23231,4643,5415,500
88,spread-run,44500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16445,3040.4378230465186,50000,314.80664,150,20815,562,895,50000
89,extend,44500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1946,256.9373072970195,500,2969.946,1515,24303,4555,5387,500
89,spread-run,45000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15482,3229.5569047926624,50000,295.75756,141,21791,521,878,50000
90,extend,45000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1926,259.60539979231567,500,2937.204,1482,22655,4547,5051,500
90,spread-run,45500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16128,3100.1984126984125,50000,308.69184,159,22111,522,862,50000
91,extend,45500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1956,255.6237218813906,500,2980.454,1472,22751,4627,5203,500
91,spread-run,46000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16193,3087.753967763849,50000,309.70748,155,21007,525,891,50000
92,extend,46000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1966,254.323499491353,500,2984.05,1560,21983,4631,5255,500
92,spread-run,46500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16139,3098.085383233162,50000,308.7161,125,23119,512,897,50000
93,extend,46500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1962,254.841997961264,500,3004.488,1519,22383,4623,5363,500
93,spread-run,47000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16382,3052.1303870101333,50000,313.52154,152,21807,528,896,50000
94,extend,47000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1935,258.3979328165375,500,2962.416,1519,23855,4607,5039,500
94,spread-run,47500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16107,3104.2403923759857,50000,307.9338,144,21343,526,883,50000
95,extend,47500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1954,255.88536335721597,500,2991.402,1525,23423,4667,5315,500
95,spread-run,48000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15833,3157.9612202362155,50000,302.56856,148,42399,540,887,50000
96,extend,48000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1959,255.23226135783563,500,2991.618,1535,20767,4663,5927,500
96,spread-run,48500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16195,3087.3726458783576,50000,309.56178,153,21919,533,880,50000
97,extend,48500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1955,255.7544757033248,500,2983.154,1495,20319,4603,5087,500
97,spread-run,49000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16045,3116.2355874104082,50000,306.8181,151,21215,535,899,50000
98,extend,49000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1974,253.29280648429585,500,2971.462,1504,20543,4631,5619,500
98,spread-run,49500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16656,3001.9212295869356,50000,318.89786,158,22351,561,900,50000
99,extend,49500,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1946,256.9373072970195,500,2980.574,1550,19455,4627,5247,500
99,spread-run,50000,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16600,3012.0481927710844,50000,317.81414,160,21839,570,910,50000
100,extend,50000,true,uniform,INSERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1944,257.201646090535,500,2976.492,1516,20623,4707,5075,500
100,spread-run,50500,true,uniform,READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16384,3051.7578125,50000,313.15702,147,22863,555,885,50000
