Epoch,Phase,Operation,metric,source
49,extend,EXTEND,21689046574.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
50,extend,EXTEND,21828537186.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
51,extend,EXTEND,22316230291.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
52,extend,EXTEND,22839654837.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
53,extend,EXTEND,23485029185.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
54,extend,EXTEND,23769930755.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
55,extend,EXTEND,24387811631.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
56,extend,EXTEND,25318689680.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
57,extend,EXTEND,25624793528.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
58,extend,EXTEND,25334364866.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
59,extend,EXTEND,26289458903.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
60,extend,EXTEND,27261406844.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
61,extend,EXTEND,27221403780.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
62,extend,EXTEND,27187104505.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
63,extend,EXTEND,28512314871.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
64,extend,EXTEND,28627650348.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
65,extend,EXTEND,28840517149.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
66,extend,EXTEND,29658756784.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
67,extend,EXTEND,30193934462.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
68,extend,EXTEND,30656670936.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
69,extend,EXTEND,31591223209.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
70,extend,EXTEND,31751346144.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
71,extend,EXTEND,31883904725.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
72,extend,EXTEND,32658019687.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
73,extend,EXTEND,33546709981.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
74,extend,EXTEND,33824134632.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
75,extend,EXTEND,34203652233.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
76,extend,EXTEND,34073156100.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
77,extend,EXTEND,35481290046.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
78,extend,EXTEND,35934883722.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
79,extend,EXTEND,36099987531.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
80,extend,EXTEND,36788622153.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
81,extend,EXTEND,37458417004.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
82,extend,EXTEND,37674118379.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
83,extend,EXTEND,38484688544.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
84,extend,EXTEND,38873001895.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
85,extend,EXTEND,39591651769.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
86,extend,EXTEND,39592498840.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
87,extend,EXTEND,40440670988.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
88,extend,EXTEND,41277144218.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
89,extend,EXTEND,41078711338.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
90,extend,EXTEND,42434672872.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
91,extend,EXTEND,41798445703.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
92,extend,EXTEND,42687154984.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
93,extend,EXTEND,43434333832.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
94,extend,EXTEND,43369347846.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
95,extend,EXTEND,44347009480.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
96,extend,EXTEND,45142324536.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
97,extend,EXTEND,45440893984.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
98,extend,EXTEND,45997669571.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
99,extend,EXTEND,45891482908.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
100,extend,EXTEND,46482546094.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
2,reference,READ,692180122.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
3,reference,READ,1050168990.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
4,reference,READ,1492596701.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
5,reference,READ,1942047653.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
6,reference,READ,2417770960.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
7,reference,READ,2884146311.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
8,reference,READ,3419507422.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
9,reference,READ,3777181953.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
10,reference,READ,4307239552.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
11,reference,READ,4850120165.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
12,reference,READ,5165227863.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
13,reference,READ,5670143346.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
14,reference,READ,6178701594.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
15,reference,READ,6587779824.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
16,reference,READ,7025675972.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
17,reference,READ,7378333933.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
18,reference,READ,7865573462.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
19,reference,READ,8256952384.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
20,reference,READ,8701894050.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
21,reference,READ,9082549886.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
22,reference,READ,9606373898.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
23,reference,READ,9965969904.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
24,reference,READ,10243771151.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
25,reference,READ,10654971163.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
26,reference,READ,11283410722.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
27,reference,READ,11527164944.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
28,reference,READ,12053412788.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
29,reference,READ,12396959870.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
30,reference,READ,13067573453.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
31,reference,READ,13517009897.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
32,reference,READ,13639392702.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
33,reference,READ,14311733073.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
34,reference,READ,14771086492.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
35,reference,READ,15244401775.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
36,reference,READ,15654047842.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
37,reference,READ,15910246558.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
38,reference,READ,16431857949.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
39,reference,READ,17018849549.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
40,reference,READ,17347890069.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
41,reference,READ,17666057729.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
42,reference,READ,18239547730.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
43,reference,READ,18662071498.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
44,reference,READ,19540947969.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
45,reference,READ,19807166517.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
46,reference,READ,20205052645.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
47,reference,READ,20462243805.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
48,reference,READ,21443753652.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
49,reference,READ,21643331994.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
50,reference,READ,21771230066.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
51,reference,READ,22273827863.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
52,reference,READ,23041904533.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
53,reference,READ,23443936404.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
54,reference,READ,23827361554.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
55,reference,READ,24415905721.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
56,reference,READ,25357065802.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
57,reference,READ,25519272187.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
58,reference,READ,25629059914.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
59,reference,READ,26300155195.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
60,reference,READ,27026554397.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
61,reference,READ,27233592985.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
62,reference,READ,27479090731.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
63,reference,READ,28374496597.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
64,reference,READ,28642480394.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
65,reference,READ,28873499037.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
66,reference,READ,29643287684.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
67,reference,READ,30220116458.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
68,reference,READ,30670825072.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
69,reference,READ,31627542584.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
70,reference,READ,31738099310.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
71,reference,READ,31872383654.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
72,reference,READ,32683523731.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
73,reference,READ,33554340290.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
74,reference,READ,33784008871.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
75,reference,READ,34354607066.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
76,reference,READ,34060618014.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
77,reference,READ,35477239154.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
78,reference,READ,35908197349.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
79,reference,READ,36115761230.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
80,reference,READ,36804821396.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
81,reference,READ,37480986240.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
82,reference,READ,37687119028.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
83,reference,READ,38480901692.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
84,reference,READ,38871256585.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
85,reference,READ,39597056368.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
86,reference,READ,39608044936.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
87,reference,READ,40462018380.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
88,reference,READ,41286180689.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
89,reference,READ,41076025538.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
90,reference,READ,42451269571.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
91,reference,READ,41871538463.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
92,reference,READ,42566603015.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
93,reference,READ,43484676617.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
94,reference,READ,43469066382.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
95,reference,READ,44228241355.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
96,reference,READ,45206933377.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
97,reference,READ,45438560588.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
98,reference,READ,46009770730.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
99,reference,READ,45959209022.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
100,reference,READ,46523570846.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
2,run,READ,692180267.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
3,run,READ,1050168990.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
4,run,READ,1492596701.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
5,run,READ,1942018674.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
6,run,READ,2417799939.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
7,run,READ,2884146311.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
8,run,READ,3419507422.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
9,run,READ,3777181953.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
10,run,READ,4307239552.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
11,run,READ,4850096875.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
12,run,READ,5165251153.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
13,run,READ,5670143346.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
14,run,READ,6178701594.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
15,run,READ,6587779824.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
16,run,READ,7025675972.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
17,run,READ,7378333883.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
18,run,READ,7865532189.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
19,run,READ,8256993657.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
20,run,READ,8701894050.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
21,run,READ,9082549936.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
22,run,READ,9606373898.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
23,run,READ,9965969904.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
24,run,READ,10243771151.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
25,run,READ,10654971163.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
26,run,READ,11283410722.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
27,run,READ,11527164944.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
28,run,READ,12053412788.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
29,run,READ,12396959870.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
30,run,READ,13067573403.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
31,run,READ,13517009947.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
32,run,READ,13639392652.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
33,run,READ,14311733073.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
34,run,READ,14771086542.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
35,run,READ,15244401775.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
36,run,READ,15654047842.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
37,run,READ,15910246558.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
38,run,READ,16431857949.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
39,run,READ,17018849549.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
40,run,READ,17347890069.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
41,run,READ,17666057729.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
42,run,READ,18239547730.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
43,run,READ,18662071498.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
44,run,READ,19540947969.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
45,run,READ,19807166517.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
46,run,READ,20205052645.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
47,run,READ,20462243805.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
48,run,READ,21443753652.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
49,run,READ,21643331994.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
50,run,READ,21771230066.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
51,run,READ,22273827863.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
52,run,READ,23041904533.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
53,run,READ,23443936404.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
54,run,READ,23827361554.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
55,run,READ,24415881808.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
56,run,READ,25357089715.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
57,run,READ,25519272187.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
58,run,READ,25629059914.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
59,run,READ,26300155195.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
60,run,READ,27026554397.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
61,run,READ,27233592985.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
62,run,READ,27479090731.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
63,run,READ,28374496597.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
64,run,READ,28642480394.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
65,run,READ,28873499037.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
66,run,READ,29643287684.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
67,run,READ,30220116458.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
68,run,READ,30670825072.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
69,run,READ,31627542584.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
70,run,READ,31738099310.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
71,run,READ,31872383654.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
72,run,READ,32683523731.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
73,run,READ,33554340290.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
74,run,READ,33784008871.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
75,run,READ,34354607066.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
76,run,READ,34060618014.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
77,run,READ,35477239154.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
78,run,READ,35908197349.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
79,run,READ,36115761230.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
80,run,READ,36804821396.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
81,run,READ,37480986240.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
82,run,READ,37687119028.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
83,run,READ,38480901692.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
84,run,READ,38871256585.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
85,run,READ,39597056368.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
86,run,READ,39608044936.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
87,run,READ,40462018380.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
88,run,READ,41286180689.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
89,run,READ,41076025538.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
90,run,READ,42451269571.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
91,run,READ,41871538463.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
92,run,READ,42566603015.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
93,run,READ,43484676617.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
94,run,READ,43469066382.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
95,run,READ,44228241355.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
96,run,READ,45206933377.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
97,run,READ,45438560588.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
98,run,READ,46009770730.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
99,run,READ,45959209022.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
100,run,READ,46523570846.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
2,avg-run,READ,709401057.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
3,avg-run,READ,1098839274.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
4,avg-run,READ,1499351276.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
