Epoch,Phase,Operation,metric,source
47,extend,EXTEND,20587960959.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
48,extend,EXTEND,21026572107.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
49,extend,EXTEND,21642756497.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
50,extend,EXTEND,22006973974.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
51,extend,EXTEND,22784344157.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
52,extend,EXTEND,22857270875.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
53,extend,EXTEND,23320821451.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
54,extend,EXTEND,23932642306.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
55,extend,EXTEND,24438380809.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
56,extend,EXTEND,24813310340.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
57,extend,EXTEND,25596915622.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
58,extend,EXTEND,25720824649.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
59,extend,EXTEND,26567890583.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
60,extend,EXTEND,27055747118.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
61,extend,EXTEND,27542245396.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
62,extend,EXTEND,27679633692.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
63,extend,EXTEND,28628347600.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
64,extend,EXTEND,28685465222.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
65,extend,EXTEND,29687906590.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
66,extend,EXTEND,29615344459.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
67,extend,EXTEND,29959513057.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
68,extend,EXTEND,30946481324.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
69,extend,EXTEND,30881229990.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
70,extend,EXTEND,32159158346.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
71,extend,EXTEND,32077976374.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
72,extend,EXTEND,32819901462.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
73,extend,EXTEND,33093307601.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
74,extend,EXTEND,33508637724.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
75,extend,EXTEND,34334585080.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
76,extend,EXTEND,35139764549.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
77,extend,EXTEND,35207934732.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
78,extend,EXTEND,35913787027.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
79,extend,EXTEND,36167482545.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
80,extend,EXTEND,37065698498.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
81,extend,EXTEND,37593737479.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
82,extend,EXTEND,37476451741.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
83,extend,EXTEND,38529907998.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
84,extend,EXTEND,39186046838.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
85,extend,EXTEND,39852306587.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
86,extend,EXTEND,40188292927.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
87,extend,EXTEND,39873571282.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
88,extend,EXTEND,40927909804.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
89,extend,EXTEND,41319287082.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
90,extend,EXTEND,42305328427.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
91,extend,EXTEND,42471221603.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
92,extend,EXTEND,42700616531.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
93,extend,EXTEND,43385745694.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
94,extend,EXTEND,44610123812.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
95,extend,EXTEND,43717536819.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
96,extend,EXTEND,44625159951.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
97,extend,EXTEND,45714761336.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
98,extend,EXTEND,46039709295.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
99,extend,EXTEND,46586854201.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
100,extend,EXTEND,46510733500.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
2,reference,READ,696216462.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
3,reference,READ,1051235486.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
4,reference,READ,1510874968.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
5,reference,READ,1961357658.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
6,reference,READ,2423607224.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
7,reference,READ,2941786999.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
8,reference,READ,3288284584.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
9,reference,READ,3788852291.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
10,reference,READ,4289622738.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
11,reference,READ,4791643370.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
12,reference,READ,5320121629.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
13,reference,READ,5641904256.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
14,reference,READ,6037780478.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
15,reference,READ,6492920100.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
16,reference,READ,6955954099.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
17,reference,READ,7353292637.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
18,reference,READ,7678525051.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
19,reference,READ,8199064376.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
20,reference,READ,8636823517.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
21,reference,READ,9086787300.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
22,reference,READ,9480337933.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
23,reference,READ,10118322068.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
24,reference,READ,10277069186.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
25,reference,READ,10789335316.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
26,reference,READ,11333527661.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
27,reference,READ,11409970010.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
28,reference,READ,12019947341.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
29,reference,READ,12486834401.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
30,reference,READ,13095266399.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
31,reference,READ,13301436313.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
32,reference,READ,14039525956.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
33,reference,READ,14149535157.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
34,reference,READ,14711664431.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
35,reference,READ,15284014025.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
36,reference,READ,15812114440.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
37,reference,READ,15870976271.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
38,reference,READ,16481605006.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
39,reference,READ,16999392073.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
40,reference,READ,17083574102.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
41,reference,READ,18019210750.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
42,reference,READ,18429456031.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
43,reference,READ,18817270590.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
44,reference,READ,19395854944.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
45,reference,READ,19796203064.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
46,reference,READ,20369802468.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
47,reference,READ,20564053461.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
48,reference,READ,21069133504.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
49,reference,READ,21619523429.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
50,reference,READ,22022010437.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
51,reference,READ,22782285645.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
52,reference,READ,22957857558.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
53,reference,READ,23335732899.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
54,reference,READ,23903932830.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
55,reference,READ,24485402109.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
56,reference,READ,24839822581.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
57,reference,READ,25556162018.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
58,reference,READ,25731441540.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
59,reference,READ,26601446561.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
60,reference,READ,27058090691.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
61,reference,READ,27586351473.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
62,reference,READ,27681559323.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
63,reference,READ,28645974970.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
64,reference,READ,28717743507.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
65,reference,READ,29694457987.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
66,reference,READ,29635929631.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
67,reference,READ,29977721954.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
68,reference,READ,30959641560.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
69,reference,READ,30847088318.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
70,reference,READ,32174335659.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
71,reference,READ,32160008005.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
72,reference,READ,32809654265.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
73,reference,READ,33120473134.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
74,reference,READ,33502473243.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
75,reference,READ,34340667270.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
76,reference,READ,35129312540.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
77,reference,READ,35330092151.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
78,reference,READ,35958460441.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
79,reference,READ,36160596422.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
80,reference,READ,37028360390.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
81,reference,READ,37591834818.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
82,reference,READ,37458857513.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
83,reference,READ,38601404123.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
84,reference,READ,39120790629.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
85,reference,READ,39897246980.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
86,reference,READ,40168937939.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
87,reference,READ,39941074663.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
88,reference,READ,40907409004.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
89,reference,READ,41390794646.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
90,reference,READ,42283096114.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
91,reference,READ,42476191536.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
92,reference,READ,42682149610.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
93,reference,READ,43379200354.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
94,reference,READ,44672073041.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
95,reference,READ,43722794704.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
96,reference,READ,44709533440.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
97,reference,READ,45625012558.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
98,reference,READ,46057301621.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
99,reference,READ,46590250100.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
100,reference,READ,46475230546.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
2,run,READ,696216462.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
3,run,READ,1051235486.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
4,run,READ,1510874968.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
5,run,READ,1961357658.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
6,run,READ,2423607224.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
7,run,READ,2941786999.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
8,run,READ,3288284584.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
9,run,READ,3788852291.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
10,run,READ,4289622738.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
11,run,READ,4791643370.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
12,run,READ,5320121629.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
13,run,READ,5641866881.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
14,run,READ,6037817803.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
15,run,READ,6492920100.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
16,run,READ,6955928161.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
17,run,READ,7353318625.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
18,run,READ,7678525051.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
19,run,READ,8199064376.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
20,run,READ,8636823517.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
21,run,READ,9086787300.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
22,run,READ,9480337933.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
23,run,READ,10118322068.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
24,run,READ,10277069186.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
25,run,READ,10789335316.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
26,run,READ,11333527611.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
27,run,READ,11409970010.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
28,run,READ,12019947341.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
29,run,READ,12486834451.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
30,run,READ,13095266399.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
31,run,READ,13301436313.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
32,run,READ,14039525956.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
33,run,READ,14149535157.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
34,run,READ,14711664381.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
35,run,READ,15284014075.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
36,run,READ,15812114390.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
37,run,READ,15870976271.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
38,run,READ,16481605056.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
39,run,READ,16999392073.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
40,run,READ,17083574102.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
41,run,READ,18019210750.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
42,run,READ,18429456031.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
43,run,READ,18817270590.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
44,run,READ,19395854944.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
45,run,READ,19796203064.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
46,run,READ,20369802468.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
47,run,READ,20564053461.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
48,run,READ,21069133504.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
49,run,READ,21619523429.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
50,run,READ,22022010437.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
51,run,READ,22782285645.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
52,run,READ,22957857558.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
53,run,READ,23335732899.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
54,run,READ,23903932830.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
55,run,READ,24485402109.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
56,run,READ,24839822581.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
57,run,READ,25556162018.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
58,run,READ,25731441540.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
59,run,READ,26601446561.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
60,run,READ,27058090691.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
61,run,READ,27586351473.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
62,run,READ,27681559323.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
63,run,READ,28645974970.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
64,run,READ,28717743507.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
65,run,READ,29694457987.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
66,run,READ,29635929631.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
67,run,READ,29977721954.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
68,run,READ,30959641560.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
69,run,READ,30847088318.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
70,run,READ,32174335659.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
71,run,READ,32160008005.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
72,run,READ,32809654265.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
73,run,READ,33120473134.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
74,run,READ,33502473243.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
75,run,READ,34340667270.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
76,run,READ,35129312540.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
77,run,READ,35330092151.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
78,run,READ,35958460441.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
79,run,READ,36160596422.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
80,run,READ,37028360390.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
81,run,READ,37591834818.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
82,run,READ,37458857513.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
83,run,READ,38601404123.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
84,run,READ,39120790629.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
85,run,READ,39897246980.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
86,run,READ,40168937939.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
87,run,READ,39941074663.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
88,run,READ,40907409004.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
89,run,READ,41390794646.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
90,run,READ,42283096114.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
91,run,READ,42476191536.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
92,run,READ,42682149610.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
93,run,READ,43379200354.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
94,run,READ,44672073041.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
95,run,READ,43722794704.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
96,run,READ,44709533440.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
97,run,READ,45625012558.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
98,run,READ,46057301621.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
99,run,READ,46590250100.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
100,run,READ,46475230546.0,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure
2,avg-run,READ,719331660.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
