Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,CPU,Memory,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK
2,avg-run,10000,true,uniform,READ,0,3.4,535,3218667,1019794,968772,82384,5,0,0,4,385024,681,42612,386692146,560854007,6446811206,11815713279,1119323841,168793204,22856956513649,26813385492,3545569692,79375371,1,0,0,0,0,6053,16520.733520568312,100000,55.51304,38,14575,72,106,100000
3,extend,10000,true,zipfian,EXTEND,7,7.1,2,9177824,2580239,2398055,756207,300089,708002,0,0,0,681,42613,386744963,560854007,6446841398,11815736195,1119385964,168793313,22857913952413,26815106489,3545604666,79375371,0,0,0,0,1,136824,730.8659299538093,100000,1360.01477,295,33567,2669,4459,100000
3,run,10000,true,uniform,READ,0,4.1,2,11542243,3188027,2984520,756571,300111,708346,0,0,0,681,42613,386744963,560854007,6446841398,11815736281,1119385964,168793313,22857927473521,26815294216,3545607986,79375371,1,0,0,0,0,7214,13861.93512614361,100000,67.06268,30,16927,96,205,100000
3,reference,10000,true,uniform,READ,0,4.1,1,947952,372666,304636,10119,1,0,0,0,0,681,42613,386744963,560854007,6446841398,11815736281,1119385964,168793313,22857927473521,26815294216,3545607986,79375371,1,0,0,0,0,4264,23452.157598499063,100000,37.53498,26,16511,51,81,100000
3,clean-run,10000,true,uniform,READ,0.1,4.8,518,1614639,510213,499164,46641,1,0,0,4,385024,681,42614,386807069,560854007,6446841469,11815743235,1119388830,168793350,22857981165055,26815377665,3545608977,79378191,1,0,0,0,0,6742,14832.39394838327,100000,62.38854,31,15439,82,195,100000
3,avg-run,10000,true,uniform,READ,0.1,4.8,520,4631124,1446324,1395222,116641,5,0,0,4,385024,681,42614,386807069,560854007,6446841469,11815749313,1119388830,168793350,22858033376622,26815527935,3545608979,79378191,1,0,0,0,0,6597,15158.405335758678,100000,61.09407,43,15511,81,120,100000
4,extend,10000,true,zipfian,EXTEND,0.1,4.9,2,16187327,4578396,4317992,1307795,400144,1247756,0,0,0,681,42616,386921492,560854007,6446860577,11815758055,1119443282,168793359,22859431061164,26817933703,3545745824,79378191,0,0,0,0,1,156381,639.4638734884672,100000,1554.67035,305,14543,3387,5711,100000
4,run,10000,true,uniform,READ,0.1,4.9,2,18842993,5292632,5011782,1308011,400155,1247968,0,0,0,681,42616,386922563,560854007,6446860583,11815758061,1119443282,168793359,22859438348489,26818047240,3545745926,79378191,1,0,0,0,0,8237,12140.342357654486,100000,77.75942,36,13911,109,236,100000
4,reference,10000,true,uniform,READ,0.1,4.9,1,1250467,496580,405899,10119,1,0,0,0,0,681,42616,386922612,560854007,6446860583,11815758061,1119443282,168793359,22859438348489,26818047240,3545745926,79378191,1,0,0,0,0,4501,22217.285047767164,100000,40.02402,26,13791,53,82,100000
4,clean-run,10000,true,uniform,READ,0.1,5.3,501,1875409,595157,585065,58109,1,0,0,4,385024,681,42617,386972969,560854007,6446860584,11815766420,1119501281,168793409,22859503403988,26818147952,3545746914,79378441,1,0,0,0,0,7207,13875.398917718885,100000,66.96943,35,16703,92,206,100000
4,avg-run,10000,true,uniform,READ,0.1,5.3,503,5382250,1674315,1623293,138109,5,0,0,4,385024,681,42617,386972969,560854007,6446860584,11815774195,1119501281,168793409,22859567646976,26818325714,3545746984,79378441,1,0,0,0,0,7164,13958.682300390843,100000,66.57998,46,13663,86,127,100000
5,extend,10000,true,zipfian,EXTEND,0.1,5.5,2,24166628,6957228,6618743,1998313,500177,1928853,0,0,0,681,42620,387133600,560854007,6446886466,11815786609,1119591894,168793469,22861363529339,26821166064,3545912581,79378441,0,0,0,0,1,166651,600.0564053020984,100000,1657.19603,303,11927,3973,6923,100000
5,run,10000,true,uniform,READ,0.1,5.5,2,27380727,7805017,7445209,1998563,500188,1929093,0,0,0,681,42620,387137970,560854007,6446886466,11815786609,1119591894,168793469,22861399706147,26821390594,3545954910,79378441,1,0,0,0,0,8647,11564.704521799467,100000,81.49989,37,15143,114,249,100000
5,reference,10000,true,uniform,READ,0.1,5.5,1,1553055,621384,507176,10119,1,0,0,0,0,681,42620,387138016,560854007,6446886466,11815786609,1119591894,168793469,22861399706147,26821390594,3545954910,79378441,1,0,0,0,0,4112,24319.06614785992,100000,36.42319,26,12751,53,84,100000
5,clean-run,10000,true,uniform,READ,17.6,6.8,501,2163905,685103,675011,67369,1,0,0,4,385024,681,42621,387218300,560854007,6446886467,11815796396,1119635345,168793552,22861476509073,26821509941,3545955897,79378791,1,0,0,0,0,7645,13080.444735120995,100000,71.49745,36,15975,96,228,100000
5,avg-run,10000,true,uniform,READ,0.2,6.1,503,5864509,1829731,1778709,147630,5,0,0,4,385024,681,42621,387218300,560854007,6446886467,11815805064,1119635345,168793552,22861551253449,26821689369,3545955901,79378791,1,0,0,0,0,7468,13390.46598821639,100000,70.07007,49,13367,97,138,100000
6,extend,10000,true,zipfian,EXTEND,0.2,7,2,33851464,9829330,9412896,2834027,600221,2756895,0,0,0,681,42625,387463384,560854007,6446922018,11815824825,1119752972,168793622,22863774993663,26825109920,3546217543,79378791,0,0,0,0,1,176859,565.4221724650711,100000,1759.20557,302,17487,4551,8123,100000
6,run,10000,true,uniform,READ,0.2,7,2,37261670,10740570,10302814,2834299,600232,2757165,0,0,0,681,42625,387470904,560854007,6446922021,11815824828,1119752972,168793622,22863823313371,26825332914,3546270457,79378925,1,0,0,0,0,9147,10932.546190007653,100000,86.83769,42,14111,122,270,100000
6,reference,10000,true,uniform,READ,0.2,7,1,1855570,745298,608439,10119,1,0,0,0,0,681,42625,387470954,560854007,6446922021,11815824828,1119752972,168793622,22863823313371,26825332914,3546270457,79378925,1,0,0,0,0,4589,21791.239921551536,100000,41.22305,27,12495,54,85,100000
6,clean-run,10000,true,uniform,READ,0.2,7.1,469,2565215,819755,808786,75341,1,0,0,4,385024,681,42626,387564057,560854007,6446922022,11815836070,1119786151,168793689,22863912814690,26825478303,3546271446,79383939,1,0,0,0,0,8599,11629.25921618793,100000,81.01634,40,14167,114,258,100000
6,avg-run,10000,true,uniform,READ,0.2,7.1,471,6558161,2053631,2002609,165341,5,0,0,4,385024,681,42626,387564057,560854007,6446922022,11815846370,1119786151,168793689,22863997968120,26825668630,3546271448,79383939,1,0,0,0,0,8102,12342.631449024931,100000,76.16289,52,15151,96,142,100000
7,extend,10000,true,zipfian,EXTEND,0.3,8.2,2,44690512,13116226,12622381,3837962,700265,3754460,0,0,0,681,42631,387886143,560854007,6446971893,11815877364,1119922348,168794077,22866702635878,26829706206,3546578308,79383939,0,0,0,0,1,184887,540.8709103398292,100000,1840.49721,299,19935,5275,8991,100000
7,run,10000,true,uniform,READ,0.3,8.2,2,48367369,14089090,13573923,3838264,700276,3754752,0,0,0,681,42631,387899228,560854007,6446971968,11815877439,1119922348,168794077,22866765100370,26829973589,3546651600,79384295,1,0,0,0,0,9759,10246.951531919254,100000,92.53863,44,58207,128,277,100000
7,reference,10000,true,uniform,READ,0.3,8.2,1,2158231,870992,709730,10119,1,0,0,0,0,681,42631,387899280,560854007,6446971968,11815877439,1119922348,168794077,22866765100370,26829973589,3546651600,79384295,1,0,0,0,0,4654,21486.892995272883,100000,41.50032,26,16343,54,86,100000
7,clean-run,10000,true,uniform,READ,0.3,8.8,405,2748153,875608,864559,81890,18,0,0,4,385024,681,42632,388013781,560854007,6446971969,11815890019,1119953434,168794147,22866866075368,26830133543,3546652589,79389837,1,0,0,0,0,9071,11024.142872891633,100000,85.59944,42,37695,122,303,100000
7,avg-run,10000,true,uniform,READ,0.3,8.8,407,6774433,2122697,2071595,171890,22,0,0,4,385024,681,42632,388013781,560854007,6446971969,11815901709,1119953434,168794147,22866961228799,26830323870,3546652591,79389837,1,0,0,0,0,8948,11175.681716584711,100000,84.59545,60,14399,111,154,100000
8,extend,10000,true,zipfian,EXTEND,12,15.7,2,56444040,16717759,16146889,4965550,800309,4876282,0,0,0,681,42637,388461028,560854007,6447005668,11815913809,1120104677,168794289,22870003609364,26834754313,3546982376,79389837,0,0,0,0,1,189780,526.9259142164611,100000,1888.85412,301,16639,5803,9623,100000
8,run,10000,true,uniform,READ,0.3,9.4,2,60583434,17810223,17218030,4966194,800331,4876916,0,0,0,681,42637,388461028,560854007,6447005668,11815913815,1120104677,168794289,22870053384954,26835099501,3547040056,79390476,1,0,0,0,0,10618,9417.969485778865,100000,101.04404,51,38175,144,328,100000
8,reference,10000,true,uniform,READ,0.3,9.4,1,2460819,995796,811007,10119,1,0,0,0,0,681,42637,388461028,560854007,6447005668,11815913815,1120104677,168794289,22870053384954,26835099501,3547040056,79390476,1,0,0,0,0,4462,22411.474675033616,100000,39.61267,26,13647,52,80,100000
8,clean-run,10000,true,uniform,READ,0.4,9.4,406,2899855,938067,927098,87651,1,0,0,4,385024,681,42638,388580925,560854007,6447005680,11815927791,1120111162,168794311,22870165703097,26835272343,3547041045,79394328,1,0,0,0,0,9551,10470.107842110774,100000,90.97026,45,31887,128,284,100000
8,avg-run,10000,true,uniform,READ,0.4,9.4,408,6953052,2196763,2145741,177651,5,0,0,4,385024,681,42638,388580925,560854007,6447005680,11815940592,1120111162,168794311,22870270856558,26835462671,3547041047,79394328,1,0,0,0,0,8835,11318.619128466327,100000,83.40243,61,15151,115,187,100000
9,extend,10000,true,zipfian,EXTEND,7.5,19.2,2,69017160,20646612,19999552,6222098,900353,6127682,0,0,0,681,42644,389273667,560854007,6447073928,11815984727,1120244851,168795162,22873774991539,26840302384,3547576604,79394328,0,0,0,0,1,191856,521.2242515219748,100000,1909.72809,310,159999,6335,10367,100000
9,run,10000,true,uniform,READ,0.4,11.7,2,73410975,21782406,21114023,6222774,900375,6128351,0,0,0,681,42644,389285381,560854007,6447074012,11815984812,1120244851,168795162,22873842237245,26840719427,3547665668,79394328,1,0,0,0,0,10967,9118.263882556761,100000,104.70185,50,20863,151,321,100000
9,reference,10000,true,uniform,READ,0.4,11.7,1,2763407,1120600,912284,10119,1,0,0,0,0,681,42644,389285429,560854007,6447074012,11815984812,1120244851,168795162,22873842237245,26840719427,3547665668,79394328,1,0,0,0,0,4341,23036.1667818475,100000,38.38458,26,15255,52,89,100000
9,clean-run,10000,true,uniform,READ,0.5,11.7,312,3022241,975205,964236,93013,1,0,0,4,393216,681,42645,389422730,560854007,6447074013,11816000011,1120293197,168795197,22873965833614,26840904398,3547666657,79396718,1,0,0,0,0,9778,10227.040294538761,100000,92.85618,46,33759,134,324,100000
9,avg-run,10000,true,uniform,READ,0.5,11.7,314,7509362,2364693,2313671,193013,5,0,0,4,393216,681,42645,389422730,560854007,6447074013,11816014949,1120293197,168795197,22874082549397,26841115098,3547666752,79396718,1,0,0,0,0,9379,10662.117496534811,100000,88.85703,64,14663,122,189,100000
10,extend,10000,true,zipfian,EXTEND,4.5,22.1,2,82571718,24908223,24186557,7624592,1000397,7525508,0,0,0,681,42652,390203190,560854007,6447112432,11816025896,1120442234,168795312,22878000140613,26846399109,3548236760,79396718,0,0,0,0,1,202803,493.0893527216067,100000,2018.74649,308,16327,6987,11167,100000
10,run,10000,true,uniform,READ,0.6,12.3,2,87314810,26074007,25331018,7625296,1000419,7526206,0,0,0,681,42652,390213588,560854007,6447112520,11816025983,1120442234,168795312,22878131859983,26846952034,3548410041,79397999,1,0,0,0,0,11723,8530.239699735563,100000,112.33622,54,44095,163,313,100000
10,reference,10000,true,uniform,READ,0.6,12.3,1,3065995,1245404,1013561,10119,1,0,0,0,0,681,42652,390213636,560854007,6447112520,11816025983,1120442234,168795312,22878131859983,26846952034,3548410041,79397999,1,0,0,0,0,4359,22941.041523285156,100000,38.75263,26,13191,54,83,100000
10,clean-run,10000,true,uniform,READ,0.7,12.3,309,3131730,1031863,1020894,97790,8,0,0,4,385024,681,42653,390393335,560854007,6447112521,11816042659,1120491606,168795336,22878266705077,26847148295,3548411126,79404442,1,0,0,0,0,10212,9792.401096748923,100000,97.20577,48,21871,134,315,100000
10,avg-run,10000,true,uniform,READ,0.6,12.3,311,7636717,2430957,2379935,197790,12,0,0,4,385024,681,42653,390393335,560854007,6447112521,11816057513,1120491606,168795336,22878393348664,26847358651,3548411128,79404442,1,0,0,0,0,9815,10188.487009679062,100000,93.29404,70,16607,121,195,100000
11,extend,10000,true,zipfian,EXTEND,13.3,21.8,2,97680657,29555824,28758899,9186819,1100452,9083260,0,0,0,681,42661,391191107,560854007,6447187375,11816103505,1120646935,168795726,22882836475625,26853373279,3549128293,79404442,0,0,0,0,1,200911,497.7328269731374,100000,2000.1585,303,22559,7559,12135,100000
11,run,10000,true,uniform,READ,0.7,13.6,2,102288826,30780447,29962199,9187545,1100474,9083984,0,0,0,681,42661,391209611,560854007,6447187375,11816103505,1120646935,168795726,22882923503353,26853822047,3549244506,79405844,1,0,0,0,0,12106,8260.366760284156,100000,116.39941,52,25983,161,360,100000
11,reference,10000,true,uniform,READ,0.7,13.6,1,3368656,1371098,1114852,10119,1,0,0,0,0,681,42661,391209661,560854007,6447187375,11816103505,1120646935,168795726,22882923503353,26853822047,3549244506,79405844,1,0,0,0,0,4587,21800.74122520166,100000,40.86912,26,16095,53,85,100000
11,clean-run,10000,true,uniform,READ,0.7,14.6,245,3216440,1077230,1066261,102355,1,0,0,4,385024,681,42662,391400275,560854007,6447187376,11816121503,1120691540,168795848,22883069432993,26854028497,3549245495,79411961,1,0,0,0,0,10888,9184.423218221895,100000,103.85338,51,25551,147,341,100000
11,avg-run,10000,true,uniform,READ,0.7,14.6,247,7742085,2485498,2434476,202355,5,0,0,4,385024,681,42662,391400275,560854007,6447187376,11816138832,1120691540,168795848,22883206125228,26854239224,3549245594,79411961,1,0,0,0,0,9791,10213.46134204882,100000,92.99731,70,16815,123,205,100000
12,extend,10000,true,zipfian,EXTEND,4.3,28.2,2,112879211,34523062,33653117,10903344,1200496,10795443,0,0,0,681,42671,392356261,560854007,6447236216,11816155014,1120857503,168795986,22888053268474,26860536103,3549934424,79411961,0,0,0,0,1,208222,480.25664915330754,100000,2073.21204,305,21215,8023,13063,100000
12,run,10000,true,uniform,READ,0.8,15.5,2,118013859,35782061,34890793,10904091,1200518,10796187,0,0,0,681,42671,392391131,560854007,6447236310,11816155107,1120857503,168795986,22888243624982,26861280155,3550250447,79414719,1,0,0,0,0,12698,7875.2559458182395,100000,121.89613,57,27151,176,376,100000
12,reference,10000,true,uniform,READ,0.8,15.5,1,3671244,1495902,1216129,10119,1,0,0,0,0,681,42671,392391178,560854007,6447236310,11816155107,1120857503,168795986,22888243624982,26861280155,3550250447,79414719,1,0,0,0,0,4240,23584.905660377357,100000,37.27503,24,12711,50,80,100000
12,clean-run,10000,true,uniform,READ,0.8,15.5,182,3289560,1092954,1081985,106840,1,0,0,4,385024,681,42672,392625017,560854007,6447236311,11816174448,1120902195,168796037,22888400744604,26861497302,3550251537,79416183,1,0,0,0,0,10790,9267.840593141798,100000,103.2258,50,25695,147,331,100000
12,avg-run,10000,true,uniform,READ,0.8,15.5,184,7829059,2510240,2459218,206840,5,0,0,4,385024,681,42672,392625017,560854007,6447236311,11816191777,1120902195,168796037,22888547388137,26861707657,3550251539,79416183,1,0,0,0,0,10179,9824.147755182237,100000,96.8033,74,16495,125,184,100000
13,extend,10000,true,zipfian,EXTEND,42.4,30.4,2,128806035,39794812,38850952,12742363,1300551,12629978,0,0,0,681,42681,393479882,560854007,6447378419,11816300829,1121092267,168797741,22893606496502,26868086004,3550725834,79416183,0,0,0,0,1,222012,450.4261030935265,100000,2211.57054,292,211967,8463,14039,100000
13,run,10000,true,uniform,READ,84.4,18.8,2,134201191,41079990,40114807,12743129,1300573,12630742,0,0,0,681,42682,393568454,560854007,6447379463,11816300927,1121092267,168797741,22893885491863,26869172978,3551372973,79426433,1,0,0,0,0,13027,7676.3644737852155,100000,125.24594,62,56799,182,361,100000
13,reference,10000,true,uniform,READ,0.9,18.8,1,3973905,1621596,1317420,10119,1,0,0,0,0,681,42682,393568501,560854007,6447379463,11816300927,1121092267,168797741,22893885529238,26869173372,3551372977,79426433,1,0,0,0,0,4248,23540.48964218456,100000,37.84727,26,13095,52,86,100000
13,clean-run,10000,true,uniform,READ,0.9,21,117,3251855,1137800,1126834,111050,1,0,0,4,385024,681,42683,393845788,560854007,6447379464,11816321543,1121128969,168797783,22894051769589,26869380636,3551373965,79432667,1,0,0,0,0,11738,8519.338899301414,100000,112.39224,53,29359,161,367,100000
13,avg-run,10000,true,uniform,READ,0.9,21,119,7808860,2561900,2510881,211050,5,0,0,4,385024,681,42683,393845788,560854007,6447379464,11816341873,1121128969,168797783,22894208413172,26869590992,3551373967,79432667,1,0,0,0,0,12711,7867.20163637794,100000,122.2225,95,16047,168,253,100000
14,extend,10000,true,zipfian,EXTEND,44.1,35.6,2,145483580,45374332,44356967,14740642,1400595,14623799,0,0,0,681,42693,394836366,560854007,6447480493,11816404430,1121309847,168798246,22899652099959,26876377833,3551836748,79432667,0,0,0,0,1,224653,445.13093526460807,100000,2237.47707,311,107775,8767,14583,100000
14,run,10000,true,uniform,READ,84.2,22.6,2,151174036,46730996,45691432,14741426,1400617,14624582,0,0,0,681,42693,394871748,560854007,6447480495,11816404631,1121326996,168799226,22899923309666,26877658317,3552385840,79438328,1,0,0,0,0,13998,7143.877696813831,100000,134.71925,66,51199,189,399,100000
14,reference,10000,true,uniform,READ,0.9,22.6,1,4276639,1748180,1418725,10119,1,0,0,0,0,681,42693,394871748,560854007,6447480495,11816404631,1121326996,168799226,22899923309716,26877658318,3552385840,79438328,1,0,0,0,0,4440,22522.522522522522,100000,39.3012,26,11279,54,83,100000
14,clean-run,10000,true,uniform,READ,1,24.3,117,3426188,1186917,1175948,115994,1,0,0,4,385024,681,42694,395298669,560854007,6447480497,11816426763,1121352669,168799255,22900102630666,26877896267,3552386829,79439359,1,0,0,0,0,11824,8457.374830852503,100000,113.56208,57,32543,163,352,100000
14,avg-run,10000,true,uniform,READ,1,24.3,119,7996904,2622579,2571557,215994,5,0,0,4,385024,681,42694,395298669,560854007,6447480497,11816447593,1121352669,168799255,22900269274283,26878106624,3552386831,79439359,1,0,0,0,0,10925,9153.318077803204,100000,104.04435,77,19071,140,198,100000
15,extend,10000,true,zipfian,EXTEND,49.8,43.6,2,163208454,51318108,50227591,16888642,1500639,16767197,0,0,0,681,42705,396395701,560854007,6447544602,11816471407,1121552262,168799349,22906118627449,26885405128,3552900811,79439359,0,0,0,0,1,241626,413.86274655873126,100000,2407.02579,303,47871,9223,15495,100000
15,run,10000,true,uniform,READ,84,24.4,2,169141137,52740474,51627799,16889848,1500672,16768401,0,0,0,681,42705,396454100,560854007,6447544705,11816471510,1121552262,168799349,22906416229766,26886752923,3553527166,79446420,1,0,0,0,0,14758,6775.985905949316,100000,142.4325,69,40415,198,415,100000
15,reference,10000,true,uniform,READ,1,24.4,1,4579300,1873874,1520016,10119,1,0,0,0,0,681,42705,396454150,560854007,6447544705,11816471510,1121552262,168799349,22906416229816,26886752924,3553527166,79446420,1,0,0,0,0,4525,22099.447513812156,100000,40.11066,26,16895,54,92,100000
15,clean-run,10000,true,uniform,READ,1,25.5,53,3483927,1232458,1221489,120717,1,0,0,4,385024,681,42706,396880545,560854007,6447544706,11816494993,1121611918,168799396,22906606697862,26887001722,3553528155,79459270,1,0,0,0,0,12356,8093.234056328909,100000,118.65913,59,34367,173,373,100000
15,avg-run,10000,true,uniform,READ,1,25.5,55,8073396,2677606,2626584,220717,5,0,0,4,385024,681,42706,396880545,560854007,6447544706,11816520324,1121611918,168799396,22906783390989,26887212493,3553528264,79459270,1,0,0,0,0,11705,8543.357539513028,100000,111.9849,86,15783,140,208,100000
16,extend,10000,true,zipfian,EXTEND,45.8,38,2,182308998,57608267,56444636,19171672,1600705,19045402,0,0,0,681,42718,398038648,560854007,6447591240,11816520715,1121817733,168799472,22913093867061,26895170099,3554157626,79459270,0,0,0,0,1,244861,408.3949669404274,100000,2439.53713,309,69183,9495,16207,100000
16,run,10000,true,uniform,READ,85.8,25.7,2,188003130,59044356,57859402,19172491,1600727,19046214,0,0,0,681,42718,398097076,560854007,6447591342,11816520816,1121817733,168799472,22913372157927,26896405419,3554660663,79467980,1,0,0,0,0,14554,6870.96330905593,100000,140.44772,71,37183,195,420,100000
16,reference,10000,true,uniform,READ,1.1,25.7,1,4881961,1999568,1621307,10119,1,0,0,0,0,681,42718,398097122,560854007,6447591342,11816520816,1121817733,168799472,22913372183915,26896405838,3554660663,79467980,1,0,0,0,0,4125,24242.424242424244,100000,36.24659,26,13263,49,81,100000
16,clean-run,10000,true,uniform,READ,1.1,25.7,53,3535446,1267370,1256401,125514,1,0,0,4,385024,681,42719,398491794,560854007,6447591343,11816545688,1121871108,168799489,22913573803913,26896665703,3554661652,79471625,1,0,0,0,0,12936,7730.364873222016,100000,124.25352,58,43519,183,414,100000
16,avg-run,10000,true,uniform,READ,1.1,25.7,55,8133095,2722144,2671122,225514,5,0,0,4,385024,681,42719,398491794,560854007,6447591343,11816571019,1121871108,168799489,22913760447492,26896876059,3554661654,79471625,1,0,0,0,0,11923,8387.15088484442,100000,114.26917,85,14423,138,225,100000
17,extend,10000,true,zipfian,EXTEND,46.9,35.3,2,201721138,64113380,62876569,21558112,1700760,21426748,0,0,0,681,42731,399766134,560854007,6447640740,11816572884,1122087257,168799578,22920426466145,26905279563,3555450262,79471625,0,0,0,0,1,247834,403.4958883768974,100000,2469.17776,304,91199,9775,17087,100000
17,run,10000,true,uniform,READ,85.6,25.8,2,207298047,65589010,64330876,21558936,1700782,21427571,0,0,0,681,42732,399856278,560854007,6447640842,11816572985,1122087257,168799578,22920725476552,26906459827,3556027130,79483392,1,0,0,0,0,15178,6588.483331137172,100000,146.59571,73,40607,213,453,100000
17,reference,10000,true,uniform,READ,1.1,25.8,1,5184695,2126152,1722612,10119,1,0,0,0,0,681,42732,399856326,560854007,6447640842,11816572985,1122087257,168799578,22920725476552,26906459827,3556027130,79483392,1,0,0,0,0,4399,22732.439190725167,100000,38.77602,26,12799,51,86,100000
17,clean-run,10000,true,uniform,READ,1.2,25.8,53,3587989,1308982,1298013,130703,1,0,0,4,385024,681,42733,400188195,560854007,6447640843,11816599112,1122130723,168799596,22920938372156,26906731945,3556028231,79506554,1,0,0,0,0,12995,7695.267410542517,100000,125.00227,64,35743,181,395,100000
17,avg-run,10000,true,uniform,READ,1.1,25.8,55,8193602,2774142,2723120,230703,5,0,0,4,385024,681,42733,400188195,560854007,6447640843,11816624547,1122130723,168799596,22921135015772,26906942302,3556028233,79506554,1,0,0,0,0,12197,8198.737394441256,100000,117.02665,92,16263,134,216,100000
18,extend,10000,true,zipfian,EXTEND,47.7,47,9493,221001493,70931125,69621038,24083595,1800815,23946882,0,0,0,681,42746,401544989,560856027,6447782937,11816719246,1122342839,168801686,22928055467340,26915414787,3556595153,79506554,0,0,0,0,1,254057,393.6124570470406,100000,2531.85895,318,219903,10103,18015,100000
18,run,10000,true,uniform,READ,86,27.9,112797,227209070,72440829,71109419,24084429,1800837,23947715,0,0,0,681,42746,401599559,560856028,6447830685,11816730564,1122358835,168804605,22928404001603,26917025606,3557350683,79513455,1,0,0,0,0,15518,6444.129398118314,100000,150.04344,75,39871,224,451,100000
18,reference,10000,true,uniform,READ,1.2,28.1,1624,5485806,2252736,1823917,10119,1,0,0,0,0,681,42746,401599559,560857928,6447830685,11816732183,1122358835,168804605,22928404001603,26917025606,3557350683,79513455,1,0,0,0,0,4391,22773.855613755408,100000,39.20568,22,12671,54,87,100000
18,clean-run,10000,true,uniform,READ,1.2,28.2,77,3642572,1367371,1356402,136055,1,0,0,4,385024,681,42747,402089445,560858840,6447830687,11816761091,1122388735,168804620,22928628097375,26917309869,3557351783,79521947,1,0,0,0,0,13878,7205.649228995532,100000,133.79146,69,43135,195,426,100000
