run_id,Epoch,value_size_p50,value_size_p90,value_size_p95,value_size_p99,value_size_max,frac_gt_2kb,frac_gt_8kb,frac_gt_32kb,est_toast_chunks_p95,est_toast_chunks_p99,est_toast_chunks_max
6,29,20500.0,33300.0,44504.99999999993,99202.00000000004,11004800,1.0,1.0,0.113,23.0,50.0,5514.0
6,30,21200.0,34400.0,46209.999999999854,101608.00000000017,11387000,1.0,1.0,0.1251,24.0,51.0,5705.0
6,31,21800.0,35510.00000000004,47600.0,104701.00000000003,11765400,1.0,1.0,0.137,24.0,53.0,5895.0
6,32,22500.0,36600.0,49004.99999999993,108200.0,12150600,1.0,1.0,0.1522,25.0,55.0,6088.0
6,33,23200.0,37800.0,50400.0,110710.00000000022,12522300,1.0,1.0,0.1745,26.0,56.0,6274.0
6,34,23800.0,38900.0,52000.0,114402.00000000004,12904700,1.0,1.0,0.1938,27.0,58.0,6466.0
6,35,24500.0,40000.0,53604.99999999993,117401.00000000003,13277900,1.0,1.0,0.2157,27.0,59.0,6653.0
6,36,25100.0,41200.0,55200.0,120700.0,13671900,1.0,1.0,0.2385,28.0,61.0,6850.0
6,37,25800.0,42300.0,56400.0,124704.00000000009,14045800,1.0,1.0,0.2613,29.0,63.0,7037.0
6,38,26500.0,43500.0,58000.0,128503.00000000006,14434900,1.0,1.0,0.2858,30.0,65.0,7232.0
6,39,27100.0,44600.0,59504.99999999993,132104.0000000001,14831700,1.0,1.0,0.3119,30.0,67.0,7431.0
6,40,27800.0,45700.0,61104.99999999993,134907.00000000015,15206700,1.0,1.0,0.3397,31.0,68.0,7619.0
6,41,28400.0,46820.00000000007,62600.0,138205.00000000012,15580500,1.0,1.0,0.3668,32.0,70.0,7806.0
6,42,29100.0,47900.0,64100.0,141815.00000000032,15956800,1.0,1.0,0.3945,33.0,72.0,7995.0
6,43,29700.0,49010.00000000004,65804.99999999993,145608.00000000017,16329500,1.0,1.0,0.4203,33.0,73.0,8182.0
6,44,30400.0,50200.0,67304.99999999993,149201.00000000003,16716700,1.0,1.0,0.4417,34.0,75.0,8376.0
6,45,31050.0,51200.0,68700.0,152403.00000000006,17095800,1.0,1.0,0.466,35.0,77.0,8566.0
6,46,31700.0,52300.0,70304.99999999993,155209.0000000002,17473400,1.0,1.0,0.4874,36.0,78.0,8755.0
6,47,32400.0,53400.0,71600.0,158308.00000000017,17843400,1.0,1.0,0.5116,36.0,80.0,8940.0
6,48,33000.0,54700.0,73300.0,162704.0000000001,18228800,1.0,1.0,0.5422,37.0,82.0,9133.0
6,49,33700.0,55800.0,74800.0,166202.00000000006,18616900,1.0,1.0,0.5699,38.0,84.0,9328.0
6,50,34400.0,56900.0,76200.0,169310.00000000023,19005800,1.0,1.0,0.6051,39.0,85.0,9522.0
6,51,35100.0,57900.0,77800.0,172111.00000000023,19384200,1.0,1.0,0.6454,39.0,87.0,9712.0
6,52,35700.0,59000.0,79100.0,174913.0000000003,19766000,1.0,1.0,0.6943,40.0,88.0,9903.0
6,53,36400.0,60200.0,80604.99999999993,178211.00000000023,20150500,1.0,1.0,0.7452,41.0,90.0,10096.0
6,54,37000.0,61300.0,82000.0,181111.00000000023,20532600,1.0,1.0,0.7936,42.0,91.0,10287.0
6,55,37700.0,62300.0,83500.0,183912.00000000026,20922600,1.0,1.0,0.8439,42.0,93.0,10483.0
6,56,38300.0,63510.00000000004,85004.99999999993,188009.0000000002,21309300,1.0,1.0,0.8877,43.0,95.0,10677.0
6,57,39000.0,64610.00000000004,86400.0,191513.0000000003,21697200,1.0,1.0,0.9239,44.0,96.0,10871.0
6,58,39600.0,65710.00000000003,88009.99999999985,195405.00000000012,22077700,1.0,1.0,0.9481,45.0,98.0,11061.0
6,59,40300.0,66900.0,89604.99999999993,199311.00000000023,22451400,1.0,1.0,0.9673,45.0,100.0,11249.0
6,60,41000.0,68000.0,91104.99999999993,202112.00000000026,22829500,1.0,1.0,0.9802,46.0,102.0,11438.0
6,61,41600.0,69100.0,92700.0,205710.00000000023,23208000,1.0,1.0,0.9907,47.0,104.0,11628.0
6,62,42300.0,70300.0,93714.99999999978,209205.00000000012,23585500,1.0,1.0,0.9947,47.0,105.0,11817.0
6,63,43000.0,71300.0,95704.99999999993,212209.0000000002,23969400,1.0,1.0,0.9975,48.0,107.0,12009.0
6,64,43700.0,72510.00000000003,97404.99999999993,215415.00000000032,24358200,1.0,1.0,0.9987,49.0,108.0,12204.0
6,65,44300.0,73500.0,98704.99999999993,217827.00000000058,24735000,1.0,1.0,0.9994,50.0,110.0,12393.0
6,66,45000.0,74510.00000000003,100304.99999999993,221832.0000000007,25117900,1.0,1.0,0.9997,51.0,112.0,12585.0
6,67,45600.0,75600.0,102000.0,226311.00000000023,25503800,1.0,1.0,0.9999,52.0,114.0,12778.0
6,68,46300.0,76600.0,103509.99999999985,228918.0000000004,25890200,1.0,1.0,1.0,52.0,115.0,12972.0
6,69,47000.0,77700.0,104804.99999999993,232423.0000000005,26276400,1.0,1.0,1.0,53.0,117.0,13165.0
6,70,47600.0,78710.00000000003,106404.99999999993,236224.00000000052,26653900,1.0,1.0,1.0,54.0,119.0,13354.0
6,71,48300.0,80000.0,107704.99999999993,240304.0000000001,27040500,1.0,1.0,1.0,54.0,121.0,13548.0
6,72,49000.0,81000.0,109004.99999999993,242905.00000000012,27420300,1.0,1.0,1.0,55.0,122.0,13738.0
6,73,49600.0,82110.00000000003,110604.99999999993,246003.00000000006,27805600,1.0,1.0,1.0,56.0,124.0,13931.0
6,74,50250.0,83300.0,112304.99999999993,248906.00000000012,28190000,1.0,1.0,1.0,57.0,125.0,14124.0
6,75,50900.0,84400.0,114004.99999999993,251820.00000000044,28574600,1.0,1.0,1.0,58.0,127.0,14316.0
6,76,51600.0,85500.0,115404.99999999993,254825.00000000055,28954700,1.0,1.0,1.0,58.0,128.0,14507.0
6,77,52200.0,86600.0,116800.0,258917.00000000038,29343100,1.0,1.0,1.0,59.0,130.0,14701.0
6,78,52800.0,87800.0,118209.99999999985,262714.0000000003,29724400,1.0,1.0,1.0,60.0,132.0,14892.0
6,79,53500.0,88900.0,119509.99999999985,265425.0000000005,30113100,1.0,1.0,1.0,60.0,133.0,15087.0
6,80,54200.0,89910.00000000003,121414.99999999978,269425.0000000005,30487900,1.0,1.0,1.0,61.0,135.0,15275.0
6,81,54850.0,91100.0,122700.0,272729.00000000064,30861300,1.0,1.0,1.0,62.0,137.0,15462.0
6,82,55500.0,92200.0,124404.99999999993,276323.0000000005,31232500,1.0,1.0,1.0,63.0,139.0,15648.0
6,83,56200.0,93300.0,125904.99999999993,279931.0000000007,31607100,1.0,1.0,1.0,64.0,141.0,15836.0
6,84,56800.0,94300.0,127204.99999999993,283219.0000000004,31981200,1.0,1.0,1.0,64.0,142.0,16023.0
6,85,57600.0,95400.0,128800.0,286420.00000000047,32361100,1.0,1.0,1.0,65.0,144.0,16213.0
6,86,58200.0,96410.00000000003,129904.99999999993,289525.0000000005,32741400,1.0,1.0,1.0,66.0,146.0,16404.0
6,87,58900.0,97700.0,131309.99999999985,292933.0000000007,33117900,1.0,1.0,1.0,66.0,147.0,16593.0
6,88,59500.0,98900.0,133000.0,296029.00000000064,33497600,1.0,1.0,1.0,67.0,149.0,16783.0
6,89,60200.0,100000.0,134704.99999999994,299033.0000000007,33882500,1.0,1.0,1.0,68.0,150.0,16976.0
6,90,60800.0,101110.00000000003,136304.99999999994,302435.00000000076,34252900,1.0,1.0,1.0,69.0,152.0,17161.0
6,91,61500.0,102200.0,137429.99999999956,306324.0000000005,34628200,1.0,1.0,1.0,69.0,154.0,17349.0
6,92,62200.0,103210.00000000003,138644.99999999936,310016.00000000035,35012400,1.0,1.0,1.0,70.0,156.0,17542.0
6,93,62800.0,104200.0,140244.99999999936,313418.0000000004,35380400,1.0,1.0,1.0,71.0,158.0,17726.0
6,94,63500.0,105500.0,141819.9999999997,318002.00000000006,35771700,1.0,1.0,1.0,72.0,160.0,17922.0
6,95,64200.0,106610.00000000003,143209.99999999985,320909.0000000002,36150600,1.0,1.0,1.0,72.0,161.0,18112.0
6,96,64800.0,107800.0,144604.99999999994,323815.00000000035,36537400,1.0,1.0,1.0,73.0,163.0,18306.0
6,97,65500.0,108910.00000000003,146014.99999999977,327112.00000000023,36922300,1.0,1.0,1.0,74.0,164.0,18499.0
6,98,66200.0,110000.0,147604.99999999994,330009.0000000002,37308300,1.0,1.0,1.0,74.0,166.0,18692.0
6,99,66800.0,111010.00000000003,148914.99999999977,333218.0000000004,37685300,1.0,1.0,1.0,75.0,167.0,18881.0
6,100,67400.0,112300.0,150219.9999999997,335426.0000000006,38061400,1.0,1.0,1.0,76.0,169.0,19069.0
