run_id,Epoch,AverageLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Throughput(ops/sec),blks_read_per_op_delta,blks_hit_per_op_delta,tup_returned_per_op_delta,tup_fetched_per_op_delta,tup_inserted_per_op_delta,tup_updated_per_op_delta,tup_deleted_per_op_delta,temp_bytes_per_op_delta,buffers_alloc_per_op_delta,wal_bytes_per_op_delta,wal_records_per_op_delta,wal_fpi_per_op_delta,reference_p95_us,avg-run_p95_us,clean-run_p95_us,main_minus_clean_p95_us,main_minus_avg_p95_us,main_minus_reference_p95_us,value_size_p50,value_size_p90,value_size_p95,value_size_p99,value_size_max,frac_gt_2kb,frac_gt_8kb,frac_gt_32kb,est_toast_chunks_p95,est_toast_chunks_p99,est_toast_chunks_max
4,11,116.39941,161,360,8260.366760284156,0.0,46.08169,12.24623,12.033,0.00726,0.00022,0.00724,0.0,0.0,870.27728,4.48768,1.16213,53,123,147,14,38,108,8500.0,13300.0,17500.0,38800.0,4211300.0,1.0,0.5918,0.0142,9.0,20.0,2110.0
4,12,121.89613,176,376,7875.255945818239,0.0,51.34648,12.58999,12.37676,0.00747,0.00022,0.00744,0.0,0.00093,1903.56508,7.44052,3.16023,50,125,147,29,51,126,9200.0,14500.0,18804.999999999927,41803.000000000065,4604200.0,1.0,0.7362,0.0169,10.0,21.0,2307.0
4,13,125.24594,182,361,7676.364473785215,0.0,53.95156,12.85178,12.63855,0.00766,0.00022,0.00764,0.0,0.00098,2789.95361,10.86974,6.47139,52,168,161,21,14,130,9800.0,15600.0,20300.0,45801.00000000002,4985800.0,1.0,0.8614,0.0214,11.0,23.0,2498.0
4,14,134.71925,189,399,7143.877696813831,0.0,56.90456,13.56664,13.34465,0.00784,0.00022,0.00783,0.0,0.00201,2712.09707,12.80484,5.49092,54,140,163,26,49,135,10500.0,16800.0,21900.0,48906.00000000013,5373100.0,1.0,0.9427,0.0255,11.0,25.0,2692.0
4,15,142.4325,198,415,6775.985905949316,0.0,59.32683,14.22366,14.00208,0.01206,0.00033,0.01204,0.0,0.00103,2976.02317,13.47795,6.26355,54,140,173,25,58,144,11200.0,17800.0,23400.0,52703.000000000065,5761400.0,1.0,0.9812,0.0303,12.0,27.0,2887.0
4,16,140.44772,195,420,6870.96330905593,0.0,56.94132,14.36089,14.14766,0.00819,0.00022,0.00812,0.0,0.00101,2782.90866,12.3532,5.03037,49,138,183,12,57,146,11800.0,18900.0,25000.0,55800.0,6148000.0,1.0,0.9955,0.0329,13.0,28.0,3081.0
4,17,146.59571,213,453,6588.483331137172,0.0,55.76909,14.7563,14.54307,0.00824,0.00022,0.00823,0.0,0.00101,2990.10407,11.80264,5.76868,51,134,181,32,79,162,12500.0,20100.0,26504.999999999927,59304.00000000009,6526300.0,1.0,0.9993,0.0351,14.0,30.0,3270.0
4,18,150.04344,224,451,6444.129398118314,1.03304,62.07577,15.09704,14.88381,0.00834,0.00022,0.00833,0.0,0.11318,3485.34263,16.10819,7.5553,54,159,195,29,65,170,13200.0,21200.0,27900.0,62902.000000000044,6900000.0,1.0,0.9997,0.0375,14.0,32.0,3457.0
4,19,158.25452,229,467,6118.827632625589,1.76663,63.7044,15.84594,15.63271,0.00843,0.00022,0.00844,0.0,0.18037,3690.35428,17.67773,8.43175,54,158,199,30,71,175,13800.0,22300.0,29400.0,66206.00000000013,7284900.0,1.0,1.0,0.0419,15.0,34.0,3650.0
4,20,162.78149,237,494,5953.798523457966,2.58143,64.73847,16.52943,16.3162,0.0085,0.00022,0.00847,0.0,0.17297,4042.63401,18.83874,9.58695,52,180,204,33,57,185,14500.0,23400.0,30900.0,69101.00000000003,7665300.0,1.0,1.0,0.0467,16.0,35.0,3841.0
4,21,168.2108,242,506,5768.3433317951085,3.79211,67.1804,17.26789,17.0459,0.00856,0.00022,0.00856,0.0,0.29397,4812.27609,20.4726,11.07827,54,188,218,24,54,188,15200.0,24510.000000000036,32300.0,73000.0,8055400.0,1.0,1.0,0.0515,17.0,37.0,4036.0
4,22,172.82437,259,530,5624.613307835087,3.94412,68.56736,17.82601,17.60402,0.00862,0.00022,0.00862,0.0,0.30413,4776.87735,20.74503,12.29141,54,187,217,42,72,205,15800.0,25510.000000000036,33900.0,76401.00000000003,8438800.0,1.0,1.0,0.0569,17.0,39.0,4228.0
4,23,177.2579,264,534,5479.45205479452,3.42767,64.10842,18.49873,18.28767,0.00866,0.00022,0.00865,0.0,0.24188,4795.04249,18.68182,11.82857,55,166,226,38,98,209,16500.0,26700.0,35600.0,79505.00000000012,8830100.0,1.0,1.0,0.0618,18.0,40.0,4424.0
4,24,180.07364,266,545,5396.071659831642,6.32783,68.9093,19.28598,19.06399,0.00877,0.00022,0.00872,0.0,0.40584,4831.30865,23.33318,11.42765,53,184,238,28,82,213,17150.0,27800.0,37000.0,83603.00000000006,9207600.0,1.0,1.0,0.0671,19.0,42.0,4614.0
4,25,184.09612,270,569,5285.132921092965,8.50153,69.19265,20.08948,19.86749,0.00881,0.00022,0.00881,0.0,0.42724,5317.19013,25.04591,12.40719,54,193,247,23,77,216,17800.0,29000.0,38600.0,87303.00000000006,9595000.0,1.0,1.0,0.075,20.0,44.0,4808.0
4,26,193.23507,282,587,5046.93650953871,8.65777,72.56655,21.03013,20.80814,0.00886,0.00022,0.00884,0.0,0.4874,6226.24228,26.4852,16.83741,53,196,252,30,86,229,18500.0,30010.000000000036,39900.0,90404.00000000009,9981100.0,1.0,1.0,0.0841,20.0,46.0,5001.0
4,27,190.74297,285,615,5106.73067102441,9.20714,71.85365,21.23911,21.01712,0.00892,0.00022,0.00891,0.0,0.49323,5232.59922,26.37744,12.48594,49,201,255,30,84,236,19100.0,31000.0,41209.999999999854,93804.00000000009,10358300.0,1.0,1.0,0.0922,21.0,47.0,5190.0
4,28,199.42926,297,612,4890.453834115806,11.02479,82.3904,22.16361,21.94162,0.00871,0.00022,0.00877,0.0,0.53214,5395.67813,28.05793,13.19268,51,212,258,39,85,246,19800.0,32200.0,42700.0,97302.00000000004,10738900.0,1.0,1.0,0.1009,22.0,49.0,5381.0
4,29,197.63752,295,610,4934.372841211882,11.88822,77.95262,22.5057,22.28371,0.00649,0.00022,0.00679,0.0,0.50214,5673.6016,27.80328,13.49205,53,207,268,27,88,242,20400.0,33300.0,44300.0,100800.0,11124600.0,1.0,1.0,0.112,23.0,51.0,5574.0
4,30,213.3883,308,669,4589.893055491807,13.84217,78.83044,23.99972,23.78115,0.00495,0.00022,0.00514,0.0,0.55404,5596.39962,30.0068,14.41488,51,215,271,37,93,257,21100.0,34300.0,45900.0,103404.00000000009,11516000.0,1.0,1.0,0.1252,23.0,52.0,5770.0
4,31,210.15475,310,671,4649.21660700172,13.45595,86.76677,23.9731,23.74235,0.00375,0.00022,0.00395,0.0,0.63707,6416.18791,31.38893,17.41452,53,236,275,35,74,257,21700.0,35600.0,47400.0,106302.00000000004,11891400.0,1.0,1.0,0.1403,24.0,54.0,5958.0
4,32,214.56833,333,654,4554.771122751082,13.71225,79.10806,24.59992,24.36917,0.00254,0.00022,0.00268,0.0,0.55171,6589.34495,31.08398,18.58985,55,231,278,55,102,278,22400.0,36600.0,49100.0,109904.00000000009,12280700.0,1.0,1.0,0.1544,25.0,56.0,6153.0
4,33,218.99144,317,692,4477.0773638968485,15.28576,99.3737,25.27836,25.04761,0.00205,0.00022,0.00216,0.0,0.64144,8569.40059,37.45819,24.44242,49,231,294,23,86,268,23100.0,37700.0,50400.0,113704.00000000009,12658700.0,1.0,1.0,0.1754,26.0,57.0,6343.0
4,34,223.05635,334,706,4388.274530454625,11.7382,78.72909,26.19618,25.97419,0.00128,0.00022,0.00128,0.0,0.60551,6320.17835,30.92641,17.61584,54,236,296,38,98,280,23800.0,38900.0,52200.0,116706.00000000013,13035900.0,1.0,1.0,0.1936,27.0,59.0,6532.0
4,35,227.98965,351,722,4294.979169351029,12.63858,80.27968,26.79179,26.56104,0.00093,0.00022,0.00094,0.0,0.60989,6583.04974,32.36809,18.26554,50,238,319,32,113,301,24400.0,39900.0,53704.99999999993,121102.00000000004,13417900.0,1.0,1.0,0.2143,27.0,61.0,6723.0
4,36,237.13654,351,680,4129.671691100558,13.67089,82.69187,27.74377,27.51302,0.00074,0.00022,0.00074,0.0,0.80521,7169.24265,33.53237,21.7709,54,237,306,45,114,297,25100.0,41100.0,55100.0,123806.00000000013,13804700.0,1.0,1.0,0.2382,28.0,63.0,6917.0
4,37,245.03215,366,786,4007.052412245552,14.37484,80.80173,28.63866,28.41668,0.0003,0.00011,0.0003,0.0,0.97563,6172.51003,34.07632,15.11747,54,248,319,47,118,312,25800.0,42010.00000000004,56800.0,127011.00000000023,14177300.0,1.0,1.0,0.2624,29.0,64.0,7103.0
4,38,248.70288,361,798,3944.306393720664,15.37639,81.85573,29.25498,29.02424,0.0002,0.00011,0.00021,0.0,0.81436,6042.54438,36.17986,12.65837,54,239,317,44,122,307,26500.0,43200.0,58200.0,130010.00000000022,14555900.0,1.0,1.0,0.2888,30.0,66.0,7293.0
4,39,247.92219,358,713,3957.261574990107,18.24037,83.5827,29.70024,29.46076,0.00038,0.00033,0.00042,0.0,0.8124,7524.85532,36.8725,20.88926,53,277,331,27,81,305,27100.0,44300.0,59604.99999999993,134000.0,14937400.0,1.0,1.0,0.3168,30.0,68.0,7484.0
4,40,248.21435,356,757,3955.0704002531247,17.82096,84.18911,29.97329,29.74282,0.00012,0.00022,0.00012,0.0,0.90543,5205.55599,37.58553,12.6632,55,295,332,24,61,301,27700.0,45300.0,61100.0,136406.00000000012,15312400.0,1.0,1.0,0.3418,31.0,69.0,7672.0
4,41,259.20301,371,872,3794.202458643193,21.52638,85.50411,31.08065,30.84114,0.00013,0.00022,0.00012,0.0,0.81536,8302.78459,40.18351,25.83048,55,290,337,34,81,316,28400.0,46600.0,62304.99999999993,139809.0000000002,15695300.0,1.0,1.0,0.3661,32.0,71.0,7864.0
4,42,260.96253,386,847,3763.501561853149,21.73407,86.91324,30.92198,30.68247,4e-05,0.00022,4e-05,0.0,0.86668,8487.9315,42.0806,26.4454,51,297,350,36,89,335,29100.0,47700.0,63900.0,143505.00000000012,16079900.0,1.0,1.0,0.3918,33.0,72.0,8057.0
4,43,266.55638,390,852,3690.036900369004,19.21303,87.8695,31.96298,31.72347,5e-05,0.00022,6e-05,0.0,0.86346,7474.29695,41.811,18.369,53,300,350,40,90,337,29800.0,48800.0,65200.0,146619.0000000004,16459100.0,1.0,1.0,0.4168,33.0,74.0,8247.0
4,44,283.9645,417,984,3467.5266132667566,20.51418,90.12914,33.33159,33.08331,6e-05,0.00033,6e-05,0.0,0.88158,7751.73328,42.81874,19.68319,54,299,369,48,118,363,30400.0,49900.0,66500.0,149709.0000000002,16846000.0,1.0,1.0,0.4416,34.0,76.0,8440.0
4,45,274.15849,394,856,3588.860178007465,23.28972,87.83141,32.68772,32.43944,6e-05,0.00033,6e-05,0.0,0.89094,8684.23205,43.88498,26.64216,55,308,370,24,86,339,31100.0,51000.0,68200.0,153102.00000000006,17228600.0,1.0,1.0,0.4665,35.0,77.0,8632.0
4,46,284.99903,445,1004,3454.47008428907,31.71423,88.99348,33.14084,32.89256,6e-05,0.00033,6e-05,0.0,1.10709,9883.14806,48.33489,31.38997,50,308,385,60,137,395,31800.0,52100.0,69400.0,156208.00000000017,17616300.0,1.0,1.0,0.4912,35.0,79.0,8826.0
4,47,303.4826,499,1468,3239.07621546335,34.94969,95.0578,34.19209,33.95883,4e-05,0.00022,4e-05,0.0,1.26909,9644.07308,49.83744,29.92265,55,308,375,124,191,444,32400.0,53200.0,71100.0,158913.0000000003,17997400.0,1.0,1.0,0.5125,36.0,80.0,9017.0
4,48,318.5169,528,1532,3095.7835428146864,36.02521,96.44847,35.37667,35.13395,4e-05,0.00022,4e-05,0.0,1.37715,10069.68705,50.7309,29.8586,50,313,388,140,215,478,33100.0,54310.00000000004,72404.99999999993,162514.0000000003,18384300.0,1.0,1.0,0.5369,37.0,82.0,9211.0
4,49,305.03741,460,1172,3225.182222795588,34.71664,91.59082,35.24172,35.01138,4e-05,0.00022,4e-05,0.0,1.23385,9837.35637,51.12944,30.66135,54,320,393,67,140,406,33700.0,55610.00000000004,74300.0,165816.00000000035,18774300.0,1.0,1.0,0.5685,38.0,84.0,9406.0
4,50,300.13812,442,1062,3279.441183222379,27.80713,92.36144,35.41869,35.16847,6e-05,0.00033,6e-05,0.0,1.13549,9987.721,49.58053,32.40345,48,325,391,51,117,394,34400.0,56700.0,75700.0,169304.0000000001,19156100.0,1.0,1.0,0.602,38.0,85.0,9598.0
4,51,313.6732,449,1089,3140.4076249097134,30.48104,92.98104,36.64035,36.40132,4e-05,0.00022,4e-05,0.0,1.15746,9967.13588,52.29793,30.50593,54,325,399,50,124,395,35100.0,57800.0,77200.0,172200.0,19543600.0,1.0,1.0,0.6423,39.0,87.0,9792.0
4,52,314.1191,453,1117,3136.5660874474625,41.10503,100.0818,36.93213,36.68856,4e-05,0.00022,4e-05,0.0,1.19209,10973.00271,55.85278,36.19251,55,328,408,45,125,398,35700.0,58900.0,78900.0,176402.00000000006,19927800.0,1.0,1.0,0.6893,40.0,89.0,9984.0
4,53,306.69586,447,1064,3209.3456144292177,41.28272,101.4825,36.60656,36.35525,4e-05,0.00022,4e-05,0.0,1.19367,11122.11719,55.86958,35.8134,51,335,412,35,112,396,36400.0,60000.0,80304.99999999993,180104.0000000001,20304600.0,1.0,1.0,0.741,41.0,91.0,10173.0
4,54,341.12441,551,1708,2892.9325657418926,36.61475,94.38791,38.25741,38.00284,6e-05,0.00033,6e-05,0.0,1.28564,10835.02243,56.13203,35.57909,55,334,424,127,217,496,37000.0,61100.0,81809.99999999985,182514.0000000003,20689100.0,1.0,1.0,0.7939,41.0,92.0,10366.0
4,55,338.30997,517,1573,2913.7529137529136,38.56166,94.99586,38.61678,38.37787,4e-05,0.00022,4e-05,0.0,1.27751,11305.23543,58.16942,38.15372,50,340,426,91,177,467,37700.0,62300.0,83404.99999999993,185518.0000000004,21076900.0,1.0,1.0,0.8409,42.0,93.0,10560.0
4,56,330.04516,495,1411,2988.9111396718176,41.60347,98.68411,38.78868,38.53326,4e-05,0.00022,4e-05,0.0,1.25021,11570.35784,58.49513,38.21002,51,344,427,68,151,444,38400.0,63410.00000000004,85104.99999999993,189420.00000000044,21455900.0,1.0,1.0,0.8866,43.0,95.0,10750.0
4,57,357.08847,551,1867,2763.65244306876,30.9979,97.27999,40.2399,39.97059,6e-05,0.00033,6e-05,0.0,1.22641,11162.8218,57.08537,37.49004,54,346,440,111,205,497,39100.0,64400.0,86504.99999999993,192123.0000000005,21840300.0,1.0,1.0,0.9198,44.0,97.0,10943.0
4,58,372.0004,631,1738,2655.901412939552,34.69319,96.48856,41.13074,40.88167,4e-05,0.00022,4e-05,0.0,1.35274,11268.99071,58.4079,38.2321,55,350,447,184,281,576,39700.0,65600.0,88009.99999999985,195118.0000000004,22216900.0,1.0,1.0,0.9509,45.0,98.0,11131.0
4,59,403.75146,832,2647,2447.4412002251647,36.27863,97.90348,41.50864,41.25249,4e-05,0.00022,4e-05,0.0,1.56381,11604.55049,59.75871,39.2532,53,358,453,379,474,779,40300.0,66700.0,89609.99999999985,198821.00000000047,22604300.0,1.0,1.0,0.9693,45.0,100.0,11325.0
4,60,389.26254,711,2235,2535.8827407820663,34.90985,97.69086,41.94965,41.69446,6e-05,0.00033,6e-05,0.0,1.46645,11627.98622,60.52232,39.72438,50,360,454,257,351,661,41000.0,67910.00000000003,90809.99999999985,202711.00000000023,22995000.0,1.0,1.0,0.9808,46.0,102.0,11521.0
4,61,380.01455,589,1663,2598.88767607464,39.514,98.52551,43.04833,42.78491,6e-05,0.00033,6e-05,0.0,1.47056,12069.04699,63.03942,41.35138,49,366,462,127,223,540,41700.0,69000.0,92604.99999999993,206515.00000000032,23378200.0,1.0,1.0,0.9899,47.0,104.0,11713.0
4,62,367.14898,606,1625,2687.016337059329,40.1682,98.22242,42.01925,41.74469,6e-05,0.00033,6e-05,0.0,1.4726,12088.3033,63.63371,41.67536,51,369,469,137,237,555,42300.0,70100.0,94400.0,208935.00000000076,23758900.0,1.0,1.0,0.9945,48.0,105.0,11904.0
4,63,351.74794,518,1216,2798.9252127183163,41.37689,100.14098,42.4841,42.21874,4e-05,0.00022,4e-05,0.0,1.41327,12264.577,64.88596,42.55973,55,396,472,46,122,463,43000.0,71110.00000000003,95604.99999999993,212538.00000000081,24145200.0,1.0,1.0,0.9974,48.0,107.0,12097.0
4,64,358.38194,526,1298,2756.1876412546167,44.88502,99.88578,43.27739,43.01203,6e-05,0.00033,6e-05,0.0,1.42064,12587.35985,66.09713,43.30443,51,405,489,37,121,475,43700.0,72300.0,97104.99999999993,216228.0000000006,24525300.0,1.0,1.0,0.999,49.0,109.0,12288.0
4,65,376.94148,530,1333,2618.2808368025558,48.62692,100.03812,44.71326,44.43926,6e-05,0.00033,6e-05,0.0,1.43429,12652.87382,68.96832,43.88966,47,412,487,43,118,483,44300.0,73310.00000000003,98504.99999999993,219632.0000000007,24915200.0,1.0,1.0,0.9995,50.0,111.0,12483.0
4,66,421.06841,782,2719,2345.3807725684264,50.53147,103.03243,45.24594,44.98088,4e-05,0.00022,4e-05,0.0,1.58811,12858.72554,69.20011,44.45855,55,414,501,281,368,727,45000.0,74500.0,100000.0,223422.00000000047,25289400.0,1.0,1.0,0.9999,51.0,112.0,12671.0
4,67,398.56517,648,2253,2478.007681823813,48.75698,101.52525,45.24439,44.9708,6e-05,0.00033,6e-05,0.0,1.52653,13040.81451,69.51954,45.60232,54,416,508,140,232,594,45700.0,75500.0,101509.99999999985,226430.00000000064,25663800.0,1.0,1.0,1.0,51.0,114.0,12858.0
4,68,398.79354,690,2257,2476.90288063805,47.90565,101.72083,45.25622,44.98209,4e-05,0.00022,4e-05,0.0,1.5668,13172.41687,71.17993,46.71741,54,421,503,187,269,636,46400.0,76500.0,103200.0,230322.00000000047,26042500.0,1.0,1.0,1.0,52.0,116.0,13048.0
4,69,425.92576,708,2373,2322.4487900041804,46.52118,103.28312,47.62984,47.34773,6e-05,0.00033,6e-05,0.0,1.56465,12831.00015,69.61241,44.65094,48,428,509,199,280,660,47000.0,77800.0,104700.0,233217.00000000038,26408500.0,1.0,1.0,1.0,53.0,117.0,13231.0
4,70,454.72286,899,2797,2176.6575247050628,42.52042,102.99222,47.6168,47.33469,6e-05,0.00033,6e-05,0.0,1.69635,12982.77328,69.92747,45.94213,54,403,519,380,496,845,47700.0,79000.0,106609.99999999985,236120.00000000044,26791500.0,1.0,1.0,1.0,54.0,119.0,13423.0
4,71,501.78209,1183,4151,1971.9587466230207,53.79887,103.36294,46.73517,46.45226,6e-05,0.00033,6e-05,0.0,1.94427,13803.08959,74.86028,49.03579,50,409,518,665,774,1133,48400.0,80000.0,107909.99999999985,239413.0000000003,27166600.0,1.0,1.0,1.0,55.0,120.0,13611.0
4,72,534.92186,1368,4395,1851.200503526537,52.86181,103.1696,48.33317,48.05106,6e-05,0.00033,6e-05,0.0,1.98378,13700.61762,74.58418,48.86673,46,408,526,842,960,1322,49000.0,81000.0,109304.99999999993,243107.00000000015,27549300.0,1.0,1.0,1.0,55.0,122.0,13803.0
4,73,547.39065,1442,4603,1809.1034083508212,55.67489,105.09854,49.54403,49.26112,6e-05,0.00033,6e-05,0.0,2.05199,13972.27295,76.0905,49.87711,54,415,531,911,1027,1388,49700.0,82200.0,110800.0,246204.0000000001,27928400.0,1.0,1.0,1.0,56.0,124.0,13993.0
4,74,531.24091,1161,4431,1863.1341642911707,54.8748,103.01863,49.26948,48.97861,6e-05,0.00033,6e-05,0.0,1.98789,13910.62814,76.40069,50.1117,55,418,536,625,743,1106,50400.0,83400.0,112404.99999999993,250206.00000000012,28296100.0,1.0,1.0,1.0,57.0,126.0,14177.0
4,75,455.4293,759,2665,2173.7240239979133,51.90749,106.27835,51.29689,51.01478,6e-05,0.00033,6e-05,0.0,1.71938,13971.45004,76.91907,50.49497,55,425,552,207,334,704,51100.0,84500.0,113904.99999999993,252906.00000000012,28678800.0,1.0,1.0,1.0,58.0,127.0,14369.0
4,76,454.88498,746,2551,2174.149364061311,48.81992,107.05414,51.26912,50.97825,6e-05,0.00033,6e-05,162.36303,1.72021,13866.92995,76.22719,50.07817,49,427,558,188,319,697,51800.0,85610.00000000003,115404.99999999993,255911.00000000023,29068800.0,1.0,1.0,1.0,58.0,129.0,14564.0
4,77,432.1639,612,1511,2289.32487809345,71.19712,124.0294,52.22251,51.92288,6e-05,0.00033,6e-05,294.67059,1.69012,15088.50414,83.94946,55.1796,54,427,557,55,185,558,52400.0,86710.00000000003,117100.0,258905.00000000012,29453900.0,1.0,1.0,1.0,59.0,130.0,14757.0
4,78,492.63552,907,3337,2010.0502512562812,59.40541,148.68536,52.3575,52.04911,6e-05,0.00033,6e-05,331.24065,1.84079,15535.23828,86.09069,56.63585,47,430,578,329,477,860,53100.0,87800.0,118304.99999999993,261911.00000000023,29841500.0,1.0,1.0,1.0,60.0,132.0,14951.0
4,79,520.86017,984,3981,1901.8999980981,62.20106,147.18057,52.92181,52.61342,6e-05,0.00033,6e-05,335.54079,1.92176,15466.37705,86.46587,56.88138,49,497,574,410,487,935,53800.0,88800.0,119909.99999999985,265009.0000000002,30228900.0,1.0,1.0,1.0,61.0,133.0,15145.0
4,80,524.1864,1011,3745,1890.3949034953405,65.01537,111.92131,52.85144,52.55181,6e-05,0.00033,6e-05,339.83094,1.93572,15092.99597,85.30481,55.86943,53,502,589,422,509,958,54400.0,89900.0,121309.99999999985,269210.00000000023,30615400.0,1.0,1.0,1.0,61.0,135.0,15339.0
4,81,569.96617,1241,4439,1739.372434425659,62.76677,109.61192,53.94304,53.64341,6e-05,0.00033,6e-05,344.12442,2.0433,15073.96936,85.27531,55.85206,53,491,583,658,750,1188,55100.0,91000.0,122700.0,272511.00000000023,31002200.0,1.0,1.0,1.0,62.0,137.0,15533.0
4,82,539.6474,1076,3693,1835.2327992805888,61.92195,109.87154,54.88952,54.58989,6e-05,0.00033,6e-05,348.27027,1.96191,14898.02708,84.60985,54.71312,49,497,597,479,579,1027,55700.0,92100.0,123914.99999999978,276401.0,31375700.0,1.0,1.0,1.0,63.0,139.0,15720.0
4,83,598.2797,1586,5111,1657.165583985152,68.96706,114.50636,53.79781,53.49818,6e-05,0.00033,6e-05,352.56819,2.24175,15612.98833,88.83903,57.97272,52,501,599,987,1085,1534,56300.0,93400.0,125409.99999999985,279501.0,31762900.0,1.0,1.0,1.0,63.0,141.0,15914.0
4,84,608.34401,1578,5159,1630.151278038602,63.20184,108.07447,55.5656,55.25721,6e-05,0.00033,6e-05,356.83059,2.24207,14960.42624,85.865,54.8566,50,504,608,970,1074,1528,57000.0,94500.0,126800.0,282515.00000000035,32146900.0,1.0,1.0,1.0,64.0,142.0,16106.0
4,85,589.5482,1186,4731,1681.3504606900262,62.43547,112.8534,55.7821,55.47788,6e-05,0.00033,6e-05,361.18512,2.16396,15409.83017,88.72933,57.91261,54,502,612,574,684,1132,57600.0,95600.0,128309.99999999985,286119.0000000004,32539200.0,1.0,1.0,1.0,65.0,144.0,16303.0
4,86,568.43275,1112,4263,1744.226609921161,60.37528,111.68091,57.13435,56.82596,6e-05,0.00033,6e-05,365.48637,2.08817,15216.28029,87.07672,57.21101,51,509,609,503,603,1061,58300.0,96610.00000000003,129914.99999999978,288925.0000000005,32926700.0,1.0,1.0,1.0,66.0,145.0,16497.0
4,87,678.59197,1613,5791,1460.2590499554622,72.58063,117.88041,57.01396,56.70975,4e-05,0.00022,4e-05,369.64554,2.29876,15891.3141,91.59023,58.89073,52,520,626,987,1093,1561,58900.0,97800.0,131209.99999999985,292323.0000000005,33301400.0,1.0,1.0,1.0,66.0,147.0,16685.0
4,88,568.05341,967,4071,1744.5004622926226,70.51553,115.71798,58.84997,58.55452,4e-05,0.00022,4e-05,373.84578,2.04648,15686.3061,92.31591,58.07364,53,524,634,333,443,914,59550.0,98700.0,132804.99999999994,295930.00000000064,33679800.0,1.0,1.0,1.0,67.0,149.0,16874.0
4,89,484.51202,677,1572,2041.5662896574247,79.21851,125.07455,58.34695,58.03397,6e-05,0.00033,6e-05,378.12372,1.89335,16401.38174,95.72021,61.70797,55,528,639,38,149,622,60300.0,100000.0,134409.99999999985,299829.00000000064,34065200.0,1.0,1.0,1.0,68.0,151.0,17067.0
4,90,488.47014,686,1773,2027.616131713944,74.31711,117.51831,58.67886,58.37047,6e-05,0.00033,6e-05,382.46826,1.87475,16179.05861,96.13021,60.3753,50,530,645,41,156,636,60800.0,101100.0,135729.99999999956,303035.00000000076,34456600.0,1.0,1.0,1.0,69.0,152.0,17263.0
4,91,538.2308,900,3341,1840.502088969871,74.85514,116.9082,59.43978,59.12263,6e-05,0.00033,6e-05,386.69181,2.00791,16228.75794,95.3592,62.37778,50,537,653,247,363,850,61600.0,102200.0,137814.99999999977,307323.0000000005,34837100.0,1.0,1.0,1.0,70.0,154.0,17454.0
4,92,591.04825,965,3883,1678.0212773097962,71.1788,115.21551,61.0939,60.78551,6e-05,0.00033,6e-05,390.85764,2.02987,16044.08873,95.20148,60.07468,49,537,657,308,428,916,62200.0,103500.0,139314.99999999977,311917.00000000035,35212400.0,1.0,1.0,1.0,70.0,157.0,17642.0
4,93,595.00856,1022,3763,1665.972511453561,70.04947,116.26118,60.95589,60.6475,6e-05,0.00033,6e-05,395.06232,2.07403,15978.63533,95.82417,60.25771,54,539,664,358,483,968,62900.0,104500.0,140709.99999999985,315616.00000000035,35591200.0,1.0,1.0,1.0,71.0,159.0,17832.0
4,94,777.3592,1986,7355,1277.791975466394,77.1397,116.10441,62.01137,61.69422,6e-05,0.00033,6e-05,399.44127,2.44503,16598.12762,99.37189,64.50101,52,541,665,1321,1445,1934,63500.0,105410.00000000003,142209.99999999985,319225.0000000005,35985700.0,1.0,1.0,1.0,72.0,160.0,18029.0
4,95,857.84701,3361,7523,1157.9837187489145,89.14651,140.70673,61.84818,61.51351,6e-05,0.00033,6e-05,403.53273,2.79132,16650.70647,100.97387,61.98098,53,552,674,2687,2809,3308,64200.0,106610.00000000003,143604.99999999994,322716.00000000035,36354300.0,1.0,1.0,1.0,72.0,162.0,18214.0
4,96,721.90078,1527,6667,1374.324862911095,77.47213,164.19023,62.92443,62.6027,4e-05,0.00022,4e-05,407.76072,2.40631,17494.44136,103.74852,68.30411,52,558,678,849,969,1475,64800.0,107800.0,145209.99999999985,327007.0000000002,36735200.0,1.0,1.0,1.0,73.0,164.0,18405.0
4,97,831.95234,2507,7331,1194.5861356333098,78.70266,119.64301,65.4446,65.12206,6e-05,0.00033,6e-05,411.9876,2.59278,16596.95358,101.66926,62.19802,53,552,681,1826,1955,2454,65500.0,108800.0,146714.99999999977,330312.00000000023,37116000.0,1.0,1.0,1.0,74.0,166.0,18596.0
4,98,716.97194,2205,6063,1383.7383074113025,83.09899,123.90112,63.65978,63.34681,4e-05,0.00022,4e-05,416.17008,2.69229,16772.87684,102.95369,62.6426,53,557,705,1500,1648,2152,66200.0,109900.0,148109.99999999985,333809.0000000002,37492800.0,1.0,1.0,1.0,75.0,168.0,18784.0
4,99,753.78855,1739,6683,1317.8182201547118,88.70789,128.74927,63.56542,63.22995,6e-05,0.00033,6e-05,420.39696,2.59817,16806.83583,105.37484,61.91484,53,573,694,1045,1166,1686,66800.0,111100.0,149704.99999999994,337706.0000000001,37873600.0,1.0,1.0,1.0,76.0,170.0,18975.0
4,100,715.50714,1312,6235,1387.3473917869037,84.18932,123.23585,63.76568,63.43977,6e-05,0.00033,6e-05,424.54836,2.46333,16451.80629,102.98996,60.5924,47,570,702,610,742,1265,67400.0,112100.0,151500.0,341802.00000000006,38247600.0,1.0,1.0,1.0,76.0,172.0,19163.0
