run_id,Epoch,watcher_samples,watcher_cpu_mean_pct,watcher_cpu_max_pct,watcher_mem_mean_mib,watcher_mem_max_mib,watcher_delta_read_sum,watcher_delta_read_max,watcher_delta_write_sum,watcher_delta_write_max,95thPercentileLatency(us),Throughput(ops/sec)
4,19,16,76.26666666666667,84.4,2307.97890625,2455.4921875,0.0,0.0,0.0,0.0,229,6118.827632625589
4,20,17,76.8,85.2,2522.033203125,2682.06640625,0.0,0.0,0.0,0.0,237,5953.798523457966
4,21,17,76.89375,85.0,2499.1611328125,2673.23046875,0.0,0.0,0.0,0.0,242,5768.3433317951085
4,22,17,77.625,86.0,2625.603515625,2812.24609375,0.0,0.0,0.0,0.0,259,5624.613307835087
4,23,18,77.83529411764707,85.8,2744.9253216911766,2935.71875,0.0,0.0,0.0,0.0,264,5479.45205479452
4,24,18,78.37058823529412,86.3,2612.6734834558824,2789.796875,0.0,0.0,0.0,0.0,266,5396.071659831642
4,25,19,78.96666666666667,86.9,2549.185980902778,2710.06640625,0.0,0.0,0.0,0.0,270,5285.132921092965
4,26,19,78.71666666666667,86.8,2564.575737847222,2745.96484375,0.0,0.0,0.0,0.0,282,5046.93650953871
4,27,19,80.12777777777778,87.4,2675.6408420138887,2851.71484375,0.0,0.0,0.0,0.0,285,5106.73067102441
4,28,20,80.5,87.7,2726.4722450657896,2900.4921875,0.0,0.0,0.0,0.0,297,4890.453834115806
4,29,20,80.25263157894737,87.7,2651.6965460526317,2822.70703125,0.0,0.0,0.0,0.0,295,4934.372841211882
4,30,21,79.36,87.6,2897.612109375,3112.17578125,0.0,0.0,0.0,0.0,308,4589.893055491807
4,31,21,80.08,87.5,2888.4375,3098.96875,0.0,0.0,0.0,0.0,310,4649.21660700172
4,32,21,80.92999999999999,88.1,2756.1255859375,2955.34375,0.0,0.0,0.0,0.0,333,4554.771122751082
4,33,22,80.23809523809524,87.6,3026.7321428571427,3231.80078125,0.0,0.0,0.0,0.0,317,4477.0773638968485
4,34,22,80.94761904761906,88.0,2651.9893973214284,2817.4296875,0.0,0.0,0.0,0.0,334,4388.274530454625
4,35,23,80.74090909090908,88.2,2837.4035866477275,3019.81640625,0.0,0.0,0.0,0.0,351,4294.979169351029
4,36,24,81.86521739130436,89.0,2856.7039741847825,3044.8984375,0.0,0.0,0.0,0.0,351,4129.671691100558
4,37,24,82.04347826086956,88.9,2755.1010529891305,2929.78515625,0.0,0.0,0.0,0.0,366,4007.052412245552
4,38,25,80.18333333333334,88.8,2898.4951171875,3122.17578125,0.0,0.0,0.0,0.0,361,3944.306393720664
4,39,25,82.69583333333334,89.7,2722.61328125,2892.69140625,0.0,0.0,0.0,0.0,358,3957.261574990107
4,40,25,83.94166666666666,90.2,2352.4112955729165,2488.07421875,0.0,0.0,0.0,0.0,356,3955.0704002531247
4,41,26,84.036,90.1,2606.2328125,2774.78125,0.0,0.0,0.0,0.0,371,3794.202458643193
4,42,26,80.964,88.6,2785.21921875,2981.85546875,0.0,0.0,0.0,0.0,386,3763.501561853149
4,43,26,83.98,89.9,3233.708125,3438.859375,0.0,0.0,0.0,0.0,390,3690.036900369004
4,44,28,82.78148148148148,89.9,3026.049334490741,3218.04296875,0.0,0.0,0.0,0.0,417,3467.5266132667566
4,45,27,83.88076923076923,90.0,2931.894080528846,3129.859375,0.0,0.0,0.0,0.0,394,3588.860178007465
4,46,28,79.56296296296296,87.7,2887.5315393518517,3098.68359375,0.0,0.0,0.0,0.0,445,3454.47008428907
4,47,30,75.0551724137931,86.1,2908.1549030172414,3140.84375,0.0,0.0,0.0,0.0,499,3239.07621546335
4,48,31,73.16000000000001,85.3,2901.446484375,3116.81640625,0.0,0.0,0.0,0.0,528,3095.7835428146864
4,49,30,78.41724137931034,87.9,3104.7711476293102,3325.734375,0.0,0.0,0.0,0.0,460,3225.182222795588
4,50,30,81.82758620689656,89.1,3259.684536637931,3481.23828125,0.0,0.0,0.0,0.0,442,3279.441183222379
4,51,31,81.22,89.0,2920.666796875,3185.05078125,0.0,0.0,0.0,0.0,449,3140.4076249097134
4,52,31,81.67333333333333,89.3,2716.034244791667,2908.73828125,0.0,0.0,0.0,0.0,453,3136.5660874474625
4,53,30,81.54137931034482,89.1,2764.2809806034484,2968.59375,0.0,0.0,0.0,0.0,447,3209.3456144292177
4,54,33,74.2,85.3,3104.154296875,3416.22265625,0.0,0.0,0.0,0.0,551,2892.9325657418926
4,55,33,76.28125,86.2,3192.5684814453125,3443.97265625,0.0,0.0,0.0,0.0,517,2913.7529137529136
4,56,32,81.19999999999999,88.6,3310.6170614919356,3529.9453125,0.0,0.0,0.0,0.0,495,2988.9111396718176
4,57,35,75.59411764705882,86.2,3227.975413602941,3441.1484375,0.0,0.0,0.0,0.0,551,2763.65244306876
4,58,36,74.09714285714286,85.2,3228.825669642857,3537.0390625,0.0,0.0,0.0,0.0,631,2655.901412939552
4,59,39,61.87105263157895,79.1,2995.4330797697367,3288.2734375,0.0,0.0,0.0,0.0,832,2447.4412002251647
4,60,38,69.8162162162162,83.3,3082.0408572635133,3389.421875,0.0,0.0,0.0,0.0,711,2535.8827407820663
4,61,37,77.60555555555555,86.7,3263.937934027778,3486.8828125,0.0,0.0,0.0,0.0,589,2598.88767607464
4,62,36,76.89428571428572,86.5,3327.2443080357143,3546.09375,0.0,0.0,0.0,0.0,606,2687.016337059329
4,63,35,84.18181818181819,90.5,3201.146425189394,3451.6171875,0.0,0.0,0.0,0.0,518,2798.9252127183163
4,64,35,83.43235294117646,89.7,3155.504825367647,3437.51953125,0.0,0.0,0.0,0.0,526,2756.1876412546167
4,65,37,81.25277777777778,89.1,3049.381293402778,3261.0234375,0.0,0.0,0.0,0.0,530,2618.2808368025558
4,66,41,67.44500000000001,81.1,3252.85859375,3534.73046875,0.0,0.0,0.0,0.0,782,2345.3807725684264
4,67,39,74.2078947368421,85.2,3274.8052014802633,3582.90625,0.0,0.0,0.0,0.0,648,2478.007681823813
4,68,39,73.86578947368422,84.8,3310.4008018092104,3626.21875,0.0,0.0,0.0,0.0,690,2476.90288063805
4,69,41,74.14,85.2,3287.3810546875,3593.3125,0.0,0.0,0.0,0.0,708,2322.4487900041804
4,70,44,65.45116279069768,79.2,3259.5924781976746,3590.80859375,0.0,0.0,0.0,0.0,899,2176.6575247050628
4,71,49,50.84166666666667,70.5,3038.537109375,3387.53515625,0.0,0.0,0.0,0.0,1183,1971.9587466230207
4,72,52,50.12352941176471,68.8,2982.8658088235293,3373.0703125,0.0,0.0,0.0,0.0,1368,1851.200503526537
4,73,53,48.87307692307692,69.2,2897.805363581731,3224.4296875,0.0,0.0,0.0,0.0,1442,1809.1034083508212
4,74,52,53.17450980392157,70.4,2972.6210171568628,3329.0625,0.0,0.0,0.0,0.0,1161,1863.1341642911707
4,75,44,75.62093023255814,85.1,3329.7072129360463,3643.546875,0.0,0.0,0.0,0.0,759,2173.7240239979133
4,76,44,74.74651162790697,84.4,3326.739371366279,3636.5625,0.0,0.0,0.0,0.0,746,2174.149364061311
4,77,42,84.72439024390243,90.2,3325.0994664634145,3557.9453125,0.0,0.0,0.0,0.0,612,2289.32487809345
4,78,48,67.18936170212766,80.1,3123.145861037234,3434.859375,0.0,0.0,0.0,0.0,907,2010.0502512562812
4,79,51,60.93469387755103,76.7,3050.604113520408,3399.8046875,0.0,0.0,0.0,0.0,984,1901.8999980981
4,80,51,61.868,76.2,3210.370078125,3467.03515625,0.0,0.0,0.0,0.0,1011,1890.3949034953405
4,81,55,54.81666666666666,72.1,3253.0203269675926,3659.890625,0.0,0.0,0.0,0.0,1241,1739.372434425659
4,82,52,61.94509803921568,77.2,3298.631050857843,3601.2890625,0.0,0.0,0.0,0.0,1076,1835.2327992805888
4,83,58,47.156140350877195,68.6,3064.86328125,3450.48046875,0.0,0.0,0.0,0.0,1586,1657.165583985152
4,84,59,49.50344827586206,69.8,3079.8922413793102,3411.9765625,0.0,0.0,0.0,0.0,1578,1630.151278038602
4,85,57,54.4125,71.6,3215.067801339286,3530.39453125,0.0,0.0,0.0,0.0,1186,1681.3504606900262
4,86,55,60.672222222222224,76.6,3279.478949652778,3582.05078125,0.0,0.0,0.0,0.0,1112,1744.226609921161
4,87,66,45.38923076923077,64.9,3109.046814903846,3458.91796875,0.0,0.0,0.0,0.0,1613,1460.2590499554622
4,88,55,66.87592592592593,78.8,3408.622468171296,3699.00390625,0.0,0.0,0.0,0.0,967,1744.5004622926226
4,89,47,84.96521739130435,90.8,3439.015370244565,3749.078125,0.0,0.0,0.0,0.0,677,2041.5662896574247
4,90,47,83.22173913043478,89.5,3351.05859375,3600.75390625,0.0,0.0,0.0,0.0,686,2027.616131713944
4,91,52,72.4156862745098,83.4,3418.333180147059,3696.68359375,0.0,0.0,0.0,0.0,900,1840.502088969871
4,92,57,68.23928571428571,78.0,3410.331473214286,3739.9453125,0.0,0.0,0.0,0.0,965,1678.0212773097962
4,93,58,68.25263157894737,77.9,3429.2168996710525,3687.0625,0.0,0.0,0.0,0.0,1022,1665.972511453561
4,94,75,38.660810810810815,61.2,3090.6238386824325,3568.39453125,0.0,0.0,0.0,0.0,1986,1277.791975466394
4,95,83,35.321951219512194,56.0,2881.9139672256097,3223.33984375,0.0,0.0,0.0,0.0,3361,1157.9837187489145
4,96,70,51.46231884057971,67.2,3095.0196444746375,3436.921875,0.0,0.0,0.0,0.0,1527,1374.324862911095
4,97,80,42.17215189873418,60.8,3093.0061807753164,3445.98046875,0.0,0.0,0.0,0.0,2507,1194.5861356333098
4,98,69,46.851470588235294,67.1,3053.575022977941,3425.98828125,0.0,0.0,0.0,0.0,2205,1383.7383074113025
4,99,73,47.59583333333333,64.0,3161.925238715278,3473.546875,0.0,0.0,0.0,0.0,1739,1317.8182201547118
4,100,69,52.55588235294118,67.2,3233.2993451286766,3530.21484375,0.0,0.0,0.0,0.0,1312,1387.3473917869037
5,1,5,52.8,60.1,156.625,157.40234375,0.0,0.0,0.0,0.0,60,21565.66745740781
5,2,6,50.42,60.8,316.19765625,321.47265625,0.0,0.0,0.0,0.0,73,16666.666666666668
5,3,7,59.81666666666666,67.5,466.888671875,472.69921875,0.0,0.0,0.0,0.0,85,15372.790161414296
5,4,7,63.166666666666664,70.9,540.9173177083334,546.5546875,0.0,0.0,0.0,0.0,91,14257.1998859424
5,5,8,65.37142857142858,71.4,646.1847098214286,656.0703125,0.0,0.0,0.0,0.0,102,12578.616352201258
5,6,9,67.25,72.5,788.55517578125,801.73828125,0.0,0.0,0.0,0.0,108,11924.636298592894
5,7,9,68.475,76.0,884.60498046875,907.49609375,0.0,0.0,0.0,0.0,116,11663.167716351762
5,8,10,69.43333333333334,76.4,1017.0416666666666,1044.9921875,0.0,0.0,0.0,0.0,126,10285.949393128984
5,9,10,69.53333333333333,77.0,1133.8763020833333,1175.80078125,0.0,0.0,0.0,0.0,132,9832.84169124877
5,10,10,73.02222222222223,80.6,1253.677951388889,1295.16015625,0.0,0.0,0.0,0.0,137,10078.613182826042
5,11,11,72.92999999999999,80.0,1381.656640625,1431.58984375,0.0,0.0,0.0,0.0,146,9509.319132750095
5,12,12,73.95454545454545,80.4,1638.0660511363637,1706.3515625,0.0,0.0,0.0,0.0,154,8643.042350907519
5,13,12,75.04545454545455,82.2,1755.6843039772727,1849.5078125,0.0,0.0,0.0,0.0,163,8259.684480052862
5,14,13,74.51666666666667,81.4,1842.0416666666667,1931.20703125,0.0,0.0,0.0,0.0,168,7962.417389919579
5,15,13,73.35833333333333,80.4,1922.6813151041667,2033.76953125,0.0,0.0,0.0,0.0,183,7490.075649764062
5,16,14,75.21538461538461,82.7,2030.8623798076924,2165.96875,0.0,0.0,0.0,0.0,190,7240.081088908196
5,17,14,75.3,82.9,2092.410456730769,2217.74609375,0.0,0.0,0.0,0.0,192,7311.544929443591
5,18,14,75.94615384615385,82.2,2268.032752403846,2405.0546875,0.0,0.0,0.0,0.0,200,6924.248719013987
5,19,15,74.95,81.8,2164.128348214286,2289.6953125,0.0,0.0,0.0,0.0,210,6659.563132658498
5,20,15,78.10714285714286,84.3,2505.0245535714284,2651.703125,0.0,0.0,0.0,0.0,208,6542.361792607131
5,21,16,76.05333333333333,83.4,2588.690364583333,2747.51953125,0.0,0.0,0.0,0.0,230,6260.172780768749
5,22,16,75.86666666666666,82.6,2673.74609375,2847.1015625,0.0,0.0,0.0,0.0,231,6094.959468519534
5,23,17,76.74375,84.8,2645.888427734375,2840.2578125,0.0,0.0,0.0,0.0,236,5784.359093012495
5,24,17,77.5375,84.0,2847.109375,3030.7734375,0.0,0.0,0.0,0.0,245,5728.361115884745
5,25,17,77.90625,84.7,2564.67724609375,2727.515625,0.0,0.0,0.0,0.0,252,5717.552887364208
5,26,18,78.8529411764706,85.1,2722.556525735294,2920.77734375,0.0,0.0,0.0,0.0,251,5590.965000559097
5,27,18,78.34117647058824,85.1,2849.9478400735293,3038.30078125,0.0,0.0,0.0,0.0,265,5414.771496642842
5,28,18,78.82352941176471,84.9,2376.301470588235,2516.3828125,0.0,0.0,0.0,0.0,266,5391.998274560552
5,29,19,78.43333333333334,85.0,2358.1569010416665,2498.046875,0.0,0.0,0.0,0.0,270,5222.204814872839
5,30,20,78.80526315789473,85.7,2933.8567023026317,3127.21875,0.0,0.0,0.0,0.0,282,4990.518015770037
5,31,20,78.67777777777778,84.7,2668.6634114583335,2834.65625,0.0,0.0,0.0,0.0,287,5074.854097944684
5,32,20,80.27894736842104,86.3,2927.6844161184213,3102.72265625,0.0,0.0,0.0,0.0,288,4892.846658185733
5,33,21,81.72,87.1,2844.0056640625,3155.7734375,0.0,0.0,0.0,0.0,289,4808.385824878588
5,34,21,81.5,87.5,2865.09609375,3029.4140625,0.0,0.0,0.0,0.0,294,4803.535402055913
5,35,21,79.5,85.5,2907.2572265625,3115.8671875,0.0,0.0,0.0,0.0,308,4652.461151949381
5,36,23,80.41363636363636,86.4,2912.486150568182,3084.1796875,0.0,0.0,0.0,0.0,322,4281.92172647084
5,37,22,80.9095238095238,86.8,2717.5989583333335,2868.9453125,0.0,0.0,0.0,0.0,321,4510.803374080924
5,38,22,82.0142857142857,87.1,2954.279761904762,3132.51171875,0.0,0.0,0.0,0.0,324,4395.604395604396
5,39,23,76.32272727272726,84.0,2442.539240056818,2598.05078125,0.0,0.0,0.0,0.0,330,4250.797024442083
5,40,23,80.81818181818181,86.5,2501.593572443182,2639.890625,0.0,0.0,0.0,0.0,336,4312.761461163583
5,41,24,82.52173913043478,87.3,2650.793308423913,2799.25,0.0,0.0,0.0,0.0,351,4060.748802079104
5,42,25,81.59583333333333,87.0,2847.62841796875,3015.62109375,0.0,0.0,0.0,0.0,346,3991.537939568116
5,43,24,80.09565217391305,87.1,2916.372792119565,3100.86328125,0.0,0.0,0.0,0.0,350,4048.255202007935
5,44,25,81.6375,87.1,3193.2822265625,3404.62890625,0.0,0.0,0.0,0.0,371,3946.4856545246457
5,45,27,82.25384615384615,87.1,2810.7364783653848,2980.73828125,0.0,0.0,0.0,0.0,375,3693.034936110496
5,46,28,66.80740740740741,80.9,2988.3388310185187,3268.32421875,0.0,0.0,0.0,0.0,439,3486.7503486750347
5,47,27,76.45384615384616,84.8,2968.8174579326924,3166.62109375,0.0,0.0,0.0,0.0,409,3655.638822884299
5,48,30,61.58965517241379,78.2,3079.771686422414,3374.14453125,0.0,0.0,0.0,0.0,427,3297.935492381769
5,49,29,75.98518518518519,85.1,3116.505787037037,3327.7421875,0.0,0.0,0.0,0.0,416,3439.026067817594
5,50,29,78.76785714285714,85.6,3209.734793526786,3428.3359375,0.0,0.0,0.0,0.0,437,3424.657534246576
5,51,28,81.10740740740741,87.2,3056.3995949074074,3306.265625,0.0,0.0,0.0,0.0,407,3517.287467904752
5,52,29,81.80357142857143,87.4,2713.4963727678573,2870.95703125,0.0,0.0,0.0,0.0,412,3371.998920960345
5,53,29,82.17857142857143,87.5,2839.3205915178573,3025.38671875,0.0,0.0,0.0,0.0,413,3390.060343074106
5,54,30,74.39655172413794,83.1,3151.4350754310344,3397.8359375,0.0,0.0,0.0,0.0,474,3234.2572528218893
5,55,32,71.53548387096774,82.7,3232.161164314516,3478.78125,0.0,0.0,0.0,0.0,506,3060.912151821243
5,56,31,75.27666666666667,84.1,3268.368098958333,3559.94921875,0.0,0.0,0.0,0.0,484,3120.514260750172
5,57,34,68.0878787878788,81.0,3122.7212357954545,3372.66015625,0.0,0.0,0.0,0.0,596,2896.1163080309307
5,58,34,65.6625,78.4,2803.856201171875,3090.04296875,0.0,0.0,0.0,0.0,634,2915.026963999417
5,59,33,72.26875,81.8,3015.8206787109375,3219.95703125,0.0,0.0,0.0,0.0,575,2957.092586568885
5,60,34,71.11515151515152,81.5,3181.5962357954545,3473.95703125,0.0,0.0,0.0,0.0,588,2835.4315526823184
5,61,34,70.08181818181818,80.5,3152.016808712121,3397.3515625,0.0,0.0,0.0,0.0,633,2832.6204571849416
5,62,39,52.33157894736842,73.2,3027.9100534539475,3425.171875,0.0,0.0,0.0,0.0,608,2485.8307646415437
5,63,34,83.17878787878789,87.7,3245.94921875,3482.53125,0.0,0.0,0.0,0.0,480,2868.2882055988985
5,64,33,81.41875,87.2,3127.64111328125,3332.5625,0.0,0.0,0.0,0.0,498,2943.6872626652143
5,65,34,83.45757575757575,88.0,3106.9488636363635,3288.84375,0.0,0.0,0.0,0.0,490,2874.9676566138637
5,66,35,80.85882352941177,86.4,3170.4213005514707,3370.4765625,0.0,0.0,0.0,0.0,521,2824.220515137822
5,67,43,48.476190476190474,70.8,3056.4620535714284,3511.6484375,0.0,0.0,0.0,0.0,695,2245.979696343545
5,68,37,70.85277777777777,81.1,3280.194878472222,3514.2109375,0.0,0.0,0.0,0.0,664,2624.258646932242
5,69,42,58.102439024390236,74.1,3194.037823932927,3477.34765625,0.0,0.0,0.0,0.0,886,2315.9406192825218
5,70,45,51.23409090909092,68.9,3058.4486860795455,3379.796875,0.0,0.0,0.0,0.0,1083,2142.5663659931865
5,71,47,52.20434782608696,69.7,3060.0255604619565,3423.69140625,0.0,0.0,0.0,0.0,1075,2082.0754127714504
5,72,46,49.48666666666667,68.4,3020.951736111111,3347.2265625,0.0,0.0,0.0,0.0,1139,2105.1745189676226
5,73,44,62.55348837209303,77.0,3192.8435683139537,3522.8671875,0.0,0.0,0.0,0.0,801,2232.840619836556
5,74,44,63.50232558139535,77.1,3250.0975654069766,3578.98046875,0.0,0.0,0.0,0.0,870,2212.585184529604
5,75,41,76.1975,83.7,3269.90771484375,3472.69921875,0.0,0.0,0.0,0.0,655,2363.1164780112013
5,76,45,65.05909090909091,76.7,3361.1956676136365,3660.65625,0.0,0.0,0.0,0.0,820,2143.714628708626
5,77,39,82.02894736842104,86.8,3298.6354851973683,3505.96484375,0.0,0.0,0.0,0.0,581,2490.163852781513
5,78,45,64.45454545454545,77.6,3249.682705965909,3564.80078125,0.0,0.0,0.0,0.0,829,2161.087459209474
5,79,48,62.34468085106383,75.3,3340.7757646276596,3679.3203125,0.0,0.0,0.0,0.0,878,2028.479857195018
5,80,46,61.037777777777784,74.4,3254.3631944444446,3535.71875,0.0,0.0,0.0,0.0,923,2129.15451274299
5,81,49,58.197916666666664,73.5,3313.2083333333335,3685.359375,0.0,0.0,0.0,0.0,997,1995.729139641168
5,82,52,51.64901960784314,68.6,3235.832337622549,3592.47265625,0.0,0.0,0.0,0.0,1189,1857.1481632804664
5,83,59,40.505172413793105,60.1,3081.5544181034484,3447.27734375,0.0,0.0,0.0,0.0,1700,1635.750973271829
5,84,63,39.96290322580645,59.1,3000.367628528226,3389.36328125,0.0,0.0,0.0,0.0,1811,1533.8364316829254
5,85,57,43.698214285714286,65.6,3014.6340680803573,3476.98828125,0.0,0.0,0.0,0.0,1452,1716.1784139079098
5,86,56,46.21636363636364,65.9,3042.1895596590907,3376.3203125,0.0,0.0,0.0,0.0,1544,1744.987523339208
5,87,55,55.48518518518518,69.7,3308.1145109953704,3571.0859375,0.0,0.0,0.0,0.0,1030,1772.1698447579215
5,88,49,66.18958333333333,78.4,3319.287841796875,3676.7265625,0.0,0.0,0.0,0.0,885,1963.7106276019165
5,89,50,65.12244897959184,75.1,3437.742267219388,3747.3828125,0.0,0.0,0.0,0.0,895,1932.255134968021
5,90,51,62.61600000000001,76.5,3335.16203125,3668.54296875,0.0,0.0,0.0,0.0,958,1904.7981866321263
5,91,44,77.28837209302326,86.5,3343.2651707848836,3621.25,0.0,0.0,0.0,0.0,648,2205.023042490794
5,92,56,59.68545454545454,72.1,3364.3655539772726,3635.2109375,0.0,0.0,0.0,0.0,1030,1739.372434425659
5,93,54,58.339622641509436,72.7,3351.0928655660377,3670.97265625,0.0,0.0,0.0,0.0,1111,1789.2928714572
5,94,56,59.89454545454545,72.7,3329.273650568182,3578.01953125,0.0,0.0,0.0,0.0,1027,1745.1093310995934
5,95,66,44.54153846153846,61.5,3215.1932091346152,3525.1953125,0.0,0.0,0.0,0.0,1731,1463.6359644629188
5,96,68,37.741791044776114,60.1,3021.1017957089553,3483.703125,0.0,0.0,0.0,0.0,1673,1429.551692589204
5,97,68,43.20909090909091,62.2,3098.1682646780305,3505.6328125,0.0,0.0,0.0,0.0,2119,1434.2880911059794
5,98,68,44.897014925373135,61.2,3147.660739272388,3550.31640625,0.0,0.0,0.0,0.0,1581,1414.187125240412
5,99,77,37.002631578947366,55.0,3037.3890830592104,3339.4921875,0.0,0.0,0.0,0.0,2903,1250.7348066989357
5,100,70,43.84927536231884,60.0,3151.980185688406,3483.671875,0.0,0.0,0.0,0.0,1796,1390.4918169556572
6,1,6,49.38,57.4,153.94296875,154.765625,0.0,0.0,0.0,0.0,65,18900.0189000189
6,2,7,53.61666666666667,62.8,300.7018229166667,305.19921875,0.0,0.0,0.0,0.0,84,15888.14744200826
6,3,8,54.92857142857143,63.9,435.37667410714283,447.36328125,0.0,0.0,0.0,0.0,108,12899.896800825594
6,4,9,55.7,63.0,510.53662109375,520.90234375,0.0,0.0,0.0,0.0,189,11142.061281337048
6,5,11,56.94,61.8,650.29375,662.8984375,0.0,0.0,0.0,0.0,364,9154.155986818016
6,6,12,54.209090909090904,63.0,750.35546875,772.66015625,0.0,0.0,0.0,0.0,415,8361.204013377926
6,7,13,56.199999999999996,61.2,864.2835286458334,894.30078125,0.0,0.0,0.0,0.0,436,7584.376185058779
6,8,14,57.49230769230769,63.4,969.85546875,1000.59765625,0.0,0.0,0.0,0.0,460,6934.812760055478
6,9,16,53.580000000000005,60.5,1125.9125,1167.0859375,0.0,0.0,0.0,0.0,478,6395.088571976722
6,10,16,58.766666666666666,65.9,1276.96328125,1328.36328125,0.0,0.0,0.0,0.0,463,6297.625795075257
6,11,17,58.26875,64.0,1371.50390625,1437.04296875,0.0,0.0,0.0,0.0,468,5826.147751106968
6,12,18,55.088235294117645,61.2,1481.5055147058824,1557.0390625,0.0,0.0,0.0,0.0,472,5516.024049864857
6,13,17,60.68125,66.4,1664.347900390625,1752.609375,0.0,0.0,0.0,0.0,441,5941.06463878327
6,14,19,59.46111111111111,64.6,1804.109592013889,1906.4375,0.0,0.0,0.0,0.0,478,5153.576582148011
6,15,18,60.78235294117647,65.7,1913.6468290441176,2021.71875,0.0,0.0,0.0,0.0,445,5442.769281010178
6,16,19,65.33333333333333,70.7,2116.3146701388887,2229.1953125,0.0,0.0,0.0,0.0,466,5190.760446405398
6,17,21,59.32000000000001,63.3,2119.2373046875,2261.44140625,0.0,0.0,0.0,0.0,507,4582.1114369501465
6,18,24,57.321739130434786,61.3,2332.239639945652,2459.15234375,0.0,0.0,0.0,0.0,554,4169.272461955389
6,19,21,61.815,67.4,2247.536328125,2387.31640625,0.0,0.0,0.0,0.0,492,4681.86712861089
6,20,22,62.11428571428572,67.7,2588.215773809524,2744.6015625,0.0,0.0,0.0,0.0,496,4553.734061930783
6,21,23,61.95,66.0,2459.2123579545455,2596.03125,0.0,0.0,0.0,0.0,518,4216.384871611081
6,22,23,67.7,73.2,2646.937677556818,2801.0859375,0.0,0.0,0.0,0.0,510,4260.395364689844
6,23,22,68.0904761904762,73.6,2801.1112351190477,2981.00390625,0.0,0.0,0.0,0.0,472,4440.891731059597
6,24,23,66.54545454545455,72.7,2836.8433948863635,3004.29296875,0.0,0.0,0.0,0.0,537,4320.400933206602
6,25,26,62.356,66.7,2871.35453125,3039.0625,0.0,0.0,0.0,0.0,568,3695.218387406696
6,26,25,63.525,69.5,2863.8430989583335,3050.1640625,0.0,0.0,0.0,0.0,555,3910.985959560405
6,27,25,67.175,71.8,2735.0380859375,2890.1484375,0.0,0.0,0.0,0.0,548,3943.062182090612
6,28,25,63.145833333333336,68.5,2653.7239583333335,2816.2421875,0.0,0.0,0.0,0.0,530,3850.44857725925
6,29,25,68.93333333333334,74.0,2379.68603515625,2523.9453125,0.0,0.0,0.0,0.0,501,3923.722828219415
6,30,25,67.99166666666666,71.2,2840.6165364583335,3002.4140625,0.0,0.0,0.0,0.0,515,3875.3681599751976
6,31,27,68.91153846153847,74.6,2650.064753605769,2809.03515625,0.0,0.0,0.0,0.0,540,3642.32380258605
6,32,27,66.53076923076922,70.6,2663.5294471153848,2818.87109375,0.0,0.0,0.0,0.0,546,3657.37692926633
6,33,27,69.36153846153846,74.4,2975.271033653846,3157.6640625,0.0,0.0,0.0,0.0,561,3588.860178007465
6,34,28,72.94074074074075,79.8,2850.410734953704,3038.28515625,0.0,0.0,0.0,0.0,568,3527.336860670194
