Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,CPU,Memory,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,WatcherSamples,WatcherCPU_min,WatcherCPU_q1,WatcherCPU_median,WatcherCPU_q3,WatcherCPU_max,WatcherMemoryKB_min,WatcherMemoryKB_q1,WatcherMemoryKB_median,WatcherMemoryKB_q3,WatcherMemoryKB_max
2,avg-run,10000,True,uniform,READ,0.2,8.0,535,3151557,1002595,951573,82251,5,0,0,4,385024,735,22557,1885062691,32024328,1059289106,905111497,615343003,14477381,11962688054554,14201005445,1814180297,37030877,1,0,0,0,0,5924,16880.48615800135,100000,54.51858,34,12127,74,267,100000,5,32.6,52.7,58.1,59.9,61.6,69808.0,69808.0,69808.0,69808.0,69808.0
3,extend,10000,True,zipfian,EXTEND,0.2,8.0,2,9330873,2597761,2416001,760722,300078,712490,0,0,0,735,22558,1885114142,32024328,1059317729,905132927,615407538,14477476,11963676533082,14202857424,1814222179,37030877,0,0,0,0,1,142320,702.6419336706015,100000,1414.72684,372,30367,2651,4351,100000,136,11.1,15.8,16.4,16.9,37.8,84544.0,321718.0,427176.0,429369.0,1015532.0
3,run,10000,True,uniform,READ,0.2,8.0,2,11447549,3172777,2970571,760904,300089,712666,0,0,0,735,22558,1885114142,32024328,1059317729,905132928,615407538,14477476,11963681681913,14202936958,1814222207,37030877,1,0,0,0,0,7752,12899.896800825594,100000,72.69707,30,13127,108,451,100000,7,29.3,53.85,59.0,62.3,63.9,386032.0,452818.0,455796.0,457608.0,458100.0
3,reference,10000,True,uniform,READ,0.2,8.0,1,947952,372666,304636,10119,1,0,0,0,0,735,22558,1885114142,32024328,1059317729,905132928,615407538,14477476,11963681681913,14202936958,1814222207,37030877,1,0,0,0,0,4224,23674.242424242424,100000,37.28815,25,15999,51,95,100000,4,27.1,41.800000000000004,49.8,53.35,54.7,44336.0,44336.0,44336.0,44336.0,44336.0
3,clean-run,10000,True,uniform,READ,0.2,8.0,501,1504215,475408,465316,46516,1,0,0,4,385024,735,22559,1885168794,32024328,1059317759,905139818,615409925,14477523,11963734632835,14203014367,1814223194,37031693,1,0,0,0,0,7021,14242.98532972511,100000,65.31081,29,14703,92,399,100000,6,29.6,51.35,57.45,60.25,61.7,81676.0,84720.0,85386.0,85761.0,85936.0
3,avg-run,10000,True,uniform,READ,0.2,8.0,503,4522215,1412279,1361177,116516,5,0,0,4,385024,735,22559,1885168794,32024328,1059317759,905145897,615409925,14477523,11963786893828,14203164845,1814223246,37031693,1,0,0,0,0,6453,15496.668216333488,100000,59.96675,39,12863,77,148,100000,6,33.3,54.775,60.5,63.449999999999996,66.0,83760.0,83760.0,83760.0,83760.0,83760.0
4,extend,10000,True,zipfian,EXTEND,0.2,8.0,2,15905646,4516503,4257667,1305964,400111,1245962,0,0,0,735,22561,1885276611,32024328,1059335479,905153316,615467387,14477533,11965148769023,14205531695,1814362744,37031693,0,0,0,0,1,158720,630.0403225806451,100000,1578.42576,375,9719,3293,5495,100000,152,13.3,19.6,19.8,20.1,39.9,96420.0,457023.0,553576.0,576421.0,1160724.0
4,run,10000,True,uniform,READ,0.2,8.0,2,18558522,5229475,4950193,1306182,400122,1246173,0,0,0,735,22561,1885277840,32024328,1059335480,905153317,615467387,14477533,11965157442798,14205666999,1814362878,37031693,1,0,0,0,0,8975,11142.061281337048,100000,84.68402,34,23743,189,487,100000,8,30.7,56.475,59.150000000000006,61.525,63.0,459676.0,530360.0,532626.0,533172.0,533404.0
4,reference,10000,True,uniform,READ,0.2,8.0,1,1250467,496580,405899,10119,1,0,0,0,0,735,22561,1885277887,32024328,1059335480,905153317,615467387,14477533,11965157442798,14205666999,1814362878,37031693,1,0,0,0,0,4307,23218.017181332714,100000,38.61395,25,12463,53,91,100000,4,32.2,44.35,51.25,54.4,55.3,44208.0,44208.0,44208.0,44208.0,44208.0
4,clean-run,10000,True,uniform,READ,0.2,8.0,501,1877866,600688,589722,58032,1,0,0,4,385024,735,22562,1885336661,32024328,1059335481,905161668,615524228,14477581,11965222482813,14205767579,1814363866,37032547,1,0,0,0,0,7549,13246.787653993906,100000,70.77467,33,16151,98,418,100000,7,32.2,55.5,60.1,62.2,64.5,94364.0,95222.0,96488.0,96636.0,96776.0
4,avg-run,10000,True,uniform,READ,0.2,8.0,503,5369644,1678752,1627733,138032,5,0,0,4,385024,735,22562,1885336661,32024328,1059335481,905169444,615524228,14477581,11965286245104,14205938111,1814363928,37032547,1,0,0,0,0,7057,14170.327334561429,100000,66.08358,42,12895,86,205,100000,6,32.9,54.975,60.55,63.425,66.1,97712.0,97712.0,97712.0,97712.0,97712.0
5,extend,10000,True,zipfian,EXTEND,7.2,12.6,2,23866959,6903364,6567167,2001672,500144,1932211,0,0,0,735,22565,1885505327,32024328,1059372898,905193402,615616274,14477609,11967064944735,14208762573,1814522247,37032547,0,0,0,0,1,168132,594.7707753431828,100000,1672.64377,380,9343,3885,6731,100000,161,14.4,21.9,22.2,22.6,40.7,101864.0,540132.0,594552.0,729224.0,1455660.0
5,run,10000,True,uniform,READ,0.2,8.0,2,27273383,7776941,7419421,2002167,500166,1932690,0,0,0,735,22565,1885507000,32024328,1059372959,905193462,615616274,14477609,11967114150516,14209030949,1814575934,37032547,1,0,0,0,0,10924,9154.155986818016,100000,104.34304,36,14095,364,539,100000,10,32.9,57.775,60.15,61.025000000000006,61.8,578236.0,674046.0,677520.0,677817.0,678808.0
5,reference,10000,True,uniform,READ,0.2,8.0,1,1553055,621384,507176,10119,1,0,0,0,0,735,22565,1885507050,32024328,1059372959,905193462,615616274,14477609,11967114150516,14209030949,1814575934,37032547,1,0,0,0,0,4565,21905.80503833516,100000,40.806,24,16415,53,89,100000,4,28.8,42.15,48.7,51.425,53.3,44080.0,44080.0,44080.0,44080.0,44080.0
5,clean-run,10000,True,uniform,READ,0.2,8.0,471,2330835,736125,725156,67755,8,0,0,4,385024,735,22566,1885594457,32024328,1059372960,905203280,615662218,14477684,11967192010795,14209159695,1814576923,37038588,1,0,0,0,0,8222,12162.49087813184,100000,77.45906,35,16511,118,447,100000,7,33.6,54.2,58.4,62.9,78.4,106564.0,108112.0,108612.0,143630.0,231864.0
5,avg-run,10000,True,uniform,READ,0.2,8.0,473,5874214,1834741,1783719,147755,12,0,0,4,385024,735,22566,1885594457,32024328,1059372960,905211887,615662218,14477684,11967265768114,14209330246,1814576992,37038588,1,0,0,0,0,7712,12966.804979253113,100000,72.61354,45,13583,101,352,100000,7,31.5,54.95,60.9,64.4,66.8,106160.0,106672.0,106672.0,106672.0,106672.0
6,extend,10000,True,zipfian,EXTEND,8.4,13.0,2,33456211,9762715,9348432,2842415,600188,2765293,0,0,0,735,22570,1885860187,32024328,1059406422,905229588,615778648,14477749,11969498417920,14212685430,1814805833,37038588,0,0,0,0,1,178993,558.681065740001,100000,1780.58447,393,11799,4431,7863,100000,171,14.4,23.9,24.1,26.5,39.2,104040.0,677694.0,784916.0,957780.0,1727604.0
6,run,10000,True,uniform,READ,0.2,8.0,2,37156743,10718826,10283220,2842961,600210,2765828,0,0,0,735,22570,1885865723,32024328,1059406491,905229656,615778648,14477749,11969562687942,14212979847,1814879848,37038645,1,0,0,0,0,11960,8361.204013377926,100000,114.46354,41,16319,415,554,100000,11,30.7,49.0,57.0,61.05,63.0,622140.0,776124.0,786964.0,789718.0,791204.0
6,reference,10000,True,uniform,READ,0.2,8.0,1,1855643,746188,608453,10119,1,0,0,0,0,735,22570,1885865772,32024328,1059406491,905229656,615778648,14477749,11969562687942,14212979847,1814879848,37038645,1,0,0,0,0,4554,21958.717610891523,100000,40.63051,25,11679,55,109,100000,4,29.6,41.975,48.45,51.224999999999994,52.5,44336.0,44336.0,44336.0,44336.0,44336.0
6,clean-run,10000,True,uniform,READ,0.2,8.0,471,2564408,810235,799266,75384,1,0,0,4,385024,735,22571,1885969795,32024328,1059406492,905240897,615817567,14477830,11969652193185,14213125327,1814880837,37041467,1,0,0,0,0,8864,11281.58844765343,100000,83.79157,38,13887,146,476,100000,8,26.6,54.925,62.150000000000006,69.85,81.7,109796.0,121561.0,123772.0,156876.0,259952.0
6,avg-run,10000,True,uniform,READ,0.2,8.0,473,6557538,2044205,1993183,165384,5,0,0,4,385024,735,22571,1885969795,32024328,1059406492,905251197,615817567,14477830,11969737402632,14213315937,1814880915,37041467,1,0,0,0,0,8342,11987.532965715656,100000,78.62013,48,14215,120,450,100000,8,29.0,58.575,62.699999999999996,65.05000000000001,66.5,119216.0,120624.0,120624.0,120624.0,120624.0
7,extend,10000,True,zipfian,EXTEND,6.0,14.0,2,44041994,12970191,12478876,3810042,700232,3726400,0,0,0,735,22576,1886290612,32024328,1059442961,905268755,615955086,14477904,11972321478685,14217102516,1815126695,37041467,0,0,0,0,1,184561,541.826279658216,100000,1836.52308,383,14223,4999,8567,100000,177,15.5,25.7,26.0,31.7,42.2,106964.0,769652.0,904352.0,1597680.0,2019796.0
7,run,10000,True,uniform,READ,0.3,8.0,2,48105052,14004075,13491437,3810642,700254,3726990,0,0,0,735,22576,1886307289,32024328,1059443037,905268864,615955086,14477904,11972437953667,14217466885,1815279669,37045015,1,0,0,0,0,13185,7584.376185058779,100000,126.60829,43,17279,436,577,100000,12,27.7,57.575,60.2,60.625,61.2,625556.0,909329.0,913022.0,914437.0,915764.0
7,reference,10000,True,uniform,READ,0.3,8.0,1,2158231,870992,709730,10119,1,0,0,0,0,735,22576,1886307337,32024328,1059443037,905268864,615955086,14477904,11972437953667,14217466885,1815279669,37045015,1,0,0,0,0,4364,22914.757103574702,100000,38.89243,24,12623,51,81,100000,4,28.5,42.3,49.65,52.75,53.8,44208.0,44208.0,44208.0,44208.0,44208.0
7,clean-run,10000,True,uniform,READ,0.3,8.3,440,2749638,873988,863019,81922,1,0,0,4,385024,735,22577,1886414873,32024328,1059443038,905281484,615983583,14477984,11972538926200,14217626880,1815280658,37046216,1,0,0,0,0,10927,9151.642719868216,100000,104.15221,40,16055,355,532,100000,10,29.6,53.349999999999994,58.35,60.625,76.9,123204.0,130234.0,133222.0,135521.0,279660.0
7,avg-run,10000,True,uniform,READ,0.3,8.3,442,6776335,2121146,2070124,171922,5,0,0,4,385024,735,22577,1886414873,32024328,1059443038,905293174,615983583,14477984,11972634147907,14217817517,1815280744,37046216,1,0,0,0,0,8243,12131.505519835013,100000,77.74656,54,15759,95,345,100000,7,38.0,63.2,69.5,71.30000000000001,74.6,130992.0,132528.0,132528.0,132528.0,132528.0
8,extend,10000,True,zipfian,EXTEND,4.9,16.5,2,55704775,16539022,15971301,4916339,800276,4827025,0,0,0,735,22582,1886837499,32024328,1059482459,905312215,616135748,14478114,11975642743314,14222070484,1815672511,37046216,0,0,0,0,1,192982,518.1830429781016,100000,1920.70355,388,16399,5559,9207,100000,185,17.5,27.3,28.0,33.1,42.2,115468.0,1005812.0,1188668.0,1922652.0,2413208.0
8,run,10000,True,uniform,READ,0.3,9.1,2,60046122,17629020,17039976,4916980,800298,4827656,0,0,0,735,22582,1886837499,32024328,1059482459,905312295,616135748,14478114,11975721502807,14222517016,1815761240,37046216,1,0,0,0,0,14420,6934.812760055478,100000,139.13013,45,26655,460,598,100000,13,32.5,59.1,60.6,61.7,63.4,732556.0,1013976.0,1021028.0,1024612.0,1024612.0
8,reference,10000,True,uniform,READ,0.3,9.1,1,2460819,995796,811007,10119,1,0,0,0,0,735,22582,1886837499,32024328,1059482459,905312295,616135748,14478114,11975721502807,14222517016,1815761240,37046216,1,0,0,0,0,4399,22732.439190725167,100000,39.1636,25,12487,53,93,100000,4,29.6,42.425000000000004,49.3,52.375,53.8,43952.0,43952.0,43952.0,43952.0,43952.0
8,clean-run,10000,True,uniform,READ,0.3,9.3,390,2899149,929501,918532,87716,1,0,0,4,385024,735,22583,1886975709,32024328,1059483808,905326250,616143373,14478152,11975833825343,14222689975,1815762229,37053366,1,0,0,0,0,10795,9263.547938860584,100000,103.00617,41,16911,343,530,100000,10,30.7,60.25,63.150000000000006,64.5,79.8,133580.0,143917.0,145050.0,149544.0,302060.0
8,avg-run,10000,True,uniform,READ,0.3,9.3,392,6952778,2188327,2137305,177716,5,0,0,4,385024,735,22583,1886975709,32024328,1059483808,905339051,616143373,14478152,11975939032749,14222880632,1815762316,37053366,1,0,0,0,0,9332,10715.816545220743,100000,88.34097,57,16911,151,423,100000,8,26.6,55.1,64.6,67.5,69.1,131120.0,144016.0,144304.0,144304.0,144304.0
9,extend,10000,True,zipfian,EXTEND,3.4,20.1,2,68406058,20503165,19860109,6191481,900320,6097057,0,0,0,735,22589,1887595546,32024328,1059552904,905384503,616307958,14478637,11979399282922,14227629312,1816141396,37053366,0,0,0,0,1,201523,496.221274990944,100000,2006.19323,386,99967,6247,10015,100000,193,19.7,29.2,33.0,34.5,44.0,126036.0,996892.0,1927588.0,2627480.0,3052312.0
9,run,10000,True,uniform,READ,0.4,11.0,2,73072431,21641030,20975775,6192151,900342,6097721,0,0,0,735,22589,1887595546,32024328,1059552904,905384709,616307958,14478637,11979556059451,14228238268,1816347516,37053479,1,0,0,0,0,15637,6395.088571976722,100000,151.07872,45,19823,478,612,100000,15,30.0,52.1,55.6,57.650000000000006,60.5,743892.0,1179530.0,1190256.0,1192532.0,1195096.0
9,reference,10000,True,uniform,READ,0.4,11.0,1,2763480,1121490,912298,10119,1,0,0,0,0,735,22589,1887595546,32024328,1059552904,905384709,616307958,14478637,11979556059451,14228238268,1816347516,37053479,1,0,0,0,0,4611,21687.26957276079,100000,41.23969,25,12231,55,102,100000,4,27.4,40.9,47.25,50.15,53.3,44208.0,44208.0,44208.0,44208.0,44208.0
9,clean-run,10000,True,uniform,READ,0.4,11.6,309,3021791,972724,961755,92971,1,0,0,4,385024,735,22590,1887779629,32024328,1059553558,905399999,616318479,14478673,11979679643803,14228423130,1816348505,37054615,1,0,0,0,0,12175,8213.552361396303,100000,116.63288,46,18255,385,557,100000,11,28.2,53.35,59.2,62.65,75.8,143296.0,154866.0,159980.0,162542.0,322712.0
9,avg-run,10000,True,uniform,READ,0.4,11.6,311,7508614,2362124,2311102,192971,5,0,0,4,385024,735,22590,1887779629,32024328,1059553558,905414853,616318479,14478673,11979796287390,14228633486,1816348507,37054615,1,0,0,0,0,10182,9821.253191907288,100000,96.82487,59,14383,292,466,100000,9,31.1,66.7,67.3,67.8,68.9,155056.0,162864.0,162992.0,162992.0,162992.0
10,extend,10000,True,zipfian,EXTEND,4.4,21.9,2,82196797,24752374,24034062,7587051,1000364,7487994,0,0,0,735,22597,1888558406,32024328,1059592160,905425979,616469737,14478802,11983692676778,14233897291,1816903797,37054615,0,0,0,0,1,205769,485.98185343759263,100000,2048.28772,365,15007,6715,10671,100000,197,18.8,31.0,34.6,36.3,46.9,123900.0,1125488.0,2566152.0,3054276.0,3323844.0
10,run,10000,True,uniform,READ,0.4,12.2,2,86926534,25931739,25192104,7587755,1000386,7488689,0,0,0,735,22597,1888569669,32024328,1059592248,905426066,616469737,14478802,11983828102013,14234444014,1817084726,37054615,1,0,0,0,0,15879,6297.625795075257,100000,153.43192,51,20767,463,612,100000,15,31.1,57.35,61.4,64.19999999999999,65.9,813456.0,1338888.0,1355968.0,1357624.0,1360244.0
10,reference,10000,True,uniform,READ,0.4,12.2,1,3066068,1246294,1013575,10119,1,0,0,0,0,735,22597,1888569713,32024328,1059592248,905426066,616469737,14478802,11983828102013,14234444014,1817084726,37054615,1,0,0,0,0,3909,25581.990278843696,100000,34.58922,25,12391,49,81,100000,3,31.8,41.0,50.2,52.25,54.3,44080.0,44080.0,44080.0,44080.0,44080.0
10,clean-run,10000,True,uniform,READ,0.4,12.3,313,3124183,1017205,1006236,97742,1,0,0,4,385024,735,22598,1888742944,32024328,1059592249,905442740,616520880,14478834,11983962928123,14234640156,1817085811,37064103,1,0,0,0,0,11735,8521.516829995739,100000,112.23769,47,61503,346,535,100000,11,28.5,57.8,65.1,66.4,80.2,149500.0,169112.0,171044.0,172512.0,343960.0
10,avg-run,10000,True,uniform,READ,0.4,12.3,315,7628664,2416203,2365181,197742,5,0,0,4,385024,735,22598,1888742944,32024328,1059592249,905457594,616520880,14478834,11984089571686,14234850512,1817085813,37064103,1,0,0,0,0,12434,8042.464211034261,100000,119.22536,62,14567,359,522,100000,11,28.5,57.75,58.9,59.85,61.5,150576.0,163504.0,163504.0,163504.0,163504.0
11,extend,10000,True,zipfian,EXTEND,4.9,22.7,2,97082592,29351040,28557981,9118512,1100419,9014987,0,0,0,735,22606,1889598127,32024328,1059648213,905484693,616685165,14479127,11988419521857,14240686679,1817765756,37064103,0,0,0,0,1,210221,475.68986923285496,100000,2093.49379,376,51871,7239,11559,100000,201,28.5,32.9,36.3,38.0,53.7,146608.0,1213408.0,2861748.0,3397340.0,3747752.0
11,run,10000,True,uniform,READ,0.5,13.6,2,101782890,30578680,29764298,9119236,1100441,9015711,0,0,0,735,22606,1889614049,32024328,1059648213,905484693,616685165,14479127,11988548167428,14241198185,1817936348,37065989,1,0,0,0,0,17164,5826.147751106968,100000,166.02608,51,24735,468,619,100000,16,28.4,59.875,60.9,62.0,64.0,766592.0,1454308.0,1462182.0,1466937.0,1471532.0
11,reference,10000,True,uniform,READ,0.5,13.6,1,3368729,1371988,1114866,10119,1,0,0,0,0,735,22606,1889614096,32024328,1059648213,905484693,616685165,14479127,11988548167428,14241198185,1817936348,37065989,1,0,0,0,0,4339,23046.7849734962,100000,38.93833,25,11911,52,97,100000,4,32.6,44.675000000000004,50.400000000000006,52.7,54.5,44208.0,44208.0,44208.0,44208.0,44208.0
11,clean-run,10000,True,uniform,READ,0.5,13.6,245,3221818,1093394,1082425,102345,18,0,0,4,385024,735,22607,1889789409,32024328,1059648214,905502692,616731103,14479168,11988694143887,14241404968,1817937435,37076701,1,0,0,0,0,14901,6710.958996040534,100000,144.01267,47,25679,432,593,100000,14,28.0,58.425,59.45,63.949999999999996,74.4,155112.0,181984.0,188320.0,190113.0,370736.0
11,avg-run,10000,True,uniform,READ,0.5,13.6,247,7747599,2501638,2450616,202345,22,0,0,4,385024,735,22607,1889789409,32024328,1059648214,905520021,616731103,14479168,11988830787470,14241615324,1817937437,37076701,1,0,0,0,0,12695,7877.116975187081,100000,121.78309,65,14695,366,532,100000,12,29.0,59.725,62.0,63.175,65.3,164272.0,183952.0,183984.0,183984.0,183984.0
12,extend,10000,True,zipfian,EXTEND,3.2,27.9,2,112264578,34315533,33446728,10814782,1200474,10706896,0,0,0,735,22616,1890721592,32024328,1059707557,905546698,616902401,14479400,11993505377641,14247687724,1818416757,37076701,0,0,0,0,1,210938,474.0729503455992,100000,2100.24124,383,102783,7747,12487,100000,202,20.8,34.324999999999996,37.7,39.775,50.3,127900.0,1267886.0,3010988.0,3789991.0,5438052.0
12,run,10000,True,uniform,READ,0.6,15.1,2,117503624,35589685,34699557,10815527,1200496,10707640,0,0,0,735,22616,1890740904,32024328,1059707557,905546704,616902401,14479400,11993777730529,14248598884,1818831735,37079661,1,0,0,0,0,18129,5516.024049864857,100000,175.75865,54,27263,472,628,100000,17,29.6,54.5,56.4,59.3,61.2,806536.0,1555760.0,1585532.0,1591252.0,1594408.0
12,reference,10000,True,uniform,READ,0.6,15.1,1,3671390,1497682,1216157,10119,1,0,0,0,0,735,22616,1890740951,32024328,1059707557,905546704,616902401,14479400,11993777730529,14248598884,1818831735,37079661,1,0,0,0,0,4258,23485.204321277597,100000,37.81745,24,11559,51,85,100000,4,30.7,43.6,50.15,53.05,55.0,44464.0,44464.0,44464.0,44464.0,44464.0
12,clean-run,10000,True,uniform,READ,0.7,15.1,181,3290577,1101638,1090669,106867,1,0,0,4,385024,735,22617,1890955772,32024328,1059707558,905566051,616947659,14479452,11993934844019,14248816126,1818832825,37088645,1,0,0,0,0,13226,7560.864962951761,100000,127.38821,50,26847,374,564,100000,12,33.7,61.35,64.55,66.075,78.2,166408.0,195619.0,199496.0,204072.0,396040.0
12,avg-run,10000,True,uniform,READ,0.7,15.1,183,7830090,2518970,2467948,206867,5,0,0,4,385024,735,22617,1890955772,32024328,1059707558,905583380,616947659,14479452,11994081487602,14249026482,1818832827,37088645,1,0,0,0,0,11993,8338.197281747685,100000,114.8556,68,14671,339,495,100000,11,29.3,54.45,62.9,65.35,67.2,160944.0,185200.0,185264.0,185264.0,185264.0
13,extend,10000,True,zipfian,EXTEND,41.4,25.3,2,128631454,39607479,38665033,12657455,1300529,12545074,0,0,0,735,22627,1891832980,32024328,1059809773,905651376,617137260,14481093,11999242085971,14255608922,1819422457,37088645,0,0,0,0,1,224174,446.0820612559887,100000,2232.40472,374,497663,8115,13215,100000,215,20.0,36.1,37.2,40.1,51.9,133172.0,1532210.0,2313748.0,3422366.0,5474632.0
13,run,10000,True,uniform,READ,0.7,16.3,2,133765248,40888680,39924911,12658220,1300551,12545838,0,0,0,735,22627,1891876028,32024328,1059809872,905651686,617137260,14481093,11999465676719,14256536522,1819794914,37096827,1,0,0,0,0,16832,5941.06463878327,100000,162.83559,57,38271,441,612,100000,16,30.0,60.725,63.7,65.19999999999999,66.4,875852.0,1759112.0,1787142.0,1790539.0,1794672.0
13,reference,10000,True,uniform,READ,0.7,16.3,1,3974051,1623376,1317448,10119,1,0,0,0,0,735,22627,1891876075,32024328,1059809872,905651686,617137260,14481093,11999465676769,14256536523,1819794914,37096827,1,0,0,0,0,4358,22946.305644791188,100000,39.10895,24,12415,52,84,100000,4,32.2,44.575,51.150000000000006,53.825,54.5,44208.0,44208.0,44208.0,44208.0,44208.0
13,clean-run,10000,True,uniform,READ,0.7,18.4,117,3365244,1163673,1152704,111452,1,0,0,4,385024,735,22628,1892172770,32024328,1059809873,905672404,617181603,14481144,11999633871093,14256763930,1819795903,37114566,1,0,0,0,0,14685,6809.669731018045,100000,141.76248,52,26655,405,588,100000,14,32.2,62.5,64.95,65.85,81.3,171444.0,209819.0,214704.0,216602.0,405908.0
13,avg-run,10000,True,uniform,READ,0.7,18.4,119,7922996,2590215,2539193,211452,5,0,0,4,385024,735,22628,1892172770,32024328,1059809873,905692734,617181603,14481144,11999790580267,14256974680,1819796009,37114566,1,0,0,0,0,13968,7159.22107674685,100000,134.40499,70,14495,387,547,100000,13,25.8,58.6,59.6,61.2,66.3,168880.0,212400.0,212400.0,212400.0,212400.0
