Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,CPU,Memory,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,WatcherSamples,WatcherCPU_min,WatcherCPU_q1,WatcherCPU_median,WatcherCPU_q3,WatcherCPU_max,WatcherMemoryKB_min,WatcherMemoryKB_q1,WatcherMemoryKB_median,WatcherMemoryKB_q3,WatcherMemoryKB_max
25,clean-run,10000,True,uniform,READ,1.6,46.8,53,4858529,1817539,1806573,179309,1,0,0,4,385024,681,42871,417538762,561069698,6450155896,11821337834,1124539681,168858668,22995292057164,27009602473,3569436966,79627250,1,0,0,0,0,17068,5858.917272088118,100000,165.63055,79,65791,247,530,100000,16,34.0,77.825,82.85,84.14999999999999,84.8,271252.0,541200.0,552138.0,556784.0,556784.0
25,avg-run,10000,True,uniform,READ,1.6,46.8,55,11593961,4698157,4647138,389309,5,0,0,4,385024,681,42872,417541854,561069698,6450225136,11821372100,1124539681,168858668,22995583774638,27010033134,3569437031,79627250,1,0,0,0,0,16686,5993.048064245475,100000,161.71261,134,20511,193,321,100000,15,34.4,79.19999999999999,84.7,86.8,87.9,237112.0,501560.0,508808.0,509466.0,509564.0
26,extend,10000,True,zipfian,EXTEND,57.3,73.7,7841637,404451051,138978945,137087702,49891856,2601288,49705272,0,0,0,681,42890,419502471,561072018,6450338520,11822201084,1124824670,168859087,23005702644682,27022155629,3570026483,79627250,0,0,0,0,1,306373,326.39951953990726,100000,3055.00116,298,81215,13887,24927,100000,291,34.7,53.1,55.3,55.6,62.5,188736.0,3988732.0,6845900.0,8019944.0,8766068.0
26,run,10000,True,uniform,READ,88.9,47.5,8707414,411707706,141081958,139168516,49892742,2601310,49706156,0,0,0,681,42891,419827086,561089667,6450744978,11822249824,1124846564,168859935,23006325268910,27024804149,3571710224,79627250,1,0,0,0,0,19814,5046.93650953871,100000,193.23507,93,60703,282,587,100000,18,32.2,78.775,83.75,85.9,86.8,938244.0,2736699.0,2792606.0,2802654.0,2811868.0
26,reference,10000,True,uniform,READ,1.6,47.6,15073,7894667,3270748,2634441,10119,1,0,0,0,0,681,42891,419827132,561091967,6450744978,11822251442,1124846564,168859935,23006325268960,27024804150,3571710224,79627250,1,0,0,0,0,4244,23562.6767200754,100000,37.84015,26,14431,53,87,100000,4,33.6,45.300000000000004,51.6,54.775,57.1,73964.0,73964.0,73964.0,73964.0,73964.0
26,clean-run,10000,True,uniform,READ,1.6,48.4,53,4988633,1898036,1887067,186394,1,0,0,4,385024,681,42892,420201926,561104855,6450744979,11822291495,1124931475,168866763,23006640101062,27025200676,3571711333,79637677,1,0,0,0,0,17761,5630.313608467992,100000,172.74771,82,59391,252,550,100000,16,35.5,77.85,82.9,84.55,85.7,399252.0,1095197.0,1103884.0,1110120.0,1131644.0
26,avg-run,10000,True,uniform,READ,1.6,48.4,55,12100242,4794702,4743680,396394,5,0,0,4,385024,681,42893,420206706,561104855,6450818802,11822328792,1124931475,168866763,23006941790355,27025631336,3571711381,79637677,1,0,0,0,0,16254,6152.331733727083,100000,157.40384,124,19455,196,313,100000,15,31.9,76.15,82.2,84.80000000000001,86.0,335116.0,1049580.0,1084620.0,1086732.0,1087244.0
27,extend,10000,True,zipfian,EXTEND,57.2,75.2,9602914,430197773,148999567,147035240,53690134,2701354,53496835,0,0,0,681,42912,422120934,561112601,6450946944,11823165529,1125225063,168871512,23017211978998,27037913632,3572340222,79637677,0,0,0,0,1,310138,322.4371086419594,100000,3092.1783,313,158079,14031,25679,100000,295,44.0,53.7,55.3,55.5,62.1,209712.0,4081764.0,6958424.0,7833658.0,8657384.0
27,run,10000,True,uniform,READ,89.0,49.1,10523628,437383138,151123478,149136952,53691026,2701376,53497726,0,0,0,681,42912,422217277,561134923,6451355708,11823214852,1125225063,168871512,23017735238920,27040551376,3573588816,79637677,1,0,0,0,0,19582,5106.73067102441,100000,190.74297,95,61247,285,615,100000,18,35.8,80.8,85.1,86.52499999999999,87.4,1140652.0,2826471.0,2903234.0,2916651.0,2920156.0
27,reference,10000,True,uniform,READ,1.6,49.1,16754,8195866,3399112,2735774,10119,1,0,0,0,0,681,42912,422217322,561137223,6451355708,11823216442,1125225063,168871512,23017735238970,27040551377,3573588816,79637677,1,0,0,0,0,4122,24260.0679281902,100000,36.1731,26,13487,49,85,100000,3,32.6,41.400000000000006,50.2,53.55,56.9,90544.0,90560.0,90576.0,90576.0,90576.0
27,clean-run,10000,True,uniform,READ,1.6,49.2,53,4956252,1963545,1952579,192655,1,0,0,4,385024,681,42913,422704877,561146885,6451355709,11823257857,1125319580,168879009,23018058216771,27040923269,3573589923,79649095,1,0,0,0,0,18077,5531.891353653814,100000,175.67609,86,61023,255,554,100000,17,35.1,79.1,83.5,85.4,86.7,327692.0,891604.0,906444.0,913420.0,931776.0
27,avg-run,10000,True,uniform,READ,1.6,49.2,55,12111940,4871974,4820078,402668,5,0,0,4,385024,681,42914,422710340,561146885,6451432020,11823296294,1125319580,168879009,23018372175459,27041391754,3573589977,79649095,1,0,0,0,0,17501,5713.959202331295,100000,169.90554,136,20063,201,311,100000,16,33.3,79.275,84.75,87.2,95.8,307224.0,867241.0,890480.0,891723.0,1684684.0
28,extend,10000,True,zipfian,EXTEND,59.0,76.2,11428720,456793205,159470042,157432843,57699840,2801420,57499781,0,0,0,681,42934,424610098,561158214,6451677843,11824193675,1125617021,168887146,23029215618448,27054264249,3574229395,79649095,0,0,0,0,1,315933,316.52280705086207,100000,3150.15378,327,223999,14423,26575,100000,300,34.0,53.8,55.9,57.3,64.3,203740.0,4113161.0,6856628.0,7842130.0,8591820.0
28,run,10000,True,uniform,READ,89.6,50.0,12531199,465032245,161686403,159627005,57700711,2801442,57500658,0,0,0,681,42934,424709466,561183759,6452174074,11824246889,1125617021,168887146,23029755186261,27057070042,3575548663,79649095,1,0,0,0,0,20448,4890.453834115806,100000,199.42926,97,65023,297,612,100000,19,36.6,81.25,85.4,86.69999999999999,87.7,1138012.0,2894764.0,2953580.0,2959510.0,2970104.0
28,reference,10000,True,uniform,READ,1.7,50.0,18463,8497037,3527476,2837107,10119,1,0,0,0,0,681,42934,424709512,561186059,6452174074,11824248528,1125617021,168887146,23029755186311,27057070043,3575548663,79649095,1,0,0,0,0,4101,24384.2965130456,100000,35.88049,26,12527,51,87,100000,3,30.7,39.7,48.7,52.3,55.9,61924.0,61928.0,61932.0,61932.0,61932.0
28,clean-run,10000,True,uniform,READ,1.7,50.4,53,5081236,2019795,2008826,199865,1,0,0,4,385024,681,42935,425194948,561195770,6452174075,11824291418,1125720201,168893738,23030092744569,27057496427,3575549769,79661866,1,0,0,0,0,18457,5417.998591320366,100000,179.35498,88,64735,258,564,100000,17,30.0,77.1,83.7,85.7,95.6,314004.0,907048.0,928032.0,944876.0,1700600.0
28,avg-run,10000,True,uniform,READ,1.7,50.4,55,12166439,4943327,4892305,409865,5,0,0,4,385024,681,42936,425201339,561195770,6452251951,11824329852,1125720201,168893738,23030414389584,27057927087,3575549812,79661866,1,0,0,0,0,17664,5661.231884057971,100000,171.56295,137,18831,212,320,100000,16,33.6,78.3,83.7,86.0,86.9,313688.0,873544.0,896472.0,898264.0,898456.0
29,extend,10000,True,zipfian,EXTEND,58.4,70.8,13856349,485403516,170277097,168167098,61828520,2901486,61621761,0,0,0,681,42956,426944418,561201151,6452707237,11825388132,1126024822,168903740,23041674660552,27071308060,3576282078,79661866,0,0,0,0,1,333018,300.28406872901763,100000,3320.79436,321,259455,14999,27951,100000,317,35.1,56.1,57.1,58.0,64.1,166700.0,4302752.0,7444404.0,8158716.0,8890784.0
29,run,10000,True,uniform,READ,89.4,50.7,15045171,493198778,172527667,170395469,61829169,2901508,61622440,0,0,0,681,42957,427060375,561228344,6453294917,11825438346,1126039049,168906388,23042242020712,27074088388,3577631283,79661866,1,0,0,0,0,20266,4934.372841211882,100000,197.63752,98,65983,295,610,100000,19,34.0,80.15,85.5,87.19999999999999,87.7,1071024.0,2805370.0,2874216.0,2889294.0,2890452.0
29,reference,10000,True,uniform,READ,1.7,50.7,20158,8798222,3655840,2938440,10119,1,0,0,0,0,681,42957,427060422,561230744,6453294917,11825439950,1126039049,168906388,23042242020712,27074088388,3577631283,79661866,1,0,0,0,0,4234,23618.327822390176,100000,37.40764,26,13183,53,92,100000,4,30.4,44.65,52.3,55.825,57.7,69584.0,69614.0,69624.0,69624.0,69624.0
29,clean-run,10000,True,uniform,READ,1.7,50.7,53,5128559,2095253,2084284,206522,1,0,0,4,385024,681,42958,427508175,561240196,6453294919,11825484304,1126139241,168913766,23042590698974,27074529513,3577632275,79674180,1,0,0,0,0,18850,5305.039787798409,100000,183.75634,88,65599,268,591,100000,17,35.5,80.5,83.6,85.8,87.0,271748.0,589984.0,593080.0,605628.0,802444.0
29,avg-run,10000,True,uniform,READ,5.5,51.4,55,11917912,5031655,4980633,416522,5,0,0,4,385024,681,42959,427516787,561240216,6453386741,11825535243,1126139241,168913766,23042922344380,27074960174,3577632318,79674180,1,0,0,0,0,18151,5509.338328466752,100000,176.35754,135,17167,207,334,100000,17,34.0,79.1,84.4,86.3,90.0,247412.0,677812.0,687732.0,688372.0,787392.0
30,extend,10000,True,zipfian,EXTEND,56.5,72.5,16235173,514537581,181593403,179409957,66190695,3001563,65977418,0,0,0,681,42981,429385864,561241381,6453898670,11826581212,1126479797,168928208,23054777647149,27089021495,3578349226,79674180,0,0,0,0,1,362312,276.0052109783833,100000,3614.00584,322,257919,15639,29023,100000,345,30.7,54.8,56.6,57.1,65.3,203008.0,4302204.0,7676380.0,7785148.0,8820256.0
30,run,10000,True,uniform,READ,89.4,51.4,17619390,522420625,183993375,181788072,66191190,3001585,65977932,0,0,0,681,42981,429437523,561268821,6454519822,11826636616,1126479797,168928208,23055337287111,27092022175,3579790714,79674180,1,0,0,0,0,21787,4589.893055491807,100000,213.3883,105,76095,308,669,100000,20,32.2,79.225,84.75,86.825,87.6,1020796.0,3078339.0,3146914.0,3161770.0,3186868.0
30,reference,10000,True,uniform,READ,1.7,51.4,21867,9099466,3785094,3039787,10119,1,0,0,0,0,681,42981,429437571,561271221,6454519822,11826638265,1126479797,168928208,23055337287111,27092022175,3579790714,79674180,1,0,0,0,0,4339,23046.7849734962,100000,38.13079,26,12935,51,87,100000,4,28.2,43.575,50.75,53.4,55.2,61760.0,61778.0,61784.0,61784.0,61784.0
30,clean-run,10000,True,uniform,READ,1.7,51.5,53,5081869,2139089,2128123,212797,1,0,0,4,385024,681,42982,429921941,561280913,6454519823,11826683917,1126586331,168934913,23055694100586,27092434128,3579791701,79686435,1,0,0,0,0,19205,5206.977349648529,100000,186.80737,92,70655,271,580,100000,18,28.7,78.05,83.6,85.45,86.7,292640.0,828401.0,842530.0,850309.0,865148.0
30,avg-run,10000,True,uniform,READ,1.7,51.5,55,11976828,5087801,5035905,422810,5,0,0,4,385024,681,42983,429931252,561280913,6454613032,11826734856,1126586331,168934913,23056038726678,27092915116,3579791752,79686435,1,0,0,0,0,18606,5374.610340750296,100000,180.97403,145,17999,215,352,100000,17,32.9,79.2,84.6,87.3,91.3,275168.0,961520.0,1003360.0,1007156.0,1678656.0
31,extend,10000,True,zipfian,EXTEND,60.2,78.6,18675861,543838734,193150190,190895025,70596098,3101629,70376169,0,0,0,681,43005,432093500,561294875,6454861149,11827756506,1126909381,168943524,23067997104633,27106950044,3580449492,79686435,0,0,0,0,1,338864,295.10364039850793,100000,3379.56254,313,160255,15727,29487,100000,322,35.8,56.5,58.0,58.5,65.7,174384.0,4982109.0,7658408.0,8311488.0,8702600.0
31,run,10000,True,uniform,READ,89.2,52.2,20021456,552515411,195547500,193269260,70596473,3101651,70376564,0,0,0,681,43006,432270501,561322911,6455564854,11827820213,1126954194,168952402,23068638723424,27110088937,3582190944,79686435,1,0,0,0,0,21509,4649.21660700172,100000,210.15475,108,74879,310,671,100000,20,31.7,80.55,85.25,86.825,87.5,929816.0,3060368.0,3155916.0,3169763.0,3173344.0
31,reference,10000,True,uniform,READ,1.7,52.2,23562,9400724,3914348,3141134,10119,1,0,0,0,0,681,43006,432270549,561325008,6455564854,11827821831,1126954194,168952402,23068638723424,27110088937,3582190944,79686435,1,0,0,0,0,4342,23030.86135421465,100000,38.73347,26,14111,53,94,100000,4,32.2,45.325,52.3,55.475,57.2,74420.0,74450.0,74460.0,74460.0,74460.0
31,clean-run,10000,True,uniform,READ,1.7,52.2,53,5120982,2184631,2173665,219504,1,0,0,4,385024,681,43007,432671141,561327197,6455564855,11827868971,1127014035,168952441,23069006838774,27110514361,3582191931,79698654,1,0,0,0,0,19138,5225.206395652628,100000,187.13261,94,93759,275,610,100000,18,41.7,80.175,84.2,86.175,87.4,435516.0,869192.0,877844.0,885677.0,888320.0
31,avg-run,10000,True,uniform,READ,1.7,52.2,55,12020823,5146757,5094861,429517,5,0,0,4,385024,681,43008,432680750,561327197,6455659533,11827919910,1127014035,168952441,23069361460998,27110995348,3582191982,79698654,1,0,0,0,0,20193,4952.21116228396,100000,197.11079,165,16495,236,347,100000,19,37.6,82.0,88.1,89.30000000000001,92.9,288040.0,912902.0,946996.0,947422.0,1650484.0
32,extend,10000,True,zipfian,EXTEND,61.3,57.9,21490586,575423242,205138168,202809752,75215045,3201695,74988642,0,0,0,681,43031,434787759,561335555,6456045252,11829121370,1127347259,168966320,23082019314885,27125849427,3583001700,79698654,0,0,0,0,1,354182,282.3407174842313,100000,3532.2841,319,211711,16263,30751,100000,337,31.8,58.0,60.0,60.7,65.2,204608.0,5086472.0,8017372.0,8605044.0,8841968.0
32,run,10000,True,uniform,READ,89.8,52.6,22861811,583334048,207598160,205246669,75215299,3201717,74988910,0,0,0,681,43032,435082999,561369409,6456964943,11829176541,1127382887,168974786,23082678249380,27128957825,3584860685,79699982,1,0,0,0,0,21955,4554.771122751082,100000,214.56833,106,86335,333,654,100000,20,36.9,81.14999999999999,85.75,87.42500000000001,88.1,986488.0,2922134.0,3005054.0,3014063.0,3026272.0
32,reference,10000,True,uniform,READ,1.7,52.6,25257,9701982,4043602,3242481,10119,1,0,0,0,0,681,43032,435083051,561372009,6456964943,11829178131,1127382887,168974786,23082678249380,27128957825,3584860685,79699982,1,0,0,0,0,4661,21454.62347135808,100000,41.51698,26,13735,55,92,100000,4,28.8,42.75,50.15,53.3,54.5,86536.0,86596.0,86616.0,86616.0,86616.0
32,clean-run,10000,True,uniform,READ,1.8,52.6,53,5156530,2217233,2206267,226007,1,0,0,4,385024,681,43033,435307982,561381709,6456964944,11829226731,1127472987,168974820,23083057663168,27129396495,3584861711,79712415,1,0,0,0,0,19335,5171.96793379881,100000,188.89644,98,72639,278,591,100000,18,39.5,81.375,85.05,86.65,87.3,324292.0,803018.0,823812.0,829869.0,840020.0
32,avg-run,10000,True,uniform,READ,1.7,52.6,55,12061443,5192365,5140469,436020,5,0,0,4,385024,681,43034,435317840,561381709,6457061137,11829277670,1127472987,168974820,23083422249632,27129877481,3584861761,79712415,1,0,0,0,0,20380,4906.771344455348,100000,199.0004,164,16247,231,334,100000,19,39.7,82.9,88.3,89.4,92.8,296244.0,873322.0,904004.0,904194.0,1540516.0
33,extend,10000,True,zipfian,EXTEND,62.7,79.3,23763780,604953049,217326738,214925178,79899718,3301761,79666871,0,0,0,681,43057,437715655,561382794,6457364564,11830338881,1127790797,168984944,23095970844478,27144338226,3585258170,79712415,0,0,0,0,1,338646,295.29361043685736,100000,3377.38404,313,257407,16175,31007,100000,322,32.6,60.349999999999994,61.7,62.5,67.2,220128.0,6725637.0,8524894.0,8604615.0,8836712.0
33,run,10000,True,uniform,READ,89.6,52.7,25292356,614890419,219854574,217429939,79899923,3301783,79667087,0,0,0,681,43058,438097412,561408479,6458553304,11830403025,1127838662,168994676,23096827784537,27148084045,3587702412,79713887,1,0,0,0,0,22336,4477.0773638968485,100000,218.99144,113,85119,317,692,100000,21,39.7,80.1,84.9,87.1,87.6,1171120.0,3229300.0,3294308.0,3302988.0,3309364.0
33,reference,10000,True,uniform,READ,1.9,52.7,26940,10003252,4172856,3343828,10119,1,0,0,0,0,681,43058,438097458,561410779,6458553304,11830404643,1127838662,168994676,23096827784537,27148084045,3587702412,79713887,1,0,0,0,0,4093,24431.95699975568,100000,36.1861,24,14175,49,85,100000,3,33.6,42.3,51.0,54.25,57.5,89052.0,89052.0,89052.0,89052.0,89052.0
33,clean-run,10000,True,uniform,READ,1.9,52.8,53,5312392,2328136,2317167,232562,1,0,0,4,393216,681,43059,438475612,561422424,6458553306,11830454782,1127950851,169001227,23097221483980,27148583086,3587703409,79726323,1,0,0,0,0,20481,4882.574093061862,100000,200.30992,97,77823,294,600,100000,19,36.9,80.94999999999999,84.8,86.0,87.1,421292.0,1174536.0,1202892.0,1212230.0,1834712.0
33,avg-run,10000,True,uniform,READ,1.9,52.8,55,12223248,5317035,5265136,442564,16,90,0,4,393216,681,43060,438485416,561422424,6458651057,11830505722,1127950851,169001227,23097596240199,27149064165,3587703472,79726323,1,0,0,0,0,20476,4883.766360617308,100000,199.77065,163,19615,231,368,100000,19,36.1,82.05000000000001,86.7,89.19999999999999,94.9,317560.0,1198120.0,1259492.0,1266248.0,2429952.0
34,extend,10000,True,zipfian,EXTEND,57.4,53.0,26830851,639087819,229893198,227417061,84735050,3401849,84495893,0,0,0,681,43084,440690371,561431326,6458874583,11831713867,1128303630,169011166,23110907431083,27164782162,3588635594,79726323,0,0,0,0,1,372760,268.26912758879706,100000,3718.37339,302,382975,17023,32063,100000,354,44.0,56.0,59.4,59.6,64.8,234292.0,4299680.0,8051142.0,8603727.0,8829984.0
34,run,10000,True,uniform,READ,90.0,53.0,28004671,646960728,232512816,230014480,84735178,3401871,84496021,0,0,0,681,43085,440907179,561465861,6459958133,11831774418,1128331997,169019567,23111539448918,27167874803,3590397178,79726323,1,0,0,0,0,22788,4388.274530454625,100000,223.05635,109,77311,334,706,100000,21,37.3,81.3,85.5,87.3,88.0,1033568.0,2809252.0,2870328.0,2878272.0,2885048.0
34,reference,10000,True,uniform,READ,1.9,53.0,28635,10304583,4303000,3445189,10119,1,0,0,0,0,681,43085,440907229,561468361,6459958133,11831776009,1128331997,169019567,23111539448968,27167874804,3590397178,79726323,1,0,0,0,0,4649,21510.00215100021,100000,41.51217,26,17439,54,85,100000,4,30.0,44.025000000000006,51.5,54.5,55.1,78040.0,78052.0,78056.0,78056.0,78056.0
34,clean-run,10000,True,uniform,READ,1.9,53.0,53,5371542,2440666,2429697,238840,1,0,0,4,393216,681,43086,441250595,561477308,6459958134,11831827574,1128441283,169019579,23111944384716,27168387794,3590398170,79739331,1,0,0,0,0,21218,4712.979545668772,100000,207.79265,103,84223,296,655,100000,20,40.6,83.6,86.95,87.75,92.2,438240.0,1155680.0,1170940.0,1176754.0,1582980.0
34,avg-run,10000,True,uniform,READ,1.9,53.0,55,12287833,5441966,5390067,448842,16,64,0,4,393216,681,43087,441260452,561477308,6460057420,11831878513,1128441283,169019579,23112329078597,27168868848,3590398219,79739331,1,0,0,0,0,20992,4763.719512195122,100000,205.14455,168,16719,236,354,100000,19,37.6,82.9,87.4,89.6,93.7,325640.0,1152264.0,1212980.0,1217858.0,2101516.0
35,extend,10000,True,zipfian,EXTEND,60.6,61.6,29447770,672106857,242912517,240362868,89747529,3501937,89502349,0,0,0,681,43112,443590635,561480831,6460288543,11832997448,1128808917,169029437,23126165158019,27185118184,3591349145,79739331,0,0,0,0,1,385850,259.1680704937152,100000,3849.55647,307,500991,17695,33343,100000,367,38.0,56.8,60.0,60.2,66.1,210668.0,4302446.0,8313340.0,8603800.0,8846412.0
35,run,10000,True,uniform,READ,90.2,53.2,30711628,680134825,245591696,243018972,89747622,3501959,89502443,0,0,0,681,43113,443788435,561516100,6461464698,11833058437,1128838930,169038142,23126823462993,27188354993,3593175699,79739331,1,0,0,0,0,23283,4294.979169351029,100000,227.98965,119,82175,351,722,100000,22,34.0,81.05,85.8,87.45,88.2,1021092.0,3025677.0,3074972.0,3081072.0,3092292.0
35,reference,10000,True,uniform,READ,1.9,53.2,30330,10605987,4434034,3546564,10119,1,0,0,0,0,681,43113,443788483,561518500,6461464698,11833060027,1128838930,169038142,23126823462993,27188354993,3593175699,79739331,1,0,0,0,0,4300,23255.81395348837,100000,38.038,26,15935,50,86,100000,4,31.8,44.475,50.75,53.675,56.3,84132.0,84144.0,84148.0,84148.0,84148.0
35,clean-run,10000,True,uniform,READ,89.4,53.2,53,5409380,2451026,2440057,244876,1,0,0,4,393216,681,43114,444152702,561527178,6461464699,11833113088,1128953721,169038161,23127239648383,27188881516,3593176689,79752547,1,0,0,0,0,21516,4647.704034207101,100000,210.51969,104,83007,319,687,100000,20,46.3,78.775,84.25,86.64999999999999,87.5,980508.0,1744226.0,1812646.0,1823544.0,1867424.0
35,avg-run,10000,True,uniform,READ,91.1,53.2,55,12330922,5464289,5412390,454878,16,46,0,4,393216,681,43115,444162386,561527186,6461565540,11833164028,1128953721,169038161,23127634287370,27189362548,3593176733,79752547,1,0,0,0,0,20855,4795.013186286263,100000,203.43148,165,18671,238,355,100000,19,34.4,81.75,86.4,88.80000000000001,94.4,383912.0,1690278.0,1806628.0,1817098.0,3295196.0
36,extend,10000,True,zipfian,EXTEND,61.2,65.9,32210792,705963450,256302711,253679696,94913245,3602025,94662003,0,0,0,681,43141,446598566,561530267,6461807388,11834335409,1129327056,169048106,23141918653118,27206072242,3594128476,79752547,0,0,0,0,1,390090,256.3510984644569,100000,3891.94476,329,607743,18159,34335,100000,371,34.7,59.3,60.5,60.9,65.0,196260.0,4661288.0,8450732.0,8602624.0,8840148.0
36,run,10000,True,uniform,READ,90.9,53.3,33577881,714232637,259077088,256430998,94913319,3602047,94662077,0,0,0,681,43142,446955256,561560459,6463057548,11834415930,1129375899,169056859,23142635577383,27209425479,3596305566,79752547,1,0,0,0,0,24215,4129.671691100558,100000,237.13654,119,84351,351,680,100000,23,32.9,82.15,86.8,88.30000000000001,89.0,999224.0,3033860.0,3100440.0,3105242.0,3117976.0
36,reference,10000,True,uniform,READ,1.9,53.3,32027,10907316,4564178,3647925,10119,1,0,0,0,0,681,43142,446955304,561562859,6463057548,11834417573,1129375899,169056859,23142635577433,27209425480,3596305566,79752547,1,0,0,0,0,4315,23174.97103128621,100000,38.45833,26,12775,54,89,100000,4,32.2,43.975,51.5,55.7,57.5,61676.0,61706.0,61716.0,61716.0,61716.0
36,clean-run,10000,True,uniform,READ,1.9,53.3,53,5375359,2583264,2572298,250902,8,0,0,4,393216,681,43143,447327628,561576867,6463057549,11834472147,1129487494,169063479,23143059935858,27209913917,3596306567,79767388,1,0,0,0,0,22378,4468.674591116275,100000,219.51492,101,80895,306,632,100000,21,43.4,83.1,86.4,87.5,88.3,323940.0,711528.0,720748.0,727688.0,737512.0
36,avg-run,10000,True,uniform,READ,1.9,53.3,55,12302755,5608186,5556290,460915,12,0,0,4,393216,681,43144,447336702,561576867,6463159962,11834523086,1129487494,169063479,23143464464289,27210394904,3596306600,79767388,1,0,0,0,0,20919,4780.3432286438165,100000,204.39937,167,16463,237,354,100000,19,37.2,81.6,87.8,88.75,92.7,252800.0,681770.0,697324.0,697370.0,1330508.0
37,extend,10000,True,zipfian,EXTEND,59.0,53.4,35052176,740478155,269883302,267186180,100122757,3702124,99865770,0,0,0,681,43170,449899047,561579527,6463438407,11835727647,1129858070,169073792,23157889302651,27227213164,3597256035,79767388,0,0,0,0,1,389070,257.0231577865165,100000,3881.51416,325,244735,18431,35679,100000,370,35.1,60.1,61.9,62.8,66.9,190844.0,6317771.0,8493596.0,8602706.0,8840760.0
37,run,10000,True,uniform,READ,90.9,53.4,36489660,748558328,272747168,270027848,100122787,3702135,99865800,0,0,0,681,43171,450039216,561622394,6464742077,11835825210,1129871699,169075856,23158506553654,27230620796,3598767782,79767388,1,0,0,0,0,24956,4007.052412245552,100000,245.03215,112,84223,366,786,100000,23,36.2,82.44999999999999,86.7,88.15,88.9,1039224.0,2914196.0,2983936.0,2991726.0,3000100.0
37,reference,10000,True,uniform,READ,1.9,53.4,33724,11208645,4694322,3749286,10119,1,0,0,0,0,681,43171,450039258,561624794,6464742077,11835826853,1129871699,169075856,23158506553704,27230620797,3598767782,79767388,1,0,0,0,0,4232,23629.489603024576,100000,37.28117,26,14255,54,90,100000,4,29.3,44.375,51.9,55.4,58.4,60516.0,60540.0,60548.0,60548.0,60548.0
37,clean-run,10000,True,uniform,READ,1.9,53.4,53,5403486,2568843,2557877,256682,1,0,0,4,393216,681,43172,450434989,561638233,6464742078,11835882891,1130011959,169079299,23158942061210,27231120828,3598768769,79782643,1,0,0,0,0,22089,4527.140205532165,100000,216.51301,109,83199,319,715,100000,21,36.9,81.3,86.1,87.3,88.1,283904.0,600696.0,613804.0,625508.0,668192.0
37,avg-run,10000,True,uniform,READ,1.9,53.4,55,12336530,5605326,5553430,466695,5,0,0,4,393216,681,43173,450443638,561638233,6464846030,11835933830,1130011959,169079299,23159356574907,27231601815,3598768802,79782643,1,0,0,0,0,21313,4691.972035846667,100000,208.34266,173,17151,248,372,100000,20,36.1,84.75,87.0,88.625,89.4,231364.0,571936.0,573012.0,573073.0,972572.0
38,extend,10000,True,zipfian,EXTEND,58.1,53.4,38205091,775271976,284020853,281250697,105563348,3802201,105300628,0,0,0,681,43200,452974249,561641497,6465112267,11837326746,1130399677,169093918,23174383904272,27249067203,3599738027,79782643,0,0,0,0,1,413505,241.83504431627188,100000,4126.05569,340,362751,19087,36831,100000,393,42.3,59.5,61.2,62.1,69.0,260352.0,4303056.0,8403216.0,8601628.0,8854188.0
38,run,10000,True,uniform,READ,90.7,53.5,39742730,783457549,286946351,284153121,105563368,3802212,105300649,0,0,0,681,43201,453088679,561679209,6466550082,11837408182,1130516451,169102836,23174988158710,27252685189,3601003864,79782643,1,0,0,0,0,25353,3944.306393720664,100000,248.70288,119,153727,361,798,100000,24,28.0,80.5,85.55,87.625,88.8,658448.0,3086803.0,3161530.0,3176542.0,3197108.0
38,reference,10000,True,uniform,READ,1.9,53.5,35435,11509960,4824466,3850647,10119,1,0,0,0,0,681,43201,453088679,561681709,6466550082,11837409793,1130516451,169102836,23174988158710,27252685189,3601003864,79782643,1,0,0,0,0,4456,22441.65170556553,100000,39.47999,26,15743,54,89,100000,4,29.6,42.800000000000004,49.55,52.65,54.9,89756.0,89822.0,89844.0,89844.0,89844.0
38,clean-run,10000,True,uniform,READ,1.9,53.5,53,5438690,2572572,2561606,262419,1,0,0,4,393216,681,43202,453537621,561691645,6466550084,11837467332,1130547706,169102845,23175434832770,27253196670,3601004851,79797560,1,0,0,0,0,21908,4564.542632828191,100000,214.33612,111,85503,317,686,100000,20,34.7,81.4,85.7,87.1,88.4,284008.0,669902.0,701744.0,711060.0,718596.0
38,avg-run,10000,True,uniform,READ,1.9,53.5,55,12377987,5620528,5568632,472432,5,0,0,4,393216,681,43203,453546296,561691645,6466655624,11837518271,1130547706,169102845,23175859341941,27253677657,3601004884,79797560,1,0,0,0,0,21398,4673.333956444528,100000,208.73424,172,18751,239,358,100000,20,32.6,81.95,87.4,88.95,90.5,229708.0,631996.0,641752.0,641955.0,864388.0
