Epoch,phase,duration_s,delta_checkpoints_timed,delta_checkpoints_req,delta_checkpoint_write_time,delta_checkpoint_sync_time,delta_buffers_checkpoint,delta_buffers_clean,delta_buffers_backend,delta_buffers_alloc,delta_wal_bytes,delta_wal_records
65,vacuum,338.533,0,2,212122,17818,340808,87884,2898996,10067,1109305484,6457242
66,avg-run,66.874,0,0,0,0,1096,0,7,5,5980736,100320
66,clean-run,67.292,0,0,0,0,951,0,7,56,5600843,94146
66,extend,674.963,0,50,672487,19576,4627525,4816,359922,2560333,27253929435,29773792
66,reference,5.615,0,0,0,0,7585,12,0,1558,0,0
66,run,74.173,0,0,0,0,70037,20841,0,11093,50,1
66,vacuum,378.582,0,2,243390,20400,450345,38958,3279773,11824,1104771114,6505784
67,avg-run,67.75,0,0,0,0,1094,0,7,5,5980736,100320
67,clean-run,71.741,0,0,0,0,965,0,7,716,5679667,95482
67,extend,684.846,0,51,681938,19909,4804456,5109,333597,2536314,27711481338,30253471
67,reference,5.75,0,0,0,0,961,2900,0,1666,0,0
67,run,78.018,0,0,0,0,44487,37535,0,10047,50,1
67,vacuum,375.421,0,2,311566,20542,457121,19401,3227787,12216,1114440282,6504015
68,avg-run,68.59,0,0,0,0,1097,0,3,3,5979550,100300
68,clean-run,71.316,0,0,0,0,1170,0,83,474,5754951,96758
68,extend,706.58,0,52,695231,36565,4585531,5822,744532,2590589,28317629974,30772615
68,reference,5.469,0,0,0,0,8148,2700,0,1666,0,0
68,run,77.259,0,0,0,0,45466,37706,0,9460,50,1
68,vacuum,347.859,0,2,218808,19027,363849,59074,2961058,11154,1154760613,6698034
69,avg-run,69.088,0,0,0,0,1093,0,3,3,5980736,100320
69,clean-run,73.201,0,0,0,0,1185,0,96,56,5833952,98097
69,extend,706.419,0,52,698305,31931,4551639,4246,705177,2634777,28292012140,30611140
69,reference,5.513,0,0,0,0,7854,2800,0,1666,0,0
69,run,79.332,0,0,0,0,37662,38722,0,11211,50,1
69,vacuum,354.009,0,2,219248,19242,305921,89788,3082505,12413,1163682913,6777466
70,avg-run,67.53,0,0,74375,4,914,0,3,4,5980900,100322
70,clean-run,74.261,0,0,0,0,1106,0,9,275,5915781,99345
70,extend,726.046,0,53,706558,39009,4617626,4637,801760,2697683,28952113886,31322843
70,reference,5.822,0,0,0,0,8051,2900,0,1666,0,0
70,run,82.739,0,0,0,0,4440,40595,0,24421,50,1
70,vacuum,367.983,0,2,215271,12691,405596,65013,3128592,15414,1187195386,6957724
71,avg-run,68.219,0,0,0,0,0,0,0,5,5980736,100320
71,clean-run,72.219,0,0,0,0,1107,0,40,57,5989826,100600
71,extend,727.847,0,55,632130,24919,4985107,2598,414949,2776622,29776969187,32237734
71,reference,5.623,0,0,0,0,6819,2700,0,1559,0,0
71,run,91.137,0,0,0,0,93972,43606,0,32786,50,1
71,vacuum,428.998,0,2,371302,19771,420776,30040,3698648,15776,1176877150,7078063
72,avg-run,68.562,0,0,0,0,0,0,0,2,5741081,96397
72,clean-run,77.93,0,0,0,0,1046,0,8,57,6069358,101948
72,extend,730.79,0,54,633542,29848,4822412,3501,704677,2699099,29661959353,32008035
72,reference,5.669,0,0,0,0,1543,2800,0,1666,0,0
72,run,82.143,0,0,0,0,17080,31828,0,20520,50,1
72,vacuum,400.406,0,2,358749,19457,487233,42801,3252026,15094,1182662003,6998325
73,avg-run,69.429,0,0,0,0,0,0,0,2,5665376,95114
73,clean-run,77.06,0,0,0,0,1195,0,39,57,6144819,103227
73,extend,747.659,0,55,619850,63237,4276132,8956,1417424,2759823,29832371230,31815749
73,reference,5.441,0,0,0,0,7351,2700,0,1559,0,0
73,run,92.806,0,0,0,0,85008,45768,108,40829,29160,37
73,vacuum,380.181,0,2,221184,16479,274830,112190,2952732,18879,1310458527,7615987
74,avg-run,70.535,0,0,0,0,15714,0,3,3,5980736,100320
74,clean-run,75.659,0,0,0,0,1095,0,9,57,6219281,104489
74,extend,800.102,0,57,660972,81466,4214653,3869,1656208,2861467,30671600839,32730910
74,reference,5.512,0,0,0,0,1416,2800,0,1666,0,0
74,run,90.358,0,0,0,0,11580,44304,0,27897,50,1
74,vacuum,423.52,0,2,393186,20408,459139,57600,3251584,18205,1344531428,7892451
75,avg-run,70.834,0,0,0,0,17104,0,0,0,5341037,89117
75,clean-run,79.108,0,0,0,0,1186,0,9,57,6293617,105749
75,extend,771.584,0,56,727019,39595,4866273,4574,872712,2883590,31141619430,33403325
75,reference,5.594,0,0,0,0,312,2800,0,1621,0,0
75,run,82.799,0,0,0,0,71584,40800,0,11682,50,1
75,vacuum,425.988,0,2,408025,18206,430128,86660,3390767,15194,1201508353,7443406
76,avg-run,71.509,0,0,0,0,11950,0,0,1,20330,23
76,clean-run,78.775,0,0,0,0,1115,0,8,597,6371379,107067
76,extend,796.705,0,58,755999,37616,5111018,7134,748528,2977822,32158926356,34449905
76,reference,5.589,0,0,0,0,6685,2664,0,1666,0,0
76,run,86.016,0,1,0,0,89566,42418,6052,18407,50,1
76,vacuum,439.573,0,2,397151,18041,432152,70781,3607170,17222,1274472889,7712176
77,avg-run,72.751,0,0,0,0,11630,0,0,0,20339,23
77,clean-run,80.693,0,0,0,0,1160,0,8,516,6445365,108321
77,extend,803.051,0,58,742298,65437,4440680,9844,1507216,2977094,32078371672,33976367
77,reference,5.556,0,0,0,0,3258,2800,0,1666,0,0
77,run,86.163,0,0,0,0,59239,42440,798,9389,50,1
77,vacuum,442.076,0,2,427525,18913,434601,60383,3284783,16081,1383176485,8255523
78,avg-run,72.88,0,0,0,0,6183,0,1,1,1767216,29173
78,clean-run,81.648,0,0,0,0,1259,0,8,299,6521820,109617
78,extend,886.682,0,58,779296,114277,3950998,24272,2276388,2998577,32276731433,34170619
78,reference,5.859,0,0,0,0,1582,2900,0,1559,0,0
78,run,88.376,0,0,0,0,11003,43700,0,9280,50,1
78,vacuum,496.033,0,2,437795,20104,513881,54086,3981492,17464,1378612564,8370901
79,avg-run,80.157,0,0,0,0,3415,0,0,0,20177,22
79,clean-run,79.292,0,0,0,0,1385,0,130,57,6596405,110881
79,extend,892.437,0,59,788418,117674,3962589,12810,2305501,3033803,32709748897,34517341
79,reference,5.717,0,0,0,0,1418,2900,0,1666,0,0
79,run,91.105,0,0,0,0,10635,44725,0,20095,50,1
79,vacuum,499.123,0,2,428369,18982,504003,39964,4063412,19542,1392283048,8494227
80,avg-run,81.247,0,0,0,0,811,0,2,2,2252973,37129
80,clean-run,81.049,0,0,0,0,1212,0,8,305,6672211,112166
80,extend,827.338,0,61,785140,61540,4668131,6171,1277107,3074465,33281964402,35094236
80,reference,5.844,0,0,0,0,1425,2900,0,1666,0,0
80,run,98.071,0,0,0,0,11470,48101,0,19257,50,1
80,vacuum,451.977,0,2,398849,19535,481672,29899,3396546,18897,1389423246,8408056
81,avg-run,80.059,0,0,0,0,800,0,1,1,1651951,27257
81,clean-run,82.293,0,0,0,0,1255,0,8,57,6747799,113447
81,extend,891.022,0,62,810407,108436,4465844,6037,1962157,3132065,34007447347,35697122
81,reference,5.482,0,0,0,0,0,2800,0,1666,0,0
81,run,96.74,1,0,269951,7,27941,47361,476,22904,264,4
81,vacuum,489.541,0,2,282343,19049,400387,81092,3782688,20499,1423322699,8674476
82,avg-run,81.159,0,0,0,0,810,0,1,1,2141362,35237
82,clean-run,86.002,0,0,0,0,1292,0,9,57,6827099,114791
82,extend,865.826,0,62,801895,76088,4580581,6637,1553481,3136237,34140498689,35744798
82,reference,5.825,0,0,0,0,2826,2900,0,1666,0,0
82,run,97.864,0,0,0,0,42031,48000,0,25687,50,1
82,vacuum,479.579,0,2,441615,18014,452432,59707,3559482,21626,1418214995,8636372
83,avg-run,81.936,0,0,0,0,1056,0,2,2,3841042,64045
83,clean-run,83.336,0,0,0,0,1501,0,121,337,6903491,116086
83,extend,890.445,0,64,826924,85847,4741473,10970,1702512,3208011,34979949505,36574151
83,reference,5.763,0,0,269929,7,725,2800,0,1666,214,3
83,run,106.7,0,0,0,0,30041,52411,1792,45663,50,1
83,vacuum,489.142,0,2,349359,19544,434040,10658,3693880,22298,1447783281,8856323
84,avg-run,82.509,0,0,0,0,824,0,1,1,2400624,39909
84,clean-run,86.199,0,0,0,0,1536,0,202,57,6979492,117374
84,extend,902.366,0,65,875313,35214,6170717,19868,913439,3282009,35687565481,37370125
84,reference,5.81,0,0,0,0,1213,2900,0,1666,0,0
84,run,100.638,0,0,0,0,12820,49503,0,37290,50,1
84,vacuum,562.025,0,3,532165,23148,456542,64557,4604928,16864,1484145764,9250541
85,avg-run,83.457,0,0,0,0,1166,0,3,3,4670653,78082
85,clean-run,88.015,0,0,0,0,1372,0,8,57,7057051,118666
85,extend,971.057,0,66,875970,130512,4412107,9509,2299449,3304262,35938426279,37578648
85,reference,5.847,0,0,0,0,1286,2900,0,1559,0,0
85,run,113.86,0,0,0,0,12603,56267,723,52376,50,1
85,vacuum,540.17,0,2,436165,19780,299686,70730,4296377,24483,1459833880,9183495
86,avg-run,83.936,0,0,0,0,1036,0,2,2,3545031,59028
86,clean-run,88.255,0,0,0,0,1516,0,125,371,7131644,119953
86,extend,897.099,0,67,859001,52049,5556112,4898,1200607,3296383,36731548130,38675460
86,reference,5.836,0,0,0,0,3983,2900,0,1666,0,0
86,run,104.274,1,0,0,0,42132,51507,4619,29656,50,1
86,vacuum,502.333,0,2,495042,26572,394213,104583,3839076,20788,1372248141,8644231
87,avg-run,85.321,0,0,0,0,1257,0,3,3,5057185,84658
87,clean-run,89.446,0,0,0,0,1468,0,9,585,7205680,121208
87,extend,910.004,0,67,857972,72574,5156354,7498,1448373,3335129,36672526996,38209299
87,reference,5.776,0,0,0,0,0,2900,0,1666,0,0
87,run,105.164,1,0,223027,6836,1971,51634,1195,34485,214,3
87,vacuum,494.564,0,2,278031,19241,309058,116003,3734974,22494,1422486533,8941510
88,avg-run,85.861,0,0,0,0,1326,0,3,3,5661345,94898
88,clean-run,93.617,0,0,0,0,1588,0,103,743,7284386,122542
88,extend,903.134,0,68,884968,36011,5707012,5139,906957,3370799,37183213205,38842673
88,reference,5.639,0,0,0,0,0,2800,0,1666,0,0
88,run,104.813,1,0,269688,5,22891,51800,0,22246,264,4
88,vacuum,514.149,0,2,298505,19449,340065,126359,4084636,20391,1383560785,8776136
89,avg-run,86.842,0,0,0,0,1411,0,3,3,5527540,92623
89,clean-run,87.568,0,0,0,0,1403,0,8,57,7360648,123829
89,extend,936.298,0,70,903937,53340,5656596,7781,1185706,3457503,38175953252,39756521
89,reference,5.522,0,0,0,0,0,2800,0,1666,0,0
89,run,103.704,0,0,270000,5,15510,51300,0,21526,264,4
89,vacuum,520.971,0,2,352826,19420,299494,69012,4070915,21109,1433386739,9103614
90,avg-run,88.226,0,0,0,0,1277,0,2,2,4655442,77988
90,clean-run,88.877,0,0,0,0,1356,0,8,267,7438326,125151
90,extend,959.757,0,70,888559,107389,4961100,10249,1952763,3450387,37994584360,39218564
90,reference,5.826,0,0,0,0,1081,2900,0,1666,0,0
90,run,94.354,0,0,0,0,7316,46500,0,983,50,1
90,vacuum,541.675,0,2,455991,19988,205579,27827,4197628,19228,1511686109,9600818
91,avg-run,88.883,0,0,0,0,1401,0,3,3,5541095,92860
91,clean-run,91.215,0,0,0,0,1493,0,9,57,7517209,126488
91,extend,997.51,0,71,917326,108645,5056048,10043,2025437,3532343,38926646934,40193178
91,reference,5.678,0,0,0,0,1036,2800,0,1559,0,0
91,run,94.714,0,0,0,0,7394,46600,0,2765,50,1
91,vacuum,562.824,0,2,490205,17466,188615,21201,4340485,19527,1518104721,9785868
92,avg-run,91.174,0,0,0,0,1451,0,3,3,5867086,98385
92,clean-run,94.608,0,0,10187,4044,49,0,233,57,7596020,127823
92,extend,978.601,0,71,911359,95771,5285932,4797,1678995,3501388,38749287421,39954028
92,reference,5.569,0,0,0,0,4691,2800,0,1666,0,0
92,run,99.036,1,0,0,0,41229,49200,5141,6255,100,2
92,vacuum,541.53,0,2,531586,26504,174313,72871,4013043,20208,1485749764,9505671
93,avg-run,91.443,0,0,0,0,1569,0,5,4,6691423,112360
93,clean-run,91.245,0,0,9956,4413,1012,0,2540,57,7672829,129125
93,extend,979.358,0,72,929365,71779,5644260,3684,1457530,3554047,39492928840,40906982
93,reference,5.762,0,0,0,0,1268,2900,0,1666,0,0
93,run,109.789,0,0,0,0,13113,54400,0,28530,50,1
93,vacuum,525.653,0,2,473629,19150,220019,78247,4084582,22751,1410236447,9303066
94,avg-run,92.261,0,0,0,0,1706,0,7,5,7455786,125321
94,clean-run,97.37,0,0,9467,4213,728,0,3649,57,7752833,130481
94,extend,1086.681,0,73,953053,164904,4794004,12674,2719150,3643442,40191758876,41361322
94,reference,5.48,0,0,0,0,7161,2700,0,1559,0,0
94,run,111.994,1,0,0,0,70113,55400,36094,46472,50,1
94,vacuum,614.761,1,1,615851,28343,185609,24613,4952903,22862,1546078957,10183221
95,avg-run,92.888,0,0,0,0,1591,0,5,4,6896405,115834
95,clean-run,93.754,0,1,9556,4723,18403,0,6075,58,7847804,131789
95,extend,981.077,0,74,946570,67953,5825916,7001,1398052,3547702,40111754593,41483545
95,reference,5.858,0,0,0,0,1271,2900,0,1664,0,0
95,run,117.254,0,0,0,0,13464,57865,0,45365,50,1
95,vacuum,527.444,0,2,452182,18242,230409,48928,3976953,24030,1458677908,9383492
96,avg-run,94.351,0,0,53399,3,603,0,4,4,7007091,117711
96,clean-run,97.323,0,1,9770,4406,18283,0,4923,58,7926619,133125
96,extend,1130.917,0,75,990507,192260,4821204,13278,3003147,3713401,41108106782,42112116
96,reference,5.794,0,0,0,0,520,2900,0,1666,0,0
96,run,134.255,0,0,0,0,8600,66300,13503,80096,50,1
96,vacuum,653.027,0,3,478759,20526,208303,86015,5354288,27055,1549233230,10427478
97,avg-run,94.751,0,0,0,0,0,0,0,5,7455727,125320
97,clean-run,99.533,0,1,9752,4948,406,0,6857,58,7998741,134510
97,extend,1075.698,0,77,917893,63893,6695481,28690,1462344,3764473,42248743016,43233729
97,reference,5.84,0,0,0,0,7602,2900,0,1666,0,0
97,run,115.465,1,0,0,0,100272,57200,6595,46540,50,1
97,vacuum,685.367,1,1,661853,28321,241754,34951,5669208,19371,1600860789,10753606
98,avg-run,95.4,0,0,0,0,0,0,0,4,7295458,122573
98,clean-run,96.068,0,2,11151,4795,19937,0,7008,58,8086914,135819
98,extend,1015.706,0,77,870332,58435,6282616,4675,1229924,3749612,41898231695,43121703
98,reference,5.7,0,0,0,0,0,2900,0,1666,0,0
98,run,118.056,1,0,269564,7,1784,58200,548,52170,264,4
98,vacuum,567.183,0,2,360334,19524,169292,17528,4571099,22957,1453122639,9781183
99,avg-run,96.926,0,1,0,0,37925,0,6362,6,8938933,150320
99,clean-run,98.178,0,1,9839,5151,26160,0,10312,58,8157857,137183
99,extend,1049.179,0,79,893747,67761,6379649,3793,1308604,3844735,42996363461,44212488
99,reference,5.579,0,0,0,0,0,2700,0,1559,0,0
99,run,105.604,1,0,231284,8474,2422,52000,8583,14275,214,3
99,vacuum,586.96,0,2,341730,19765,179015,17115,4661841,21308,1491935011,10063453
100,avg-run,97.313,0,0,0,0,25814,0,8,6,8938992,150321
100,clean-run,100.806,0,1,10719,5312,26706,0,9657,58,8235800,138504
100,extend,1050.523,0,78,967394,64153,6256844,4381,1316672,3832605,42926829970,43971268
100,reference,5.518,0,0,0,0,0,2800,0,1666,0,0
100,run,109.739,1,0,217897,7956,337,52500,1891,11307,214,3
100,vacuum,588.355,0,2,366952,18900,186326,16102,4612136,21966,1505736330,10110527
