Epoch,source,run_quartile,n,rate_pct,latency_p50_us,latency_p95_us,key_p50_bytes,key_p95_bytes
86,read_sample,q2,250,1.0,648.0,1359.349999999999,61246.0,125584.34999999999
86,read_sample,q3,250,1.0,627.0,1100.1999999999996,61791.5,117573.04999999996
86,read_sample,q4,250,1.0,620.5,1333.349999999998,61055.0,144110.09999999995
87,read_sample,q1,250,1.0,724.0,3717.9499999999994,65492.5,140692.19999999995
87,read_sample,q2,250,1.0,625.5,1304.3999999999987,62146.0,129431.65
87,read_sample,q3,250,1.0,613.0,1322.4499999999975,60251.0,140679.64999999988
87,read_sample,q4,250,1.0,608.0,1637.6999999999998,61176.5,160936.49999999994
88,read_sample,q1,250,1.0,712.0,2771.349999999997,62981.0,140820.1499999998
88,read_sample,q2,250,1.0,641.5,1679.4499999999994,64943.0,135871.24999999994
88,read_sample,q3,250,1.0,612.0,1075.949999999999,60880.5,107664.7
88,read_sample,q4,250,1.0,626.0,1293.0499999999997,61397.5,134930.79999999976
89,read_sample,q1,250,1.0,742.5,3616.55,66844.0,132502.9999999997
89,read_sample,q2,250,1.0,660.0,1570.3999999999999,64695.0,155816.9499999998
89,read_sample,q3,250,1.0,666.5,1511.2499999999998,68633.0,166479.24999999983
89,read_sample,q4,250,1.0,661.5,1485.6999999999998,66905.0,157258.34999999992
90,read_sample,q1,250,1.0,673.0,1441.049999999999,65707.0,134676.99999999994
90,read_sample,q2,250,1.0,640.5,1552.3999999999974,64870.0,172307.74999999994
90,read_sample,q3,250,1.0,638.5,1257.0499999999988,64183.0,138383.14999999994
90,read_sample,q4,250,1.0,643.5,1362.8499999999992,65917.0,138951.59999999992
91,read_sample,q1,250,1.0,688.0,1890.5999999999985,65416.0,160522.4
91,read_sample,q2,250,1.0,635.0,1162.6,62824.0,113392.44999999997
91,read_sample,q3,250,1.0,659.0,1453.0499999999997,65537.0,144708.79999999996
91,read_sample,q4,250,1.0,658.0,1403.1499999999994,65621.5,145280.29999999996
92,read_sample,q1,250,1.0,689.0,1872.0999999999997,66842.5,165748.24999999977
92,read_sample,q2,250,1.0,630.5,1386.8499999999992,65284.5,128179.09999999993
92,read_sample,q3,250,1.0,689.0,1248.75,65688.5,127245.84999999995
92,read_sample,q4,250,1.0,685.5,1454.9999999999995,68012.0,148661.5999999999
93,read_sample,q1,250,1.0,723.5,3920.6999999999975,66127.5,133708.29999999996
93,read_sample,q2,250,1.0,682.5,1690.2999999999972,68597.0,141678.94999999998
93,read_sample,q3,250,1.0,671.5,1178.75,66895.5,119543.09999999993
93,read_sample,q4,250,1.0,645.0,1280.55,64716.0,138453.0
94,read_sample,q1,250,1.0,712.5,3443.499999999999,65136.0,146520.79999999996
94,read_sample,q2,250,1.0,699.5,2239.349999999993,68513.0,143898.9
94,read_sample,q3,250,1.0,692.5,1807.2999999999986,68405.0,185733.69999999955
94,read_sample,q4,250,1.0,669.0,1389.9499999999998,65890.0,139317.64999999994
95,read_sample,q1,250,1.0,811.0,3808.5999999999995,65080.0,215379.1499999997
95,read_sample,q2,250,1.0,697.5,1958.6999999999994,66317.0,154498.19999999984
95,read_sample,q3,250,1.0,661.0,1097.6499999999999,65861.0,128358.64999999998
95,read_sample,q4,250,1.0,682.0,1217.6,68734.5,133990.3999999999
96,read_sample,q1,250,1.0,877.0,6273.399999999997,68762.5,152605.04999999993
96,read_sample,q2,250,1.0,696.0,1664.5999999999963,70993.0,146131.04999999996
96,read_sample,q3,250,1.0,680.5,1266.6499999999992,68834.0,135694.14999999994
96,read_sample,q4,250,1.0,663.0,1339.0999999999992,65642.0,154663.8999999999
97,read_sample,q1,250,1.0,802.5,4221.249999999997,68529.0,150904.0999999997
97,read_sample,q2,250,1.0,690.5,1658.6999999999998,67922.0,140642.19999999995
97,read_sample,q3,250,1.0,690.0,1164.3499999999995,71243.0,126545.24999999991
97,read_sample,q4,250,1.0,699.0,1539.6499999999999,71342.5,173013.19999999987
98,read_sample,q1,250,1.0,887.0,5582.399999999993,71829.5,181028.2999999999
98,read_sample,q2,250,1.0,723.5,1466.2999999999993,69625.0,151478.74999999994
98,read_sample,q3,250,1.0,672.5,1337.5999999999988,67469.0,141755.4499999999
98,read_sample,q4,250,1.0,728.0,1794.9499999999991,74526.5,227829.8999999998
99,read_sample,q1,250,1.0,759.5,2266.799999999998,71066.0,171392.3999999997
99,read_sample,q2,250,1.0,726.5,1432.8999999999996,70652.0,124568.74999999984
99,read_sample,q3,250,1.0,736.5,1469.9999999999995,74686.0,159770.79999999993
99,read_sample,q4,250,1.0,691.5,1484.349999999999,68740.0,164943.99999999994
100,read_sample,q1,250,1.0,724.0,2415.0499999999965,68231.5,155106.69999999998
100,read_sample,q2,250,1.0,730.5,1472.1,72821.5,146550.0
100,read_sample,q3,250,1.0,708.5,1856.2499999999977,70998.0,183306.59999999995
100,read_sample,q4,250,1.0,733.5,1356.3,76412.0,145018.85
1,slow_sample,q1,42,0.168,1798.0,4852.95,47874.0,408396.0
1,slow_sample,q2,19,0.076,1992.0,4044.699999999998,169180.0,408396.0
1,slow_sample,q3,9,0.036000000000000004,1451.0,3866.8,120217.0,408396.0
1,slow_sample,q4,12,0.048,2012.5,4654.75,192157.5,408396.0
2,slow_sample,q1,64,0.256,1578.0,5915.849999999997,52231.5,419847.0
2,slow_sample,q2,25,0.1,1631.0,6832.3999999999905,186331.0,736126.9999999988
2,slow_sample,q3,23,0.092,1523.0,7449.799999999995,162997.0,775661.9999999994
2,slow_sample,q4,25,0.1,1490.0,3557.9999999999986,186331.0,402477.99999999977
3,slow_sample,q1,87,0.348,1586.0,10223.00000000001,105983.0,628239.0
3,slow_sample,q2,46,0.184,1400.0,9958.0,148256.5,1064652.75
3,slow_sample,q3,26,0.104,1559.0,5345.5,183472.5,628239.0
3,slow_sample,q4,32,0.128,1504.5,7469.2499999999945,178824.0,823720.9499999995
4,slow_sample,q1,107,0.428,1539.0,9160.59999999998,128524.0,666528.0
4,slow_sample,q2,55,0.22,1585.0,8098.999999999995,167897.0,830709.0
4,slow_sample,q3,46,0.184,1513.5,14029.5,160564.0,1427240.25
4,slow_sample,q4,54,0.216,1627.0,7580.949999999997,177035.0,830709.0
5,slow_sample,q1,156,0.624,1693.5,6081.75,112673.5,472245.0
5,slow_sample,q2,56,0.22399999999999998,1766.5,8858.5,205438.5,963781.0
5,slow_sample,q3,53,0.212,2019.0,15026.799999999992,221291.0,1439300.7999999986
5,slow_sample,q4,51,0.20400000000000001,1659.0,9622.5,179324.0,1044358.0
6,slow_sample,q1,156,0.624,1735.0,19040.25,109799.5,1555976.25
6,slow_sample,q2,69,0.27599999999999997,1923.0,12029.599999999999,224170.0,1260154.0
6,slow_sample,q3,64,0.256,1904.5,13405.049999999988,220866.0,1260154.0
6,slow_sample,q4,63,0.252,1868.0,7943.5,214567.0,997880.0
7,slow_sample,q1,167,0.668,1715.0,12033.599999999982,114797.0,1170533.0
7,slow_sample,q2,72,0.28800000000000003,2012.0,6612.85,236603.0,846343.0
7,slow_sample,q3,101,0.404,1984.0,9751.0,242530.0,1170533.0
7,slow_sample,q4,83,0.332,2368.0,24621.299999999894,261095.0,2707504.5999999885
8,slow_sample,q1,146,0.584,1408.0,11834.0,131908.0,732556.25
8,slow_sample,q2,112,0.44799999999999995,2197.0,21802.199999999844,270519.0,2377232.4499999825
8,slow_sample,q3,100,0.4,2138.5,7544.049999999999,262748.0,972581.0
8,slow_sample,q4,95,0.38,1582.0,13974.899999999998,152349.0,1342889.0
9,slow_sample,q1,190,0.76,1509.0,11388.349999999995,131037.0,1096390.0
9,slow_sample,q2,104,0.416,2417.0,13291.999999999998,302398.0,1509842.0
9,slow_sample,q3,105,0.42,2454.0,15748.599999999999,302398.0,1870663.0
9,slow_sample,q4,135,0.54,1489.0,6157.899999999996,170301.0,755313.7999999996
10,slow_sample,q1,200,0.8,1643.0,9351.599999999984,145878.0,959648.0
10,slow_sample,q2,118,0.47200000000000003,1709.5,17740.249999999996,190838.0,2076109.0
10,slow_sample,q3,112,0.44799999999999995,1803.0,13119.499999999967,204379.0,1419979.799999995
10,slow_sample,q4,126,0.504,1777.0,17219.75,204379.0,1668076.0
11,slow_sample,q1,231,0.924,1709.0,14542.0,176033.0,1342795.0
11,slow_sample,q2,137,0.5479999999999999,1608.0,21461.59999999999,189327.0,2290037.0
11,slow_sample,q3,133,0.532,1848.0,14458.8,208747.0,1836171.0
11,slow_sample,q4,154,0.616,1695.0,12625.599999999986,197560.0,1342795.0
12,slow_sample,q1,214,0.856,1677.0,9308.849999999995,150363.0,942626.0
12,slow_sample,q2,126,0.504,2500.0,15070.75,288992.0,1867286.25
12,slow_sample,q3,131,0.524,1997.0,10924.0,225599.0,1307436.0
12,slow_sample,q4,143,0.5720000000000001,1885.0,12708.000000000005,216977.0,1432041.6000000017
13,slow_sample,q1,204,0.8160000000000001,1928.0,14579.899999999989,203446.0,1212717.9499999988
13,slow_sample,q2,147,0.588,2020.0,13367.299999999997,224186.0,1584149.0
13,slow_sample,q3,130,0.52,1873.0,11277.249999999995,225438.0,1432345.549999999
13,slow_sample,q4,144,0.5760000000000001,2090.0,16780.649999999983,246054.0,1584149.0
14,slow_sample,q1,219,0.876,1859.0,13791.699999999964,167793.0,1380495.299999998
14,slow_sample,q2,160,0.64,2004.5,16390.649999999914,241368.0,1739922.6499999892
14,slow_sample,q3,125,0.5,1921.0,14535.599999999995,235534.0,1707963.0
14,slow_sample,q4,135,0.54,2470.0,20313.899999999994,281771.0,2347156.0
15,slow_sample,q1,247,0.988,1959.0,13191.999999999996,181952.0,1434012.0
15,slow_sample,q2,157,0.628,2290.0,22695.999999999993,260587.0,2520322.0
15,slow_sample,q3,133,0.532,2353.0,22659.399999999987,258323.0,2520322.0
15,slow_sample,q4,127,0.508,2093.0,17781.09999999994,250399.0,1826380.0
16,slow_sample,q1,237,0.9480000000000001,1819.0,17579.999999999996,168256.0,1609036.3999999953
16,slow_sample,q2,149,0.596,2171.0,24622.999999999996,265486.0,2686048.0
16,slow_sample,q3,147,0.588,2221.0,28438.89999999997,266057.0,3140673.4999999925
16,slow_sample,q4,152,0.608,2443.0,14175.149999999963,285004.5,1712951.8999999953
17,slow_sample,q1,237,0.9480000000000001,1760.0,17227.799999999985,152114.0,1617186.0
17,slow_sample,q2,150,0.6,2351.0,25393.199999999993,284019.0,2857077.0
17,slow_sample,q3,174,0.696,2267.5,21360.249999999964,275123.0,2338750.0999999954
17,slow_sample,q4,174,0.696,2386.5,25503.249999999996,282155.0,2857077.0
18,slow_sample,q1,211,0.844,2317.0,20718.5,252065.0,2186281.0
18,slow_sample,q2,138,0.5519999999999999,2531.5,28985.60000000003,301765.0,3130702.300000004
18,slow_sample,q3,150,0.6,2625.0,31566.54999999992,301765.0,3419503.0999999875
18,slow_sample,q4,154,0.616,2438.5,19003.049999999977,300635.0,2186281.0
19,slow_sample,q1,303,1.212,2160.0,22503.999999999953,226296.0,2307205.0
19,slow_sample,q2,148,0.592,2500.5,11256.05000000001,307700.0,1209645.0
19,slow_sample,q3,163,0.652,2567.0,33152.00000000003,312466.0,3191459.0
19,slow_sample,q4,160,0.64,2582.5,13935.29999999998,319053.0,1502029.9499999946
20,slow_sample,q1,293,1.172,1935.0,13541.999999999996,163810.0,1220092.199999998
20,slow_sample,q2,174,0.696,2729.0,18973.44999999998,324996.0,2089383.799999997
20,slow_sample,q3,175,0.7000000000000001,2809.0,15599.999999999962,338663.0,1906037.0
20,slow_sample,q4,169,0.676,2802.0,16039.199999999993,341504.0,1906037.0
21,slow_sample,q1,330,1.32,1970.0,16252.850000000024,125224.0,1507085.3000000035
21,slow_sample,q2,162,0.6479999999999999,2747.5,30114.19999999996,339768.5,3544677.0
21,slow_sample,q3,190,0.76,2704.0,16501.699999999975,335300.0,1999874.0
21,slow_sample,q4,188,0.752,2742.0,16957.650000000005,338671.5,1999874.0
22,slow_sample,q1,317,1.268,2094.0,13354.199999999997,157355.0,1299953.0
22,slow_sample,q2,182,0.728,2823.0,22661.449999999997,349692.0,2671986.0
22,slow_sample,q3,173,0.692,2882.0,15101.800000000005,369348.0,1870133.000000002
22,slow_sample,q4,170,0.6799999999999999,2859.5,16621.249999999996,359107.0,2092580.0
23,slow_sample,q1,396,1.584,1934.0,14625.25,129437.0,1462004.0
23,slow_sample,q2,193,0.772,2469.0,24532.999999999833,281675.0,2790706.0
23,slow_sample,q3,189,0.756,2811.0,21684.399999999998,289257.0,2790706.0
23,slow_sample,q4,188,0.752,2622.0,30673.650000000005,289257.0,3883376.0
24,slow_sample,q1,374,1.496,1634.0,10737.799999999996,124707.0,1198002.2499999958
24,slow_sample,q2,195,0.7799999999999999,2789.0,21555.599999999933,293409.0,2478103.6999999895
24,slow_sample,q3,189,0.756,3032.0,31559.399999999998,349045.0,4057167.0
24,slow_sample,q4,212,0.848,3005.0,17135.59999999998,371088.0,1881610.0
25,slow_sample,q1,386,1.544,1791.5,18608.25,118785.0,1866995.5
25,slow_sample,q2,199,0.796,3179.0,27099.699999999986,386854.0,3034521.0
25,slow_sample,q3,198,0.792,3043.0,12524.499999999905,309316.5,1554099.4999999893
25,slow_sample,q4,209,0.836,2440.0,38875.99999999999,293997.0,4220071.0
26,slow_sample,q1,377,1.508,1575.0,14732.4,124653.0,1386455.0
26,slow_sample,q2,229,0.9159999999999999,2480.0,27558.999999999993,303717.0,3154996.0
26,slow_sample,q3,209,0.836,3183.0,27679.799999999992,377949.0,3154996.0
26,slow_sample,q4,185,0.74,2398.0,17911.39999999997,290092.0,2039323.0
27,slow_sample,q1,330,1.32,1767.5,14505.450000000006,142550.0,1296309.0
27,slow_sample,q2,226,0.9039999999999999,2885.0,46551.75,325462.5,4553685.0
27,slow_sample,q3,232,0.928,3035.5,30769.649999999987,336943.0,3278022.0
27,slow_sample,q4,239,0.9560000000000001,2634.0,21942.699999999986,325263.0,2163764.2999999975
28,slow_sample,q1,388,1.552,1797.5,15478.449999999999,128585.5,1511288.8499999903
28,slow_sample,q2,216,0.864,2581.5,20667.25,317527.5,2314692.25
28,slow_sample,q3,221,0.8840000000000001,2351.0,16452.0,304174.0,2191682.0
28,slow_sample,q4,220,0.88,2494.0,21004.45,311626.0,2683723.0
29,slow_sample,q1,404,1.616,1593.5,16420.149999999918,110971.0,1692405.3999999939
29,slow_sample,q2,265,1.06,2609.0,21488.799999999952,314753.0,2268108.0
29,slow_sample,q3,222,0.8880000000000001,2473.0,21478.94999999998,313563.0,2754643.849999994
29,slow_sample,q4,219,0.876,2789.0,13700.8,322950.0,1537328.0
30,slow_sample,q1,431,1.7239999999999998,1818.0,14243.0,132217.0,1590744.0
30,slow_sample,q2,246,0.984,2600.5,26395.5,326991.5,2745038.25
30,slow_sample,q3,266,1.064,2739.5,18702.75,332119.5,2235258.25
30,slow_sample,q4,257,1.028,2583.0,18301.79999999992,267353.0,2105961.999999989
31,slow_sample,q1,468,1.872,1577.0,13854.3,116187.0,1365210.0
31,slow_sample,q2,270,1.08,2104.5,28183.599999999995,233475.0,2976280.0
31,slow_sample,q3,276,1.1039999999999999,2841.5,22992.5,347822.0,2558205.25
31,slow_sample,q4,271,1.084,1884.0,21437.0,208710.0,2418847.0
32,slow_sample,q1,516,2.064,1456.0,14118.75,111690.0,1535523.0
32,slow_sample,q2,300,1.2,1969.5,22643.25000000001,206367.0,2524974.2500000065
32,slow_sample,q3,262,1.048,1855.0,16155.399999999998,193426.0,2045876.0
32,slow_sample,q4,258,1.032,2775.5,20975.699999999983,347991.0,2496110.0
33,slow_sample,q1,510,2.04,1506.0,11707.699999999988,108943.5,1229174.0
33,slow_sample,q2,314,1.256,1917.5,24282.549999999956,228248.0,2573202.0
33,slow_sample,q3,314,1.256,2141.5,24690.349999999962,248338.5,2573202.0
33,slow_sample,q4,265,1.06,1886.0,30611.199999999946,193015.0,3834096.1999999858
34,slow_sample,q1,532,2.128,1465.5,15217.549999999996,114697.0,1630389.0
34,slow_sample,q2,324,1.2959999999999998,1755.5,23619.149999999798,189295.0,2582035.399999984
34,slow_sample,q3,295,1.18,1550.0,21643.60000000001,179905.0,2323302.2000000053
34,slow_sample,q4,302,1.208,1752.0,29946.399999999965,191343.0,3259169.0
35,slow_sample,q1,552,2.2079999999999997,1461.0,13743.649999999967,114111.0,1390768.2999999959
35,slow_sample,q2,344,1.376,1643.0,17751.249999999993,193254.0,2248277.0
35,slow_sample,q3,336,1.344,1760.0,17231.25,200270.0,2109834.5
35,slow_sample,q4,346,1.384,1612.0,17534.5,188504.0,2012486.0
36,slow_sample,q1,569,2.276,1518.0,16272.000000000024,123085.0,1669570.0000000033
36,slow_sample,q2,355,1.4200000000000002,1554.0,13918.500000000007,186853.0,1584475.0
36,slow_sample,q3,343,1.3719999999999999,1602.0,13224.599999999999,189863.0,1726300.0
36,slow_sample,q4,342,1.3679999999999999,1553.0,18305.199999999997,185279.0,2124455.0
37,slow_sample,q1,591,2.3640000000000003,1440.0,11626.5,119591.0,1285190.0
37,slow_sample,q2,380,1.52,1544.5,13436.150000000009,164340.0,1504074.0
37,slow_sample,q3,373,1.492,1573.0,14707.999999999964,175673.0,1774811.0
37,slow_sample,q4,411,1.644,1528.0,14956.0,153978.0,1471015.0
38,slow_sample,q1,593,2.3720000000000003,1400.0,14573.599999999973,112281.0,1669890.0
38,slow_sample,q2,433,1.7319999999999998,1555.0,17411.39999999995,150602.0,2113942.399999995
38,slow_sample,q3,402,1.608,1438.5,20207.749999999985,148428.0,2425614.049999998
38,slow_sample,q4,410,1.6400000000000001,1482.0,16183.999999999949,149265.0,1932678.299999991
39,slow_sample,q1,680,2.7199999999999998,1340.5,13699.799999999996,114030.0,1384602.8999999987
39,slow_sample,q2,425,1.7000000000000002,1347.0,14537.599999999993,147981.0,1713835.0
39,slow_sample,q3,447,1.788,1424.0,16766.699999999997,152469.0,2012458.1999999976
39,slow_sample,q4,455,1.82,1350.0,17028.299999999996,150331.0,1869542.0
40,slow_sample,q1,680,2.7199999999999998,1530.0,16421.19999999999,119719.0,1632418.1999999941
40,slow_sample,q2,444,1.7760000000000002,1350.5,15511.999999999984,148599.0,1913023.0
40,slow_sample,q3,472,1.8880000000000001,1358.0,13583.599999999993,148539.0,1586733.299999999
40,slow_sample,q4,432,1.728,1368.5,15527.499999999982,148479.0,1754782.0
41,slow_sample,q1,742,2.968,1334.0,13461.099999999997,122237.5,1423325.5499999996
41,slow_sample,q2,475,1.9,1322.0,13154.599999999984,147993.0,1593912.0
41,slow_sample,q3,473,1.892,1376.0,19034.399999999958,151670.0,2181634.0
41,slow_sample,q4,491,1.9640000000000002,1356.0,17551.0,151707.0,2181634.0
42,slow_sample,q1,852,3.408,1358.5,12517.39999999999,117391.5,1460417.0
42,slow_sample,q2,504,2.016,1332.5,14962.4,151836.0,1703189.0
42,slow_sample,q3,485,1.94,1374.0,13251.199999999999,152666.0,1690030.799999997
42,slow_sample,q4,549,2.196,1355.0,15902.00000000001,154871.0,2015216.0
43,slow_sample,q1,873,3.492,1432.0,17224.199999999968,118324.0,1555185.0
43,slow_sample,q2,536,2.144,1359.0,14317.75,147494.0,1739605.0
43,slow_sample,q3,492,1.968,1333.0,15970.75,148631.0,1961978.799999998
43,slow_sample,q4,502,2.008,1317.5,17232.049999999985,144283.0,2061872.0
44,slow_sample,q1,974,3.8960000000000004,1394.0,16709.899999999998,120451.0,1645013.0
44,slow_sample,q2,583,2.332,1337.0,16727.699999999997,143099.0,1926180.0
44,slow_sample,q3,589,2.3560000000000003,1333.0,15168.200000000004,145942.0,1685723.0000000016
44,slow_sample,q4,578,2.3120000000000003,1334.0,19914.99999999999,147342.0,2339581.0
45,slow_sample,q1,887,3.5479999999999996,1340.0,12553.799999999983,123432.0,1501655.3999999992
45,slow_sample,q2,604,2.416,1323.0,15498.400000000007,144506.0,1683617.0
45,slow_sample,q3,605,2.42,1299.0,15889.799999999985,144790.0,1814695.0
45,slow_sample,q4,589,2.3560000000000003,1341.0,19089.000000000015,149839.0,2160716.0
46,slow_sample,q1,1136,4.5440000000000005,1334.5,8062.25,99129.5,811059.5
46,slow_sample,q2,625,2.5,1362.0,14707.79999999999,147219.0,1703068.7999999977
46,slow_sample,q3,630,2.52,1372.0,15738.199999999975,151050.0,1678283.4499999965
46,slow_sample,q4,668,2.672,1329.0,16158.299999999992,147702.0,1789406.0
47,slow_sample,q1,1915,7.66,1286.0,6070.699999999996,56474.0,569759.2999999996
47,slow_sample,q2,735,2.94,1372.0,15360.099999999993,145767.0,1701271.0
47,slow_sample,q3,664,2.656,1338.0,12994.6,148038.0,1635807.0
47,slow_sample,q4,656,2.624,1342.5,17577.25,151617.0,2056959.0
48,slow_sample,q1,2073,8.292,1273.0,6759.599999999999,57451.0,607120.0
48,slow_sample,q2,735,2.94,1347.0,14716.399999999998,138419.0,1752333.8999999978
48,slow_sample,q3,744,2.976,1367.0,14849.250000000004,147564.0,1787602.0
48,slow_sample,q4,664,2.656,1329.0,16203.75,152758.5,1854794.5000000019
49,slow_sample,q1,2220,8.88,1341.5,6057.9999999999945,58473.5,529571.0
49,slow_sample,q2,831,3.324,1336.0,13848.5,140906.0,1758119.5
49,slow_sample,q3,743,2.972,1329.0,15218.499999999993,143976.0,1831410.4
49,slow_sample,q4,676,2.704,1331.0,13628.0,144562.0,1742421.0
50,slow_sample,q1,1126,4.504,1325.0,14008.5,125963.0,1708447.0
50,slow_sample,q2,841,3.3640000000000003,1354.0,14326.0,143846.0,1807587.0
50,slow_sample,q3,864,3.456,1320.0,15599.599999999931,142875.0,1738171.8999999985
50,slow_sample,q4,730,2.92,1306.5,16260.449999999999,143576.0,1868502.0
51,slow_sample,q1,1162,4.648,1398.0,13519.300000000007,124752.5,1686226.7500000033
51,slow_sample,q2,833,3.3320000000000003,1365.0,14829.599999999999,145437.0,1867211.1999999988
51,slow_sample,q3,758,3.032,1328.0,13823.999999999995,146002.0,1757467.0
51,slow_sample,q4,722,2.888,1302.5,13939.399999999996,145535.0,1774823.0
52,slow_sample,q1,1154,4.616,1401.0,16245.849999999997,130193.0,1723132.0
52,slow_sample,q2,897,3.588,1360.0,15500.99999999999,145752.0,1743799.999999996
52,slow_sample,q3,900,3.5999999999999996,1286.5,16881.599999999984,142908.0,1940570.0
52,slow_sample,q4,823,3.292,1367.0,14936.099999999986,150040.0,1791312.0
53,slow_sample,q1,1185,4.74,1366.0,14324.4,131482.0,1765545.0
53,slow_sample,q2,839,3.356,1320.0,12980.099999999993,146321.0,1683161.0
53,slow_sample,q3,875,3.5000000000000004,1321.0,14988.599999999995,147490.0,1886302.0
53,slow_sample,q4,842,3.3680000000000003,1299.0,13656.849999999997,146081.0,1755324.0
54,slow_sample,q1,1927,7.707999999999999,1370.0,8006.499999999981,77347.0,904505.0
54,slow_sample,q2,984,3.936,1369.0,17138.94999999997,144206.0,1880850.2499999974
54,slow_sample,q3,885,3.54,1321.0,15300.19999999998,148036.0,1879435.9999999986
54,slow_sample,q4,847,3.388,1346.0,15305.999999999996,148297.0,1912808.7999999973
55,slow_sample,q1,1232,4.928,1341.0,14438.400000000005,130476.0,1745952.0
55,slow_sample,q2,976,3.904,1352.0,14527.75,150267.5,1837352.0
55,slow_sample,q3,913,3.6519999999999997,1333.0,14785.999999999995,148561.0,1777077.1999999983
55,slow_sample,q4,905,3.62,1321.0,15050.0,148561.0,1934235.1999999946
56,slow_sample,q1,1307,5.228,1369.0,8537.700000000003,132165.0,940937.1000000003
56,slow_sample,q2,1015,4.06,1346.0,14644.49999999999,146634.0,1869596.0
56,slow_sample,q3,900,3.5999999999999996,1332.0,13976.449999999995,150212.0,1778383.5999999964
56,slow_sample,q4,962,3.848,1336.0,16033.399999999996,150121.0,1994728.349999997
57,slow_sample,q1,3192,12.767999999999999,1409.0,5930.049999999998,58692.0,308721.0
57,slow_sample,q2,1144,4.5760000000000005,1385.0,15634.099999999991,141354.0,1377467.0
57,slow_sample,q3,893,3.572,1324.0,9306.999999999996,148651.0,1074648.0
57,slow_sample,q4,1008,4.032,1338.0,14395.249999999985,147878.0,1806766.0
58,slow_sample,q1,3390,13.56,1378.5,8675.349999999984,57123.0,316092.0
58,slow_sample,q2,1205,4.82,1360.0,11581.59999999997,144136.0,1350940.1999999883
58,slow_sample,q3,1055,4.22,1348.0,10328.69999999999,148291.0,1104823.0
58,slow_sample,q4,910,3.64,1367.5,15957.699999999979,152951.0,1937422.0
59,slow_sample,q1,4503,18.012,1414.0,4551.699999999999,52846.0,219676.19999999966
59,slow_sample,q2,1194,4.776,1378.0,10818.699999999975,141866.0,1122645.0
59,slow_sample,q3,1009,4.036,1374.0,16669.199999999975,153052.0,2086145.799999996
59,slow_sample,q4,1032,4.128,1359.0,15462.549999999983,151082.0,1953095.0
60,slow_sample,q1,4026,16.104,1443.5,5242.75,55558.0,235808.25
60,slow_sample,q2,1232,4.928,1379.5,9772.250000000002,144092.5,1058946.0
60,slow_sample,q3,1061,4.244,1337.0,11256.0,152138.0,1183130.0
60,slow_sample,q4,1057,4.228,1349.0,15692.199999999988,153213.0,1986665.0
61,slow_sample,q1,4734,18.936,1547.0,4571.349999999999,52736.5,227915.94999999987
61,slow_sample,q2,1417,5.668,1413.0,11509.400000000034,141309.0,1076552.2
61,slow_sample,q3,1064,4.256,1379.5,11081.249999999993,152148.0,1158612.0
61,slow_sample,q4,1078,4.312,1386.5,11366.85,158216.0,1479095.0
62,slow_sample,q1,2001,8.004,1457.0,17933.0,99015.0,893065.0
62,slow_sample,q2,1254,5.016,1408.5,15785.299999999985,151330.0,1967270.0
62,slow_sample,q3,1105,4.42,1377.0,17544.79999999999,153241.0,2202139.7999999984
62,slow_sample,q4,1134,4.536,1355.5,15095.399999999852,152234.0,1667632.3499999582
63,slow_sample,q1,1621,6.483999999999999,1395.0,9014.0,125342.0,1051756.0
63,slow_sample,q2,1286,5.144,1412.0,15846.25,149066.0,1067929.0
63,slow_sample,q3,1107,4.428,1402.0,9611.700000000003,156949.0,1102393.5000000012
63,slow_sample,q4,1157,4.628,1376.0,11036.600000000013,156511.0,1118064.200000001
64,slow_sample,q1,1693,6.772,1377.0,9781.599999999991,124120.0,1083802.0
64,slow_sample,q2,1307,5.228,1387.0,10068.100000000002,151924.0,1085225.8
64,slow_sample,q3,1234,4.936,1398.0,10393.55,156995.0,1128450.0
64,slow_sample,q4,1192,4.768,1358.5,12085.800000000001,154755.0,1554408.0
65,slow_sample,q1,1680,6.72,1348.5,9727.249999999998,123606.0,1075897.0
65,slow_sample,q2,1329,5.316,1410.0,17390.199999999983,155126.0,1460634.1999999732
65,slow_sample,q3,1263,5.0520000000000005,1383.0,16959.899999999983,156467.0,2150502.0
65,slow_sample,q4,1274,5.096,1352.0,12777.399999999983,152402.0,1283351.0
66,slow_sample,q1,3083,12.332,1447.0,5645.399999999998,74612.0,344475.0
66,slow_sample,q2,1466,5.864,1412.5,10077.75,148099.0,1102400.0
66,slow_sample,q3,1322,5.288,1387.5,10520.250000000007,157450.0,1133517.0
66,slow_sample,q4,1276,5.104,1369.0,12562.75,157989.5,1265590.25
67,slow_sample,q1,3125,12.5,1430.0,6825.799999999997,74881.0,525191.3999999879
67,slow_sample,q2,1524,6.096,1415.5,14545.699999999924,145570.5,1201588.499999998
67,slow_sample,q3,1263,5.0520000000000005,1418.0,18805.499999999993,160674.0,2312053.0
67,slow_sample,q4,1348,5.392,1385.0,15424.349999999724,160654.0,1519006.3999999587
68,slow_sample,q1,2890,11.559999999999999,1477.0,5727.349999999989,82169.5,387414.0
68,slow_sample,q2,1559,6.236,1423.0,10769.499999999978,139080.0,1112982.7999999986
68,slow_sample,q3,1438,5.752,1401.0,10670.899999999994,157777.0,1222528.0
68,slow_sample,q4,1383,5.532,1402.0,10140.099999999993,159763.0,1165552.0
