DBName,Phase,Epoch,TimestampUnixMs,postgres_cpu_pct,postgres_rss_kb,mem_available_kb,mem_dirty_kb,mem_writeback_kb,disk_reads_s,disk_writes_s,disk_read_kb_s,disk_write_kb_s,disk_await_ms,disk_aqu_sz,disk_util_pct
ycsb,load,0,1777544230374,NULL,NULL,15343556,4432,0,0,0,0,0,0,0,0
ycsb,load,0,1777544231957,4.1,32896,15289040,5684,0,0,0,0,0,0,0,0
ycsb,load,0,1777544233263,5.4,36892,15249072,7244,12,0,0,0,0,0,0,0
ycsb,load,0,1777544234567,5.4,40236,15215936,6540,0,0,0,0,0,0,0,0
ycsb,load,0,1777544235869,5.4,43648,15200784,8196,16,0,0,0,0,0,0,0
ycsb,load,0,1777544237170,5.5,46788,15197140,9692,20,0,0,0,0,0,0,0
ycsb,load,0,1777544238472,5.5,49936,15180692,11196,0,0,0,0,0,0,0,0
ycsb,load,0,1777544239772,5.5,53240,15148780,12780,0,0,0,0,0,0,0,0
ycsb,load,0,1777544241077,5.5,56460,15147304,14388,0,0,0,0,0,0,0,0
ycsb_unchange,load,0,1777544242419,NULL,NULL,15307920,14504,0,0,0,0,0,0,0,0
ycsb_unchange,load,0,1777544244097,4.6,32656,15273152,15776,0,0,0,0,0,0,0,0
ycsb_unchange,load,0,1777544245398,5.6,36828,15237320,17376,0,0,0,0,0,0,0,0
ycsb_unchange,load,0,1777544246708,5.5,39952,15208672,19004,4,0,0,0,0,0,0,0
ycsb_unchange,load,0,1777544248001,5.5,43308,15206392,20580,68,0,0,0,0,0,0,0
ycsb_unchange,load,0,1777544249298,5.7,46444,15203892,22072,152,0,0,0,0,0,0,0
ycsb_unchange,load,0,1777544250588,5.6,49524,15165936,23568,132,0,0,0,0,0,0,0
ycsb_unchange,load,0,1777544251881,5.5,52984,15135028,25040,64,0,0,0,0,0,0,0
ycsb,extend,1,1777544253751,NULL,NULL,15317228,26556,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544255362,4.7,46180,15282528,27788,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544256671,5.7,48720,15271632,28852,124,0,0,0,0,0,0,0
ycsb,extend,1,1777544257979,6.1,51096,15265164,29828,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544259272,6.1,53460,15265636,30796,28,0,0,0,0,0,0,0
ycsb,extend,1,1777544260574,6.4,55852,15261572,28332,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544261866,6.3,58260,15255364,29372,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544263168,6.3,60824,15249656,30220,92,0,0,0,0,0,0,0
ycsb,extend,1,1777544264460,6.4,63264,15240352,31316,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544265753,6.4,66032,15226872,14036,100,0,0,0,0,0,0,0
ycsb,extend,1,1777544267057,6.5,68676,15217212,15100,64,0,0,0,0,0,0,0
ycsb,extend,1,1777544268347,6.5,71532,15212760,16244,96,0,0,0,0,0,0,0
ycsb,extend,1,1777544269639,6.4,73132,15207620,17504,44,0,0,0,0,0,0,0
ycsb,extend,1,1777544270932,6.5,74324,15210028,18656,12,0,0,0,0,0,0,0
ycsb,extend,1,1777544272227,6.4,75656,15197516,19832,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544273527,6.5,76924,15192096,21176,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544274823,6.5,78244,15185352,22508,112,0,0,0,0,0,0,0
ycsb,extend,1,1777544276121,6.6,79804,15177956,12500,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544277413,6.6,81184,15180636,13612,40,0,0,0,0,0,0,0
ycsb,extend,1,1777544278708,6.6,82680,15181408,15212,16,0,0,0,0,0,0,0
ycsb,extend,1,1777544279997,6.6,84208,15185224,16484,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544281294,6.6,85652,15185964,17932,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544282592,6.6,87252,15189944,19592,64,0,0,0,0,0,0,0
ycsb,extend,1,1777544283881,6.7,88996,15185224,21308,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544285169,6.7,90852,15183456,23280,24,0,0,0,0,0,0,0
ycsb,extend,1,1777544286461,6.8,92780,15180384,9352,16,0,0,0,0,0,0,0
ycsb,extend,1,1777544287754,6.7,94316,15177376,10932,128,0,0,0,0,0,0,0
ycsb,extend,1,1777544289046,6.8,96292,15175916,12868,192,0,0,0,0,0,0,0
ycsb,extend,1,1777544290343,15.1,174064,15155472,15040,20,0,0,0,0,0,0,0
ycsb,extend,1,1777544291663,6.9,99488,15166596,15244,68,0,0,0,0,0,0,0
ycsb,extend,1,1777544292955,6.9,99504,15171848,15304,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544294248,6.9,99536,15163376,15328,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544295542,6.9,99560,15160460,15352,116,0,0,0,0,0,0,0
ycsb,extend,1,1777544296838,7,99584,15152876,5200,96,0,0,0,0,0,0,0
ycsb,extend,1,1777544298135,7,99616,15148152,5232,204,0,0,0,0,0,0,0
ycsb,extend,1,1777544299429,7,99632,15143808,5256,76,0,0,0,0,0,0,0
ycsb,extend,1,1777544300723,7,99668,15107668,5408,88,0,0,0,0,0,0,0
ycsb,extend,1,1777544302015,7,99740,15106896,5440,124,0,0,0,0,0,0,0
ycsb,extend,1,1777544303306,7.1,99764,15106364,5464,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544304602,7.1,99792,15105460,5564,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544305903,7.1,101568,15105936,7576,8,0,0,0,0,0,0,0
ycsb,extend,1,1777544307203,7.2,103740,15093192,9536,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544308505,7.2,106120,15091960,12036,196,0,0,0,0,0,0,0
ycsb,extend,1,1777544309803,7.3,108612,15086708,14692,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544311098,7.3,111572,15084572,17620,8,0,0,0,0,0,0,0
ycsb,extend,1,1777544312395,7.4,114484,15086028,20428,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544313690,7.4,117328,15080120,23236,20,0,0,0,0,0,0,0
ycsb,extend,1,1777544315154,7.4,120628,15077588,26248,100,0,0,0,0,0,0,0
ycsb,extend,1,1777544316445,7.4,123520,15075548,29344,48,0,0,0,0,0,0,0
ycsb,extend,1,1777544317732,7.5,126528,15075380,7236,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544319031,7.5,129520,15074796,10028,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544320329,7.5,132260,15068720,12988,148,0,0,0,0,0,0,0
ycsb,extend,1,1777544321623,7.6,135372,15062960,15948,192,0,0,0,0,0,0,0
ycsb,extend,1,1777544322915,7.6,138344,15064360,18692,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544324206,7.6,141272,15066036,21632,16,0,0,0,0,0,0,0
ycsb,extend,1,1777544325493,7.6,144592,15061320,24816,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544326790,7.7,147880,15057124,19820,120,0,0,0,0,0,0,0
ycsb,extend,1,1777544328083,7.7,150612,15056132,22336,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544329381,7.7,153876,15052852,25580,112,0,0,0,0,0,0,0
ycsb,extend,1,1777544330673,7.8,157296,15046016,29080,60,0,0,0,0,0,0,0
ycsb,extend,1,1777544331965,7.8,160396,15043916,31988,16,0,0,0,0,0,0,0
ycsb,extend,1,1777544333260,7.8,163936,15039912,35424,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544334559,7.9,167412,15038032,38832,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544335851,7.9,170880,15029804,42400,16,0,0,0,0,0,0,0
ycsb,extend,1,1777544337141,7.9,174296,15028684,45724,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544338430,8,177928,15022244,49292,72,0,0,0,0,0,0,0
ycsb,extend,1,1777544339727,8,181392,15020812,52748,124,0,0,0,0,0,0,0
ycsb,extend,1,1777544341028,8,185324,15016076,56708,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544342325,8.1,188992,15011344,60348,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544343626,8.1,192780,15008308,64056,124,0,0,0,0,0,0,0
ycsb,extend,1,1777544344928,8.2,196716,15009596,67920,84,0,0,0,0,0,0,0
ycsb,extend,1,1777544346226,8.2,200748,15001060,71840,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544347524,8.2,204032,14995616,9772,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544348829,8.3,208548,14992712,13312,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544350121,8.3,211988,14986440,16832,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544351410,8.3,215288,14983924,19552,40,0,0,0,0,0,0,0
ycsb,extend,1,1777544352707,8.4,215288,14976756,19560,112,0,0,0,0,0,0,0
ycsb,extend,1,1777544354005,8.4,215332,14973424,19604,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544355300,8.4,215372,14973332,19696,0,0,0,0,0,0,0,0
ycsb,extend,1,1777544356594,8.4,215420,14970528,19736,0,0,0,0,0,0,0,0
ycsb,run,1,1777544358196,NULL,NULL,15163556,11100,8,0,0,0,0,0,0,0
ycsb,run,1,1777544359868,28.4,186252,14972844,11136,0,0,0,0,0,0,0,0
ycsb,run,1,1777544361236,40.4,190916,14984864,11192,0,0,0,0,0,0,0,0
ycsb,run,1,1777544362573,44.3,191580,14980452,11248,0,0,0,0,0,0,0,0
ycsb,run,1,1777544363907,46,191324,14988104,11276,0,0,0,0,0,0,0,0
ycsb_unchange,reference,1,1777544366413,NULL,NULL,15181928,11308,0,0,0,0,0,0,0,0
ycsb_unchange,reference,1,1777544368138,31.6,42536,14982608,11352,0,0,0,0,0,0,0,0
ycsb_unchange,reference,1,1777544369539,42.7,42536,14979484,11264,0,0,0,0,0,0,0,0
ycsb_unchange,reference,1,1777544370875,46,42536,14974932,11264,0,0,0,0,0,0,0,0
ycsb_backup,clean-run,1,1777544373314,NULL,NULL,15128148,34236,0,0,0,0,0,0,0,0
ycsb_backup,clean-run,1,1777544374996,28.4,54804,14956652,34284,0,0,0,0,0,0,0,0
ycsb_backup,clean-run,1,1777544376367,39.4,54980,14962316,34284,0,0,0,0,0,0,0,0
ycsb_backup,clean-run,1,1777544377708,43.3,55064,14957100,34284,0,0,0,0,0,0,0,0
ycsb_backup,clean-run,1,1777544379067,45.4,54868,14967148,34284,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,1,1777544391776,NULL,NULL,15141232,26336,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,1,1777544393433,30.8,53800,14947060,26340,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,1,1777544394817,41.5,53800,14942276,26344,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,1,1777544396165,46.3,53800,14949332,26344,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,1,1777544397497,47.9,53800,14956880,26344,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544398519,NULL,NULL,15150580,26352,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544400155,8.7,101280,15111384,26624,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544401462,10.3,140992,15108500,26680,68,0,0,0,0,0,0,0
ycsb,extend,2,1777544402768,10.7,158320,15104448,26720,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544404065,10.9,169560,15110208,24156,24,0,0,0,0,0,0,0
ycsb,extend,2,1777544405386,11,178960,15104872,24124,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544406696,11.2,186520,15098872,24180,8,0,0,0,0,0,0,0
ycsb,extend,2,1777544407999,11.2,191876,15088724,24228,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544409291,11.2,195628,15067548,24268,24,0,0,0,0,0,0,0
ycsb,extend,2,1777544410590,11.3,198352,15066684,24316,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544411889,11.3,200212,15063960,24368,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544413187,11.5,201932,15058848,24408,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544414484,11.6,204236,15059796,828,28,0,0,0,0,0,0,0
ycsb,extend,2,1777544415784,11.6,205388,15050672,892,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544417083,11.6,206340,15047924,944,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544418384,11.7,207292,15036824,964,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544419679,11.6,208180,15034096,1028,124,0,0,0,0,0,0,0
ycsb,extend,2,1777544420977,43.2,425956,15005992,1316,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544422275,11.7,210012,15027216,1324,16,0,0,0,0,0,0,0
ycsb,extend,2,1777544423572,11.7,210032,15021036,1372,48,0,0,0,0,0,0,0
ycsb,extend,2,1777544424863,11.6,210424,15023148,1404,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544426167,11.7,210608,15024292,1444,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544427465,11.6,210792,15025072,1500,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544428765,11.6,211216,15025420,1556,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544430063,11.7,211296,15021352,664,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544431365,11.7,211616,15026576,360,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544432666,11.7,211736,15026500,412,52,0,0,0,0,0,0,0
ycsb,extend,2,1777544433963,11.7,211864,15022272,460,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544435257,11.7,212112,15018624,508,28,0,0,0,0,0,0,0
ycsb,extend,2,1777544436550,11.7,212196,15018720,588,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544437846,11.8,212316,15019044,644,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544439145,11.8,212392,15022396,704,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544440446,11.8,213164,15000392,780,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544441746,11.9,213612,15012080,1060,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544443041,11.9,214060,15011688,1116,12,0,0,0,0,0,0,0
ycsb,extend,2,1777544444340,11.9,214884,15010232,1180,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544445635,11.9,215332,15005624,1236,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544446933,11.9,215908,15005936,1296,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544448228,11.9,216228,14998944,1360,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544449536,12,216884,14987872,1432,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544450839,12,218980,14978868,3680,8,0,0,0,0,0,0,0
ycsb,extend,2,1777544452140,12.1,223836,14967484,8748,44,0,0,0,0,0,0,0
ycsb,extend,2,1777544453448,12.1,229560,14958260,14208,16,0,0,0,0,0,0,0
ycsb,extend,2,1777544454745,12.1,234740,14953268,18844,320,0,0,0,0,0,0,0
ycsb,extend,2,1777544456048,12.2,239312,14941472,23684,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544457344,12.2,243940,14932540,28036,4,0,0,0,0,0,0,0
ycsb,extend,2,1777544458638,12.2,249076,14927920,33448,28,0,0,0,0,0,0,0
ycsb,extend,2,1777544460096,12.3,255216,14913916,37764,36,0,0,0,0,0,0,0
ycsb,extend,2,1777544461391,12.3,260624,14904452,43448,32,0,0,0,0,0,0,0
ycsb,extend,2,1777544462684,12.3,266560,14895016,49156,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544463979,12.3,271708,14890172,54304,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544465276,12.4,277464,14886340,59680,24,0,0,0,0,0,0,0
ycsb,extend,2,1777544466573,12.4,282996,14873488,65272,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544467864,12.4,288588,14873496,70876,80,0,0,0,0,0,0,0
ycsb,extend,2,1777544469161,12.4,293548,14869756,75204,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544470458,12.5,299604,14864324,81164,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544471757,12.5,305548,14857484,86644,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544473046,12.5,311544,14854632,92232,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544474339,12.5,317364,14848388,98160,120,0,0,0,0,0,0,0
ycsb,extend,2,1777544475632,12.6,323756,14841652,104080,8,0,0,0,0,0,0,0
ycsb,extend,2,1777544476928,12.6,329020,14841664,109040,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544478224,12.6,334936,14835592,115028,80,0,0,0,0,0,0,0
ycsb,extend,2,1777544479522,12.7,341752,14826860,121376,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544480823,30.5,647572,14798272,6736,72,0,0,0,0,0,0,0
ycsb,extend,2,1777544482144,32,720572,14787016,13592,108,0,0,0,0,0,0,0
ycsb,extend,2,1777544483442,12.9,357896,14789456,13624,8,0,0,0,0,0,0,0
ycsb,extend,2,1777544484741,12.9,357896,14791508,13696,96,0,0,0,0,0,0,0
ycsb,extend,2,1777544486040,13,357896,14793024,13760,116,0,0,0,0,0,0,0
ycsb,extend,2,1777544487334,13,357900,14794808,13800,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544488632,13,357900,14796548,13880,48,0,0,0,0,0,0,0
ycsb,extend,2,1777544489929,13,357900,14801368,14032,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544491225,13,357904,14804196,12128,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544492521,13,357908,14807780,12228,128,0,0,0,0,0,0,0
ycsb,extend,2,1777544493820,13.1,357976,14804832,12292,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544495116,13.1,358052,14804080,12652,64,0,0,0,0,0,0,0
ycsb,extend,2,1777544496415,13.1,358132,14818080,12880,164,0,0,0,0,0,0,0
ycsb,extend,2,1777544497705,13.1,358228,14819044,13004,24,0,0,0,0,0,0,0
ycsb,extend,2,1777544499004,13.2,358300,14816748,13104,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544500296,13.2,358388,14814296,13284,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544501599,13.2,358460,14806052,13292,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544502898,13.2,358524,14803272,13520,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544504190,13.2,358608,14811052,12552,8,0,0,0,0,0,0,0
ycsb,extend,2,1777544505485,13.3,358684,14812848,12092,0,0,0,0,0,0,0,0
ycsb,extend,2,1777544506789,13.3,358764,14810080,12108,120,0,0,0,0,0,0,0
ycsb,extend,2,1777544508088,13.3,358844,14806132,12224,72,0,0,0,0,0,0,0
ycsb,extend,2,1777544509381,13.3,358924,14815152,12320,0,0,0,0,0,0,0,0
ycsb,run,2,1777544512403,NULL,NULL,14973420,2744,0,0,0,0,0,0,0,0
ycsb,run,2,1777544514097,32.4,311268,14778360,2940,0,0,0,0,0,0,0,0
ycsb,run,2,1777544515495,43.3,322364,14784972,2828,0,0,0,0,0,0,0,0
ycsb,run,2,1777544516833,46.7,323136,14784916,2704,0,0,0,0,0,0,0,0
ycsb,run,2,1777544518162,49.1,323432,14810152,2568,0,0,0,0,0,0,0,0
ycsb,run,2,1777544519500,50.3,323580,14798820,2728,0,0,0,0,0,0,0,0
ycsb_unchange,reference,2,1777544521876,NULL,NULL,15001620,1752,0,0,0,0,0,0,0,0
ycsb_unchange,reference,2,1777544523586,31.8,42452,14796320,1712,0,0,0,0,0,0,0,0
ycsb_unchange,reference,2,1777544524994,41.7,42452,14790216,1552,0,0,0,0,0,0,0,0
ycsb_unchange,reference,2,1777544526332,45.5,42452,14783384,1368,0,0,0,0,0,0,0,0
ycsb_backup,clean-run,2,1777544530031,NULL,NULL,14953564,55376,196,0,0,0,0,0,0,0
ycsb_backup,clean-run,2,1777544531708,21.3,69000,14790816,55460,0,0,0,0,0,0,0,0
ycsb_backup,clean-run,2,1777544533011,31.9,69464,14792884,55444,0,0,0,0,0,0,0,0
ycsb_backup,clean-run,2,1777544534340,39.2,69500,14787252,55452,0,0,0,0,0,0,0,0
ycsb_backup,clean-run,2,1777544535677,42.8,69160,14793944,55452,0,0,0,0,0,0,0,0
ycsb_backup,clean-run,2,1777544537025,45,69240,14788548,55452,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,2,1777544551056,NULL,NULL,14984272,38408,4,0,0,0,0,0,0,0
ycsb_backup,avg-run,2,1777544552762,31.8,68764,14779152,38388,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,2,1777544554155,43.8,68764,14777904,38388,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,2,1777544555487,47.4,68764,14771692,38392,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,2,1777544556831,49.6,68764,14788100,38392,0,0,0,0,0,0,0,0
ycsb_backup,avg-run,2,1777544558186,51,68764,14783564,38392,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544559346,NULL,NULL,14982268,37996,4,0,0,0,0,0,0,0
ycsb,extend,3,1777544560976,12.8,117636,14950300,38044,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544562282,13.9,169372,14941452,38116,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544563589,14.4,194960,14929208,35552,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544564891,15,216368,14939872,35632,24,0,0,0,0,0,0,0
ycsb,extend,3,1777544566190,14.7,232184,14931880,35704,136,0,0,0,0,0,0,0
ycsb,extend,3,1777544567488,15,245376,14928692,35792,64,0,0,0,0,0,0,0
ycsb,extend,3,1777544568780,14.9,254624,14914628,35848,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544570085,15,263216,14909464,36184,16,0,0,0,0,0,0,0
ycsb,extend,3,1777544571377,15,269320,14906280,36272,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544572671,15,274176,14903360,36348,8,0,0,0,0,0,0,0
ycsb,extend,3,1777544573972,15.1,279176,14899884,1004,72,0,0,0,0,0,0,0
ycsb,extend,3,1777544575272,15.1,283916,14891920,1076,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544576572,15.2,287340,14891404,1148,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544577872,15.2,290816,14878292,1252,60,0,0,0,0,0,0,0
ycsb,extend,3,1777544579173,15.2,293696,14876040,1324,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544580470,15.2,296728,14870064,1396,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544581770,15.3,301320,14865376,1492,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544583068,15.3,304468,14860752,1572,8,0,0,0,0,0,0,0
ycsb,extend,3,1777544584364,15.4,307828,14857572,1640,44,0,0,0,0,0,0,0
ycsb,extend,3,1777544585660,15.5,310748,14853172,1728,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544586958,15.5,316528,14853516,1808,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544588258,15.6,322016,14853388,1912,140,0,0,0,0,0,0,0
ycsb,extend,3,1777544589555,15.7,326700,14851100,1984,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544590858,15.7,331356,14834176,2108,8,0,0,0,0,0,0,0
ycsb,extend,3,1777544592169,15.8,335744,14850676,2516,132,0,0,0,0,0,0,0
ycsb,extend,3,1777544593479,15.9,339484,14850656,2612,156,0,0,0,0,0,0,0
ycsb,extend,3,1777544594783,15.9,344304,14850820,684,48,0,0,0,0,0,0,0
ycsb,extend,3,1777544596088,15.9,347240,14856020,772,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544597388,15.9,350188,14853608,868,56,0,0,0,0,0,0,0
ycsb,extend,3,1777544598691,16,353172,14856716,956,156,0,0,0,0,0,0,0
ycsb,extend,3,1777544599987,16,356248,14857212,816,88,0,0,0,0,0,0,0
ycsb,extend,3,1777544601285,16.1,360260,14855444,904,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544602582,16.1,367384,14849128,9028,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544603885,16.2,375752,14849404,17376,8,0,0,0,0,0,0,0
ycsb,extend,3,1777544605180,16.2,383072,14844108,24744,20,0,0,0,0,0,0,0
ycsb,extend,3,1777544606477,16.3,391528,14830856,32332,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544607781,16.2,398244,14818644,38900,8,0,0,0,0,0,0,0
ycsb,extend,3,1777544609080,16.3,405656,14801092,45988,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544610375,26.3,590672,14774916,52480,56,0,0,0,0,0,0,0
ycsb,extend,3,1777544611678,34.7,811048,14757300,59536,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544612988,31.7,859092,14748372,64796,156,0,0,0,0,0,0,0
ycsb,extend,3,1777544614281,16.3,426032,14749224,64796,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544615575,16.3,426088,14744392,64852,76,0,0,0,0,0,0,0
ycsb,extend,3,1777544616873,16.3,426192,14737224,64956,96,0,0,0,0,0,0,0
ycsb,extend,3,1777544618171,16.3,426312,14736760,65052,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544619472,16.3,426380,14735816,65140,60,0,0,0,0,0,0,0
ycsb,extend,3,1777544620939,16.4,426500,14735396,65256,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544622244,16.4,426588,14733708,65328,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544623538,16.4,426692,14727044,65440,8,0,0,0,0,0,0,0
ycsb,extend,3,1777544624841,16.4,427048,14727140,63792,204,0,0,0,0,0,0,0
ycsb,extend,3,1777544626149,16.4,426876,14727848,63788,108,0,0,0,0,0,0,0
ycsb,extend,3,1777544627448,16.4,427196,14725856,63764,44,0,0,0,0,0,0,0
ycsb,extend,3,1777544628743,16.4,427068,14726496,63908,40,0,0,0,0,0,0,0
ycsb,extend,3,1777544630042,16.4,427156,14721768,64096,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544631345,16.4,427256,14721924,64200,44,0,0,0,0,0,0,0
ycsb,extend,3,1777544632634,16.4,427360,14725940,64280,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544633931,16.4,427456,14721756,64304,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544635233,16.5,427560,14721104,1272,24,0,0,0,0,0,0,0
ycsb,extend,3,1777544636536,16.5,427664,14717044,1612,132,0,0,0,0,0,0,0
ycsb,extend,3,1777544637831,16.5,427768,14720888,1560,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544639125,16.5,427864,14717684,1736,44,0,0,0,0,0,0,0
ycsb,extend,3,1777544640427,16.6,427976,14725196,1884,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544641732,16.6,428080,14726716,1740,56,0,0,0,0,0,0,0
ycsb,extend,3,1777544643027,16.6,428168,14726344,1904,4,0,0,0,0,0,0,0
ycsb,extend,3,1777544644321,16.6,428256,14725828,1940,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544645622,16.6,428360,14723268,2160,8,0,0,0,0,0,0,0
ycsb,extend,3,1777544646927,16.6,428464,14720336,2264,120,0,0,0,0,0,0,0
ycsb,extend,3,1777544648221,16.7,428552,14719436,2204,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544649519,16.7,428648,14719288,2480,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544650807,16.7,428752,14715484,2688,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544652105,16.7,428856,14717428,2672,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544653402,16.8,428976,14722976,3008,192,0,0,0,0,0,0,0
ycsb,extend,3,1777544654703,16.8,429080,14723252,3092,0,0,0,0,0,0,0,0
ycsb,extend,3,1777544656008,16.8,429168,14722628,188,0,0,0,0,0,0,0,0
