DBName,Phase,Epoch,TimestampUnixMs,postgres_cpu_pct,postgres_rss_kb,mem_available_kb,mem_dirty_kb,mem_writeback_kb,disk_reads_s,disk_writes_s,disk_read_kb_s,disk_write_kb_s,disk_await_ms,disk_aqu_sz,disk_util_pct
ycsb,extend,74,1777599638268,64.1,4300724,10876816,696,168,0,0,0,0,0,0,0
ycsb,extend,74,1777599639581,64.1,4302432,10873888,176,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599640890,64.1,4308932,10868588,552,188,0,0,0,0,0,0,0
ycsb,extend,74,1777599642204,64.1,4308584,10872132,332,24,0,0,0,0,0,0,0
ycsb,extend,74,1777599643515,64.1,4303148,10849444,372,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599644845,68.3,4495928,10850652,5036,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599646175,67.5,4624600,10858964,6764,236,0,0,0,0,0,0,0
ycsb,extend,74,1777599647492,67,4761204,10862884,10072,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599648811,66.7,4924600,10855704,8532,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599650118,66.6,5080508,10848360,11408,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599651451,66.7,5234076,10861216,14456,180,0,0,0,0,0,0,0
ycsb,extend,74,1777599652779,66.7,5388352,10865796,1488,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599654105,66.7,5545608,10846956,5616,120,0,0,0,0,0,0,0
ycsb,extend,74,1777599655444,66.6,5650628,10851896,8276,84,0,0,0,0,0,0,0
ycsb,extend,74,1777599656762,66.6,5783804,10839924,12276,560,0,0,0,0,0,0,0
ycsb,extend,74,1777599658087,66.5,5968672,10846168,14592,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599659412,66.5,6107040,10838380,17488,40,0,0,0,0,0,0,0
ycsb,extend,74,1777599660751,66.4,6215036,10841128,22512,44,0,0,0,0,0,0,0
ycsb,extend,74,1777599662072,66.4,6299812,10845908,26952,2412,0,0,0,0,0,0,0
ycsb,extend,74,1777599663395,66.3,6381396,10839400,30072,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599664721,66.4,6452600,10854144,876,148,0,0,0,0,0,0,0
ycsb,extend,74,1777599666043,66.3,6545768,10856968,8300,100,0,0,0,0,0,0,0
ycsb,extend,74,1777599667372,66.4,6627868,10818556,17756,1176,0,0,0,0,0,0,0
ycsb,extend,74,1777599668707,66.3,6702964,10824940,20968,132,0,0,0,0,0,0,0
ycsb,extend,74,1777599670034,66.2,6794508,10829892,30936,28,0,0,0,0,0,0,0
ycsb,extend,74,1777599671532,66.3,6864428,10823136,47952,132,0,0,0,0,0,0,0
ycsb,extend,74,1777599672846,66.3,6917408,10845740,66296,292,0,0,0,0,0,0,0
ycsb,extend,74,1777599674154,66.2,6952924,10835596,22860,488,0,0,0,0,0,0,0
ycsb,extend,74,1777599675454,66.1,6961836,10841832,22264,136,0,0,0,0,0,0,0
ycsb,extend,74,1777599676769,66.1,6971508,10843820,56532,552,0,0,0,0,0,0,0
ycsb,extend,74,1777599678097,66.1,6972172,10844216,91244,80,0,0,0,0,0,0,0
ycsb,extend,74,1777599679424,66,6972652,10820524,87728,8756,0,0,0,0,0,0,0
ycsb,extend,74,1777599680726,65.9,6970788,10837104,20564,12,0,0,0,0,0,0,0
ycsb,extend,74,1777599682044,65.9,6974224,10828112,59472,224,0,0,0,0,0,0,0
ycsb,extend,74,1777599683357,65.9,6969464,10828768,97696,44,0,0,0,0,0,0,0
ycsb,extend,74,1777599684676,66,6974560,10828388,135384,172,0,0,0,0,0,0,0
ycsb,extend,74,1777599685991,65.9,6979972,10825976,173752,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599687320,65.9,6975656,10822824,212228,208,0,0,0,0,0,0,0
ycsb,extend,74,1777599688642,65.9,6981840,10818108,250440,236,0,0,0,0,0,0,0
ycsb,extend,74,1777599689975,65.9,6975544,10828068,290108,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599691301,65.9,6979848,10838604,328540,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599692618,65.9,6981344,10821196,367556,36,0,0,0,0,0,0,0
ycsb,extend,74,1777599693929,65.9,6976900,10817672,201056,2872,0,0,0,0,0,0,0
ycsb,extend,74,1777599695234,65.7,6980732,10835644,99308,3568,0,0,0,0,0,0,0
ycsb,extend,74,1777599696524,65.5,6977732,10821368,7348,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599697860,65.5,6980668,10837864,45856,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599699177,65.5,6984404,10827860,83720,120,0,0,0,0,0,0,0
ycsb,extend,74,1777599700505,65.6,6984764,10835676,122080,60,0,0,0,0,0,0,0
ycsb,extend,74,1777599701828,65.6,6985908,10827856,160176,2816,0,0,0,0,0,0,0
ycsb,extend,74,1777599703154,65.6,6990396,10817292,197672,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599704473,65.7,7120632,10825652,227996,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599705792,65.7,6985040,10830924,258280,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599707109,65.6,6986996,10834516,296792,2904,0,0,0,0,0,0,0
ycsb,extend,74,1777599708436,65.6,6992648,10827268,166284,2124,0,0,0,0,0,0,0
ycsb,extend,74,1777599709735,65.5,6991408,10833472,59140,4472,0,0,0,0,0,0,0
ycsb,extend,74,1777599711034,65.4,6998352,10835980,48536,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599712354,65.4,6999512,10825280,86536,1536,0,0,0,0,0,0,0
ycsb,extend,74,1777599713704,65.4,6994408,10833484,124264,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599715024,65.4,7001812,10839172,161928,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599716353,65.5,7001376,10828260,200416,24,0,0,0,0,0,0,0
ycsb,extend,74,1777599717666,65.4,7003976,10817728,239028,8,0,0,0,0,0,0,0
ycsb,extend,74,1777599718975,65.4,7004244,10831564,276780,2116,0,0,0,0,0,0,0
ycsb,extend,74,1777599720304,65.5,7001392,10832628,315912,3136,0,0,0,0,0,0,0
ycsb,extend,74,1777599721629,65.5,7002144,10828140,354464,24,0,0,0,0,0,0,0
ycsb,extend,74,1777599722942,65.5,6999552,10831324,217212,4492,0,0,0,0,0,0,0
ycsb,extend,74,1777599724234,65.3,6998552,10839064,104452,1268,0,0,0,0,0,0,0
ycsb,extend,74,1777599725539,65.1,7002380,10828648,45568,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599726854,65.2,7001236,10822248,84408,120,0,0,0,0,0,0,0
ycsb,extend,74,1777599728178,65.2,7004048,10836656,121536,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599729494,65.2,7002424,10823200,160624,8,0,0,0,0,0,0,0
ycsb,extend,74,1777599730812,65.2,7008200,10821476,199048,8,0,0,0,0,0,0,0
ycsb,extend,74,1777599732341,65.2,7009252,10823204,204780,3644,0,0,0,0,0,0,0
ycsb,extend,74,1777599733654,65.1,7005724,10817960,41544,3048,0,0,0,0,0,0,0
ycsb,extend,74,1777599734958,65,7015432,10833712,22492,140,0,0,0,0,0,0,0
ycsb,extend,74,1777599736279,65,7006880,10832100,61144,32,0,0,0,0,0,0,0
ycsb,extend,74,1777599737597,65,7011272,10826136,99368,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599738924,65,7018232,10836296,7960,124,0,0,0,0,0,0,0
ycsb,extend,74,1777599740254,65,7019552,10832868,49076,72,0,0,0,0,0,0,0
ycsb,extend,74,1777599741577,65,7022224,10817220,87408,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599742914,65,7013344,10831468,124980,188,0,0,0,0,0,0,0
ycsb,extend,74,1777599744233,65,7017648,10833788,164056,148,0,0,0,0,0,0,0
ycsb,extend,74,1777599745559,65,7024384,10825316,202216,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599746866,65,7013800,10831544,242124,40,0,0,0,0,0,0,0
ycsb,extend,74,1777599748198,65,7020604,10822524,280212,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599749524,65,7027680,10823068,319188,100,0,0,0,0,0,0,0
ycsb,extend,74,1777599750841,65,7019768,10839824,358116,816,0,0,0,0,0,0,0
ycsb,extend,74,1777599752147,65,7030188,10821772,206276,1664,0,0,0,0,0,0,0
ycsb,extend,74,1777599753438,64.8,7030884,10813096,99112,7360,0,0,0,0,0,0,0
ycsb,extend,74,1777599754741,64.7,7025844,10827324,48300,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599756063,64.7,7026372,10837472,86700,8,0,0,0,0,0,0,0
ycsb,extend,74,1777599757380,64.7,7024036,10831260,124804,20,0,0,0,0,0,0,0
ycsb,extend,74,1777599758702,64.7,7029928,10826336,162800,588,0,0,0,0,0,0,0
ycsb,extend,74,1777599760037,64.7,7035876,10820792,201888,780,0,0,0,0,0,0,0
ycsb,extend,74,1777599761351,64.7,7036548,10828724,240144,252,0,0,0,0,0,0,0
ycsb,extend,74,1777599762669,64.7,7031564,10835800,278240,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599763996,64.7,7033536,10823616,316636,128,0,0,0,0,0,0,0
ycsb,extend,74,1777599765310,64.7,7034732,10817808,313364,116,0,0,0,0,0,0,0
ycsb,extend,74,1777599766647,64.7,7039772,10809208,238984,5008,0,0,0,0,0,0,0
ycsb,extend,74,1777599767970,64.6,7031572,10816696,97140,1476,0,0,0,0,0,0,0
ycsb,extend,74,1777599769276,64.5,7030484,10829416,39300,60,0,0,0,0,0,0,0
ycsb,extend,74,1777599770596,64.5,7037304,10823468,1960,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599771919,64.4,7031828,10825600,38360,64,0,0,0,0,0,0,0
ycsb,extend,74,1777599773251,64.4,7035032,10813188,76928,152,0,0,0,0,0,0,0
ycsb,extend,74,1777599774594,64.4,7039588,10822372,115604,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599775927,64.5,7045896,10823732,153616,148,0,0,0,0,0,0,0
ycsb,extend,74,1777599777253,64.5,7035024,10836080,192524,76,0,0,0,0,0,0,0
ycsb,extend,74,1777599778583,64.4,7040780,10817192,231000,16,0,0,0,0,0,0,0
ycsb,extend,74,1777599779911,64.5,7041952,10834524,270176,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599781234,64.5,7043332,10826328,309880,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599782558,64.5,7044032,10822672,120428,1620,0,0,0,0,0,0,0
ycsb,extend,74,1777599783852,64.3,7038932,10813964,30212,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599785175,64.3,7038260,10814472,69008,1372,0,0,0,0,0,0,0
ycsb,extend,74,1777599786515,64.3,7049868,10822544,107320,56,0,0,0,0,0,0,0
ycsb,extend,74,1777599787846,64.3,7049512,10823808,145732,24,0,0,0,0,0,0,0
ycsb,extend,74,1777599789162,64.3,7045196,10815972,184528,2136,0,0,0,0,0,0,0
ycsb,extend,74,1777599790495,64.3,7051204,10821764,223944,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599791988,64.3,7046296,10813604,268724,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599793297,64.3,7046856,10825204,307300,2784,0,0,0,0,0,0,0
ycsb,extend,74,1777599794613,64.3,7046856,10825968,347544,292,0,0,0,0,0,0,0
ycsb,extend,74,1777599795955,64.3,7044044,10828148,386356,4144,0,0,0,0,0,0,0
ycsb,extend,74,1777599797282,64.3,7047720,10824744,208564,1936,0,0,0,0,0,0,0
ycsb,extend,74,1777599798599,64.2,7053308,10834880,101084,3572,0,0,0,0,0,0,0
ycsb,extend,74,1777599799900,63.9,7041696,10804556,23792,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599801234,64,7048104,10817088,61756,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599802556,63.9,7052484,10813344,18052,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599803896,63.9,7044988,10822756,56420,120,0,0,0,0,0,0,0
ycsb,extend,74,1777599805222,63.9,7054856,10837120,95024,1224,0,0,0,0,0,0,0
ycsb,extend,74,1777599806559,63.9,7053432,10818652,134040,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599807875,64,7054372,10827140,172396,204,0,0,0,0,0,0,0
ycsb,extend,74,1777599809187,64,7051300,10822280,212420,44,0,0,0,0,0,0,0
ycsb,extend,74,1777599810541,64,7047912,10834624,251676,136,0,0,0,0,0,0,0
ycsb,extend,74,1777599811863,64,7051440,10824932,289684,72,0,0,0,0,0,0,0
ycsb,extend,74,1777599813188,64,7051400,10818564,95756,1912,0,0,0,0,0,0,0
ycsb,extend,74,1777599814505,63.8,7050868,10828644,34628,1744,0,0,0,0,0,0,0
ycsb,extend,74,1777599815837,63.9,7048388,10831064,73452,428,0,0,0,0,0,0,0
ycsb,extend,74,1777599817158,63.9,7052244,10822104,112968,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599818484,63.9,7052364,10819292,152172,172,0,0,0,0,0,0,0
ycsb,extend,74,1777599819808,63.9,7046704,10823088,190580,80,0,0,0,0,0,0,0
ycsb,extend,74,1777599821129,63.9,7052752,10825348,230324,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599822461,63.9,7057648,10832364,269476,152,0,0,0,0,0,0,0
ycsb,extend,74,1777599823786,63.8,7053632,10821796,308272,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599825099,66.9,7266036,10797640,333908,80,0,0,0,0,0,0,0
ycsb,extend,74,1777599826432,63.8,7050988,10825568,372896,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599827745,63.8,7049032,10811524,176316,2056,0,0,0,0,0,0,0
ycsb,extend,74,1777599829049,63.6,7051484,10818284,53508,9660,0,0,0,0,0,0,0
ycsb,extend,74,1777599830348,63.5,7048576,10813732,58020,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599831683,63.5,7060228,10826328,96696,1004,0,0,0,0,0,0,0
ycsb,extend,74,1777599833014,63.5,7055144,10827708,62016,3052,0,0,0,0,0,0,0
ycsb,extend,74,1777599834326,63.4,7060188,10813884,9820,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599835653,63.5,7055880,10828836,48276,148,0,0,0,0,0,0,0
ycsb,extend,74,1777599836979,63.5,7056768,10821568,87088,4376,0,0,0,0,0,0,0
ycsb,extend,74,1777599838294,63.5,7053816,10821272,124644,152,0,0,0,0,0,0,0
ycsb,extend,74,1777599839615,63.5,7062700,10831484,163284,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599840947,63.5,7057560,10823584,202356,8,0,0,0,0,0,0,0
ycsb,extend,74,1777599842268,63.4,7063724,10819852,241880,176,0,0,0,0,0,0,0
ycsb,extend,74,1777599843584,63.4,7057396,10815104,64628,2820,0,0,0,0,0,0,0
ycsb,extend,74,1777599844898,63.4,7052948,10798508,43144,92,0,0,0,0,0,0,0
ycsb,extend,74,1777599846234,63.5,7058876,10820636,81820,36,0,0,0,0,0,0,0
ycsb,extend,74,1777599847567,63.4,7064032,10831560,120132,780,0,0,0,0,0,0,0
ycsb,extend,74,1777599848888,63.5,7058408,10821624,159252,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599850230,63.4,7060776,10828488,88516,2256,0,0,0,0,0,0,0
ycsb,extend,74,1777599851697,63.3,7060492,10824820,3552,244,0,0,0,0,0,0,0
ycsb,extend,74,1777599853003,63.3,7059880,10807596,42604,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599854339,63.3,7059816,10814652,81132,4,0,0,0,0,0,0,0
ycsb,extend,74,1777599855658,63.3,7067068,10809372,119064,48,0,0,0,0,0,0,0
ycsb,extend,74,1777599856967,63.3,7056584,10810836,157432,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599858276,63.3,7062904,10810256,5768,156,0,0,0,0,0,0,0
ycsb,extend,74,1777599859577,63.3,7063720,10821748,47240,156,0,0,0,0,0,0,0
ycsb,extend,74,1777599860916,63.3,7067384,10811580,86520,2292,0,0,0,0,0,0,0
ycsb,extend,74,1777599862235,63.4,7062016,10823064,124672,52,0,0,0,0,0,0,0
ycsb,extend,74,1777599863565,63.4,7058568,10824556,163796,92,0,0,0,0,0,0,0
ycsb,extend,74,1777599864896,63.4,7063608,10827760,202588,212,0,0,0,0,0,0,0
ycsb,extend,74,1777599866212,63.4,7063156,10823072,241876,1852,0,0,0,0,0,0,0
ycsb,extend,74,1777599867531,63.4,7061924,10823136,280064,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599868853,63.4,7060752,10814536,318688,56,0,0,0,0,0,0,0
ycsb,extend,74,1777599870189,63.4,7073228,10813480,356908,28,0,0,0,0,0,0,0
ycsb,extend,74,1777599871493,63.4,7068176,10816092,223876,4244,0,0,0,0,0,0,0
ycsb,extend,74,1777599872783,63.3,7065872,10823312,113336,2672,0,0,0,0,0,0,0
ycsb,extend,74,1777599874081,63.1,7067492,10812596,46224,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599875407,63.1,7063048,10815532,84944,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599876737,63.2,7074924,10819928,124092,440,0,0,0,0,0,0,0
ycsb,extend,74,1777599878062,63.2,7074268,10825664,162708,24,0,0,0,0,0,0,0
ycsb,extend,74,1777599879374,63.2,7070396,10787120,202216,196,0,0,0,0,0,0,0
ycsb,extend,74,1777599880701,63.2,7071308,10800624,240084,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599882022,63.2,7075980,10799632,277552,976,0,0,0,0,0,0,0
ycsb,extend,74,1777599883324,63.2,7071972,10813780,308308,76,0,0,0,0,0,0,0
ycsb,extend,74,1777599884658,65.2,7259536,10807876,336992,228,0,0,0,0,0,0,0
ycsb,extend,74,1777599885986,63.2,7073276,10813680,371828,52,0,0,0,0,0,0,0
ycsb,extend,74,1777599887300,63.1,7067360,10819604,124508,1640,0,0,0,0,0,0,0
ycsb,extend,74,1777599888589,63.1,7067596,10818340,21312,64,0,0,0,0,0,0,0
ycsb,extend,74,1777599889884,62.9,7073564,10808260,60868,1816,0,0,0,0,0,0,0
ycsb,extend,74,1777599891212,63,7069560,10816576,99008,72,0,0,0,0,0,0,0
ycsb,extend,74,1777599892530,63,7079504,10822908,137652,176,0,0,0,0,0,0,0
ycsb,extend,74,1777599893842,63,7082288,10809592,7468,24,0,0,0,0,0,0,0
ycsb,extend,74,1777599895180,63,7081600,10832644,45228,2820,0,0,0,0,0,0,0
ycsb,extend,74,1777599896499,63,7077144,10814704,84012,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599897806,63,7074144,10816736,122828,16,0,0,0,0,0,0,0
ycsb,extend,74,1777599899137,63,7079288,10813408,161280,152,0,0,0,0,0,0,0
ycsb,extend,74,1777599900474,63,7080484,10809216,200560,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599901804,63,7080992,10824852,239564,76,0,0,0,0,0,0,0
ycsb,extend,74,1777599903119,62.9,7082188,10814436,35924,3688,0,0,0,0,0,0,0
ycsb,extend,74,1777599904434,62.9,7087844,10805908,47556,84,0,0,0,0,0,0,0
ycsb,extend,74,1777599905777,62.9,7080860,10814144,85972,128,0,0,0,0,0,0,0
ycsb,extend,74,1777599907117,62.9,7090052,10815176,123976,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599908445,62.9,7090020,10813464,163248,48,0,0,0,0,0,0,0
ycsb,extend,74,1777599909772,62.9,7082848,10827376,200524,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599911106,62.9,7080816,10813312,238416,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599912613,63,7087676,10814300,281944,64,0,0,0,0,0,0,0
ycsb,extend,74,1777599913931,62.9,7085208,10810768,320112,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599915252,62.9,7094892,10806076,358684,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599916551,62.9,7084112,10806692,197260,4844,0,0,0,0,0,0,0
ycsb,extend,74,1777599917849,62.8,7084344,10802904,91144,4160,0,0,0,0,0,0,0
ycsb,extend,74,1777599919153,62.8,7094904,10820160,48372,28,0,0,0,0,0,0,0
ycsb,extend,74,1777599920473,62.8,7091456,10814792,87312,124,0,0,0,0,0,0,0
ycsb,extend,74,1777599921799,62.8,7086356,10817484,125472,140,0,0,0,0,0,0,0
ycsb,extend,74,1777599923114,62.8,7097168,10815160,163548,36,0,0,0,0,0,0,0
ycsb,extend,74,1777599924436,62.8,7097580,10807048,202356,152,0,0,0,0,0,0,0
ycsb,extend,74,1777599925770,62.8,7094548,10811788,240764,132,0,0,0,0,0,0,0
ycsb,extend,74,1777599927105,62.8,7098940,10799312,279456,124,0,0,0,0,0,0,0
ycsb,extend,74,1777599928430,62.8,7099220,10816668,317772,8,0,0,0,0,0,0,0
ycsb,extend,74,1777599929763,62.8,7093728,10818828,356352,4,0,0,0,0,0,0,0
ycsb,extend,74,1777599931085,62.8,7102560,10807900,220600,1936,0,0,0,0,0,0,0
ycsb,extend,74,1777599932382,62.8,7095892,10810936,105316,13140,0,0,0,0,0,0,0
ycsb,extend,74,1777599933677,62.7,7096924,10805616,28604,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599935003,62.7,7101828,10823416,64432,140,0,0,0,0,0,0,0
ycsb,extend,74,1777599936352,62.7,7098184,10813144,101236,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599937669,62.7,7096988,10821940,136848,56,0,0,0,0,0,0,0
ycsb,extend,74,1777599938995,62.7,7096276,10811652,172220,412,0,0,0,0,0,0,0
ycsb,extend,74,1777599940311,62.6,7104264,10803132,110320,1908,0,0,0,0,0,0,0
ycsb,extend,74,1777599941613,62.6,7093000,10805200,1336,108,0,0,0,0,0,0,0
ycsb,extend,74,1777599942932,62.5,7099012,10817916,35844,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599944264,62.5,7168612,10810068,68128,32,0,0,0,0,0,0,0
ycsb,extend,74,1777599945586,62.5,7098068,10816868,97320,292,0,0,0,0,0,0,0
ycsb,extend,74,1777599946912,62.5,7104152,10820304,131508,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599948237,62.5,7099592,10827860,12888,152,0,0,0,0,0,0,0
ycsb,extend,74,1777599949566,62.5,7094980,10810728,50116,272,0,0,0,0,0,0,0
ycsb,extend,74,1777599950893,62.5,7101212,10818616,85724,1784,0,0,0,0,0,0,0
ycsb,extend,74,1777599952214,62.5,7106348,10806988,117188,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599953551,62.5,7100720,10819244,151292,108,0,0,0,0,0,0,0
ycsb,extend,74,1777599954871,62.5,7101824,10818076,187724,1892,0,0,0,0,0,0,0
ycsb,extend,74,1777599956199,62.5,7096180,10811932,223240,100,0,0,0,0,0,0,0
ycsb,extend,74,1777599957518,62.5,7101932,10812436,259324,16,0,0,0,0,0,0,0
ycsb,extend,74,1777599958835,62.5,7099760,10819208,294856,3004,0,0,0,0,0,0,0
ycsb,extend,74,1777599960159,62.5,7108068,10818540,329472,1064,0,0,0,0,0,0,0
ycsb,extend,74,1777599961478,62.5,7103568,10803412,262028,2440,0,0,0,0,0,0,0
ycsb,extend,74,1777599962784,62.4,7106992,10831776,166852,7764,0,0,0,0,0,0,0
ycsb,extend,74,1777599964080,62.3,7102684,10814204,33096,1956,0,0,0,0,0,0,0
ycsb,extend,74,1777599965381,62.3,7104040,10817212,43984,160,0,0,0,0,0,0,0
ycsb,extend,74,1777599966707,62.3,7100504,10820944,75704,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599968039,62.3,7101372,10813744,105556,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599969356,62.3,7098232,10823168,139772,2208,0,0,0,0,0,0,0
ycsb,extend,74,1777599970672,62.3,7101892,10820356,177836,228,0,0,0,0,0,0,0
ycsb,extend,74,1777599971988,62.3,7104480,10812288,214844,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599973486,62.3,7102184,10796804,255780,640,0,0,0,0,0,0,0
ycsb,extend,74,1777599974812,62.3,7102556,10820228,292556,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599976149,62.3,7105512,10778220,329804,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599977476,62.3,7105544,10812872,366868,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599978789,62.2,7104400,10815304,226876,5064,0,0,0,0,0,0,0
ycsb,extend,74,1777599980079,62.1,7099676,10805564,109944,9776,0,0,0,0,0,0,0
ycsb,extend,74,1777599981371,62,7106252,10810184,39424,32,0,0,0,0,0,0,0
ycsb,extend,74,1777599982680,62,7111320,10811692,63868,4456,0,0,0,0,0,0,0
ycsb,extend,74,1777599984000,62,7100588,10812860,14436,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599985319,62,7102304,10807516,50324,2892,0,0,0,0,0,0,0
ycsb,extend,74,1777599986658,62,7106308,10815376,80088,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599987979,62,7100676,10808228,114376,140,0,0,0,0,0,0,0
ycsb,extend,74,1777599989299,62,7106808,10811116,147484,12,0,0,0,0,0,0,0
ycsb,extend,74,1777599990622,62,7103420,10807940,182788,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599991936,62,7113192,10809940,217224,0,0,0,0,0,0,0,0
ycsb,extend,74,1777599993271,62,7111280,10822620,253132,872,0,0,0,0,0,0,0
ycsb,extend,74,1777599994607,62,7113388,10813920,289168,1048,0,0,0,0,0,0,0
ycsb,extend,74,1777599995928,61.9,7103432,10815156,165192,3360,0,0,0,0,0,0,0
ycsb,extend,74,1777599997219,61.8,7108488,10798660,47864,3776,0,0,0,0,0,0,0
ycsb,extend,74,1777599998520,61.8,7113292,10803008,49204,144,0,0,0,0,0,0,0
ycsb,extend,74,1777599999838,61.8,7103264,10815980,80652,952,0,0,0,0,0,0,0
ycsb,extend,74,1777600001143,61.8,7103552,10822748,113940,140,0,0,0,0,0,0,0
ycsb,extend,74,1777600002455,61.8,7105032,10809176,146340,124,0,0,0,0,0,0,0
ycsb,extend,74,1777600003765,61.8,7104768,10815064,181640,1944,0,0,0,0,0,0,0
ycsb,extend,74,1777600005098,63.9,7329144,10778332,204180,0,0,0,0,0,0,0,0
ycsb,extend,74,1777600006423,61.8,7108484,10786236,238804,0,0,0,0,0,0,0,0
ycsb,extend,74,1777600007761,61.8,7111808,10797844,272964,72,0,0,0,0,0,0,0
ycsb,extend,74,1777600009085,61.8,7106796,10818316,310236,152,0,0,0,0,0,0,0
ycsb,extend,74,1777600010413,61.8,7109276,10818504,347772,252,0,0,0,0,0,0,0
ycsb,extend,74,1777600011732,61.8,7107396,10797736,228372,2428,0,0,0,0,0,0,0
ycsb,extend,74,1777600013021,61.7,7106772,10814788,111424,3932,0,0,0,0,0,0,0
ycsb,extend,74,1777600014327,61.6,7111556,10796956,38296,0,0,0,0,0,0,0,0
ycsb,extend,74,1777600015660,61.6,7118804,10818464,77424,1800,0,0,0,0,0,0,0
ycsb,extend,74,1777600016984,61.6,7107408,10819744,111580,0,0,0,0,0,0,0,0
ycsb,extend,74,1777600018294,61.6,7117256,10815860,148992,144,0,0,0,0,0,0,0
ycsb,extend,74,1777600019614,61.6,7109468,10818588,184332,72,0,0,0,0,0,0,0
ycsb,extend,74,1777600020936,61.6,7114076,10807000,221372,128,0,0,0,0,0,0,0
ycsb,extend,74,1777600022278,61.6,7112972,10808872,260896,272,0,0,0,0,0,0,0
ycsb,extend,74,1777600023591,61.6,7114152,10821676,297844,0,0,0,0,0,0,0,0
ycsb,extend,74,1777600024898,61.6,7115196,10804732,338676,72,0,0,0,0,0,0,0
ycsb,extend,74,1777600026213,61.6,7116504,10806312,376752,12,0,0,0,0,0,0,0
ycsb,extend,74,1777600027549,61.6,7121028,10810912,418128,160,0,0,0,0,0,0,0
